Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Final evaluation of the Hillside Agricultural Project (2/87-2/97) to increase production of domestic and export perennial tree crops by hillside farmers in selected watersheds in Jamaica. The project was highly successful in achieving its objective; under the auspices of 32 subprojects, perennial tree crop production was improved on 18,000 farms, or over 16,000 acres.  These activities led to the return of small farmer production of cocoa and coffee -- Jamaica's traditional export crops -- after Hurricane Gilbert.  However, while the strategic focus on introducing perennial tree crops permitted the project to reach many farmers, it also compelled the project to ignore other kinds of activities (program sustainability, involvement of women and youth, agricultural product marketing, socioeconomic monitoring, and development of a management information system) that are just as important to the success of hillside agriculture.  The project broadened its scope to address these issues after a mid-term evaluation, but without the commitment of the project team or the resources needed to pursue the new project design, achievement of the new objectives was mixed. Some of the numerous lessons learned from the project are as follows: (1) A large, decentralized effort such as this required independence from the traditional Ministry implementation mechanisms, which can be slow, cumbersome, and subject to arbitrary decisions about resource allocation.  A Project Coordinating Committee can be effective in linking a complex project with USAID and host government officials without relinquishing control of it to a single host government agency, as well as in preserving a single line of accountability.  (2) The integration of perennial trees into hillside farming and natural resource management systems contributes to the control of erosion and provides watershed protection.  Further, the integration of a diverse mixture of these trees along with improved management practices helps to increase production and minimize risk for limited resource farmers. Overall, hillside agricultural development should focus on the whole farming system, promoting annual and perennial tree crop production under mixed cropping patterns.  (3) It is doubtful that the large input subsidies were needed to attract farmer participation.  Many Jamaican farmers are willing to invest in the production of perennial tree crops even if it requires their financial contribution.  Further, farmers are also willing to pay for access to marketing and input delivery services. (4) The sustainability afforded by community participation has a cost. A project must work with existing local institutions or devote resources to facilitate community development.  The time and resources devoted to community development will delay and/or reduce the other outputs which the project can be expected to achieve.  (5) The project's focus on tree crop production to the exclusion of agricultural product marketing and post-harvest activities excluded women, who traditionally have primary responsibility for these activities, from the project.","","Final Evaluation Report","Documents","LAG-4200-I-00-3056-00","","2/1/1997 12:00:00 AM","","Agricultural development|Upland cropping|Hills|Watersheds|Agricultural productivity|Crop production|Mixed cropping|Cropping systems","Jamaica","http://pdf.usaid.gov/pdf_docs/PDABN670.pdf","9,286 KB","005072 - Tropical Research and Development, Inc.","","008563 - USAID. Mission to Jamaica","English","application/pdf","Final evaluation","","Lichte, John|Armor, Thomas|et al.","Natural resources management","7 Feb 1997","","","","Hillside agriculture project : final evaluation","","PD-ABN-670","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQ1Mzgy","Jamaica","5320101|9364200"
"Evaluates project to help Indian industries adopt environmentally sound practices while promoting sustainable linkages between U.S. and Indian firms (TEST project).  The project is being implemented by the Industrial Credit & Investment Corporation of India (ICICI) and Sanders International (SI). This mid-term evaluation, covering the period 9/92-3/96, is more of a planning tool than a traditional mid-term evaluation because it was conducted less than one year before the PACD and aimed to help the Mission redesign TEST as the Clean Technology Initiative (CTI/I), a new project due to begin in 1997. Both ICICI and SI have energetically met their commitments to the satisfaction of their beneficiaries.  TEST has contributed toward the Mission's Strategic Objective 5: ""Improved air and water quality at selected industrial sites and municipalities"".  It will be a few years before the types of commercial transactions at the core of TEST's design blossom, and the sustainability or failure of new partnerships and multiplier effects will become apparent.  Detailed analysis of program impacts would take more time, information, and analysis than is anticipated in the TEST logical framework or was possible during this evaluation. Some management issues require the urgent attention of USAID and its institutional partners.  (1) How should the pending loan applications be handled in order to minimize inconvenience to applicants and problems in program management? ICICI feels strongly that about $5-6 million should be awarded for loan applications currently in the pipeline.  This would have major implications for the redesign of TEST because of the amount of money involved, unless this money would come from a source other than the funds projected for CTI/I.  (2) How should the disruption between the end of SI's contract on 1/31/97 and the beginning of the new TA contract be minimized? USAID expects to redefine the role of the U.S. institutional contractor for TEST and to award a new contract in early 1997. The following are lessons learned.  (1) TEST should distinguish between markets for:  new and/or growing, forward-looking industries; older, mostly medium- or small-scale industries; and environmental services.  (2) A major financing component for TEST is no longer appropriate; there seems to be adequate financing in India for promising commercial transactions with environmental benefits, although ICICI disagrees with this conclusion. However, consideration should be given a limited financing component for demonstration projects of pollution abatement technologies that can readily be implemented on a wide scale, if the tested technologies prove environmentally and commercially viable.  (3) Special commercial services provided to TEST participants have facilitated some commercial transactions, but there is no ready way to evaluate the cost-effectiveness of these services.  Therefore, they should either become self-supporting or their environmental and economic merits should be evaluated to determine whether they are worth the extra cost. (4) CTI/I will present increased opportunities and needs for TEST to expand its partnerships, primarily with the U.S. Asian Environmental Partnership (USAEP) and a broader range of Indian institutions.  (5) For some of the new measures to be adopted, TEST will need to shift from a demand-driven to a more targeted approach (e.g. by sector, region, or environmental issue) in order to enhance program implementation and performance monitoring of some CTI/I measures.  (6) CTI/I should increase emphasis on how to design performance indicators and monitor performance.  (I) As USAID already recognizes, Strategic Objective 5 needs to be re-evaluated in light of CTI/I.  (ii) Performance indicators and the structure of performance monitoring should reflect the need for longer time horizons to evaluate project impacts.  (iii) It is important to maximize learning from the initial three-plus years of TEST.  (iv) USAID should structure reporting requirements for TEST to facilitate project monitoring and evaluation, and consider making tracking and analysis of TEST performance a performance indicator, at least for the next 2-3 years. Overall, the first phase of TEST occurred during a time of rapid change in India's environmental market.  The most important driving forces appear to be economic liberalization and globalization (for pollution prevention) and judicial activism linked to citizens' lawsuits (for upgrading of older facilities). USAID's plans to redesign TEST for CTI/I are consistent with the results of this evaluation.  Overall, the most crucial lesson learned for CTI/I may be the need to strengthen design, monitoring, and reporting for project indicators to enhance feedback for ongoing project improvement. This is particularly important since TEST is intended as a ""cutting edge"" project, with potential as a catalyst for other U.S. Government programs and other international donors.   (Author abstract, modified)","Task order no. 2|Companion evaluation summary: PD-ABN-921","Special Evaluation","Documents","AEP-0085-I-00-6018-00","","1/1/1997 12:00:00 AM","","Pollution|Industrial wastes|Technology transfer|Environmental technologies|Joint ventures|Business enterprises|Investment promotion|Development project design|Management aspects|Pilot projects","India|USA","http://pdf.usaid.gov/pdf_docs/PDABN695.pdf","7,548 KB","003970 - Management Systems International, Inc. (MSI)","","008557 - USAID. Mission to India","English","application/pdf","Interim evaluation","","Halter, Faith|Spongberg, Robert|Tyagi, Paritosh","Environmental management","Jan 1997","","","","Mid-term evaluation of the trade in environmental services and technologies (TEST) project","","PD-ABN-695","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQ1NDY2","India","3860530|9300085"
"Evaluates project to improve the effectiveness and efficiency of the Guyanese justice system.  Mid-term evaluation covers the period 9/94-12/96.  The project is being implemented by the Ministry of Legal Affairs, the University of the West Indies (UWI), and the University of Guyana. There is a reasonable chance that many of the project's components can be substantially completed. Initial grants have been made to the Bar Association and the Georgetown Legal Aid Clinic.  Eight Magistrate Courts outside of Georgetown have been completed, and work has begun on three others, on the Supreme Court's facility in New Amsterdam, and on the building for the High Court Library.  Some materials for the Library have arrived and staff are being trained.  Several workshops and lectures for judicial personnel and practicing lawyers have been held, and one person has completed the course in legal drafting at UWI. However, the largest targeted output -- improving the management of the court system -- will be difficult to achieve.  Implementation has suffered from 3 main problems.  (1) The Government of Guyana has not met its commitments to appoint a full-time, professional court manager or to provide the level of salaries and support required to attract and hold the personnel needed by the court system.  (2) There have been serious delays in carrying out the various implementation steps, such as getting personnel in place and completing the planned analyses -- with much of the important work having taken place only in the last 6 months.  (3) There are still gaps in the preparation for stage two of the project. An integrated program for working with the Registry of the High Court and a comprehensive training plan for the administrative personnel of the court system have not been completed; no work has been done in preparing for possible additional activities; and there is a need for significant programming work, including further revision of the project's budget and greater specification of the outputs and end of project conditions to be achieved. Confronting these problems has required more effort on the part of the USAID Project Manager than would be expected, and such effort is likely to be required in the future as well.  Fortunately, that official is well-prepared and well-received.  However, steps should be taken to strengthen UWI's implementation performance.","Task order no. 5","Special Evaluation","Documents","AEP-0085-I-00-6018-00","","2/1/1997 12:00:00 AM","","Institution building|Judiciary|Legal education","Guyana","http://pdf.usaid.gov/pdf_docs/PDABN701.pdf","3,936 KB","003970 - Management Systems International, Inc. (MSI)","","008553 - USAID. Mission to Guyana","English","application/pdf","Interim evaluation","","Oleson, John","Government reform","Feb 1997","","","","Mid-term evaluation of the Guyana justice improvement project -- project no. 504-0109","","PD-ABN-701","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQ1NTIx","Guyana","5040109"
"","Task order no. 2|Project title: Strengthening elections and political processes","Special Evaluation","Documents","AEP-5468-I-00-6006-00|AEP-I-00-96-90006-00","","1/1/1997 12:00:00 AM","","Judicial reform","El Salvador","http://pdf.usaid.gov/pdf_docs/PDABN702.pdf","8,382 KB","003970 - Management Systems International, Inc. (MSI)","","008540 - USAID. Mission to El Salvador","Spanish","application/pdf","Interim evaluation","","Mudge, Arthur|Cordova, Ricardo|et al.","Government reform","Jan 1997","","","","Reforma judicial II (proyecto no. 519-0376) : evaluacion -- informe final","Judicial reform II (project no. 519-0376) : evaluation -- final report","PD-ABN-702","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQ1NTIy","El Salvador","5190376"
"Final evaluation of a project (2/92-6/96) to provide TA to the Government of Bangladesh's (GOB) Financial Sector Reform Program (FSRP), aimed at restructuring the commercial banking system. While the project's contribution was significant, it has not solved major banking problems; it would take 10 years for the 5-year project to achieve its goals.  Perhaps one of the project's most significant contributions has been to make the financial community, the GOB, and donor agencies aware that the banking sector was in much worse condition than previously thought. As the project progressed and the severity of the deficiencies in the banking sector revealed themselves, the project focused its efforts on training personnel from the four Nationalized Commercial Banks (NCBs), primarily by training trainers who introduced state-of-the-art techniques in the field of banking.  The benefits of training were widespread, but sustainability is in doubt in two of the NCBs.  Overseas training for high level professionals from the central bank, the Bank of Bangladesh (BB), the Ministry of Finance, the NCBs, and training institutes was also important, with the programs of Citibank in New York and the U.S. Federal Reserve System representing the summit of banker training programs. Noteworthy efforts to revitalize the Bangladesh Institute of Bank Management (BIBM) included introducing a Master's in bank management, updating courses, and providing the institution with computers for classroom use, and updating its facilities with air conditioning.  To redirect the NCBs, the project's principal focus, the project introduced improved management techniques, providing NCBs with computers and computer software for producing financial reports, and, most importantly, introducing a revised loan ledger, which represented the first step in developing a loan accounting system.  The project improved the BB's supervisory capacity by introducing an off-site surveillance system called CAMEL, and upgrading the BB's Credit Information Bureau (CIB).    The NCBs, BB, and the Central Bank significantly improved their operations after they were introduced to a dramatically improved Management Information System (MIS).  However, the usefulness of the MIS was limited as senior managers were not thoroughly trained in its use. The project helped the NCBs gradually improve their financial performance.  Specifically, FSRP TA helped them to improve implicit inter-relationships in terms of monitoring, with the most visible impact on the performance planning statement used by bank management in policy decisions.  The effects of the use of the Loan Risk Analysis (LRA) are not yet visible. Unfortunately, none of the interventions focused on monitoring loan recovery, a serious and known problem. The BB received significant assistance, primarily through the institutional development of the Monetary Management Technical Unit (MMTU).  This unit produced a monthly report focusing in changes on monetary variables in the economy for meetings of the Monetary Policy Committee, established seminars for the BB staff, and created a data bank of financial and economic statistics, which has been well-received. Training was provided BB staff, including MMTU, although training sustainability is doubtful since many staff members have been transferred to other offices where their training is not utilized.  FSRP contributed indirectly to the reform of monetary policy by assisting in the production of regular papers on financial variables and economic conditions for the Monetary Policy Committee. In sum, FSRP TA helped to reform the banking system in Bangladesh. The use of new methods introduced has varied among different institutions, although there is an awareness of these new techniques among a wide range of employees.  The TA would have been of more use to senior managers and NCBs bank boards had theses two types of personnel been adequately oriented as to the what the new techniques, equipment, and training programs were intended to do.  On the whole, however, as one authority put it: ""In the long run, provided the success so far is not allowed to diminish, Bangladesh will benefit greatly from the foundation of skills, systems, and procedures, provided through FSRP TA.""","Related document: PD-ABN-716","Final Evaluation Report","Documents","AEP-0085-I-00-6016-00","","2/1/1997 12:00:00 AM","","Financial institutions|Capital markets|Commercial banks|Economic reform|Institution building|Financial management|Management development|Management training","Bangladesh","http://pdf.usaid.gov/pdf_docs/PDABN715.pdf","3,636 KB","005072 - Tropical Research and Development, Inc.","","008511 - USAID. Mission to Bangladesh","English","application/pdf","Final evaluation","","Hammelton, Raynal|Gardner, John W.|et al.","Economic reform","Feb 1997","","","","Technical report : final evaluation of the Bangladesh financial sector reform project, 338-0078-3-30051 [i.e. 388-0078-3-30051]","","PD-ABN-715","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQ1NTU1","Bangladesh","3880078"
"Evaluates grants to World Education (WE) for two projects in Mali: (1) Urban Revitalization (1991-96); and (2) Promoting Economic Opportunities for Women (1990-94). Phase I of the Urban Revitalization project aimed to increase morale and ease social tension in the aftermath of the March 1991 coup d'etat by generating incomes in urban communities and by strengthening civic organizations working on urban cleanliness and the restoration of buildings.  These efforts seemed to have succeeded; tensions never reached explosive levels and the scheduled elections took place without violence.  Phase II consolidated Phase I gains and reinforced the capacities of some NGOs, economic interest groups (GIEs), and civic groups already supported; it also created new GIEs to provide sustainable solutions to the needs of the population. Phase III aimed to strengthen Phase I and II outcomes and replicate their successes in six secondary cities. However, the project remains most sustainable in Bamako, where it had been underway for some time; where NGOs were already active and familiar with the populations' needs; where there were more resources for follow-up support, TA, and complementary activities such as health education; where population density made garbage pick-up more viable because it more clearly responds to a perceived need for which people are willing to pay; and where there existed water systems that made delivery of potable water a viable activity.  In other secondary cities, most of the GIEs were in serious trouble, due in part, to faulty pre-project surveys and feasibility studies, the lack of the enabling conditions found in Bamako; use of inappropriate technologies; and NGOs' lack of understanding of environmental and sanitation issues, and inadequate technical capacities in construction, adult education, survey techniques, and feasibility studies. Phase III has suffered from administrative and budgeting constraints caused by USAID action, e.g., initially reducing the period of the grant from 3 years to 1 and then only approving 1-year extensions.  This hampered community participation in the project and the provision of training to NGOs, groupes civiques, and GIEs, particularly in the secondary cities. The Women's Micro-enterprise grant initially provided beneficiaries with business and leadership training associated with a grants mechanism; and then initiated savings and credit associations to support business trainees and mobilize local resources for the provision of credit to women savers.  The Bamako WE Office established a Management Committee which extended credits to seven women's groups, which then formed four credit unions, three of which are still part of the program. In 12/94, the project was folded into the Urban Revitalization grant. Since then, seven new credit unions have been put into operation, with nine more expected by the end of 1996. The project, implemented directly through Malian NGOs, was dependent on the quality of NGO personnel.  At the same time, WE followed no Logical Framework for the administration of the grants (no quantitative goals).  As a result, USAID has been dissatisfied over the effectiveness of the programs, and the NGOs have been disillusioned with the amount of capacity-building assistance they have received from WE. Evaluating the project was difficult; while the reporting of concrete accomplishments (e.g., number of latrines built) was quite good, though needing improvement in secondary city activities, documenting of decisionmaking was poor.  WE has taken steps to improve monitoring. Allegations have been made that WE employees are board members of NGOs receiving grants from WE, and that the transparency of WE's process for selecting NGOs for participating of the program is questionable. These seem unfounded, but steps should be taken to eliminate the lingering concerns of the NGOs. The two programs have not been integrated in any way; greater synergy for greater impact could be achieved through, for example, incorporating health education in all training and literacy programs (for credit union members, groupes civiques, GIEs, Parent-Teacher Associations [APEs]), and by developing courses and research activities in which all representatives could participate.","French ed.: PD-ABN-845|Delivery order no. 1","Final Evaluation Report","Documents","HNE-0000-I-00-6030-00","","3/1/1997 12:00:00 AM","","Women in development|Economic development|Income generation|Economic recovery|Urban development|Urban renewal|Microenterprises|Internal conflict","Mali","http://pdf.usaid.gov/pdf_docs/PDABN741.pdf","5,597 KB","000436 - Development Associates, Inc.","","008575 - USAID. Mission to Mali","English","application/pdf","Final evaluation","","Roush, James L.|LeBlanc, Maryanne|Diallo, Ahmadou","Private voluntary organizations","Mar 1997","","","","Evaluation of World Education grants for women's micro-enterprise and urban re-vitalization","","PD-ABN-741","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQ1NjI0","Mali","6880247"
"","Delivery order no. 3","Special Evaluation","Documents","AEP-0085-I-00-6020-00","","2/1/1997 12:00:00 AM","","Political development|Public administration|Local level|Local groups","Slovakia","http://pdf.usaid.gov/pdf_docs/PDABN745.pdf","2,245 KB","003366 - TvT Associates","","008603 - USAID. Mission to Slovakia","English","application/pdf","","","McLaughlin, Richard D.|Chase, James|Hredickova, Milica","Political development","Feb 1997","","","","Final report : evaluation of strategic objective 2.3 -- promoting more effective, responsive and accountable local government and local institutions","","PD-ABN-745","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQ1NjI4","Slovakia","9300085"
"Evaluates matching grant to Opportunity International (OI), a U.S.-based PVO that supports microenterprise development in developing countries.  The grant will be used to accelerate the pace of OI's agency creation and expansion model by linking local NGOs and their beneficiaries to the formal sector and by leveraging market-based funding.  Midterm evaluation covers the period 9/93-3/97. Progress toward meeting the three objectives of the Cooperative Agreement are as follows.  OI has been very successful toward the fulfillment of Objective #1; it has used the money from the matching grant to form new partner agencies in South Africa, Bulgaria, and Ghana, and to obtain grant and soft loan money from other sources to leverage the PVC grant funds with funds from other sources.  Regarding objective #2 -- to link existing strong partners (in Indonesia, the Philippines and Zimbabwe) to the formal sector for access to market-based funding -- OI has had less success, although some substantive movement has been made.  OI has achieved Objective #3, by substantially strengthening the international mechanisms for cross-fertilization and support for its 49 partners in order to accelerate the learning curve for national impact programs and to increase partners' capacities to respond to natural disasters through business rehabilitation loans for microenterprises. The progress made in achieving the three grant objectives demonstrates that OI is well on its way to achieving the purpose of the USAID matching grant.  It has clearly accelerated its agency creation and expansion through the use of grant funds, although it still has a long way to go toward developing a link with the formal sector.","Delivery order no. 5","Special Evaluation","Documents","FAO-0539-C-00-5036-00","","3/1/1997 12:00:00 AM","","Economic development|Microenterprises|Development cooperation|Private voluntary organizations|Indigenous private voluntary organizations|Development organizations|Institution building","South Africa|Bulgaria|Ghana|Indonesia|Philippines|Zimbabwe","http://pdf.usaid.gov/pdf_docs/PDABN814.pdf","3,837 KB","003970 - Management Systems International, Inc. (MSI)","","007746 - USAID. Bur. for Humanitarian Response. Ofc. of Private and Voluntary Cooperation (PVC)","English","application/pdf","Interim evaluation|Development partners","","Silcox, Stephen C.","Small scale enterprises","15 Mar 1997","","","","Mid-term evaluation : USAID/Opportunity International matching grant (cooperative agreement no. FAO-0158-A-00-3072-00) -- final report","","PD-ABN-814","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQ1ODAw","Private and Development Cooperation","9380158|9380539"
"Evaluates the ZdravReform program to help the New Independent States (NIS) of Central Asia, Ukraine, and Russia apply the latest technology to health care financing in order to bolster the social safety net during the period of economic transition.  The evaluation covers the period 1993-4/97. The program quickly evolved to address service delivery as an important element of reform and to reevaluate the assumption that health care delivery would quickly shift from the public to the private sector. In fact, the project's ""rolling"" design, which allowed its evolution as conditions warranted, was one of the strongest contributors to project success; clinical delivery was not included in the project's design, but was added to improve health care delivery. Unfortunately, Western concepts of quality improvement have not been well-received in the region, where the former Soviet Union's traditional management approach, which places much greater emphasis on control, still prevails. An immense amount of work has been undertaken in setting up model systems of health care finance and service delivery reform throughout the NIS -- from Almaty in the east on the border of China to a rural rayon in Ukraine on the border with Moldova in the west, from Issyk-kul in the Kyrgyz Republic in the south to Central Russia and Siberia in the north.  Emphasis has been at the local (oblast) rather than the national level. This tactic has been highly productive.  In Russia alone, more than 100 subprojects have been developed. Communications between test sites and health care providers working at them should be encouraged to ensure dissemination of lessons learned.  In the case of Russia, the decision to move the project management function out of Washington to the field was the proper one.  For the Central Asia and Ukraine programs, discussions between USAID and the field about streamlining communication are underway and should be continued to preserve project momentum. Any follow-on work should continue to test the primary payment models that have been at the core of the current effort.  Declining health budgets and a limited tax base to finance national health insurance systems have reinforced the use of under-the-table payments throughout the region.  Finally, the work on information management is also important to the success of health care finance reform.  This is a new aspect of the health system and needs continued technical support. Broadly, the program has demonstrated that health care reform is critical to the success of economic transition in the NIS, and vital to the success of the ENI Bureau's strategic objectives in economic transition and democratic liberalization.  Health care reform -- work on which has been so far technically sound and successful -- should remain part of the policy dialogue agenda of each of the U.S. Missions in the region.","","Special Evaluation","Documents","DHR-0037-C-00-5067-00","","4/1/1997 12:00:00 AM","","Health finance|Sector policy|Development project design|Local level|Payment systems|Health professional education|Financial management|Economies in transition|Societies in transition|Health delivery|Health care reform","New Independent States","http://pdf.usaid.gov/pdf_docs/PDABN840.pdf","478 KB","008485 - Basic Health Management International (BHM)","","009520 - USAID. Bur. for Europe and the New Independent States. Ofc. of Democracy, Governance and Social Reform","English","application/pdf","Interim evaluation|Former Soviet Union","","Laudato, George A.|Barenbaum, Larry|et al.","Health finance","21 Apr 1997","","","","Evaluation of the health care financing and service delivery reform program implemented by ABT Associates, Inc. (CCN-0004-C-00-4023-00)","","PD-ABN-840","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQ1ODcw","NIS Regional","1100004|1800037"
"Final evaluation of a program (11/94-11/96) to demobilize the Haitian armed forces (the FAd'H) and assist in their reintegration into Haitian civilian society.  The International Organization for Migration (IOM) implemented the program. The IOM staff had the political sensitivity, experience, knowledge, and person-to-person skills needed to implement the program, and generally performed well.  Some 88% of the estimated 6,250 demobilized soldiers registered with IOM, and all but a few hundred of these accepted the 6-month vocational training course that IOM offered.  Good USAID-IOM coordination led to a timely startup, as well as flexibility in implementation, although the program's controversial nature made it difficult for IOM to coordinate with high-level Haitian officials and forge links with other aid programs.  The IOM training program was high-quality, provided soldiers timely entrance to courses, provided the types of training requested, and increased the capacity of existing schools.  Of the more than 4,800 graduates of the training program, over 4,500 participated in IOM's Opportunity and Referral Service (ORS), which offered training in job search skills, employment referrals, and vocational tool kits.  Unfortunately, only 304 graduates obtained employment through the ORS. Promoting social reconciliation also proved difficult.  Despite several efforts, IOM was unable to introduce civic education into the program (the FAd'H continued to view themselves as ""entitled"" victims of an unjust dismissal).  There were also no systematic attempts by IOM to promote the efforts of some schools to foster local reconciliation through local projects, although IOM tried to support such programming. The demobilization program had a significant impact in several areas. (1) By holding out the promise of aid and engaging the former FAd'H in the short term (6 months), the demobilization program probably helped to protect the U.S. military force, and contributed to the maintenance of a secure and stable environment.  (2) By continuing over 2 years as more soldiers were demobilized, the program probably helped to lessen threats from the former FAd'H, which, in turn, provided a breathing space to enable other security, political, economic, and social transition activities to occur.  However, other factors also contributed to this breathing space, including the UN presence and the threat of vigilantism.  Moreover, the unexpected complete demobilization of the FAd'H (which had also served as a police force) left Haiti without police.  Building a new police force that could contain potential FAd'H threats proved difficult and time-consuming.  (3) Although the demobilization program gave the former FAd'H some of the skills required for employment, full reintegration is not occurring due to poor economic conditions in Haiti, lower-than-expected economic growth, and the stigma of being a former soldier. The Haiti experience teaches the need for flexibility, extensive coordination with inter-connected transition activities, keeping the demobilized soldiers occupied so that they cause no trouble, and, what is most difficult of all, promoting reconciliation between former soldiers and society, possibly by embedding demobilization programs in efforts to aid the local community.  The Haiti experience also demonstrates that demobilization programs are appropriate USAID/OTI projects because -- depending on their outcome -- they may help maintain the momentum of a transition by assisting peacekeeping forces, providing a breathing space to enable other transition activities to occur, and reintegrating former soldiers into society.  (Author abstract, modified)","Summary in French","Final Evaluation Report","Documents","","","3/1/1997 12:00:00 AM","","Political development|Social development|Military|Vocational training|Political objectives|Impact assessment|Social impact|Demobilization|Excombatants|Economic and social reintegration|Political reconciliation|Political systems in transition|Post conflict societies|Societies in transition","Haiti","http://pdf.usaid.gov/pdf_docs/PDABN844.pdf","1,603 KB","009541 - CNA Corp. (CNAC)","","008865 - USAID. Bur. for Humanitarian Response. Ofc. of Transition Initiatives|008554 - USAID. Mission to Haiti","English","application/pdf","Final evaluation","","Dworken, Jonathan|Moore, Jonathan|Siegel, Adam","Demobilization","Mar 1997","","(IPR) 96-0104","","Haiti demobilization and reintegration program : an evaluation prepared for US Agency for International Development","","PD-ABN-844","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQ1OTI5","Haiti",""
