Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"This final performance evaluation was designed to assess two projects supported by USAID/Ecuador: (1) Strengthening Civil Society in Ecuador (GF Project);&nbsp;and (2) Strengthening Democracy in Ecuador (PC Project).&nbsp; The GF project goal was to enhance the capacity of local CSOs to advocate for democracy-related issues and support efforts to influence legislation and policies related to the CSO sector;&nbsp; Specific GF Project Objectives were: (1) to strengthen the capacity of CSOs to effectively influence democratic processes, institutions, and (2) to increase adherence to democratic principles to strengthen the capacity of selected CSOs to develop more effective sustainability efforts and function more transparently.&nbsp; The PF project's overall goal was to promote more effective citizen participation in key democratic processes and oversight of democratic institutions.&nbsp;&nbsp;<br />The project included the following key areas of activity: (1) support of advocacy, oversight, and capacity building efforts of 24 CSOs through small grant funds; (2) strengthen a national CSO network to build CSOs' capacities and promote collective action; (3) develop research studies and publications to enhance the work of the CSO sector; (4) identify and disseminate innovative practices within the CSO sector; (5) strengthen CSOs organizationally and institutionally through direct coaching and long-term formal courses; and (6) romote CSO sustainability through hands-on development of sustainability plans.&nbsp; The evaluation was structured around four main categories of questions that apply to both projects, namely: 1) advocacy and oversight; 2) engagement; 3) local capacity development; and 4) sustainability.&nbsp; Specific evaluation findings, conclusions and recommendations are provided with detailed analysis for each evaluation question.&nbsp; (Excerpt, modified)&nbsp;","Prefaced by informational memorandum|'Prepared under RFTOP No. SOL-518-13-000009'|Evaluated project title: Strengthening civil society in Ecuador (SCS)  (GF project)|Evaluated project title: Strengthening democracy in Ecuador (SD) (PC project)","Final Evaluation Report","Documents","","","8/1/2014 12:00:00 AM","","","Ecuador","http://pdf.usaid.gov/pdf_docs/PA00K2JD.pdf","1,661 KB","008414 - Mendez England and Associates","","008538 - USAID. Mission to Ecuador","English","application/pdf","","","","Civil society","August, 2014","","","","Final performance evaluation of USAID/Ecuador's program to support civil society : final report","","PA-00K-2JD","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzUyNDQ3","Ecuador",""
"","","Special Evaluation","Documents","AID 611-C-12-00002","","1/1/2013 12:00:00 AM","","","Zambia","http://pdf.usaid.gov/pdf_docs/PA00K2MG.pdf","1,724 KB","012914 - EnCompass, LLC","","","English","application/pdf","","","Zachariah Falconer-Stout, Jonathan Jones, and Lyn Messner","Education (General)","December 2013","","","","U.S Agency for International Development Time to Learn Project: Year Two Performance Review Report","","PA-00K-2MG","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzUyNTA1","",""
"The Improved Basic Education in Cambodia project's strategic objective is to improve access, quality, and relevance of basic education in Cambodia.&nbsp; More specifically, the IBEC project is to increase lower secondary school enrollments, retention, and completion rates, providing Cambodia's adolescent youth population with an opportunity to be better educated and lead productive lives.&nbsp; The IBEC project targets selected schools in three provinces, Kampong Cham, Kratie and Siem Reap.&nbsp; There are four inter-related, mutually reinforcing, and complementary components to achieving this overarching goal.&nbsp; These four main components include: (1) local NGO and government capacity building &amp; advocacy for sustainability; (2) more equitable school access; (3) improved school management and community involvement; and (4) improved educational relevance.&nbsp; The development hypothesis underlying the IBEC project is that a more relevant curriculum, combined with better trained teachers and school managers would encourage more students to attend lower secondary school and to stay long enough to complete the lower secondary cycle.&nbsp; Improved physical facilities (wells for drinking water, sanitary latrines, life skills laboratories, etc.) were also believed to play a positive role in inducing students to attend and remain in school.&nbsp; In addition, a limited number of scholarships would directly help vulnerable youth obtain a quality education.&nbsp; In total, these improvements were to create a better educated youth population who will have a knowledge base more relevant to the economic needs of Cambodia, with skills more compatible with the demands of the local job market.&nbsp; The purpose of the evaluation is to assess the project's accountability and extent to which it was able to meet its intended objectives at all result levels.&nbsp; The evaluation also documents lessons learned and best practices, as well as providing recommendations to inform evidence-based future programming.&nbsp; The Evaluation Questions guiding this performance evaluation were: (1) to what extent did the project achieve its objectives; (2) among all the interventions implemented by the partner, identify the interventions that have been the most effective in achieving the project objectives; (3) what are key lessons learned?&nbsp; The end-of-project performance evaluation provides evidence to confirm that IBEC largely achieved its objectives to improve access, quality and relevance of basic education in Cambodia.&nbsp; Specific evaluation findings, conclusions and recommendations are provided with detailed analysis for each evaluation question. (Excerpt, modified)","Footer title: Performance evaluation on improved basic education in Cambodia (IBEC)|Evaluated project title: Improved basic education in Cambodia (IBEC)","Final Evaluation Report","Documents","","","6/1/2014 12:00:00 AM","","","Cambodia","http://pdf.usaid.gov/pdf_docs/PA00K2NV.pdf","1,705 KB","013030 - Emerging Markets Consulting, LLC","","008523 - USAID. Mission to Cambodia","English","application/pdf","","","Thomas Poulsen, William Collins, Olga Creamer","Basic education","June 2014","","","","End of project performance evaluation of the improved basic education in Cambodia project : promoting better educated youth in Cambodia with increased access to a quality and relevant basic education","","PA-00K-2NV","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzUyNTQ0","Cambodia",""
"","Add the following USAID Thesaurus Terms: Food for Peace Title II, Food Security, Maternal Child Health Care, Malnutrition, Child Nutrition, Maternal Nutrition, and Disadvantaged Groups.","Final Evaluation Report","Documents","AID-FFP-A-09-00002","","","","","Malawi","http://pdf.usaid.gov/pdf_docs/PA00K2TD.pdf","1,990 KB","","","","English","application/pdf","","","","Food aid programs","9/9/2014","","","","SALOHI Multi-Year Assistance Program (MYAP) Final Evaluation Report","","PA-00K-2TD","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzUyNjcx","",""
"","Maternal and Child Integrated Program (MCHIP)","Final Evaluation Report","Documents","GHS-A-00-08-00002-00","","1/1/2013 12:00:00 AM","","","Africa south of Sahara","http://pdf.usaid.gov/pdf_docs/PA00K2V3.pdf","682 KB","007525 - JHPIEGO Corp.","","","English","application/pdf","","","Timothy Roberton, Dyness Kasungami,Tanya Guenther, Elizabeth Hazel, Vikas Dwivedi","Maternal child health care","December 2013","","","","Report on the Feasibility of Measuring the iCCM Task Force Indicators through Existing Monitoring Systems in DRC, Niger, Madagascar, Senegal, South Sudan and Zambia","","PA-00K-2V3","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzUyNjkw","",""
"<p>This report presents the findings of the final performance evaluation of the Monitoring Nepal's Peace Process and Constitution Drafting Process (MNPPCDP) project.&nbsp; The MNPPCDP project initially conducted district-based monitoring of selected aspects of the political transition in Nepal, and then grew to include monitoring of voter registration in advance of the November 2013 Constituent Assembly (CA) elections and fielding an international mission to observe the CA elections.&nbsp;&nbsp; Over the span of the project, program documents associated with this project make it clear that the project was much more concerned with generating information to inform elite (""key stakeholder"") decision-making than with the wide dissemination of information to ""Nepali citizens.&rdquo;&nbsp; This evaluation seeks to assess the veracity of the following inter-connected hypotheses: (1) information generated by The Carter Center's (TCC&rsquo;s) monitoring reached and was consumed by the intended ""key stakeholders"" (and perhaps also citizens more generally); and (2) TCC-generated information, analysis and suasion influenced the decision-making of key stakeholders in ways that contributed to sustaining the peace process.&nbsp; More specifically, the main research questions include: (1) how effective was the program in engaging women, youth, dalits, differently abled and other marginalized groups during the monitoring of peace and constitution drafting processes and in bringing their issues to influence these processes [and] do citizens feel that their voices have been heard through this program; (2) how have the findings of TCC's analytical work such as field visit reports and press releases contributed to policy level decisions and to help shape programs and strategies of stakeholders such as CSOs, USAID projects, Election Commission of Nepal (ECN), Government of Nepal and donor communities? &nbsp;What other information would have been more helpful for the stakeholders; (3) in what ways have the report on ""limited observation of the ECN's voter registration program"" contributed to strengthening Election Commission's voter registration process [and] what recommendations from TCC's 2013 CA election observation report and/or other reports are being implemented for the June 2014 by-election and future local elections; and (4) what are further opportunities and challenges for making the long-term observation process more efficient and effective?&nbsp; Evaluation conclusions were that given the political context in Nepal circa 2009-2013, a case can be made that long-term monitoring of the peace process by the Carter Center was valuable for the following reasons: (1) it addressed the lack of credible information coming from the regions; (2) given the multi-faceted nature of the peace process, there was value in having a single organization that could deal holistically with all the elements of the peace process: local level peace and security, the constitutional process and the electoral process; (3) there was an openness -- perhaps even a desire -- on the part of most key political actors to have a neutral international actor that could, in the name of the CPA, help to resolve political impasses and also help keep any one group from behaving in ways that would cause the peace process to collapse; (4) President Carter had experience and credibility with most key actors and wasn't too threatening to the Indian government.&nbsp; Specific evaluation findings, conclusions and recommendations are provided with detailed analysis for each evaluation question.&nbsp; (Excerpt, modified)</p>","Evaluated project title: Monitoring Nepal's peace process and constitution drafting process (MNPPCDP)","Final Evaluation Report","Documents","AID-OAA-M-13-00013","","8/1/2014 12:00:00 AM","","","Nepal","http://pdf.usaid.gov/pdf_docs/PA00K2VF.pdf","571 KB","040818 - NORC at the University of Chicago","","040194 - USAID. Bur. for Democracy, Conflict and Humanitarian Assistance. Center of Excellence on Democracy, Human Rights and Governance","English","application/pdf","","","David Timberman (Team Leader)|Krishna Hachhethu|Pankaj Adhikari","Political development","15 August 2014","","","","Final performance evaluation of the monitoring Nepal's peace process and constitution drafting process project : final report","","PA-00K-2VF","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzUyNzAw","Nepal",""
"","","Final Evaluation Report","Documents","AID-OAA-C-11-0169","","1/1/2014 12:00:00 AM","","","Guatemala","http://pdf.usaid.gov/pdf_docs/PA00K2WG.pdf","2,256 KB","","","","English","application/pdf","","","Ms. Christabel Dadzie, Program Manager/ Evaluation Analyst|Dr. Claudia Gonzalez Martinez, Senior Evaluation Specialist|Dr. Peter Murrell, Senior Economist","Economic growth and development","August 18, 2014","","","","Does Assistance to Farmers Translate into  Community Welfare Improvements? Non-Experimental Program Evaluation of USAID Assistance to Smallholder Farmers in Guatemala: FINAL REPORT","","PA-00K-2WG","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzUyNzI5","",""
"Wellness and Agriculture for Life Advancement (WALA) is a five-year Title II Multi-Year Assistance Program (MYAP) funded by USAID to prevent and mitigate food insecurity in southern Malawi. &nbsp;WALA targets the most vulnerable communities and households, ensuring holistic provision of services to the selected groups. &nbsp;In the original design, targeted groups are comprised of households that have small and marginal farms, are female-headed, host chronically ill persons (tuberculosis and HIV/AIDS), are food insecure, and/or host orphans. &nbsp;WALA is implemented in the eight most food insecure districts of southern Malawi: Nsanje, Chikwawa, Thyolo, Mulanje, Zomba, Machinga, Chiradzulu and Balaka. &nbsp;The goal of WALA is to improve the food security of 214,974 chronically food insecure households in 39 Traditional Authorities in eight districts in southern Malawi by 2014 through strategic objectives in: (1) maternal and child health and nutrition (MCHN); (2) agriculture, natural resource management (NRM), irrigation and economic activity; and (3) disaster risk reduction. &nbsp;The evaluation assessed the results of program and how the program management and implementation affected and/or supported program achievements. &nbsp;This will inform future Food for Peace and USAID development programming in Malawi. &nbsp;The specific program objectives were: (1) to carry out a comparative analysis (bivariate and multivariate) of baseline and endline surveys to assess the changes in the indicators (program result) as outlined in the indicator performance tracking table (IPTT); (2) to identify program strategies, structures, systems and interventions that contributed to or impeded the achievement of intended results of program interventions and links between inputs and results with gender focus; (3) to assess the effectiveness and efficiency of technical, managerial and resource management strategies; (4) to assess progress made in responding to the midterm evaluation recommendations; (5) to assess the synergy between various WALA program components including linkages with Government of Malawi and other development programs (e.g., Positive Action for Community Transformation (IMPACT), Water for Irrigation for Life Advancement (WILA), MCHN+), and how the linkages enhance the program performance; (6) to assess the sustainability of the program outcomes; (7) to list the major successes and challenges faced by the WALA program and how well these challenges were addressed; (8) to extract and report on lessons learned to inform future Food for Peace program designs; and (9) to make specific recommendations on improving strategies and program interventions for future programming and/or scale-up. &nbsp;Specific evaluation findings, conclusions and recommendations are provided with detailed analysis for each evaluation question. &nbsp;(Excerpt, modified)","'A Title II MYAP Funded by USAID Food for Peace'|Project title: Wellness and agriculture for life advancement (WALA)","Final Evaluation Report","Documents","AID-FFP-A-09-00001","","8/1/2014 12:00:00 AM","","Food for Peace Title II|Food security|Maternal child health care|Malnutrition|Child nutrition|Maternal nutrition|Disadvantaged groups|Crop yield|Poverty reduction|Rural areas|Natural resource management|Irrigation|Disaster planning","Malawi","http://pdf.usaid.gov/pdf_docs/PA00K2WJ.pdf","1,623 KB","007337 - Catholic Relief Services (CRS)","","010990 - USAID. Bur. for Democracy, Conflict and Humanitarian Assistance. Ofc. of Food for Peace (FFP)","English","application/pdf","","","","Food aid programs","August 2014","","","","Final evaluation : CRS Malawi WALA program 2009-2014. Volume I - main report","","PA-00K-2WJ","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzUyNzMx","Malawi",""
"","","Final Evaluation Report","Documents","263-A-11-00010","","1/1/2013 12:00:00 AM","","","Egypt","http://pdf.usaid.gov/pdf_docs/PA00K318.pdf","2,479 KB","American institutes for Researches","","USAID- Office of Education","Arabic","application/pdf","","","Education Support Program","Education (General)","2013","","","","تطبيقات تربوية داخل الفصل فى طرق تدريس القواعد النحوية- دليل المتدرب","Applications in teaching Arabic Grammar- trainee manual","PA-00K-318","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzUyODA3","",""
"<p>Health Program of the Community Livelihoods Project (CLP) in Yemen.&nbsp; The CLP is an integrated, multi-sectoral, assistance project designed to mitigate the instability in some of Yemen's most difficult regions through the facilitation and implementation of quality government service delivery, job creation, responsive local governance, and active civic participation.&nbsp; Within the CLP the health program has focused largely on the extension of reproductive health care to populations that did not have access to health services.&nbsp; The health project of the CLP aimed to improve maternal, newborn and child health (MNCH), ultimately intending to reduce maternal, neonatal and child mortality.&nbsp; This goal is aligned with the health goals of the Ministry of Public Health and Population (MoPHP), as well as USAID&rsquo;s MNCH and Reproductive Health (RH), Family Planning (FP), and Nutrition priorities.&nbsp; This evaluation of the CLP Health Program aims to provide USAID with recommendations to inform the design of future health programs in Yemen and similar fragile states.&nbsp; To this end, the evaluation assessed: (1) the quality of the program design and the strategic and operational approach; (2) the quality planning, monitoring, data quality and reporting; and (3) the efficiency and effectiveness of the program.&nbsp; There were improvements seen in access to and the quality of health services during the life of the project.&nbsp; Health-sector activities related to PPM and MMTs were particularly effective in contributing to improved health access in rural areas.&nbsp; From 2011-2013, 9 health centers were rehabilitated.&nbsp; The numbers of assisted births in specific areas increased from 206 in 2011 to 894 in 2013.&nbsp; The project made key investments in training.&nbsp; The project can claim credit for 352 midwives being trained between 2011 and 2013.&nbsp; During that same period, 213 other staff were trained in maternal-child care.&nbsp; The original hypothesis of the project&rsquo;s logic model -- that health service delivery would contribute to national political stability and peace -- remains undetermined.&nbsp; The lack of counterfactuals and the existence of other numerous extraneous driving factors make it difficult to measure any attribution.&nbsp; The CLP health project demonstrated reasonable resilience in re-inventing itself in response to changing conditions in Yemen and evolving analyses and priorities. (Excerpt, modified)</p>","Cover title: End of project evaluation of the health program of the community livelihoods project (CLP)|[Task] order number 1","Final Evaluation Report","Documents","RAN-I-01-09-00016-00|RAN-I-00-09-00016-00|AID-RAN-I-01-09-00016|AID-RAN-I-00-09-00016","","3/1/2014 12:00:00 AM","","","Yemen","http://pdf.usaid.gov/pdf_docs/PA00K33P.pdf","1,060 KB","001891 - International Business and Technical Consultants, Inc. (IBTCI)","","","English","application/pdf","","","Trevant, Circey|Abbasi, Bushra","Maternal child health care","5 March 2014","","","","Final evaluation of the health program of the community livelihoods project (CLP)","","PA-00K-33P","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzUyODc1","",""
