Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"","","Special Evaluation","Documents","","","1/1/1966 12:00:00 AM","","Economic analysis|Economic development|Development programs|Development strategies|Economic assistance|USAID","Taiwan","http://pdf.usaid.gov/pdf_docs/PNAAK054.pdf","4,035 KB","002722 - USAID. Bur. for Far East","","","English","application/pdf","","","Jacoby, Neil H.","Development assistance","Jan 1966","","","","An evaluation of the U.S. economic aid to Free China, 1951-1965","","PN-AAK-054","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTY0OTU0","China, Republic of (Taiwan)",""
"","Attached to PD-AAF-430|Evaluation period: 1 Nov 1961-1 Oct 1966","Special Evaluation","Documents","NESA(CA)-6-00","","10/1/1966 12:00:00 AM","","On the job training|Participants|Technical training|Computers|Data collection|Data analysis|Continuing education|Planning|Demographic data collection|Research methodology|Training centers|Statistical analysis|Cartography|Population censuses|National level|Statistics|Information centers|Statistical data|Information storage and retrieval systems","Turkey","http://pdf.usaid.gov/pdf_docs/XDAAF430B.pdf","6,888 KB","001785 - U.S. Dept. of Commerce. Bur. of the Census (BUCEN). International Statistical Programs Center","","","English","application/pdf","Sector level evaluation|Indepth evaluation","","LIEBERMAN, MILTON D.","","1 Oct 1966","","","","DEVELOPMENT STATISTICS PROJECT IN TURKEY","","XD-AAF-430-B","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTY4NjY5","Turkey","2770364"
"","","Special Evaluation","Documents","","","1/1/1966 12:00:00 AM","","Education","Colombia","http://pdf.usaid.gov/pdf_docs/PDAAA441A1.pdf","3,132 KB","","","","English","application/pdf","","","","","1 Jan 1966","","","","TECHNICAL SUPPORT - EDUCATION","","PD-AAA-441-A1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTcwNDc3","Colombia","5140206"
"SATISFACTORY PROGRESS IN IMPLEMENTING PROJECT OUTPUTS AS OF 6/14/66. WATER PRESSURE AND DISCHARGE DATA AND QUENTITATIVE HYDROLOGY DATA ARE MEDIOCRE. EGYPTIAN GENERAL DESERT DEVELOPMENT ORGANIZATION (EGDDO) PERFORMANCE HANDICAPPED BY LACK OF EXPERIENCE IN COMPREHENSIVE GROUNDWATER EVALUATION. EGDDO WAS RESPONSIBLE FOR BOTH STUDY AND PRODUCTION; MAJOR PROBLEM OF PROJECT WAS RAPID CONVERSION OF TEST WELLS TO PRODUCTION, WITHOUT WAITING UNTIL HYDROLOGICAL STUDIES OF WELLS WERE COMPLETED. TEST WELLS HAD SUFFICIENT DISCHARGE FOR IRRIGATION. CONVERSION RESULTED IN MEDIOCRE QUANTITATIVE DATA WHICH SLOWED PROJECT AND CAUSED REDUCTION IN SCOPE TO INCLUDE ONLY KHARGA AND DAKHLA OASES. FULL-TIME QUANTITATIVE HYDROLOGIST MIGHT HAVE OVERCOME CONVERSION OF TEST WELLS TO PRODUCTION. GUIDANCE OF PROJECT WAS SERIOUSLY DISRUPTED FROM 8/64-3/65 BECAUSE THERE WAS NO CHIEF ADVISOR.","","Special Evaluation","Documents","","","6/1/1966 12:00:00 AM","","WELLS|GROUNDWATER","Egypt","","","008619 - USAID. Mission to United Arab Republic","","","English","","","","","","14 Jun 1966","","","","GROUND WATER INVESTIGATIONS IN THE WESTERN DESERT - 263-11-120-253 TECHNICAL ASSISTANCE PROJECT HISTORY AND ANALYSIS REPORT - U520","","PD-AAQ-629","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTczNDQy","Egypt","2630253"
"EVALUATES (APRIL 30, 1965-MARCH 7, 1966) RESOURCES SURVEY PROJECT TO LOCATE AREAS OF AGR'L POTENTIAL MOST SUITABLE FOR  SETTLEMENT IN INTERIOR OF BRAZIL, TO RCMND ALTERNATE LAND USES AND METHODS OF SOIL MGMT FOR SUSTAINED PRODUCTION, AND TO TRAIN COMPETENT SOIL SURVEY WORKERS IN MINISTRY OF AGRICULTURE (MOA). EVALUATOR PARTICIPATED IN PROGRESS BRIEFINGS, MAR 7-8, 1966, AND IN VISITS TO RIO DE JANERIO (MAR 8-APR 1 AND MAY 2-26, 1966). EVALUATOR ASSISTED BRAZILIANS TO DEVELOP ANNUAL PLAN OF SOIL SURVEY OPS, FORMAT FOR SOIL REPORTS, AND PRINCIPLES AND CRITERIA FOR SOIL SURVEY INTRPRTATN. PLAN OF OPS INCLUDED TRNG OF NEW PEDOLOGISTS,SELECTING PRIORITY AREAS FOR RECONSNCE MAPPING WITH ESTABMT OF MAPPING GOALS AND DEVELPMT OF SOIL SURVEY INTRPRTATNS. PLAN ALSO INCLUDED DEVELPMT OF PLAN FOR SYSTEMATIC SAMPLING OF SOILS IN EACH RECONSNCE AREA,INITIATING COLLECTN & CLASSIFICTN OF INFO ON EACH AREA,DEVLPG SYSTEM OF FIELD REVIEWS AND INSPECTNS TO EVALUATE PROGRESS AND EFCTVNESS OF TRNG AND FIELD MAPPING,INCREASING USE OF OPS MGMT TECHNIQUES. COLLECTN AND DISMNATN OF SOIL SURVEY DATA,MAPS AND PHOTOS FROM A CENTRAL POINT IS RCMNDED,WITH PUBLICATN OF TECHNICAL WORK AND MAPS. EVALAUTOR EXPLORED TECHNIQUES OF STUDYING SOILS AND AGR IN THE AMAZON BASIN (MAY 8-18,1966),CONFIRMED OR MODIFIED BOUNDARY LINES ON EXPLORATORY SOILS MAP,AND CONDUCTED INTERVIEWS WITH FARMERS AND TECHNCNS. SCHEMATIC SOILS MAP COVERING 2/3 OF BRAZIL IS NEARLY COMPLETE,AND IS USED TO ESTAB PRIORITY OF AREAS FOR RECONSNCE SOIL SURVEY FOR AGR DEVEL. PROJECT HAS COMPLETED 2-MO SOIL SURVEY TRNG COURSE FOR 42 RECENT GRADS OF BRAZIL'S AGR COLLEGE. EVALR RCMNDS THAT FUTURE CLASSRM TRNG BE CONDUCTED BY UNIV AT KM47,THAT 2 SOIL ADVISORS WITH EXPERTISE IN SOIL SURVEY WORK AND IN SOIL INTERPRETATN BE ASSIGNED TO PROJ FOR 2 YRS. DELAYS IN GETTING ESSENTIAL EQUIPMT & SUPPLIES SHOULD BE REDUCED. EMPHASIS SHOULD BE SHIFTED TO PROGRAMMNG,ORGANIZNG,SCHEDULNG SOIL SURVEYS. EVALAUTOR RECOMMNDS ADDING SPECIALISTS IN FORESTRY,ECONOMICS,HYDROLOGY,CROP/GRASSLANDS MGMT,ETC; ALSO RECOMMENDS US TRNG FOR 1/2 BRAZILIANS IN PUBLIC ADMIN AS APPLIED TO RESOURCES DEVELOPMENT & CONSERVATION.","Evaluation period: 30 Apr 1965-7 Mar 1966","Special Evaluation","Documents","","","5/1/1966 12:00:00 AM","","Land use|Environmental planning|Land surveys|Land development|Tropical soils|Soil management|SOIL RESEARCH|Soil types|Beneficiary interviews","Brazil","http://pdf.usaid.gov/pdf_docs/PDAAA284A1.pdf","1,536 KB","000035 - U.S. Agency for International Development (USAID)|001244 - U.S. Dept. of Agriculture","","","English","application/pdf","Indepth evaluation|Onsite evaluation|Evaluation team","","HOCKENSMITH, ROY D.","","26 May 1966","","","","REVIEW REPORT. RESOURCES SURVEY PROJECT, MINISTRY OF AGRICULTURE, BRAZIL (MARCH 7-MAY 26, 1966)","","PD-AAA-284-A1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTczNzU1","Brazil","512024904"
"EVALUATES PROJECT PERFORMANCE FROM 7/1/65 TO 11/16/66 IN AFGHANISTAN. PROJ AIDS ROYAL GOVT OF AFGHANISTAN (RGA) DEVEL FINANCIAL & ADMIN TECHNIQUES TO RUN RGA'S CADASTRAL,TAX & ADMIN PROGRAMS. EVALUATOR FEELS CONTRACTOR HAS A CLEAR UNDERSTANDING OF THE SCOPE & NATURE OF CONTRACT OBJECTIVES & HAS DEMONSTRATED GOOD LEADERSHIP BOTH IN AFGHANISTAN & ITS US OFFICE. ADEQUATE,REALISTIC GOALS HAVE BEEN DEVEL WHICH ASSURE COMPLETN OF CONTRACT OBJECTIVES ON-SCHEDULE. CONTRACTOR HAS PERFORMED WELL BY: ADOPTING EFFECTIVE METHODS OF SELECTN,USE INSPECTN & MAINTENANCE OF EQUIPMT; & DEVELOPING HARMONIOUS,SATISFYING WORKING RELATNSHIPS WITH RGA & MISSION STAFFS. COURSES IN LAND REGISTRATN & CLASSISICATN HAVE BEEN ADDED TO THCADASTRAL SURVEY SCHOOL (CSS) WHICH HAS GRADUATED 16 STUDENTS DURING EVALUATN PERIOD & 322 STUDENTS SINCE PROJ'S BEGINNING. TRAINING GOALS FALL SHORT BY 78 STUDENTS DUE TO RECENT LOW REGISTRATNS & DISMISSALS FOR ACADEMIC REASONS. RGA PLANS TO INCREASE ENROLLMT DURING NEXT REGISTRATN PERIOD & TRAIN LOCALS TO FILL POSITNS BEING VACATED BY 4 FILIPINO INSTRUCTO S IN 1967. TOTAL SURVEYING OPERATNS HAVE IMPROVED. THE CADASTRAL SURVEY HAS ESTABLISHED A GEODETIC CONTROL TRAVERSE AROUND KABUL. METHODS HAVE BEEN DEVEL TO PRODUCE QUICK EVALUATNS OF LOW VALUE LAND LEAVING THE DETAILED WORK FOR LATER. KANDAHAR OFFICE,STAFFED BY CSS GRADUATES,WILL OPEN IN NOV. THE MINISTRIES OF REAL ESTATE,JUSTICE & FINANCE HAVE AGREED ON THE PRINCIPLES & FIRST REGISTRATN TEST WHICH IF SUCCESSFUL WILL BE USED IN ALL PROVINCES. UNDER CONTRACTER LEADERSHIP, PREPARATION AND SUBMISSN OF DAILY EXPENDITURES HAVE IMPROVED; THE ACCOUNTING DEPT HAS SUBMITTED ITS FIRST QUARTERLY & SEMIANNUAL FINANCIAL REPORT; THE PCV-SYS DIV TEAM IS NOW FREE TO AUDIT REPORTS & ELIMINATE DIFFICULTIES; PAS HAS DESIGNED FORMS & PROCEDURES TO ASSIST THE TREASURY DEPT IN SELLING & REDEEMING GOVT BONDS; & THE REVENUE ADVISOR POSITN HAS BEEN FILLED WHICH SHOULD ALLOW INCOME TAX LAW IMPLEMENTATN DURING THE NEXT PERIOD. EVALUATOR FEELS ADEQUATE ACTNS ARE BEING MADE TO ENABLE AFGHANISTAN TO ADMINISTER PROJ AFTER CONTRACT TERMINATN.","Evaluation period: 1 JUL 1965-16 NOV 1966","Special Evaluation","Documents","AID/nesa-42","","","","Accounting|Technical training|Cadasters|Survey methodology|Taxation|National budgets|Financial records systems|Financial management|Economic planning|Fiscal policy|Management operations","","","","008504 - USAID. Mission to Afghanistan","","","English","","Pre evaluation data|Onsite evaluation","","LAYTON, ROBERT E.","","16 Nov 1966","","","","EVALUATION OF CONTRACT PERFORMANCE, PUBLIC ADMINISTRATION SERVICE, REPORT CONTROL U-307, CONTRACT AID/NESA-42, 7/1/65","","PD-AAF-618-C1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTczNzY4","Afghanistan","3060029"
"BRIEF SUMMARY REPORT DATED 9/16/66 OF PRELIMINARY DATA REVIEW OF USAID-COMISSIONED OHIO STATE UNIV (OSU) SPECIAL STUDY  TO DETERMINE EFFECTS OF BRAZILIAN FERTILIZER LOAN'S INTERNAL CREDIT SYSTEM (CNCR) ON FERTILIZER USE. UNDER THE LOAN, CREDIT-WORTHY FARMERS RECIEVE FERTILIZER FROM PARTICIPANT DISTRIBUTORS AT A SIZEABLE DISCOUNT CONTINGENT UPON REPAYMENT BY A SPECIFIC DUE DATE. USO TEAM COLLECTED 313 QUESTIONNAIRES FROM FARMERS,BANKS,DISTRIBUTORS,& LOCAL AUTHORITIES IN EIGHT MUNICIPIOS IN STATES OF PARANA,SAO PAULO,AND MINAS GERAIS. 2 FURTHUR MUNICIPIOS ARE SCHEDULED FOR INTERVIEWING AT A LATER DATE. SUMMARY OF PRELIMINARY DATA IS SUBJECT TO COMPLETE ANALYSIS AT OSU. RESULTS OF SURVEY INDICATE THAT DISCOUNT PROVISION SERVED THE DUAL PURPOSE OF OFFERING SUBSTANTIAL PRICE REDUCTION WHILE ENSURING PROMPT REPAYMENT AT THE RISK OF FORFEITING THE DISCOUNT. THIS DISCOUNT PROVISION APPEARS TO BE ONE OF THE MOST IMPORTANT FACTORS IN THE CREDIT SYSTEM'S SUCCESS. MOST PARTICIPATING FARMERS HAD USED BOTH CREDIT & FERTILIZER PREVISOUSLY,THOUGH THERE WERE A CONSIDERABLE NUMBER OF IRST-TIMERS IN MINAS GERIAIS AND A SMALLER NUMBER IN PARANA.THE TIGHTENING OF CREDIT BY TRADITIONAL SOURCES OF FINANCING DURING 1965 MUST BE TAKEN INTO ACCOUNT IN MEASURING THE IMPACT OF THE CNCR PROGRAM UPON FERTILIZER CONSUMPTION. FARMERS GENERALLY FOUND THE PROGRAM TO HAVE BEEN THE BEST AVAILABLE TO THEM; IT WAS DEEMED LESS BUREAUCRATIC,WITH NO DELAY IN RECEIVING THE FERTILIZER,AND NO INSPECTION OF LOAN-RELATED ACTIVITIES. ON THE OTHER HAND,THE INFLEXIBILITY OF THE REPAYMENT SCHEDULE DID NOT TAKE INTO ACCOUNT PRODUCTION & MARKETING PROBLEMS THAT COULD AFFECT FARMER'S RESOURCES. FARMERS WITH PREVIOUS FERTILIZING EXPERIENCE ARE LIKELY TO APPLY MORE PER LAND UNIT; THERE IS WIDESPREAD BELIEF THAT FERTILIZER USE AUGMENTS PRODUCTION BY MORE THAN 50%. USAGE IS HAMPERED BY A LACK OF SOIL ANALYSIS DATA; THE MINAS GERAIS DISTRIBUTOR DID,HOWEVER,OFFER SOIL TESTING SERVICES. WITHOUT LOAN INSPECTION,THE POTENIIAL DOES EXIST FOR MISUSE OF LOAN FUNDS BY FARMERS OR DISTRIBUTORS.","","Special Evaluation","Documents","","","9/1/1966 12:00:00 AM","","Statistical data|Agricultural research|Fertilizers|Agricultural production credit|Agricultural credit|Economic studies|Labor intensive farming|Agricultural extension|Agricultural production|Beneficiary interviews|Sampling method","Brazil","","","008517 - USAID. Mission to Brazil","","","English","","Indepth evaluation|Onsite evaluation|Field test","","NEWBERG, RICHARD R.","Fertilizers","14 Sep 1966","","512-L-028","","FERTILIZER LOAN PROGRAM : SUMMARY REPORT OF OHIO STATE UNIVERSITY SPECIAL STUDY","","PD-AAA-281-A1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1NDkz","Brazil","5120247"
"Evaluates project performance from 7/1/65 to 6/15/66 in Afghanistan. Project aids Royal Govt of Afghanistan (RGA) to develop financial & administrative techniques to run RGA's cadastral, tax, & administrative programs more efficiently. Evaluator feels contractor has a clear understanding of the scope & nature of contract objectives & has demonstrated good leadership both in Afghanistan & its US office.  Adequate, realistic goals have been developed which assure completion of contract objectives on-schedule. The Ministry of Finance (MOF) has hired more staff & is engaged in training personnel from other RGA agencies.  The new MOF Junior Advisor has designed & installed a new central accounting structure for Kabul University.  MOF on-the-job training visits to various RGA agencies resulted in a 90% completion rate (previously 60%) of daily expenditure reports prepared by RGA agencies.  The lack of a feasible classificatn plan & administrative organization to administer land classification has been eliminated with the completion & RGA's acceptance of the Land Registratn Manual (LRM) & Arable Land Classification Manuals.  These manuals pave the way for a modern cadastral system in Afghanistan.  The LRM defines steps in land registration processes; settlement of land disputes; conveyancing; recording rights & encumbrances of both individuals & RGA; & limitations of land ownership. Under contractor leadership the first Provincial land registration offices will be opened in 1966 in Kandahar, Helmand, & Kabul, with plans to soon open others in Ghanzi & Kunduz.  Offices will be manned by the first cadastral surveyors which have been graduated & given career civil service positions. The Machine Records Division has developed good ledgers & is preparing reports for the Accounting Department; year-end closing & request cash procedures have been designed, improved & installed; Agency Budget officers were trained in the use of the new budget manual; & new income tax laws have been defined in an income tax manual. Evaluator feels RGA will be able to administer program on its own after contract termination.","Evaluation period: 1 JUL 1965-15 JUN 1966","Special Evaluation","Documents","AID/nesa-42","","","","Cadasters|Survey methodology|Taxation|National budgets|Financial records systems|Financial management|Economic planning|Fiscal policy|Management operations","","","","008504 - USAID. Mission to Afghanistan","","","English","","Onsite evaluation","","LAYTON, ROBERT E.","","15 Jun 1966","","","","EVALUATION OF CONTRACT PERFORMANCE, PUBLIC ADMINISTRATION SERVICE, REPORT CONTROL U-307-CONTRACT AID/NESA-42,7/1/65","","PD-AAF-618-B1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1Njcy","Afghanistan","3060029"
"This report summarizes the findings of 23 country studies of A.I.D.'s participant training program.  The 23 studies were based on standardized written questionnaires, oral interviews, and other methodology in accordance with guidelines provided by AID/W.  The present report, directed primarily toward Agency offiicals and others whose interests or responsibilities in participant training transcend the country level, focuses on the transfer and use of development-related skills acquired by training.  (NOTE:  The final chapter, a review of key findings, is missing.)  (Author abstract, modified)","","Special Evaluation","Documents","","","1/1/1966 12:00:00 AM","","Participants|Interviews|Technology transfer","Latin America|Puerto Rico|Lebanon","http://pdf.usaid.gov/pdf_docs/PNAAS096.pdf","8,327 KB","004385 - USAID. Ofc. of International Training","","","English","application/pdf","","","","Participant training","1966","","","","AID participant training program -- the transfer and use of development skills : an evaluation study of US technical training programs for participants from underdeveloped areas","","PN-AAS-096","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg1OTE2","",""
"This report summarizes the most widely applicable findings and action recommendations derived from a series of 30 coordinated country studies of A.I.D.'s participant training program. Principal recommendations are that: (1) participants should be involved in planning their own program; (2) supervisors should be involved in selecting trainees and in planning both their program and the use to which the training will be put; (3) except where professional reasons indicate otherwise, longer-term training should be preferred to short-term training; (4) USAID and the host government should make formulate definite plans up front of how returned trainees will be employed; (5) steps should be taken to ensure that participants are informed about and satisfied with their programs prior to their departure; and (6) follow-up activities with participants, particularly their contacts with USAID, should be increased. (Author abstract, modified)","","Special Evaluation","Documents","","","3/1/1966 12:00:00 AM","","Participants|Development program evaluation|Educational policy|Educational administration|Trainees|Student recruitment|Counseling services|Curriculum design|Educational methods|Employment","","http://pdf.usaid.gov/pdf_docs/PNAAS097.pdf","456 KB","004385 - USAID. Ofc. of International Training","","","English","application/pdf","","","Clements, Forrest E.","Participant training","Mar 1966","","","","World-wide evaluation of participant training : summary of principal findings and primary recommendations for action","","PN-AAS-097","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg1OTE3","",""
