Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Evaluates project to integrate family planning (FP) education into developing country (DC) home economics programs.  Evaluation covers the period 6/72-1/77 and is based on document review, visits to seven DC's, and interviews with staff at AID/W and at headquarters of the American Home Economics Association (AHEA), the contractor. The project has been moderately successful.  AHEA has developed working contracts with 28 countries, eight of which have carried out significant amounts of project activities.  Of these, progress -- which has depended on host country governmental and cultural support and the availability of solid institutional mechanisms -- has been greatest in Korea, Thailand, and the Philippines; least in Sierra Leone and Ghana; and moderate in Jamaica, Panama, and Nepal. Progress in integrating FP education into university home economics programs (where students, however, are relatively few) has been excellent, and has been good in vocational and teachers' colleges.  Rural outreach has been most successful in Korea, the Philippines, and Thailand. Educational radio messages and contacts with parents of day care children have been moderately successful. On the negative side, community development and extension services have been underutilized; recordkeeping is inadequate; few DC home economists have become actively involved; chronic shortages of teaching and reference materials exist; project leadership is too often concentrated in a few dynamic personalities; and assistance from AHEA headquarters to field workers and host country funding have been insufficient.  Planning has been hampered by AHEA's failure to utilize DC home economist advisory committees and by A.I.D.'s failure to provide indepth analyses of country environments. The project should be extended for 5 years, provided AHEA: increase its headquarters staff to provide stronger field management; increase the involvement of DC home economics associations; determine, with the help of A.I.D.'s Office of Population (DS/POP) whether a suitable environment for the project exists before beginning work in a given country; and place more emphasis on assessing DC needs for teaching and outreach materials and on helping to obtain these materials.","Evaluation period: Sep 1977-Jun 1980","Special Evaluation","Documents","AID/pha/C-1100","","10/1/1976 12:00:00 AM","","Family planning education|Educational materials|Household management|Family planning|Manuals and handbooks|Rural areas|Education|Women|Family planning promotion programs|Technical assistance","","http://pdf.usaid.gov/pdf_docs/PDAAF598.pdf","1,855 KB","000262 - American Public Health Association","","","English","application/pdf","Multi country evaluation|Evaluation team|Indepth evaluation|Onsite evaluation","","Muller, Willard C.|McGurk, Lois F.|Hayden, Mark S.","","6 Oct 1976","","","","Evaluation report on family planning promotion through home economics","","PD-AAF-598","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzMjE3","Development Support","9363006"
"Evaluates project to enhance Virgina State College's (VSC) capacity to provide expertise in general and agricultural economics to LDC poor farmers and rural businesses. Special evaluation covers the period 6/72-3/76 and is based on a team review of project documents and a visit to VSC. The 211 (d) grant has been the main factor in initiating and maintaining at VSC a graduate (Masters) program - basic to an increased VSC research capacity - in economics with emphasis on economic development and agricultural economics. Also, since the grant, VSC has internationalized its undergraduate program and is considering merging the schools of economics and agricultural economics. Grant funds are currently supporting eight undergraduate and seven graduate students. The grant's central focus was to allow VSC's Bureau of Economic Research and Development (BERD) to expand from domestic to overseas research. Since the grant, BERD's full-time faculty have increased from one to five. Still, short-term consultancies have been limited, although two more BERD faculty will be hired shortly. No possibility for long-term consultancies is apparent. Nonetheless, BERD has not moved rapidly enough beyond domestic research (in south central Virginia) to determine the relevancy of this research to A.I.D., although BERD's interest areas - agriculture, marketing, management, and manpower and production - are of special interest to A.I.D. Only in the last year has BERD established a formal LDC linkage, with Ghana's University of Science and Technology in Ghana. Collaboration with other 211 (d) grant institutions has been less than expected. It is recommended that: the grant be extended 2 years to allow VSC to develop further its project-related capabilities; A.I.D. (especially the Bureau for Africa) become more involved in guiding VSC research and examine the training possibilities offered by VSC's domestic research programs; VSC refine its work plans and develop a logframe for the current grant's final year; and that sustained collaboration be encouraged among the academic institutions, A.I.D. offices, other donor agencies, and the U.S. Department of Agriculture involved in international economic and especially agricultural development.","","Special Evaluation","Documents","","","3/1/1976 12:00:00 AM","","Institution building|Universities and colleges|Economic analysis|Agricultural economics|Economic research|Technical assistance|Project change","","http://pdf.usaid.gov/pdf_docs/PDAAJ436.pdf","2,029 KB","002491 - Virginia State College","","","English","application/pdf","Indepth evaluation|Evaluation team|Onsite evaluation|Interim evaluation","","Eliot, Thomas L.|Taylor, Gary|et al.","Agricultural economics","Mar 1976","","","","Comprehensive review : agricultural economics 211(d) grant","","PD-AAJ-436","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzNDg1","Technical Assistance","9310139"
"THE RESULTS OF AN EVALUATIVE STUDY OF GUATEMALAN RURAL COOPERATIVES RECEIVING ASSISTANCE THROUGH AID. THE OBJECTIVES WERE TO DETERMINE MORE PRECISELY THE CHARACTERISTICS OF BENEFICIARIES OF THE PROGRAMS; THE KINDS, QUALITIES, AND IMPACTS OF SERVICES PROVIDED; THE RELEVANCE AND VIABILITY OF THE INSTITUTIONS OPERATING THE PROGRAMS; THE COST/BENEFIT RELATIONS OF PROJECT ACHIEVEMENTS; MAJOR ISSUES RELEVANT TO PRESENT AND FUTURE SUCCESS OF PROGRAMS; AND RECOMMENDATIONS FOR FUTURE PROGRAM DEVELOPMENT. THE REPORT PRESENTS SIX GENERAL FINDINGS OF THE STUDY: (1) IN SIX YEARS GUATEMALA HAS DEVELOPED A LARGE AND STRONG COOPERATIVE MOVEMENT SERVING SOME 50,000 FARMERS. THIS IS 10 PERCENT OF ALL FARMERS, AND 18 PERCENT OF FARMERS IN THE ALTIPLANO, WHERE THE BULK OF EFFORT HAS BEEN CONCENTRATED. (2) RURAL COOPERATIVES SUPPORTED BY AID ARE REACHING ALMOST EXCLUSIVELY INDIVIDUALS WITHIN THE LOW-INCOME TARGET GROUP.  (3) THE AID INVESTMENT IN GRANT AND LOAN FUNDS HAS BEEN GENERALLY WELL UTILIZED. (4) THE PROGRAMS HAVE BEEN MEETING THE AID OBJECTIVES OF ASSISTING SMALL FARMERS TO INCREASE PRODUCTION, IMPROVE LIVING STANDARDS, PARTICIPATE IN NATIONAL DEVELOPMENT, AND INCREASE RURAL INCOMES; AND OF ASSISTING RURAL COOPERATIVES TO BECOME VIABLE, SELF-SUFFICIENT INSTITUTIONS. (5) THE PRINCIPAL SHORTCOMINGS HAVE BEEN OVER-CONCENTRATION ON SUPPLYING CREDIT AND FERTILIZER, WITH UNDER-CONCENTRATION ON TECHNICAL ASSISTANCE, CROP DIVERSIFICATION AND MARKETING IMPROVEMENTS. (6) GUATEMALAN COOPERATIVES HAVE A LARGE POTENTIAL FOR FURTHER GROWTH IN MEMBERSHIP AND FOR BROADENING THE RANGE OF SERVICES OFFERED. THEY ALSO ENJOY FOR THE FIRST TIME IN GUATEMALAN HISTORY THE STRONG SUPPORT OF THE NATIONAL GOVERNMENT.","","Special Evaluation","Documents","AID/CM/OTR-C-73-198","","1/1/1976 12:00:00 AM","","Cooperatives|Rural areas|Foreign assistance","Guatemala","http://pdf.usaid.gov/pdf_docs/PNAAB626.pdf","2,863 KB","000256 - American Technical Assistance Corp.","","","English","application/pdf","","","Rusch, William H.|Mann, F. L.|Braun, Eugene R.","Agricultural economics","1976","","","Contract report, no. OAD-A-CR-132","Rural cooperatives in Guatemala; a study of their development, and evaluation of AID programs in their support : vol. 1, summary and general evaluation","","PN-AAB-626","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU2MzU4","Guatemala",""
"IN MARCH 1974, A STUDY WAS MADE OF WHETHER TECHNIQUES COULD BE DEVISED TO MEASURE THE EFFECTIVENESS OF PARTICIPANT TRAINING BY THE IMPACT OF RETURNED PARTICIPANTS ON THE DEVELOPMENT OF THEIR COUNTRIES. THE CONCLUSION TO THIS WAS AFFIRMATIVE AND TOOK THE FORM OF A PROTOTYPE METHODOLOGY FOR CARRYING OUT SUCH ASSESSMENTS. THIS REPORT IS OF THE METHODS AND PROCEDURES DESIGNED FOR FUTURE FIELD ASSESSMENTS. TWO SECTORS (AGRICULTURE AND ECONOMIC PLANNING) WERE EXAMINED, AND THE SUBSTANTIVE FINDINGS FOR EACH ARE PRESENTED HERE. IT IS IMPORTANT TO NOTE, HOWEVER, THAT THE REAL OBJECTIVE OF THESE FINDINGS WAS METHODOLOGICAL, NOT SUBSTANTIVE. THAT THE PARTICIPANTS IN THESE TRAINING PROGRAMS HAVE HAD A SIGNIFICANT IMPACT ON THEIR COUNTRIES' DEVELOPMENT IS NOT SURPRISING, AND IT IS THE OVERWHELMING CONSENSUS IN BOTH THE UNITED STATES AND ABROAD, THAT THE USAID PARTICIPANT TRAINING EFFORT HAS BEEN A VERY PRODUCTIVE FORM OF TECHNICAL ASSISTANCE. RATHER, WHAT IS NEW IN THIS STUDY IS THE SPECIFICITY OF THE DEFINITION OF IMPACT AND THE DEMONSTRATION OF SPECIFIC LINKAGES TO TRAINING.","","Special Evaluation","Documents","AID/CM/OTR-C-73-201","","1/1/1976 12:00:00 AM","","Personnel development|Participants|Agricultural development|Economic planning","","http://pdf.usaid.gov/pdf_docs/PNAAB652.pdf","907 KB","000251 - American Institutes for Research (AIR)","","","English","application/pdf","Impact evaluation","","Krug, R. E.","Educational development","1976","","Report no. 4","","Impact of participant training on the attainment of development goals : analysis of two sectors","","PN-AAB-652","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU2Mzg0","",""
"THE FINDINGS OF A STUDY OF THE STATUS AND FUTURE DEVELOPMENT POTENTIAL OF THE EASTERN RURAL DEVELOPMENT ORGANIZATION (ORD) IN UPPER VOLTA. FROM MID-OCTOBER TO MID-DECEMBER OF 1975, THE MSU TEAM GATHERED INFORMATION AND CONDUCTED FIELD VISITS. THE REPORT PRESENTS ITS ECONOMIC ANALYSIS AND RECOMMENDATIONS FOR INFRASTRUCTURE DEVELOPMENT; AGRICULTURAL PRODUCTION, MARKETING, AND CREDIT; LIVESTOCK; STAFF TRAINING; AND THE ORD ANNUAL PLAN. THE RECOMMENDATIONS CONCERN INFRASTRUCTURE DEVELOPMENT ROAD IMPROVEMENTS AND THE BEST MEANS OF ACCOMPLISHING THEM. THIS IS THE TOP PRIORITY IN DEVELOPMENT. THE LACK OF ROAD TRANSPORTATION HAS MULTIPLE AND INTERRELATED NEGATIVE EFFECTS ON THE POSSIBLE DEVELOPMENT OF THE REGION. RECOMMENDATIONS CONCERNING DEVELOPMENT OF MARKETING PROGRAMS INCLUDE (1) RAPID ORD REACTION TO NATIONAL MARKETING AND FINANCIAL POLICY DECISIONS; (2) RATIONALIZATION AND IMPROVEMENT IN MARKETING MANAGEMENT, LOGISTICS, AND FINANCIAL OPERATIONS; (3) THE STRENGTHENING OF EFFECTIVE DEMAND THROUGH DEVELOPMENT OF NEW MARKET OUTLETS; AND (4) THE NEED TO INITIATE BASELINE STUDIES OF PRESENT MARKETING SYSTEM FOR BASIC CASH AND FOOD CROPS, ALONG WITH COLLECTION OF BASIC MARKET INFORMATION. RECOMMENDATIONS CONCERNING AGRICULTURAL CREDIT INCLUDE (1) THE NEED FOR ORD TO DEVELOP A FIVE-YEAR, VERSATILE CREDIT PROGRAM; (2) LIMITING CREDIT FOR ANIMAL TRACTION EQUIPMENT TO HV2A AND HV2B EQUIPMENT; (3) EXTENDING MEDIUM-TERM CREDIT FOR THE 1976 CROP SEASON TO PAYSANS ENCADRES IN THE COMMUNITY DEVELOPMENT VILLAGES AND THE FOUR INTENSIVE ZONES; (4) PREPARATION OF EXTENSION CHECKLISTS ON HOW TO EVALUATE THE DEBT-CARRYING CAPACITY OF FARMERS AND COLLECTIVE ORGANIZATIONS; (5) ESTABLISHING A CREDIT SYSTEM FOR TRAINED BLACKSMITHS; AND (7) UNDERTAKING TECHNICAL AND ECONOMIC FEASIBILITY STUDIES TO DETERMINE POSSIBILITIES FOR SMALL-SCALE AGRICULTURAL PROCESSING ACTIVITIES. RECOMMENDATIONS CONCERNING LIVESTOCK MANAGEMENT DEAL WITH ACQUISITION OF INNOCULATION EQUIPMENT, ORGANIZATION OF CASH BEEF MARKETS, PILOT DEMONSTRATIONS OF FEED SUPPLEMENT PROGRAMS, SURVEYS OF LAND USE AND PARASITE INFESTATIONS, OBSERVATION OF DAHOMEY ANIMAL TRACTION ASSOCIATIONS, THE GATHERING OF LIVESTOCK PRODUCTION AND MARKETING INFORMATION, AND GENERATION OF GUIDELINES FOR FARM PROTOTYPES. RECOMMENDATIONS CONCERNING TRAINING CONCERN INVESTMENTS IN TRAINING INSTITUTIONS, ESTABLISHMENT OF A LOW-COST TRAINING CENTER IN EACH SECTOR HEADQUARTERS, INITIATION OF WORKSHOPS AT THE SECTOR LEVEL, DEVELOPMENT","French ed.: PN-ABH-657","Special Evaluation","Documents","AID/afr-C-1182","","1/1/1976 12:00:00 AM","","Technical assistance|Rural development|Road construction|Agricultural product marketing|Agricultural credit|Crop production|Livestock","Burkina Faso","http://pdf.usaid.gov/pdf_docs/PNAAB949.pdf","5,453 KB","000775 - Michigan State University","","","English","application/pdf","","","Eicher, Carl K.|Sargent, Merritt W.|et al.","Agricultural development","1976","","","Working paper (African rural economy program), no. 9","Analysis of the eastern ORD rural development project in Upper Volta : report of the M.S.U. mission","","PN-AAB-949","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU2Njc4","Burkina Faso",""
"NUTRITION EDUCATION PROGRAMS HAVE BEEN CONDUCTED FOR MANY YEARS IN MANY COUNTRIES, BUT THEIR ACTUAL EFFECTIVENESS HAS NOT BEEN ESTABLISHED, PARTLY FOR WANT OF A SIMPLE AND EFFECTIVE SET OF METHODS FOR EVALUATING THEM. THIS IS WHY USAID DEVELOPED AN EXPERIMENTAL FIELD GUIDE FOR CONDUCTING SUCH EVALUATIONS. FROM 1973 TO 1975 THE FIELD GUIDE WAS TESTED IN BRAZIL ON THREE KINDS OF NUTRITION EDUCATION PROGRAMS: PERSON-TO-PERSON, GROUP TEACHING, AND MASS MEDIA. THE EVALUATION METHODOLOGY WAS APPLIED TO THREE BRAZILIAN PROGRAMS: SERVICO SOCIAL DA INDUSTRIA (SESI), THE ASSOCIACAO BRASILEIRA DE CREDITO E ASSISTENCIA RURAL (ABCAR), AND THE SUPERINTENDENCIA NACIONAL DO ABASTECIMENTO (SUNAB). THIS REPORT DISCUSSES THAT ACTIVITY AND PRESENTS CONCLUSIONS AND RECOMMENDATIONS BASED UPON IT. THE REVISED FIELD GUIDE WAS PUBLISHED IN JUNE, 1975. THE RECOMMENDATIONS DERIVING FROM THE DEVELOPMENT WORK, CONFERENCES WITH A PANEL OF EXPERTS, AND EXPERIENCES IN THE FIELD DEMONSTRATION ARE SUMMARIZED BELOW: FURTHER FIELD APPLICATIONS SHOULD BE CARRIED OUT TO ENSURE THE UTILITY OF THE METHODOLOGY FOR COST-EFFECTIVENESS COMPARISONS. THE UNDER-FIVE TARGET AUDIENCE SHOULD BE GIVEN PRIORITY, AND SITES SELECTED SHOULD BE IN COUNTRIES LESS DEVELOPED THAN BRAZIL. THE USERS OF THE GUIDE SHOULD BE ORIENTED AND TRAINED. FURTHER APPLICATIONS OF THE METHODOLOGY SHOULD DETERMINE THE NEED FOR ALTERNATIVE AND LESS SOPHISTICATED METHODS, AND SHOULD EXPLORE POSSIBLE TECHNIQUES. CONSIDERATION SHOULD BE GIVEN TO DEVELOPING SUPPLEMENTS TO THE FIELD GUIDE TO PROVIDE PROCEDURAL MODELS FOR MEASURES OF ADDITIONAL FOOD BEHAVIORS SUCH AS FOOD ACQUISITION, STORAGE, AND PREPARATION. A SUMMARY HANDBOOK SHOULD BE DEVELOPED FOR PROGRAM ADMINISTRATORS AND PLANNERS. AID SHOULD PROVIDE TECHNICAL ASSISTANCE TO GOVERNMENTS AND TO VOLUNTARY AND INTERNATIONAL ORGANIZATIONS THAT MAY REQUEST SUCH HELP IN EVALUATING THEIR NUTRITION EDUCATION PROGRAMS.","","Special Evaluation","Documents","AID/CSD-3358","","1/1/1976 12:00:00 AM","","Nutrition education|Evaluation methodology|Food consumption patterns|Project replication|Nutrition research","Brazil","http://pdf.usaid.gov/pdf_docs/PNAAC605.pdf","1,606 KB","001102 - Synectics Corp.|000202 - USAID. Bur. for Technical Assistance. Ofc. of Nutrition","","","English","application/pdf","","","","Human nutrition","1976","","","","Application of a field guide for evaluation of nutrition education in three programs in Brazil; an experimental approach to determination of effects on food behavior","","PN-AAC-605","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU3MzIy","Brazil","9310872"
"THE EVALUATION IS BASED ON STUDIES OF NINE AID PROGRAMS IN ECUADOR AND HONDURAS. THE EVALUATOR DISCUSSES AND MAKES RECOMMENDATIONS ON SMALL FARMER GROUPS, GROUPS AND LAND ACQUISITION, FEDERATIONS AND OTHER GROUP-ASSISTING ORGANIZATIONS, CREDIT UNIONS AND THEIR FEDERATIONS, CREDIT PROGRAMS FOR SMALL FARMER GROUPS, SELF-SUFFICIENCY AND AID SUPPORTED ORGANIZATIONS, INTER-AGENCY COORDINATION, AND MONITORING AND IMPLEMENTATION OF SMALL FARMER GROUP PROJECTS.  SMALL FARMER ORGANIZATIONS TEND TO DO BETTER WHEN THEY ORGANIZE AROUND A CONCRETE GOAL. AID'S PROGRAMS TO ORGANIZE SMALL FARMER ORGANIZATIONS HAVE HAD CONSIDERABLY LESS IMPACT THAN THEY MIGHT HAVE. AID-FINANCED ORGANIZATIONS PLAYED IMPORTANT ROLES AS BROKERS. CREDIT UNIONS AND THEIR FEDERATIONS, IN CONTRAST TO COOPERATIVE FEDERATIONS, HAVE BEEN MORE SUCCESSFUL CASES OF AID INSTITUTION BUILDING, AND THEY HAVE DONE BETTER THAN OTHER FINANCIAL INSTITUTIONS AT GETTING CREDIT TO SMALL FARMERS. THE EVALUATOR MADE 51 RECOMMENDATIONS INCLUDING: (1)AID SHOULD TAKE A SEQUENTIAL OR EVOLUTIONARY APPROACH TO SMALL FARMER ORGANIZING. IT SHOULD FOCUS ON CERTAIN ORGANIZATION-BUILDING TASKS, RATHER THAN ON CERTAIN ORGANIZATIONAL FORMS; AND (2)AID SHOULD TAKE MORE ADVANTAGE OF THE SMALL FARMER'S INTEREST IN ORGANIZING TEMPORARILY TO ACHIEVE CERTAIN LIMITED AND CONCRETE GOALS.","Spanish Ed.: PN-AAD-119","Special Evaluation","Documents","","","1/1/1976 12:00:00 AM","","Small farms|Farmers|Agricultural product marketing|Agricultural cooperatives|Credit unions|Financial institutions|Agricultural development banks|Land reform|Institution building|Credit cooperatives|Agricultural credit","Honduras|Ecuador","http://pdf.usaid.gov/pdf_docs/PNAAD118.pdf","1,364 KB","000108 - USAID. Bur. for Latin America. Ofc. of Development Programs","","","English","application/pdf","","","Tendler, Judith","Agricultural economics","1976","","","Program evaluation studies","Intercountry evaluation of small farmer organizations, final report (on) Ecuador and Honduras","","PN-AAD-118","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU3ODIx","",""
"","English Ed.: PN-AAD-118","Special Evaluation","Documents","","","1/1/1976 12:00:00 AM","","Agricultural cooperatives|Small farms|Farmers|Organization theory|Sociology|rural areas|Agricultural credit|Credit unions|Institution building","Ecuador|Honduras","http://pdf.usaid.gov/pdf_docs/PNAAD119.pdf","2,252 KB","000108 - USAID. Bur. for Latin America. Ofc. of Development Programs","","","Spanish","application/pdf","","","Tendler, Judith","Agricultural economics","1976","","","Estudios de evaluacion de programas","Evaluacion comparativa entre paises de organizaciones de pequenos agricultores, informe final (sobre) Ecuador y Honduras","Intercountry evaluation of small farmer organizations, final report (on) Ecuador and Honduras","PN-AAD-119","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU3ODIy","",""
"The contractor undertook a comprehensive management assessment of the participant training program and made many substantial recommendations designed to improve the effectiveness and efficiency of the program. Major issues deal with policy and procedures on support services to training, and the function and role of the Office of International Training.  (Participant training abstract)","A separate unabridged rept. with same title: PN-AAE-277","Special Evaluation","Documents","AID/IT-C-2077","","1/1/1976 12:00:00 AM","","Participant program administration|Management operations","","http://pdf.usaid.gov/pdf_docs/PNAAE276.pdf","867 KB","001310 - Arthur Young and Co.","","","English","application/pdf","","","","Educational development","1976","","","","Study of the AID participant training program and the office of international training, summary of findings and recommendations","","PN-AAE-276","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU4OTE1","",""
"","Condensed ed. issued separately: PN-AAE-276","Special Evaluation","Documents","AID/it-c-2077","","3/1/1976 12:00:00 AM","","USAID|Personnel development|Technical assistance","","http://pdf.usaid.gov/pdf_docs/PNAAE277.pdf","1,803 KB","001310 - Arthur Young and Co.","","","English","application/pdf","","","","Educational development","March 1976","","","","A study of the Agency for International Development participant training program and the Office of International Training final report","","PN-AAE-277","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU4OTE2","",""
