Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Mid-term evaluation of a project to help developing countries develop a strategic management approach to implementing policy changes that involve stakeholders with conflicting agendas.  The evaluation covers the period 1990-1993. The project is unusually well-designed.  A.I.D.'s project leadership in Washington has been outstanding, and the personnel recruited by the contractors have been impressive.  The project has been very successful in helping the initial group of host countries to implement policy changes, although it is too early to judge the sustainability of these changes.  While it is not certain that all the elements of strategic management have been applied, early success of the field projects implies that most have.  Application of some of the management concepts and techniques has been outstanding. The involvement of various stakeholders in planning the implementation of policy changes in several field projects has been impressive.  The perception that the project is rendering worthwhile assistance in a complex and difficult area is evidenced in the positive statements from host country participants and a higher than expected level of Mission buy-ins. The project clearly warrants continuation, with increased emphasis on ensuring the sustainability of project concepts and processes not only in host countries but in A.I.D. itself. Regional buy-ins have come mostly from the Africa Bureau, and senior Agency personnel have shown little interest in the project.  Further, the current reorganization of A.I.D. and funding cutbacks pose new challenges to the project.  It is recommended that the project approach be adapted for use in Eastern Europe and the New Independent States.  The project also needs a suitable home within A.I.D., possibly the democratic development office within the new Global Bureau, or the new office concerned with economic growth.","Delivery order no. 17|Project title: Advancing basic education and literacy (ABEL)|Project title: Implementing policy change (IPC)","Special Evaluation","Documents","PDC-5832-I-00-0081-00","","1/1/1994 12:00:00 AM","","Development policy|Policy reform|Implementation|Strategic planning|Management development","","http://pdf.usaid.gov/pdf_docs/PDABH475.pdf","4,773 KB","000223 - Academy for Educational Development, Inc. (AED)","","006973 - USAID. Bur. for Research and Development. Ofc. of Education","English","application/pdf","Interim evaluation","","Ink, Dwight|Klauss, Rudi|Boynton, Peter","Management operations and methods","19 Jan 1994","","","","Implementing policy change project : mid-term evaluation","","PD-ABH-475","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjMwMDk2","Development Support","9365451|9365832"
"Final evaluation of a project component to provide credit to small-scale enterprises (SSEs) in Senegal.  The evaluation covers the period 1/90-7/31/93. The project achieved its objectives.  The project has been institutionalized, with the establishment by law on 5/9/93 of a private financial institution (Agence de Credit pour l'Entreprise Privee -- or ACEP) in Dakar to continue SSE credit activities in the project area; all project assets were transferred to ACEP, which will commence operations as of 1/94.  ACEP's staff were fully trained and their abilities to manage the project were demonstrated over the past year, during which period the project was under total Senegalese management and continued to be successful and profitable.  In fact, the profitability of lending to SSEs in Senegal has been clearly demonstrated, as the project posted net profits of CFA 19.970 million in 1991, CFA 63.625 million in 1992, and CFA 56.368 million as of 7/31/93. Numerical targets were exceeded by far.  A total of 3,793 SSEs in five major economic sectors received a total of 5,412 loans; evaluations of 2,209 of these loans showed that 2,477 new jobs had been created.  At this rate -- 1.12 new jobs per loan -- it is conceivable that 6,061 jobs may have been created. The outlook for sustainability of ACEP is very good:  ACEP's financial position has improved steadily over the past 3 years, showing net profits and keeping non-performing and trouble loans within manageable parameters; the Ministry of Finance has reaffirmed its support for the credit union and its expansion into the agricultural sector; and the Canadian Government has agreed to provide TA to ACEP over the next 3 years to assist in the establishment of credit union networks and guide ACEP in its new operations. Finally, it is noted that the National Project Committee (NPC), comprised of representatives from USAID and Government of Senegal (GOS) ministries (Ministry of Finance, Ministry of Interior, and Ministry of Women, Children, and Family), performed an important function in helping to develop consensus on policies regarding ACEP's mandate and operations. Lessons learned included the following.  (1) Future similar project grant agreements should clearly define the disposition of project assets at the end of the project period.  (2) USAID needs to expedite approval and implementation of policy decisions; for example, Amendment No. 6 to the present project, a request to allow the GOS to contribute $1.7 million (an action unprecedented by the GOS) to the project, took a full year to be finalized. (3) USAID should give more weight to the advice and expertise of its contractor in regard to the project and its institutionalization.  (4) In projects where monitoring of profitability is important, USAID should ensure that the project establish at the outset an accounting system that can be effective within the legal and regulatory context of the host country.","","Final Evaluation Report","Documents","685-0260-C-00-3381-00","","1/1/1994 12:00:00 AM","","Small scale enterprises|Credit|Financial institutions|Credit unions|Private sector|Institution building|Management development","Senegal","http://pdf.usaid.gov/pdf_docs/PDABH491.pdf","2,864 KB","004247 - Social Consultants International, Inc.","","008600 - USAID. Mission to Senegal","English","application/pdf","","","Samaan, Maurice|Takesian, Yolanda A.","Small scale enterprises","Jan 1994","","","","Final evaluation : small scale enterprise component community enterprise and development project, contract no. 685-0260-C-00-3381-00","","PD-ABH-491","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjMwMjA0","Senegal","6850260"
"PACR of a project (8/84-3/93) to help the Government of Rwanda (GOR) develop an integrated farming systems approach to research and extension (FSR/E). Results were less than expected. Project attempts to diffuse the FSR/E approach among personnel of the Institut des Sciences Agronomiques du Rwanda (ISAR) and the Ministry of Agriculture (MINAGRI) had only limited success, due to the unfamiliarity of the University of Arkansas (UOA) TA team with FSR methodology. Due to an reorganization of ISAR's structure, FSR is now conducted under programs funded by many donors. On the positive side, UOA did assist ISAR in conducting research to adapt food crops to high altitudes. Crops which adapted well were distributed as seed to farmers. Further, agricultural inputs such as lime were used to improve soil fertility. Adaptive research on livestock was never undertaken. Project research was conducted at the Rwerere research station, constructed with the help of project funds. Unfortunately, the War of October 1990 had very adverse effects on the station: expatriate advisors were relocated to Kigali between 11/90 and 11/91, leaving research in the hands of Rwandans newly graduated from U.S. universities. The station was attacked by both the Rwandan Patriotic Front (RPF) and the Rwandan Army during 1992, and was severely damaged in February 1993, when the whole area was occupied by the RPF, stopping all project activities. In the extension component, UOA developed a parallel extension service which served ISAR researchers well, though lacking close ties with the MINAGRI extension service. After the termination of the UOA contract, the project extensionists were given a competency test and the best were either taken up by Africare for work in the Natural Resource Management Project (6960129) or were absorbed by MINAGRI; those who failed the test were fired. Under the participant training component, 4 Ph.D., 10 M.S., and 8 B.S. candidates studied various agricultural disciplines in U.S. universities. Only 12 of the 21 students who returned to Rwanda after completing their degrees have remained with ISAR, however. Although training was considered the most lasting effect of the project, it is likely that the increasing capability of ISAR staff to perform adaptive research is due less to project training, than to hands-on training by the German Society for Technical Cooperation (GTZ) under its current FSR programs. Under an OPG, Africare implemented a rural infrastructure component composed of training centers, water supply systems and spring capping, and the improvement of rural access roads. One 10 km road in Butaro was not improved due to civil unrest. Funds intended for the road improvement were used to construct a large bridge in Nyarutovu commune, as suggested by local authorities. The project taught that the selection of a prime TA contractor is critical to project implementation. The contractor must have a proven capability to execute a project as required by the scope of work and must provide qualified and competent long- and short-term experts. The project also taught the importance of monitoring by the Mission, especially in the first years of implementation.","","Final Evaluation Report","Documents","","","1/1/1994 12:00:00 AM","","Applied research|Farming systems research|Agricultural extension|Universities and colleges","Rwanda","http://pdf.usaid.gov/pdf_docs/PDABH602.pdf","713 KB","008598 - USAID. Mission to Rwanda","","","English","application/pdf","Final evaluation","","","Farming systems","15 Jan 1994","","","","Project assistance completion report for farming systems research project (696-0110)","","PD-ABH-602","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjMwMjQ2","Rwanda","6960110"
"Evaluates two projects to support environmental conservation in Latin America and the Caribbean.  The Development of Environmental Management Systems project (DEMS) was implemented from 1979 through 1989.  The Environmental Support (ESP) project, launched in 1990, is a follow-on to the DEMS project. In general, the projects have been a success.  They have: contributed to an understanding of environmental issues at the regional and country levels; made significant contributions to USAID compliance with environmental regulations and Congressional mandates; helped USAIDs to incorporate environmental concerns cross-sectorally; and enhanced the design, implementation, and monitoring of environmental/natural resource projects.  Missions have greatly benefitted from the existence of a Washington, D.C.-based central office, which provided up-to-date interpretations of complex environmental concerns, and from the presence of regional advisors to respond to pressing issues. Pilot projects financed under the two projects have provided inexpensive solutions to a range of environmental problems, and particularly addressed Congressional mandates.  These projects have demonstrated which paths to pursue and which to avoid on the road to practical environmental solutions.  They also enhanced the capabilities of many U.S. and local NGOs. The principal limitations of the two projects were due to there being more demand for services than could be satisfied by the personnel involved or financial resources available.  There were not enough project specialists to respond to the needs of more than 20 Missions. At the same time, the projects have provided poor documentation of results and have rarely been able to provide the depth of assistance and training which is needed by regional and country Mission personnel. Pilot projects were poorly monitored, and the historical record of lessons learned from these initiatives is incomplete.","Delivery order no. 6","Special Evaluation","Documents","AEP-0085-I-06-3001-00","","2/1/1994 12:00:00 AM","","Environmental management|Development programs|Development administration|USAID|Pilot projects","Latin America|Caribbean","http://pdf.usaid.gov/pdf_docs/PDABH758.pdf","2,836 KB","003970 - Management Systems International, Inc. (MSI)","","000114 - USAID. Bur. for Latin America and the Caribbean. Ofc. of Development Resources","English","application/pdf","","","","Environmental management","15 Feb 1994","","","","Final report -- evaluation of the development of environmental management systems and environmental support projects (AID project #'s 598-0605/597-0035 & 598-0780)","","PD-ABH-758","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjMwNDA5","Latin American Regional","5980605|5970035|5980780"
"This assessment of USAID/Togo's program impact during FY93 covers a period marred by political violence, a 9-month national strike, and ensuing economic and social deterioration.  The political crisis caused serious delays in program implementation, and in 2/93, suspension of U.S. economic aid, except for humanitarian programs.  In 11/93, the decision to close USAID/T was announced, and all U.S. direct hires are expected to be gone by 6/30/94. Section I of the report describes the factors affecting USAID/T's program in  FY93.  Section II outlines progress toward the overall program goal of sustainable market-oriented economic growth, and the subgoal of an improved human resource base, and includes tables of macroeconomic and educational/health indicators.  Section III discusses level of achievement of the Mission's two strategic objectives:  (1) improved maternal/child health and reduced fertility; and (2) a strengthened national credit union.  Finally, Section IV discusses democratic initiatives undertaken by the Mission. Overall, USAID has had a positive impact in Togo, especially in the health sector and the credit union movement.","","Special Evaluation","Documents","","","1/1/1994 12:00:00 AM","","Internal conflict|Development programs|Political aspects|Economic indicators|Education|Health aspects|Credit unions|Democratization","Togo","http://pdf.usaid.gov/pdf_docs/PDABH765.pdf","693 KB","008614 - USAID. Mission to Togo","","","English","application/pdf","","","","Development assistance","Jan 1994","","","","USAID/Lome : final assessment of program impact","","PD-ABH-765","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjMwNDE2","Togo",""
"Interim evaluation of a component of a project in Kenya to strengthen institutions that support private business growth through policy reform advocacy or the provision of financing and advisory services.  The component focused on channeling funds through a Trustee (Standard Chartered Bank Ltd.) to two Kenyan equity capital companies -- Industrial Promotion Services Ltd. (IPS), and Kenya Equity Management Ltd. (KEM) -- to strengthen their capacities to invest in business ventures.  The evaluation covered the period 5/87-2/94. The evaluation concludes that the venture capital program, which it calls ""an experiment,"" should be discontinued or at least thoroughly restructured.  The reason lies not in poor project implementation, but faulty design -- the market conditions and demand for venture capital companies simply do not exist in Kenya. In fact, neither IPS nor KEM is operating as a true venture capital company as outlined in the Trust Agreement, nor is it likely that either will do so in the near future.  IPS is essentially a holding company, while KEM essentially operates as a merchant banking company.  However, the success of both in their respective activities indicates a demand for such institutions in Kenya; USAID should consider modifying its approach to support these institutions as they are. Finally, from a purely financial point of view, the program had little chance of succeeding -- USAID-provided funds are not enough to support one, much less two, private investment companies.  Furthermore, the value of the funds in the Trust, being held in Kenyan shilling-denominated securities, has been dissipated by the devaluation of the Kenyan shilling; in fact, the Trustee, in reinvesting reflows from Trust loans, has not been able to keep up with rate of currency devaluation. Lessons learned include the following.  (1) A project such as this one which is basically experimental in nature (venture capital markets are rare in the developing world, and previous efforts to advance venture capital in Africa have met with little success) should be identified as such in the project description; this would both facilitate evaluation, and increase the value of any evaluation findings.  (2) It is not enough for donors to perceive an economic need for a commercial venture capital market; investors and companies in recipient countries must also perceive a need.  As a rule, no amount of donor support will be sufficient to create a market where demand does not exist.","Delivery order no. 13","Special Evaluation","Documents","PCE-0001-I-00-2051-00","","2/1/1994 12:00:00 AM","","Financial institutions|Capital markets|Venture capital|Institution building|Investment promotion|Business enterprises|Equity|Demand","Kenya","http://pdf.usaid.gov/pdf_docs/PDABH766.pdf","2,277 KB","001335 - Chemonics International Consulting Div.","","008565 - USAID. Mission to Kenya","English","application/pdf","Interim evaluation","","Macy, Robert M., Jr.|Ruparel, Ravi","Financial institutions","10 Feb 1994","","","","Evaluation of the Kenya Trust for Private Enterprise Development : equity capital component","","PD-ABH-766","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjMwNDE3","Kenya","6150238|9400001"
"The development of legal systems in support of the Rule of Law has emerged as a major goal of USAID's democracy portfolio.  This study, based on field work in six countries (Argentina, Colombia, Honduras, the Philippines, Sri Lanka, and Uruguay), assesses the recent Rule of Law experience of USAID, the Asia Foundation, and the Ford Foundation, all longtime donors in the justice sector. The study identifies four alternative, although often complementary, strategies for legal development. In sequential order, these are:  building political support for reform; establishing adequate legal system structures; making these structures accessible and equitable; and strengthening existing legal structures.  Lessons pertaining to these strategies are summarized.  (1) Building of political support is critical, but donor efforts in coalition- and constituency-building have often failed.  The commercial sector can offer valuable support, as can bar associations, while a free press is essential.  (2) Structural reform is a formidable challenge, but sometimes it is more rewarding to create new institutions than to reform entrenched ones.  Efforts to introduce merit-based career systems and oral trial procedures have succeeded in several of the countries. Any reform process that does not include mechanisms to ensure enforcement will likely prove ineffective.  (3) Legal advocacy NGOs represent the most promising strategy for improving legal access for the poor, while alternative dispute mechanisms are also attractive, although they need close supervision.  More conventional means (e.g., legal aid, legal literacy campaigns, paralegal training) are effective when integrated around specific issues.  (4) Strategies for legal system strengthening, pursued in all six countries, include traditional institution-building efforts such as improving court administration and training judicial personnel.  Successful components of strengthening vary widely among countries; understanding the reasons for court delays is an essential, but almost always difficult task.  In conclusion, the study discusses several cross-cutting lessons.","Evaluation highlights: PN-ABG-033|Summary: PN-ABG-030|French ed.: PN-ACC-088","Special Evaluation","Documents","","","2/1/1994 12:00:00 AM","","Administration of law|Development strategies|Legal reform|Legal systems|Judicial reform|Judiciary|Rule of law","Colombia|Philippines|Sri Lanka|Uruguay|Honduras|Argentina","http://pdf.usaid.gov/pdf_docs/PNAAX280.pdf","3,084 KB","008058 - USAID. Bur. for Policy and Program Coordination. Center for Development Information and Evaluation (CDIE)","","","English","application/pdf","CDIE series|PPCeval","","Blair, Harry|Hansen, Gary E.","Government reform","Feb 1994","","","USAID program and operations assessment report, no. 7","Weighing in on the scales of justice : strategic approaches for donor-supported rule of law programs","","PN-AAX-280","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjMwNTc4","",""
"Mid-term evaluation of a project to establish a pilot private sector family planning (FP) service delivery system in Romania. The project has been implemented by the Centre for Development and Population Activities (CEDPA) through subgrants to 3 Romanian NGOs:  the Society for Education in Contraception and Sexuality (SECS), Family Planning Movement of Vranchea (FPMV), and Youth-for-Youth.  Evaluation covers the period 1991-1/94. SECS is the largest NGO and runs 10 FP clinics, 7 of which are funded by CEDPA; FPMV runs one clinic; and Youth-for-Youth is very small and has only recently begun receiving support.  The NGOs are providing high-quality services, with an adequate choice of methods, accompanied by good information on these methods. They are eager to expand their activities to include public outreach and education, which would increase the project's impact, as it currently serves a very small population.  The project could nurture this potential by providing the NGOs with TA for institutional development and adding a large IEC component. Project deficiencies are related to poor management, both general and financial.  Some valuable management tools, such as needs assessments and scopes of work for TA, have not been fully realized, and relationships between CEDPA and the NGOs have been unclear, and at times, troubled.  Financially, the project as it stands is not sustainable and will not be sustainable in the near future.  The TA in financial management has been haphazard, delayed, and of poor quality. Conflicting CEPDA and USAID policies regarding currency have led to significant problems with disbursement and monitoring of funds. In sum, the project is at a crossroads; activities need to be redefined.  Funds should be set aside for a meeting among USAID, CEDPA, the subgrantees, and other potential donors.","Delivery order no. 4","Special Evaluation","Documents","AEP-0085-I-00-2060-00","","1/1/1994 12:00:00 AM","","Family planning services|Family planning clinics|Private health care|Pilot projects|Private voluntary organizations|Indigenous private voluntary organizations","Romania","http://pdf.usaid.gov/pdf_docs/PDABH882.pdf","2,125 KB","005886 - Datex, Inc.","","007888 - USAID. Bur. for Europe and the New Independent States|008058 - USAID. Bur. for Policy and Program Coordination. Center for Development Information and Evaluation (CDIE)","English","application/pdf","Interim evaluation|PPCeval","","Kumar, Amil|Langer, Nancy|Tyrer, Louise","Family planning","14 Jan 1994","","","","Mid-term evaluation of the Romania family planning project (project no. 186-0002)","","PD-ABH-882","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjMwNjUx","Romania","1860002|9300085"
"","Cover title: Draft final report -- USAID management training and|economics education program for Central and Eastern Europe : 1993|evaluation report (project no. 180-0029)","Special Evaluation","Documents","","","1/1/1994 12:00:00 AM","","Market economy|Management training|Economics education","Central and Eastern Europe|Romania|Czech Republic|Slovakia|Hungary|Albania|Poland","http://pdf.usaid.gov/pdf_docs/PDABH905.pdf","1,490 KB","007888 - USAID. Bur. for Europe and the New Independent States","","","English","application/pdf","","","Koltai, Leslie","Management training","14 Jan 1994","","","","Evaluator's annual report : year two -- MTEE -- United States Agency for International Development management training and economics education program for Central and Eastern Europe (AID - MTEE)","","PD-ABH-905","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjMwNjY0","Europe Regional","1800029"
"Mid-term evaluation of a project to improve maternal/child nutrition. The project includes four components:  lactation management education, implemented by Wellstart International; operations research, implemented by the International Center for Research on Women (ICRW); an information clearinghouse, implemented by the American Public Health Association (APHA); and field support and TA, implemented by the Educational Development Center (EDC).  The evaluation covers the period 1989-12/93. The project is well-managed, and the solid working relationships among the various implementing agencies and USAID have led to the delivery of high-quality, well-documented, and well-monitored products and services.  All components are on track except field support, which is somewhat behind schedule and may have to be scaled back if activities now underway are to be completed by project end. Project implementors have built on the successes of the predecessor Maternal/Infant Nutrition project (9311010), but have added several new dimensions to reach broader audiences and contain costs. Wellstart has developed core teams of health professionals to promote breastfeeding, facilitated the development of national breastfeeding programs, and expanded lactation management education into two new languages.  ICRW has implemented peer review research on the nutritional status of adolescent girls around the world.  APHA has produced a newsletter, ""Mothers and Children,"" managed data bases for health and nutrition practitioners, and responded to information requests from around the world.  Finally, EDC has provided TA and integrated, community-based programming for nutrition promotion through local organizations. The project has had an impact on several levels.  At the individual level, each component -- through training, mentoring, and TA -- has prepared professionals, para-professionals, and nonprofessionals to improve the nutrition of women, infants, and children.  At the organizational level, Wellstart has influenced hospital policies and practices regarding breastfeeding, ICRW has strengthened research networks, APHA is strengthening regional capacities for information dissemination, and EDC has effected health policy changes within institutions.  At the sectoral level, Wellstart, through education, information, and advocacy, has influenced breastfeeding policies and programs of government agencies, health professionals, and community organizations. Impact at the beneficiary level has been difficult to document, although the Wellstart program has clearly been effective. It is recommended that the Office of Nutrition emphasize the importance of maternal/child nutrition as part of USAID's overall development strategy; and that the project's design be modified to clarify the project purpose, better integrate its components, and reflect a more realistic mix of core funds, buy-ins, and non-USAID resources.  As for the individual components, recommendations are to: (1) make lactation management education less reliant on USAID funding and accessible to a wider audience; (2) expand operations research to include intervention research and dissemination, with focus on action-oriented issues; (3) expand the activities of the Clearinghouse -- which is highly dependent on USAID funding and recovers little of its costs -- and either scale down its structure in the interests of efficiency or incorporate it into a larger information service; and (4) re-evaluate the field support component on the basis of cost, Mission interest, and effectiveness of delivery.","Delivery order no. 38|Project title: Advancing basic education and literacy (ABEL)","Special Evaluation","Documents","PDC-5832-I-00-0095-00","","1/1/1994 12:00:00 AM","","Nutrition improvement|Child nutrition|Infant nutrition|Maternal nutrition|Breastfeeding|Operations research|Nutrition research|Information dissemination|Information centers|Technical assistance","","http://pdf.usaid.gov/pdf_docs/PDABH886.pdf","2,683 KB","001341 - Creative Associates International, Inc. (CAII)","","007918 - USAID. Bur. for Global Programs, Field Support, and Research. Ofc. of Health, Population, and Nutrition","English","application/pdf","Interim evaluation","","","Maternal child health care","Jan 1994","","","","Women's and infants' nutrition (WIN) project : mid-term evaluation","","PD-ABH-886","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjMwNjky","Ctr for Population, Health & Nutrition","9365117|9365832"
