Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Evaluates project to improve the health status of inhabitants of five northwestern departments of Honduras through full community participation in all aspects of water supply and sanitation installations.  Special evaluation covers the period 3/80-1/83 and is based on interviews with project officials, document review, and site visits. Despite good progress in preparing surveys and designs for water supply systems and in installing pit privies and water-seal latrines, implementation as a whole is far behind schedule.  Health education and promotional materials are only now being made available to health promoters, and almost nothing has been done to rehabilitate existing wells.  Construction of new wells is far behind schedule and construction of the first sewerage systems will not start until early 1983.  Very little has been done on the survey of existing rural water supply systems. A principal cause for the project's delays has been the failure of the project committee (PC), composed of a USAID/H coordinator and co-directors for each of the project's three components - the National Water Supply and Wastewater Disposal Service (P/SANAA), the Ministry of Health (P/MOH), and the Office of Health Education (P/OHE) - to function as planned.  The P/OHE has not been established and has no director, and the USAID/H coordinator has not been given a proper function, resulting in lack of communication and coordination among the three sections. Further, the PC lacks decisionmaking and executive power for solving its own problems.  These problems have been augmented by the SANAA's cumbersome administrative structure, difficulties in purchasing gasoline, tires, and cement, and a shortage of counterpart funds caused by the economic crisis of 1981. Recommendations include extending the project to 12/31/84 with generally lowered targets, designating a P/OHE project director, defining the responsibilities of the project coordinator, simplifying procedures for advancing funds and other administrative matters, and developing effective training programs.  Special emphasis is given to the need to makie a task analysis for project personnel as a basis for developing specific training programs.","Order of technical direction no. 101","Special Evaluation","Documents","AID/DSPE-C-0080","","1/1/1983 12:00:00 AM","","Water resources|Distribution|Water supply|Health|Sanitation|Health education|Rural areas|Technical assistance","Honduras","http://pdf.usaid.gov/pdf_docs/PNAAM066.pdf","1,519 KB","000333 - Camp Dresser and McKee, Inc. (CDM)","","000186 - USAID. Bur. for Science and Technology. Ofc. of Health","English","application/pdf","Indepth evaluation|Evaluation team|Onsite evaluation","","Pineo, Charles S.|Van, Henry","Hydrology and water resources","Jan 1983","","","WASH field report, no. 69","Diagnosis and recommendations for rural water and sanitation systems in Honduras","","PN-AAM-066","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTY3MzY1","Honduras","9311176|5220166"
"Evaluates Title II Outreach project to enable PVO's to provide cost-effective food assistance to needy recipients in hard-to-reach areas in Africa and Haiti.  Special evaluation covers the period 8/78-8/82 and is based on document review, site visits, and interviews with A.I.D. Mission, PVO, and host government personnel. The project is achieving its objectives.  Twenty project grants to support more efficient logistic systems, better storage facilities, and various programmatic improvements have enabled Title II programs in 16 countries to increase recipients by more than 60%.  Specific grants have funded:  start-up costs for programs to reach new recipients in Haiti and Rwanda; new warehousing in Rwanda, Haiti, Upper Volta, and Sierra Leone which reduced costs related to food loss, rental expenses, and transportation needs; vehicle and repair facilities in Haiti, which eliminated dependence on commercial truckers and increased timeliness of deliveries; and transport subsidies in Upper Volta.  The cost-savings generated by these grants have exceeded the costs of the project.  In addition, by financing logistics costs, the grants have freed other monies for programmatic uses, and in some cases the grants have strengthened infrastructure for disaster preparedness.  The project has also directly supported program supervision of nutrition education and surveillance and other developmental activities.  In several countries the project has been a catalyst for improving relationships between PVO's and Missions. It is strongly recommended that the project be continued.  Other recommendations address the following constraints on the project: failure to synchronize project funding with Title II commodity levels; insufficient Mission personnel available to work with PVO's on project implementation; a 20% project limitation on support of developmental activities; the absence of a systematic approach to selecting the most needy beneficiaries; the need to subsidize food distribution to remote communities; the need for financial analyses to identify the most cost-effective logistic systems; and the need to phase-over fundings of some costs when project grants expire.","","Special Evaluation","Documents","AID/SOD/POD-C-0264","","1/1/1983 12:00:00 AM","","Food for Peace|Transportation|Costs|Food storage|Food aid programs|Private voluntary organizations","","http://pdf.usaid.gov/pdf_docs/PDAAM398.pdf","3,540 KB","000673 - International Science and Technology Institute, Inc. (ISTI)","","002672 - USAID. Bur. for Food for Peace and Voluntary Assistance. Ofc. of Program, Policy and Evaluation","English","application/pdf","Indepth evaluation|Onsite evaluation|Multi country evaluation","","Stephens, Betsy|Vandervoort, Charles G.|et al.","","Jan 1983","","","","Outreach grant project evaluation","","PD-AAM-398","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc3NzA3","",""
"Evaluates project to establish at least two autonomous regional agricultural service cooperatives in Honduras.  Evaluation covers the period 7/81-1/83 and is based on document review, site visits, and interviews with USAID/H, project, and co-op personnel, and with co-op members. Modifying a successful program in Guatemala, Agricultural Cooperative Development International (ACDI) has created two co-ops in Honduras, ""20 de Marzo"" in Morazan and ""Maya Occidental"" in La Entrada.  After 9 months of operation, both co-ops have reached or surpassed 12-month goals in membership (728 for both co-ops), number of loans (736), amount of loans ($331,023), and level of capitalization ($54,041).  Loan repayment has been nearly 100% where the agricultural cycle has been completed. Almost all co-op members interviewed reported markedly improved harvests and incomes as a result of the credit, technical, and marketing services being offered. The same people who engaged in preliminary field work are working as co-op managers and extensionists, a valuable continuity.  The project's success stems from open membership, professional management, systematic capitalization, and high repayment levels. However, extension agents and co-op managers lack formal training and experience, little documentation or promotional material has been prepared for co-op members, and more important, there is no substantial written description of the ACDI model.  The ""Maya Occidental"" cooperative is behind in overall loan repayments (75% repaid), partly due to extensions given to some producers; this area received less land in the agrarian reform than the ""20 de Marzo"" co-op, which has a 98% repayment record and is also more active in member recruitment.  A plan to have ACDI work with two co-ops from the Asociacion Nacional de Campesinos de Honduras (ANACH) appears ill-advised, as nearly all ANACH co-ops have serious management, capitalization, and repayment problems and none are committed to the ACDI model; an ACDI commitment to provide technical assistance to 15 other ANACH co-ops is also risky.  Finally, withdrawal of any of the numerous institutions or interruption of the credit/supply/marketing functions supporting the two new co-ops could prove costly to the project.  Recommendations are made to resolve these issues.","","Special Evaluation","Documents","522-0150-C-00-1006-00","","2/1/1983 12:00:00 AM","","Agricultural cooperatives|Credit cooperatives|Agricultural credit|Beneficiary interviews","Honduras","http://pdf.usaid.gov/pdf_docs/PDAAM400.pdf","722 KB","000238 - Agricultural Cooperative Development International (ACDI)","","008555 - USAID. Mission to Honduras","English","application/pdf","Indepth evaluation|Onsite evaluation|Evaluation team","","Finnell, Loren|Merschrod, Kris","Agricultural enterprises and cooperatives","Feb 1983","","","","Evaluation report : cooperative development services agricultural sector II program in Honduras","","PD-AAM-400","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc3NzA5","Honduras","5220150"
"Evaluates project to establish a cancer control program in Tanzania. Final evaluation covers the period 7/79-1/83 and is based on document review, site visits, and interviews with project and health personnel. Many project objectives were achieved, despite the untimely death of the first project director, the subsequent departure of many project-trained personnel, and disbursement of most funds during the project's first 2 years.  Fortunately, a highly qualified, project-trained Tanzanian was available almost immediately to become project director.  The project's most impressive achievement was the institutionalization, within the Muhimbili Medical Center, of a sophisticated cancer control center capable of providing cancer diagnoses, radiation therapy, chemotherapy, and surgery.  Radiation therapy, in particular, provides a cost-effective way of caring for cancer patients without sending them abroad, a valuable alternative for poor countries. As of 12/82, 3,514 patients had been treated at the Center, and 140 physicians and other health workers per year are receiving formal training through Center programs.  Other project accomplishments include an enhanced cancer information capability through establishment of a tumor registry; participant and indigenous training sufficient to establish the Center (although understaffing remains a problem); establishment of a cancer research capability; development of a cancer control network of 14 cooperating hospitals; provision of diagnostic and therapeutic equipment; and a public education campaign. Collection of data from regional and zone hospitals has become routine, but planned epidemiological surveys and review of rural hospitals' records were dropped due to limited resources.  Project experience has shown the value of fully involving host country sponsors, early or pre-project training, and sponsorship by an existing local organization rather than a newly created one; and the need to review OPG management at least quarterly, and to support public health data collection/analysis, detection, and prevention programs as well as therapeutic ones.  Recommendations are made for follow-on activities and future funding possibilities.","Attached to PD-AAM-507","Special Evaluation","Documents","","","2/1/1983 12:00:00 AM","","Disease prevention and control|Cancers|Beneficiary count","Tanzania","","","008612 - USAID. Mission to Tanzania","","","English","","Indepth evaluation|Onsite evaluation|Final EOPS","","Shepperd, James|Berkowitz, Ross|et al.","","3 Feb 1983","","","","Evaluation of Tanzania cancer control project","","XD-AAM-507-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc3OTYz","Tanzania","6210147"
"Evaluates project to help the Sudanese Agricultural Research Corporation (ARC) employ a systems approach to develop improved crop, livestock, and natural resource technologies for use in Sudan's Western region.  Special evaluation covers the period 8/79-11/82 and is based on document review, interviews with key personnel, and site visits. Good initial progress has been made; administrative, support, and communications system are or soon will be in place and personnel are enthusiastic about the project's systems approach. Research is slightly ahead of schedule.  At Kadugli, where construction of major facilities is complete, scientists have conducted valuable early research on the local area and have developed, in close contact with farmers, a working knowledge of traditional farming practices.  Research programs in range management and animal production, socioeconomics, and cropping systems and agronomy are planned for the 1983/84 or 1984/85 seasons.  Research plans for the other three stations - where construction is considerably behind schedule due to factors mostly beyond the control of project architects and administrators - remain general. The major constraint to the project is a lack of experienced Sudanese staff at all levels; e.g., of the nine Sudanese scientists stationed at Kadugli, seven are scheduled to go abroad in 1983 for advanced degree training.  Poor conditions in the area make it difficult to attract good scientists and technicians; an additional problem is the lack of adequate mechanisms and personnel to maintain equipment, vehicles, and facilities. Further, the evaluators stress that the project must be sustained beyond the planned 5-7 years in order to ensure its permanent effectiveness. Twenty-four recommendations are presented relating to: project integration into the ARC and coordination with Government of Sudan institutions; project management and support, stressing the needs to delegate routine responsibilies, develop relations to other programs and institutions, and improve communications and information dissemination activities; research approach, including developing research priorities and a plan to institutionalize the system's approach within the ARC; research programs, including developing practical and relevant research priorities; and administration, especially providing incentives to recruit project staff.","","Special Evaluation","Documents","","","1/1/1983 12:00:00 AM","","Institution building|Agricultural technology|Farming systems research|Agricultural research","Sudan","http://pdf.usaid.gov/pdf_docs/PDAAM508.pdf","2,766 KB","","","001799 - World Bank (IBRD)|008607 - USAID. Mission to Sudan","English","application/pdf","Indepth evaluation|Evaluation team|Onsite evaluation|Interim evaluation","","","Agricultural research","24 Jan 1983","","","","Western Sudan agricultural research project : evaluation team midterm report","","PD-AAM-508","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc3OTY0","Sudan","6500020"
"Evaluates projects to provide P.L. 480 Title I and III food aid to Bangladesh.  Impact evaluation, focusing on Title III assistance since 1978, is based on interviews with Bangladesh Government (BDG) officials. The Title III program's unique policy approach provides a useful model to other countries.  The program, in concert with other donor efforts, has provided essential food suppplies at critical periods, strengthened BDG food policy planning and management, promoted private sector development in foodgrain marketing and textile production, and helped the BDG to:  increase grain production (enhancing national food security and economic stability); improve food distribution; and reduce subsidies on food distributed through ration systems.  The BDG has established a moderately successful procurement program, designed to provide sufficient price stability to allow grain producers to invest in high-yielding varieties.  To forestall price increases during lean periods, it has stockpiled grain, releasing it as needed through open market sales. Nonetheless, due to high population growth, the nutritional status of the rural poor - the overwhelming majority of Bangladesh's population - has deteriorated in absolute and relative terms.  Despite production increases, the annual gap between grain production and consumption is over 1 million tons. Bangladesh will continue to need food aid for at least another decade. Most program weaknesses have involved implementation rather than policy issues.  The procurement program has not always stimulated production (due to delays in price announcements) or effectively reached small farmers.  The open market system has been impeded by restrictions imposed by local bureaucracies.  Also, performance with respect to self-help measures has been spotty. Efforts should be made to further refine policy objectives and/or increase USAID/B's involvement in programming local currency proceeds for developmental purposes.  Key lessons learned are: (1) Title III programs require involved management as well as a learning period to work out problems, and thus should begin with simple, limited objectives; and (2) active oversight of projects financed with local currency generations is essential.","Bibliography: p. 150-155","Special Evaluation","Documents","","","2/1/1983 12:00:00 AM","","Food for Peace Title III|Food prices|Cereals|Crop production|Agricultural product marketing|Cereal crops|Food for Peace Title I","Bangladesh","http://pdf.usaid.gov/pdf_docs/PDAAM520.pdf","7,861 KB","000156 - USAID. Bur. for Program and Policy Coordination. Ofc. of Evaluation","","","English","application/pdf","Indepth evaluation|Evaluation team|CDIE|PPCeval|Impact evaluation","","Richardson, Blaine C.|Erickson, Daniel H.|et al.","","Feb 1983","","","","Food aid : PL-480 Title I and Title III; project impact evaluation","","PD-AAM-520","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc4MDMw","Bangladesh","388PL01|388PL03"
"","Order of technical direction no. 118","Special Evaluation","Documents","AID/DSPE-C-0080","","3/1/1983 12:00:00 AM","","Water supply|Voluntary organizations|Health|Sanitation|Technical assistance","Cameroon","http://pdf.usaid.gov/pdf_docs/PNAAM611.pdf","3,743 KB","000333 - Camp Dresser and McKee, Inc. (CDM)","","007518 - CARE International|008524 - USAID. Mission to Cameroon|000186 - USAID. Bur. for Science and Technology. Ofc. of Health","English|French","application/pdf","","","Tomaro, John B.|Heilman, Elizabeth","Health (General)","Mar 1983","","","WASH field report, no. 75","Formulation of the CARE multi-year plan for water supply and sanitation in Cameroon","","PN-AAM-611","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc4MDYw","Cameroon","9311176"
"Provides final Mission report (5/77-9/82) on a project to develop the capacity of the Atebubu District Council and its supporting institutions to effectively involve the District's population in integrated rural development activities in Ghana. Although conducted 2 years behind schedule due to poor contractor performance (leading to a corresponding project extension), a Phase I socioeconomic study surveyed wants and needs of the District population, identified constraints to changes, and suggested ways to involve the community in the design and implementation of local development activities.  This study lacked specific recommendations, but did lead to Phase II pilot activities including construction and/or provision of equipment for: (1) a community maternal/child health center; (2) a rural health clinic; (3) a blacksmith workshop and cooperative (terminated early); (4) a community center for adult education and skills training (10% completed); (5) an Adinkra dye-making and cloth printing industry; and (6) fishing, poultry producer, and cassava flour producer cooperatives. Activities leading to income generation or other economic benefits succeeded best in maintaining local participation, while activities not immediately beneficial did not receive sustained enthusiasm. Projects benefiting the general population (e.g., the community health center) had to be sustained by outside individuals or groups. The project achieved only marginal success because the District Council existed in name only, with little authority to implement self-initiated programs.  An expected decentralized local government act which would have eliminated this constraint was never passed. Until such a law exists, a follow-on project is not recommended. In light of the overextension of staff and capabilities resulting from its assumption of much of the routine procurement and construction responsibility early in the project (due to the inexperience of the organizations participating in the subprojects), USAID/G recommends that Missions not try to implement projects other than as planned and not hesitate to terminate bad projects.","","Final Evaluation Report","Documents","","","2/1/1983 12:00:00 AM","","Rural development|Decentralization|Integrated rural development|Community participation|Institution building|Limited data","Ghana","http://pdf.usaid.gov/pdf_docs/PDAAM543.pdf","169 KB","008547 - USAID. Mission to Ghana","","","English","application/pdf","Final EOPS","","","","25 Feb 1983","","","","District planning and rural development (DIPRUD)","","PD-AAM-543","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc4MDY2","Ghana","6410073"
"Provides final Mission report (3/76-9/82) on a project to strengthen the capacity of Ghanaian agricultural agencies to deliver agricultural inputs and services. Although the project was extended 3 years, construction - having been limited to seed facilities due to a lack of constrction materials - is only one-third complete.  All commodity orders had been filled, although deliveries were generally long delayed. Technical services for the seed and credit components were satisfactory and delivered on time, but delays were encountered in placing technicians from the International Institute of Tropical Agriculture for the research component. Similarly, extension efforts were delayed due to the unsatisfactory quality of the technicians initially recruited. At the purpose level, only moderate progress was made in strengthening the delivery capability of the implementing agencies.  The continued deterioration of the economic situation in Ghana caused rapid decapitalization of the working capital available for small farmer credit and made foreign exchange for purchasing inputs such as fertilizer and pesticides extremely scarce. The monitoring of project inputs is being continued in conjunction with the current implementation of the follow-on project (Phase II). Pending the 10/83 evaluation of the latter, a further follow-on with the Ghana Seed Company project may be undertaken. Lessons learned are that:  projects such as this should focus on strengthening existing institutions rather than creating new ones; a thorough appraisal of economic and political constraints must be performed at the project's outset; and special evaluation/redesign efforts should be initiated as necessary to compensate for a rapidly changing social and economic environment.","Loan no. 641-T-019","Final Evaluation Report","Documents","","","2/1/1983 12:00:00 AM","","Agricultural inputs|Institution building|Limited data","Ghana","http://pdf.usaid.gov/pdf_docs/PDAAM544.pdf","66 KB","008547 - USAID. Mission to Ghana","","","English","application/pdf","Final EOPS","","","","25 Feb 1983","","","","Managed input delivery and agricultural services (MIDAS I)","","PD-AAM-544","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc4MDY3","Ghana","6410067"
"Provides final Mission report (1/78-7/82) on a project to support PVO activities aimed at promoting farmer associations and rural-based business enterprises in Ghana. Progress in achieving project objectives was mixed.  Two U.S. and five Ghanaian PVO's received grants; funds were used to procure commodities (the Africa Bureau's blanket waiver to procure shelf items from neighboring countries was extensively used because of high Ghanaian prices), provide technical assistance, and sponsor participant training for 41 individual rural development activities.  Organizations assisted included bread bakers, beekeepers, fishing associations, poultry producer cooperatives, sugarcane production and processing cooperatives, and weaving and woodcarving enterprises.  Some activities had good results on a localized basis while others were dismal failures.  All activities met with some degree of failure due to the complete deterioration of the Ghanaian economy.  Several deficiencies on the part of the Ghanaian PVO's - their lack of organizational and administrative confidence, their complete dependence on A.I.D. for finances, and their inability to meet A.I.D. registration requirements - further hampered implementation and consumed an unreasonable amount of USAID/G time.  All of the PVO's were dismayed at USAID/G's unwillingness to pay overhead for general support costs.  USAID/G believes this is a valid complaint if A.I.D. wishes to increase emphasis on involving PVO's in rural development. The project taught that while PVO's can be used to promote rural development, PVO projects tend not to be cost-effective.  For future PVO projects, it is recommended that a grant be provided to a single well-established U.S.-based PVO which would register eligible indigenous PVO's and assist them in writing proposals and documenting and implementing grants. It is recommended that the USAID/G continue to loosely monitor PVO activities to observe the sustained viability of farmer associations and rural enterprises assisted; that an End of Project evaluation not be conducted; and that a follow-on project not be considered because of continued macro-economic constraints in Ghana.","","Final Evaluation Report","Documents","","","2/1/1983 12:00:00 AM","","Rural development|Agribusiness|Private voluntary organizations|Agricultural cooperatives|Limited data","Ghana","http://pdf.usaid.gov/pdf_docs/PDAAM545.pdf","164 KB","008547 - USAID. Mission to Ghana","","","English","application/pdf","Limited data","","","Agricultural enterprises and cooperatives","25 Feb 1983","","","","Farmers associations and agribusiness development (FAAD)","","PD-AAM-545","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc4MDY4","Ghana","6410072"
