Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"","","Special Evaluation","Documents","687-O-00-01-00004-00","","1/1/2001 12:00:00 AM","","Natural resource management|Forests|Pilot projects","Madagascar","http://pdf.usaid.gov/pdf_docs/PDABS952.pdf","166 KB","","","008572 - USAID. Mission to Madagascar","French","application/pdf","","","Hagen, Roy|Raharison, Roland|et al.","Natural resources management","15 Jan 2001","","","","Evaluation des projets pilotes d'amenagement des forets naturelles a Madagascar","Evaluation of natural forest management pilot projects in Madagascar","PD-ABS-952","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjU5NTUy","Madagascar","6870126"
"","","Special Evaluation","Documents","110-A-00-94-00020-00|110-0007-G-00-4020-00","","2/1/2001 12:00:00 AM","","Democratization|Political systems in transition|Impact assessment|Private voluntary organizations|Indigenous private voluntary organizations|Institution building|Civil society|Legal reform|Public awareness|Artisans|Advocacy","Central Asia|Kazakhstan|Kyrgyzstan|Tajikistan|Turkmenistan|Uzbekistan","http://pdf.usaid.gov/pdf_docs/PDABT100.pdf","10,770 KB","001497 - Counterpart International","","008870 - USAID. Regional Mission for Central Asia","English","application/pdf","","","","Democratization","[Feb 2001]","","","","Democracy impacts for Central Asia : October 1, 1997-December 31, 2000","","PD-ABT-100","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjU5ODE4","NIS Regional","1100007"
"Final evaluation of a project (8/90-6/98) to enhance the operational effectiveness of the National Legislative Assembly (NLA) of El Salvador. The project met its intended goals, helping the NLA evolve from a rubber stamp congress to an independent deliberative body during a period of profound political change. Project seminars and workshops, opportunities to observe foreign legislatures in action, information resources, and additional professional staff have increased deputies' knowledge of their responsibilities and improved both the law and legislative process and the legislature's relationship with the executive and judicial branches.  As a result, the NLA's deliberations have become more thoughtful and its relations with other branches of government more substantive.  Infrastructure improvements, such as building additional offices, enabled many members to work more efficiently and meet with constituents for the first time.  A project-inspired public awareness campaign sparked growing citizen interest in the NLA and increased contacts between citizens and their representatives. Lessons learned are as follows:  (1) Legislative strengthening efforts must incorporate a country's political, social, and economic situation, and be flexible when circumstances arise that are neither predictable nor easily controlled.  This project could not have been as successful as it was without the 1992 Peace Accords, which made it possible for all factions to participate in Salvadoran politics, and the subsequent 1994 elections, which seated representatives of all major political groups in the national legislature for the first time. (2) Initial and ongoing support from legislative leaders, political parties, and key staff is essential.  In this project, a technical committee of deputies representing all major factions was critical to gaining acceptance from the NLA and ensuring the fullest and fairest possible use of project assistance.  In contrast, the ambivalence of leaders from the country's dominant party toward the project was its biggest hurdle.  (3) The project also supported other major areas, including infrastructure improvements and constituency services. Much of the project's success can be traced to its responsiveness to the priorities identified by the legislators themselves. (4) Project activities should promote ownership so that once USAID assistance ends, the legislature assumes responsibility for outcomes. (5) Project assistance should benefit as many legislators as possible. Providing office space, for example, enabled all deputies to carry out their legislative functions more efficiently and helped those parties participating for the first time feel like equal partners.  (6) Legislatures that have functioned with or been dominated by one party will likely have undemocratic internal rules and operating procedures. Modernizing or reforming these vestiges of the past is critical, although the project's record on this score was mixed.  The project was unable to overcome the resistance of the ruling party's members to internal rules reforms because they perceived the reforms as threats to their power.  (7) An effective democratic legislature seeks and uses input from individuals and interests beyond the institution itself, such as civil society and the media.  In El Salvador, these outside forces have traditionally played minor roles, giving the NLA little impetus to be more accountable and transparent.  To build public confidence in the legislature as a democratic institution, groups representing all parts of the political spectrum should know how to initiate contacts with legislators.  For their part, legislators should learn how to respond to and incorporate the input from this interaction into their decision-making processes. (8) The degree to which the legislature operates democratically serves as an example for similar developments in other areas.  (9) Confronting beliefs that undermine an effective, democratic legislature is critical to the success of a legislative strengthening project. While the NLA has begun to appreciate new concepts such as constituent relations, Salvadoran political thinking does not yet fully embrace compiling complete and transparent records of proceedings as a useful tool for accomplishing legislative goals and building public confidence in the institution.  Citizen participation in the legislative decisionmaking processes should be the focus of future assistance to the NLA.","","Final Evaluation Report","Documents","","","1/1/2001 12:00:00 AM","","Democratization|Political systems in transition|Political institutions|Legislature|Institution building|Study tours|Technical assistance|Information dissemination|Political development|Constraints|Political stances|Civil society|Political participation","El Salvador","http://pdf.usaid.gov/pdf_docs/PDABT184.pdf","908 KB","008540 - USAID. Mission to El Salvador","","","English","application/pdf","Final evaluation|Ex post evaluation","","","Laws and legislation","23 Jan 2001","","","","Project assistance completion report : legislative assembly strengthening, project no. 519-0360","","PD-ABT-184","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjU5OTc2","El Salvador","5190360"
"Assesses the Community and Humanitarian Assistance Program (CHAP) program in the Western New Independent States (NIS) countries of Ukraine and Moldova (1995-2001).  The program is being managed by Counterpart International (CI). CHAP is rendering solid and sustained assistance to social service institutions, communities, and families in need, and is expertly managed and implemented.  CI's ability to precisely track a heavy and diverse volume of donated commodities and to ensure compliance with formidable and ever-changing rules and regulations by host government entities well serves the interests of the U.S. Government in the region. Additionally, CI has built impressive collaborative ties with a series of distribution partners and recipient organizations that directly build local capacity in the delivery of humanitarian assistance. The development of a highly effective operational database, and the recruitment, training, and promotion of a motivated and responsible local staff reflect particularly well upon the priority CI placed on management expertise and business acumen in the direction of the program over the past 6 years. That said, it is important to keep in perspective the limitations of a commodity import program to address the long-term structural reforms required to alleviate the suffering of the most needy people in society. CHAP now contributes valuable assistance to such people, but needs sharper and more strategic focus to enhance its sustainable impact. Thus the report calls for expanded engagement by CHAP with NGOs as commodity recipients and distributors and less of a concentration on supporting state-affiliated social service entities. Separately, the report indicates a need for CHAP to directly address local NGO capacity building. In summary, strategic refocusing of CHAP is necessary if the initiative is to remain part of USAID's portfolio in the Western NIS and if it is to deliver its maximum potential contribution to the Mission's overall goals and objectives in the region.  The team strongly asserts, however, that the value of and need for CHAP is such that the effort required to achieve greater strategic focus is clearly warranted. CHAP should be funded for an additional 3 years, though with an exit plan for CI so as to facilitate the indigenization of program management.  Responding to the humanitarian needs of the citizenry of nations as potentially prosperous as those in the Western NIS has to be seen primarily as a local responsibility.","Task order no. 800|Evaluation indefinite quantity contract (Evaluation IQC)","Special Evaluation","Documents","AEP-I-00-00-00023-00","","4/1/2001 12:00:00 AM","","Humanitarian assistance|Commodity import programs|Institution building|Project sustainability|Strategic planning|Indigenous private voluntary organizations|Human capacity development|Indigenization","New Independent States|Ukraine|Moldova","http://pdf.usaid.gov/pdf_docs/PDABT467.pdf","3,703 KB","000436 - Development Associates, Inc.","","010257 - USAID. Bur. for Europe and Eurasia|011039 - USAID. Regional Mission to Ukraine, Belarus, Moldova","English","application/pdf","","","Clark, Jeffrey|Rhoad, David","Humanitarian assistance","11 Apr 2001","","","","Humanitarian assistance assessment in Ukraine and Moldova","","PD-ABT-467","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjYwNzAz","NIS Regional",""
"Evaluates Phase IV of The Johns Hopkins University Population Communication Services (PCS) project (1995-2001), designed to develop communication programs for USAID population and family planning (FP) projects worldwide. Key findings regarding the project's strategic approach and methodology are as follows:  (1) PCS maintains an international leadership role in health communication.  (2) While focusing on individual behavior change, PCS has increasingly acknowledged the need for a broader social and cultural context.  PCS should continue this effort.  (3) PCS has successfully developed and used its Steps to Behavior Change (SBC) conceptual framework and other tools to respond effectively to audience needs, tools such as the P Process (used for program design and oversight) and GATHER, the latter in response to the call of the PCS III evaluation to improve the project's approach to interpersonal communication and counseling (IPC/C). PCS's intentions regarding the development and use of tools in the area of community mobilization are not clear. (4) While PCS has made commendable efforts to establish a cause-effect relationship between communication interventions and individual behavior change, its evaluation methods cannot reliably separate out and account for the effects of other messages present in the media environment. Performance against current project objectives has been as follows: (1) The contraceptive prevalence rate (CPR) is higher in countries where major PCS programs are being or have been implemented, and it appears that the coverage, quality, and effectiveness of population programs in several countries are closely related to PCS efforts in those countries. (2) PCS programs for young adults seem to have contributed to increased contraceptive use among this population group.  (3) PCS has successfully applied its communication tools and methodologies to the field of reproductive health (RH).  (4) To institutionalize FP/RH information, education and communication (IEC) programs, PCS has effectively transferred skills in materials development, training, research, and the development of communication campaigns.  These capacity-building efforts have reached NGOs, government entities, advertising/media agencies, and journalists.  (5) PCS collaborates effectively with host country institutions, but collaboration with U.S.-based cooperating agencies has not improved markedly since the previous evaluation. During this phase of the project, PCS, largely at Mission request, has engaged in several new thematic areas, with child survival and HIV/AIDS being the largest in scale.  PCS is increasingly developing strategic approaches to these new areas and has successfully applied its strategic communication approach, tools, and methodologies to them.  PCS has also substantially expanded its focus to include community activities, mostly on an outreach basis, and is increasingly experimenting with more participatory approaches. Other findings are as follows:  (1) A significant number of PCS IV initiatives incorporate a gender focus, most of them aimed at increasing spousal communication and men's approval for FP.  Gender has not, however, been effectively institutionalized as a cross-cutting issue in PCS's work.  (2) USAID/Washington needs to ensure more continuity in PCS management staff.  The project has had five USAID cognizant technical officers or USAID technical advisors over the past 5 years.   (4) PCS has leveraged over $10 million in non USAID funds for project activities. In sum, PCS IV has met both the planned and unforeseen objectives of the cooperative agreement.  The evaluation team believes, moreover, that PCS's 18 years of stewardship of the project has contributed not only to lasting, beneficial changes in health-related behaviors around the world, but also to significant advances in the science and practice of development communication.  Besides recommendations to refine an otherwise successful project, the evaluation proposes several that would require substantive change either in the cooperative agreement or in PCS's strategic approach:  (1) expand the project's focus beyond individual behavior change and increase emphasis on factors related to social change; (2) expand the project's advocacy role to affect decisionmakers and the policy and regulatory environment; (3) establish realistic, verifiable objectives, and expect credible evidence of performance; and (4) intensify the development of communication skills in host countries, for example, in national and regional institutions.","POPTECH assignment no. 2000-004|Project title: Population technical assistance (POPTECH)|Project title: Population communication services II","Special Evaluation","Documents","HRN-C-00-00-00007-00","","2/1/2001 12:00:00 AM","","Population programs|Family planning promotion programs|IEC|Behavior change|Cultural environment|Communication processes|Advocacy|Population policy|Policy reform|Reproductive health|Human capacity development|Technology transfer|Beneficiary targeting|Youth|Contraceptive prevalence|Child survival activities|HIV/AIDS|Community participation|Gender analysis|Contract management|USAID|Fundraising","","http://pdf.usaid.gov/pdf_docs/PDABT382.pdf","574 KB","007877 - LTG Associates, Inc.|003366 - TvT Associates","","009355 - USAID. Bur. for Global Programs, Field Support, and Research. Center for Population, Health and Nutrition","English","application/pdf","Interim evaluation","","Bowers, Gerard|Obregon, Rafael|et al.","Communications (General)","Feb 2001","","","","Evaluation of the population communication services (PCS) project : 1995-2002","","PD-ABT-382","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjYwNzY0","Ctr for Population, Health & Nutrition","9363024|9363052"
"","Task order no. 801|Evaluation indefinite quantity contract (Evaluation IQC)","Special Evaluation","Documents","AEP-I-00-00-00023-00","","4/1/2001 12:00:00 AM","","Financial institutions|Private sector|Banks|Regulations|Management operations|Auditing|Accounting|Management information systems|Personnel development|Training|Management training","Ukraine","http://pdf.usaid.gov/pdf_docs/PNACL414.pdf","3,377 KB","000436 - Development Associates, Inc.","","010257 - USAID. Bur. for Europe and Eurasia|011039 - USAID. Regional Mission to Ukraine, Belarus, Moldova","English","application/pdf","","","Walraven, Kornelis|Wright, James","Development finance","16 Apr 2001","","","","Evaluation of USAID/Ukraine banking sector activities 1995-2000","","PN-ACL-414","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjYwOTA4","Ukraine",""
"Evaluates the Institutional Strengthening and Grant Making (ISGM) program, a key activity in the U.S. Greater Horn of Africa Initiative (GHAI).  ISGM provides assistance to local African NGOs working regionally in the areas of food security and conflict prevention, mitigation, and response in 9 of the 10 GHAI countries as well as in the non-presence countries of that area. Mid-term evaluation covers the period 9/98-4/01.  ISGM is being implemented by PACT in partnership with MWENGO, an African NGO. ISGM is achieving many positive results in applying broader GHAI goals, supporting the strategic objectives (SOs) and intermediate results (IRs) of REDSO/ESA, and accomplishing specific contract performance indicators.  After a somewhat slow and difficult start, both PACT and MWENGO have accelerated the pace of their work, benefitting more than 300 African NGOs so far in the form of institution-building grants (15) and numerous, smaller forms of support to build the capacities of these local organizations.  When interviewing a number of the NGO grant recipients, the evaluation team was impressed not only with the commitment of these groups to their regional food security and peace building work, but also with the practical improvements (e.g., strategic planning, financial management, networking, website creation) provided to them by the PACT/MWENGO team.  The target of sustainability of at least 10 African NGOs is now within reach.  Of particular note is the active involvement and leadership of women in many of these local NGOs.  The role of an African Advisory Council in the decisionmaking process for grant- making is another innovative and progressive characteristic of ISGM.  Finally, African stakeholders are virtually universal in complimenting the U.S. Government and USAID, especially because ISGM is helping strictly African NGOs in their institutional strengthening.  ISGM involves Africans directly in designing and implementing activities and Africans participate in approving the grants. Major conclusions and recommendations are as follows:  (1) REDSO/ESA should definitely continue supporting ISGM and give it high priority in the allocation of budgetary resources.  (2) To achieve even greater impact and efficiency, ISGM should be more closely aligned with the work of all of the SO teams (including one not now covered) in REDSO and of other USAID operating units in the GHAI region.  (3) REDSO should proceed as soon as possible with the next round of competitive procurements for grant-making, although serious consideration should be given to targeting NGOs working with specific SO teams or Missions and in non-presence countries.  (4) REDSO should continue the active involvement of the African Advisory Council and even consider some expansion of its role.  (5) Both PACT and MWENGO are performing very well, and their partnership should be not only sustained, but enhanced. (6) Because there is a clear but as yet unquantified benefit for women, ISGM and REDSO should make every effort to develop gender data and analysis further as this NGO activity continues. (7) As REDSO's role evolves towards more actual regional project management in addition to support services, USAID needs to adjust and update some of its management and administrative procedures in order to take due account of these regional project needs.  Finally, USAID should start planning now for the post-ISGM period in the form of a successor to this NGO program involving greater African management of operations and ownership of the development agenda.","Task order no. 802|Evaluation indefinite quantity contract (Evaluation IQC)","Special Evaluation","Documents","AEP-I-00-00-00023-00","","4/1/2001 12:00:00 AM","","Indigenous private voluntary organizations|Institution building|Grants|Food security|Conflict resolution|Political reconciliation|Private voluntary organizations|Decision making|Strategic objectives|Stakeholder participation","Horn of Africa|South Africa","http://pdf.usaid.gov/pdf_docs/PDABT389.pdf","9,328 KB","000436 - Development Associates, Inc.","","000026 - USAID. Bur. for Africa. Regional Economic Development Services Ofc. (REDSO) East Africa","English","application/pdf","Interim evaluation","","Chandler, Dennis M.|Gachago, Miriam W.|Osborn, James","Development program planning and management","Apr 2001","","","","Evaluation of the institutional strengthening and grant making (ISGM) program of the Horn of Africa support project","","PD-ABT-389","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjYwOTA5","REDSO/ESA","6230006"
"Evaluates the bean/cowpea collaborative research support program (CRSP) over the period 1997-2001. The most striking and most lasting accomplishment of the bean/cowpea CRSP over the past 5 years is the increase in host countries' institutional capacity to conduct research and transfer technology to bean and cowpea producers, marketers, and consumers.  This product of years of investment in human capital development by the bean/cowpea CRSP is obvious from visits to program sites, where most of the scientists hold CRSP-supported advanced degrees.  Most of the collaborating host country institutions are staffed with scientists who are on a par with their U.S. counterparts despite sometimes inadequate physical facilities. Another significant accomplishment is the increased stock of scientific knowledge that has been built up over the years about bean and cowpea breeding, culture, storage, marketing, and consumer satisfaction.  Further, a global network of scientists has been established that adds value to the scientific advancements.  The bean/cowpea CRSP can justly point with pride to numerous areas in which the global stock of knowledge has been increased and technology has been developed with support from the CRSP.  In the view of the evaluation panel, the bean/cowpea CRSP is as important or even or more important than the two international agricultural research centers with a mandate in bean and cowpea research, CIAT and IITA, in terms of scientific advances and human capacity. The Latin America and Caribbean (LAC) project is the strongest in terms of scientific capacity, as indicated by publications and the number of scientists who participate in the network.  This is not wholly surprising, since the LAC region had a stronger base from which to build, enjoyed a close proximity to U.S. institutions, and had a better infrastructure than did the project's African counterparts.  The West Africa project, although facing obstacles such as an environment favorable to insect pests and diseases, has developed a strong research program and a viable cowpea production and marketing sector. This remarkable success story can be explained in large part by the long-term commitment and persistence of U.S. and host country scientists.  The East Africa project, faced with even more formidable challenges, has not yet reached the maturity of the other two regional projects, but appears positioned to make significant progress during the next phase, having a small cadre of well-trained and highly qualified host country scientists who are dedicated to the objectives of the CRSP, as well as the support of dedicated scientists from collaborating U.S. institutions.  The global network of bean/cowpea CRSP scientists is a result of nearly a quarter century of investment by U.S. universities, host countries, and USAID.  It is surely a remarkable success story of what can be accomplished by sustained efforts over a long period of time. Despite these successes, the bean/cowpea CRSP faces difficult challenges as it moves into the next phase.  It will have to deal successfully with a number of ""second generation"" problems, including how much to invest in the newer tools of biotechnology, how to achieve the proper balance among disciplines and approaches, how to fully utilize the more advanced host countries in meeting global objectives, and how to complete the shift from bilateral projects to a regional approach. Michigan State University (MSU) has managed the program well, and deserves special commendation for successfully adjusting to a major transition caused by the retirement of key project personnel. Administrative problem areas include the need to reduce the administrative and reporting burden on subgrant institutions, the lack of a uniform and equitable policy on advance of funds to host countries, and the overly technical nature of the 5-year progress report.  It is also recommended that MSU expand and improve the bean/cowpea CRSP website, act decisively in dealing with occasional performance problems, explore the possibility of training through distance education, and be more aggressive in pursuing Mission buy-ins.","Project title: Bean and cowpea collaborative research support|program (Bean/Cowpea CRSP)","Special Evaluation","Documents","DAN-G-SS-86-00008-00|DAN-1310-G-SS-6008-00","","3/1/2001 12:00:00 AM","","Agricultural research|Agricultural technology|Technology transfer|Research collaboration|Beans|Cowpeas|Host country cooperation|Human capacity development|Institution building|Scientists|Networks|Scientific cooperation|Universities and colleges|Management aspects|Scientific publications","Latin America|Caribbean|West Africa|East Africa","http://pdf.usaid.gov/pdf_docs/PDABT414.pdf","264 KB","000775 - Michigan State University","","010191 - USAID. Bur. for Global Programs, Field Support and Research. Center for Economic Growth and Agricultural Development. Ofc. of Agriculture and Food Security","English","application/pdf","","","","Food crops","Mar 2001","","","","Report of the external evaluation panel quinquennial review FY 1997-2001 bean/cowpea collaborative research support program","","PD-ABT-414","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjYwOTY1","Economic Growth Office","9311310"
"Evaluates USAID-funded democratization efforts of the National Democratic Institute (NDI) in Kyrgyzstan over the period 1997-3/01. The country's political environment is deteriorating rapidly due to the Government of Kyrgyzstan's (GOK) backsliding on democratic reforms, the repression of political activists challenging the present GOK, the suppression of media outlets reporting on controversial political issues, and the entrenchment of existing political elites.  A citizen movement for democratic change has been empowered during the last year, but its ability to seriously challenge the GOK remains quite limited. Given this difficult political environment, NDI has performed commendably.  In particular, NDI has gradually come to play an important role in Kyrgyzstan as one of the international organizations most aggressively acting to keep the country's political space from further closing.  NDI's most significant accomplishments to date have been in its support of the Coalition for Democracy and Civil Society.  Through its assistance to this local NGO, NDI has helped support a citizen movement for democratic reform that is at present one of the strongest obstacles in the country to the GOK's apparent intention to close off all avenues to political pluralism and citizen participation. In addition, NDI has helped parliamentarians establish themselves as a partial balance to executive power and has played a role in generating public political discussion, particularly through its support for the public affairs television show Nashe Vremya (Our Time). NDI has also tried to help various political parties promote competing political viewpoints, but the results of this assistance have been limited by the political environment, as is demonstrated by the GOK's disqualification of several political parties from the 2000 elections.  NDI efforts to promote women's participation in the political process have shown few results. On the management side, NDI has frequently been untimely in its workplan and quarterly report submissions, and its aggressive approach has at times blinded it to the contribution of other international organizations that, while not as aggressive as NDI in challenging the GOK, also play an important role in the long-term development of democracy in the country.  Finally, NDI's positive contributions are tempered by a poor partnership with USAID that results in wasted energy and a limited view of the long-term goals of USAID's strategy.  In its comments on the draft report, NDI acknowledged these problems and stated it would work to resolve them. Given the political trends in the country, NDI's program is now at a watershed point.  By all accounts, democratization in Kyrgyzstan must now be viewed as a long-term endeavor.  NDI must carefully consider its short-term goals in this long-term perspective.  While this situation does not require extensive change in the recipients of NDI's assistance, it may require alteration in the emphasis and content of this assistance.  At present, extensive assistance to political parties would be mostly futile.  NDI's work with political parties over the last 2 years has had little impact, and at present only political parties that at least implicitly support the GOK can operate actively. Continued support to parliamentarians and civic groups must also be viewed in a long-term perspective.  NDI should focus less on immediate, but unattainable goals, and more on strengthening groups and individuals devoted to change so that the latter may work to keep the political space from further closing and play a pivotal role when that space eventually opens up.  To assist in this longer-term goal, NDI must also develop a better partnership with USAID and other USAID implementing partners.  (Author abstract, modified)","","Special Evaluation","Documents","116-C-00-01-00007-00","","3/1/2001 12:00:00 AM","","Political systems in transition|Political development|Democratization|Civil society|Institution building|Legislature|Indigenous private voluntary organizations|Mass media|Political parties|Political stances|Development strategies|Host country cooperation|Development cooperation","Kyrgyzstan","http://pdf.usaid.gov/pdf_docs/PNACL468.pdf","130 KB","","","009648 - USAID. Mission to Kyrgyzstan","English","application/pdf","Political dissent|Political repression","","Roberts, Sean R.","Democratization","Mar 2001","","","","Evaluation of the National Democratic Institute (NDI) in Kyrgyzstan","","PN-ACL-468","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjYxMDA4","Kyrgyzstan",""
"","Task order number: MEDS/GUI2|Project title: Monitoring, evaluation and design support (MEDS)","Special Evaluation","Documents","HRN-I-00-99-00002-00","","3/1/2001 12:00:00 AM","","Disease prevention and control|HIV/AIDS|Access to services|Health delivery|Health care administration|Health professional education|IEC|Family planning services|Coordinating|Constraints|Impact assessment|Quality of care","Guinea","http://pdf.usaid.gov/pdf_docs/PDABT468.pdf","804 KB","007877 - LTG Associates, Inc.|003366 - TvT Associates","","008291 - USAID. Bur. for Global Programs, Field Support, and Research. Center for Population, Health and Nutrition. Ofc. of Health and Nutrition|008551 - USAID. Mission to Guinea","French","application/pdf","Interim evaluation","","Lefevre, Alain|Sedlak, Philip|et al.","HIV / AIDS","Mar 2001","","","","Initiative sur la PRISM [pour renforcer les interventions en sante reproductive et MST/SIDA] : evaluation mi-terme","PRISM initiative : mid-term evaluation","PD-ABT-468","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjYxMDU2","Guinea","6750228|936309603"
