Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Evaluates project to institutionalize at Cairo University (CU) a capability to strengthen the ability of Government of Egypt (GOE) ministries to perform development research.  Evaluation covers the period 12/76-7/80 and is based on a review of project documentation, site visits, and interviews with CU, Massachusetts Institute of Technology (MIT), and GOE personnel. The project's hypothesis -- that if tripartite MIT/CU/GOE teams research a developmental problem, a fruitful collaboration in development research between CU and GOE will be institutionalized -- generally proved true although the extent of institutional change varied among research teams.  Despite administrative changes in the project participants, the four project targets were accomplished: (1) tripartite research team reports yielded practical results -- eight of the 13 projects have led to at least one action decision in GOE ministries; (2) an estimated 40-50 CU faculty, 230 students, and as many as 350 Ministry personnel received some research-related training; (3) the Development Research and Technical Planning Center (DRTPC), was established as part of CU in 1979; (4) senior ministry and CU officials were made aware of the value of combined research work. Evaluators suggest that MIT, GOE, and A.I.D. develop a 3-year follow-on project to complete the institution-building of the DRTPC. Specific recommendations are, inter alia: that AID/W provide better project backstopping, link DRTPC with the National Technical Information Service, and establish regular liaison between DRTPC and USAID/E; that MIT increase formal training, establish targets for numbers and areas of training, and integrate research management and support into the DRTPC; and that DRTPC increase the representativeness of its board of directors, organize the DRTPC into training, research, and administration functions, and formalize criteria and procedures for project selection and quality control.","Evaluation period: Dec 1976-Jul 1980","Special Evaluation","Documents","","","7/1/1980 12:00:00 AM","","Institution building|Educational facilities|Social science education|Research methodology|Technical training|Technicians|Electric power|Energy planning|Energy policy|Housing planning|Housing policy|Pollution|Environmental protection|Road construction|Water resources|Natural resource development|Transportation planning|Transportation policy|Economic policy|Economic planning|Labor supply|Development research|Engineering research|Project change","Egypt","http://pdf.usaid.gov/pdf_docs/PDAAI711.pdf","1,688 KB","","","","English","application/pdf","Pre evaluation data|Evaluation team|Onsite evaluation","","Hubbell, Robert L.|Arnold, Henry A.|Walker, Eric","","Jul 1980","","","","Evaluation of the Cairo University/Massachusetts Institute of Technology technological planning program","","PD-AAI-711","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyNjk0","Egypt","2630061"
"Evaluates project to help Egypt expand poultry meat and egg production.  Initial evaluation, conducted by USAID/E, the Ministry of Agriculture (MOA), and the contractor (MATHTECH), covers the period 8/78-12/79 and is based on a review of project documents and the first two interim reports. Despite logistical, administrative, and especially communications and transportation problems, the failure to include all relevant government entities in the Project Paper, the lack of qualified MOA data specialists, and major difficulties in identifying central sources and finding accurate data, the project is on schedule and on budget and has achieved its goals on a much broader scale than planned.  Project teams have:  developed an econometric model; reviewed poultry production (in Upper, Middle, and Lower Egypt), the poultry disease problem, MOA breeding programs, and the General Poultry Company (GPC); completed the initial phase of the sector analysis; and developed major recommendations in each of these areas.  Effective use of these instruments depends on improved participation by the MOA. On the debit side, administrative and site selection problems have delayed expansion of the poultry breeding/hatching farms at Fayoum, Sakha, and Inshas, so that this component cannot be completed on schedule.  Also, the need for remedial English-language training has delayed participant training, which was assumed by the University of Georgia after the University of Florida failed to adapt the unsuitable curriculum originally proposed. Rapid sector changes have eroded many project assumptions and increased the need for a national poultry plan. The project has taught that in implementing a project of this type, nothing should be taken for granted.  All data should be double checked and information should be acquired from as many sources as possible. Also, the resident administrative team should arrive on site at least 1-2 months before the consulting team and administrative and logistics systems need to be developed before work can begin.  When a project encompasses an entire sector as this one does, supportive industries and ministries also need to be included in the planning process.","Attached to PD-AAI-795|Evaluation period: Aug 1978-Dec 1979","Special Evaluation","Documents","","","4/1/1980 12:00:00 AM","","Cottage industries|Poultry|Animal husbandry|Animal breeding|Animal health|Eggs|Sector evaluation","Egypt","","","000765 - Mathtech","","","English","","Indepth evaluation|Evaluation team","","","","24 Apr 1980","","","Compendium of reports, poultry improvement project, v. 1","Poultry improvement project, section I, preliminary evaluation report","","XD-AAI-795-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyNzAx","Egypt","2630060"
"Evaluates pilot project to provide U.S. training to Egyptian middle managers in key economic sectors.  Evaluation covers the period 1977-6/80 and is based on document review and interviews with personnel from USAID/E, concerned Egyptian institutions, Southern Illinois University at Carbondale (SIUC, the contractor), and nearly 40 project trainees. Implementation was hindered by the false assumption that Egypt's economy is progressing more rapidly than in fact it is; by the vagueness and hence unverifiability of training objectives (to ""expose"" trainees to U.S. business practices); and by the lack of participation by host institutions due to the inability to define their role in the program vis-a-vis SIUC.  As a result, the project was carried out wholly at SIUC and key elements of the original plan, namely in-country basic management education and development of Egypt-specific case materials and of an indigenous institutional capacity for management, never materialized. A total of 96 managers (recruited ad hoc by SIU-C after the project planning council failed to establish a pool of potential trainees) eventually participated in the program.  Most trainees felt that they had increased their knowledge of modern management techniques and of functional areas such as marketing, finance, accounting, and computer sciences; case studies and management simulation games were viewed as most beneficial. It is recommended that the internship program be made more uniform and that participating U.S. companies be required to have a business paralleling that of the participant; the amount of classroom material be reduced or more time be allotted to cover it; learning materials be provided in advance; and that prerequisite courses be offered to ensure all trainees are similarly equipped.  Other recommendations are to allow host-country officials to participate in contractor selection (to obviate implementation problems encountered by SIUC due to its not wholly credible image); have U.S. contractors establish counterpart relations prior to the project; and ensure that trainees are proficient in English. Future programs (which should not be long-term) should combine efforts to improve individuals apart from their organizations and to help organizations become more effective within environmental constraints.","Evaluation period: 1977-Jun 1980","Special Evaluation","Documents","AID/OTR-C-1773","","6/1/1980 12:00:00 AM","","Mid level managers|Management training|Industrial occupations|Industrial development|Business enterprises|Management|Management education|Financial management|Participants|Institution building|Education for development|Problem solving|Accounting|Technical training|Language training|English language|Educational materials|Games|Beneficiary count|Beneficiary interviews","Egypt","http://pdf.usaid.gov/pdf_docs/PDAAI785.pdf","658 KB","000394 - Coopers and Lybrand Associates, Ltd.|008539 - USAID. Mission to Egypt","","","English","application/pdf","Evaluation team|Indepth evaluation","","","","Jun 1980","","","","Evaluation middle management education program pilot activity; draft report","","PD-AAI-785","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyNzA2","Egypt","2630090"
"Evaluates mangement of A.I.D. funds under the Government of Nepal's (GON's) Family Planning and Maternal/Child Heatlh project.  Special evaluation covers the period 1975-12/79 and is based on site visits, document review, and interviews with GON and USAID/N officials. The partially AID-funded project, as it grew and its budget increased over the last 14 years, has experienced problems with financial management. Funds have been commingled -- i.e., when monies are disbursed to the 47 districts, funding sources are not identified.  Of the 40 district accountants, 31 are untrained in GON accounting procedures, many have deficient bookkeeping skills, and turnover is high.  Salary and travel advances are frequently not cleared, and USAID/N release of funds is slow. Finally, past USAID/N audits have questioned the propriety of future A.I.D. support unless these problems are resolved and have suggested USAID/N cease funding projects with outstanding accounts after a set time period. Workable solutions were found for each problem.  An accounting procedure that ties expenditures to discrete funding sources and leaves a valid audit trail was devised.  A training program was formulated to introduce untrained accountants to GON procedures, upgrade the skills of trained accountants, and institute recording/reporting procedures by funding source.  Uncleared salary and travel advances for 1976-78 were intensively reviewedand the results forwarded to USAID/N which was in turn asked to write off a small amount of funds.  USAID/N's fund release procedures were reviewed and suggestions were made to accelerate the process.  Finally, the GON implemented the recommendations from the above audits to A.I.D.'s satisfaction. It is recommended that project officials hire an on-call fiscal management advisor and a chartered accountant.  In addition, A.I.D. should retain working papers of detailed budgets and, in the case of formal agreements, should budget funds according to the GON Chart of Accounts.","","Special Evaluation","Documents","","","6/1/1980 12:00:00 AM","","family planning|Maternal child health care|Accounting|Financial records systems|Technical training|Financial management|Management training|Health care administration","Nepal","http://pdf.usaid.gov/pdf_docs/PDAAJ059.pdf","1,824 KB","000262 - American Public Health Association","","","English","application/pdf","Pre evaluation data|Indepth evaluation|Onsite evaluation","","Swezy, Curtiss F.","","Jun 1980","","","","His Royal Majesty's Government of Nepal family planning and maternal and child health project","","PD-AAJ-059","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyNzM2","Nepal","3670096"
"Evaluates project to train community health practitioners and aides (CHP and CHA) and village health aides (VHA) to provide primary health care to Korea's rural poor.  Evaluation covers a period ending 5/80 and is based on document review, site visits, and interviews with trainees and with project personnel. The project paper defined the CHP's role as mainly curative, however, a mid-term assessment divided CHP duties evenly among preventive, curative, and clinic management.  Trainees were chosen from the areas they were to serve on the basis of attitude and experience.  The one-year CHP training program has three parts: classroom (for which texts were developed on internal medicine, surgery, preventive and emergency care, clinic management, and pharmaceutics), hospital internship, and field practice.  Due to a lack of instructors and available hospital space, half the trainees entered field practice without adequate preparation, and field supervision was limited. Nonetheless, all trainees were judged to be doing satisfactory work. The CHP evaluation (30% in-class exam, 70% clinical assessment) was judged well-designed and objective.  Guidelines for a revised CHP training program are provided. CHA's are nurse aides who undergo a 9-month training course. Turnover was high among CHA's who felt their duties required more varied training. VHA's are volunteers who perform simple health care and refer cases to the community health center.  Although the VHA program was not examined in detail, a large number of VHA's have been trained and the program appears basically sound. It is recommended that: the final external evaluation include experts in mid-level health manpower training and that the final training evaluation estimate the quality of preventive and curative services; a management and supply system and a standardized training and evaluation program for nationwide deployment of CHP's be developed; and that USAID/P take immediate action to provide additional technical assistance to the Korean Health Development Institute.","","Special Evaluation","Documents","AID/dspe-C-0053","","7/1/1980 12:00:00 AM","","Health care|Rural areas|Health education|Indigenous education|Clinics|Health outreach services|Medical education|Curriculum|Health delivery|Logistics|Educational materials|Nurse practitioners|Nursing education|Health workers|Assistants|Community health workers|Curriculum design|Institution building|Beneficiary interviews","Korea R","http://pdf.usaid.gov/pdf_docs/PDAAJ054.pdf","2,205 KB","000262 - American Public Health Association","","","English","application/pdf","Pre evaluation data|Indepth evaluation|Onsite evaluation","","Callen, William B.","","30 Jul 1980","","","","Preliminary evaluation of the Korea Health Development Institute community health practitioner training program","","PD-AAJ-054","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyODA1","Korea, Republic of","4890710"
"A three-tiered health care delivery system has been established on the village, town, and county levels in each of three demonstration areas and are staffed, respectively, by village health aides (VHA), community health aides, and practitioners (CHA and CHP).  Of late, CHA curative contacts have increased dramatically in all project areas and CHA curative contacts have increased as well.  Town-level primary health units (PHU's) maintain excellent health records and along with county-level community health centers (CHC) possess ample, good quality equipment, although the PHU drug supply is excessive given the expertise of CHP's.  Care has been upgraded by adding better-trained physicians to the program, constructing modern and specialty clinics, practicing immunization, and maintaining a structured referral system. Preliminary studies show that the user rate in the target areas has increased substantially to 64% and that average health costs in the project area were lower than in a control area not covered by the project. It was recommended to consider assigning physicians to CHC's which offer a more stimulating environment and from where physicians could direct specialty clinics, review drug inventories and remove superfluous medicines; give CHP's and CHA's civil service status and adequate pay and increase efforts to retain them; have the Korean Health Development Institute provide technical advice and administrative control over the replication of low-cost IHCDS's and have the GOK vigorously pursue alternative funding sources to continue the project after A.I.D. funding ceases.  An outline for a final evaluation of the project is appended.","Evaluation period: Jan 1979-Dec 1979","Special Evaluation","Documents","AID-DSPE-C-0053","","7/1/1980 12:00:00 AM","","Rural areas|Clinics|Health workers|Assistants|Health outreach services|Evaluation methodology|Health facilities|Health care|Information and referral services|Maternal child health care|family planning|Immunizations|Tuberculosis|Disease prevention and control|Health delivery|Institution building|Pilot projects|Community health workers|Primary health care","Korea R","http://pdf.usaid.gov/pdf_docs/PDAAJ057.pdf","269 KB","000262 - American Public Health Association","","","English","application/pdf","Pre evaluation data|Onsite evaluation","","Irons, Edward P.","","30 Jul 1980","","","","Framework for preparing the Korea Health Development Institute's final report on AID project 489-U-092","","PD-AAJ-057","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyODA3","Korea, Republic of","4890710"
"Evaluates three projects to develop Costa Rican institutional ability to assist small farmers.  Evaluation covers the period 1975-79 and is based on document review and interviews with host agency personnel and beneficiaries. The Agricultural Services Project, implemented by the Ministry of Agriculture and Natural Resources (MAG) and the National Agricultural Council (CAN), had major difficulties due to programming deficiencies and invalid project assumptions.  Improvements occurred in regard to staff and farmer training, vehicle maintenance, and in dealing with market data; but did not occur in regard to livestock and crop production, disseminating information to farmers, or improving ratio's between fixed and operating costs.  MAG programming and budgeting probably worsened. Under the Cooperative Development Project, first degree cooperatives increased membership, social assets, and volume of operations; those of second degree lost ground.  The National Institute of Cooperative Development (INFOCOOP) grew stronger and more efficient. The Rural Municipal Development Project, designed to strengthen the Municipal Development and Training Institute's (IFAM) capacity to help local governments assist farmers, has left IFAM financially strong. IFAM has performed well on tax matters and financial analysis, adequately in technical assistance (TA) and credit operations, but poorly in planning and budgeting. AID-funded IFAM credit activities have been satisfactory, but AID-funded TA and training have not. Three lessons were learned: negotiate with borrower and implementing agencies at the project design stage on exact methods of disbursing funds; define aims precisely and program sufficient resources; and ensure the existence of host country political and technocratic will prior to institutional development projects. Recommendations are to: specify targets and inputs in support of MAG; provide CAN, an increasingly major development entity, with follow-on assistance, including short-term, specialized TA; ensure INFOCOOP directs new A.I.D. inputs toward policy resolution and toward strengthening cooperatives; consider technical and financial support to IFAM for a combined cadaster/land register/land tax improvement activity; and support IFAM's experimentation with grants and loans to municipalities.","Loan no. 515-T-025|Evaluation period: 1975-1979","Special Evaluation","Documents","","","11/1/1980 12:00:00 AM","","Agricultural cooperatives|Agricultural credit|Agricultural finance|Agriculture|Information services|Agricultural equipment|Equipment maintenance|Agricultural production|Agricultural management|Agricultural training|Agricultural policy|Agricultural planning|Farmer training|Financial management|Livestock|Animal husbandry|Institution building|Marketing|Financial institutions|Credit|Agricultural extension|Small farms|Farmers|Beneficiary interviews","Costa Rica","http://pdf.usaid.gov/pdf_docs/PDAAI764.pdf","5,601 KB","","","008533 - USAID. Mission to Costa Rica","English","application/pdf","Onsite evaluation|Indepth evaluation","","Kornfeld, Leonard","","7 Nov 1980","","","","Evaluation of rural development program","","PD-AAI-764","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyOTAw","Costa Rica","5150120"
"Evaluates project to strengthen small- and medium-size farms and businesses in Costa Rica.  Evaluation covers the period 8/79-7/80 and is based on document review and interviews with project personnel in central and zone offices. It is anticipated that as of 9/30/80, 87 subprojects will have been implemented in 88 communities in four zones involving 1,946 direct participants (365 of whom have received credit) and reaching 1,222 additional farmers.  Training has been provided to 27 technicians and to 1,085 persons enrolled in 45 courses.  The incomes of producers of sugar cane, chickens, fruits, livestock, coffee, and grains and for skilled tradesmen and those marketing baskets and brooms in Zone 1 have risen by 43-180%, a range of figures considered representative of the nation as a whole. The lack of field vehicles, the need for direct hiring of personnel, clarification of relations between the central and zonal offices, and training in methodology are outstanding issues which must be resolved.","Attached to PD-AAJ-402|Evaluation period: Aug 1979-Jul 1980","Special Evaluation","Documents","","","12/1/1980 12:00:00 AM","","Integrated rural development|Indigenous education|Small farms|Farmers|Small scale enterprises|Agricultural product marketing|Agricultural production|Agricultural credit|Artisans|Income|farm income","Costa Rica","http://pdf.usaid.gov/pdf_docs/XDAAJ402A.pdf","839 KB","008533 - USAID. Mission to Costa Rica","","","Spanish","application/pdf","Indepth evaluation|Onsite evaluation","","","","Dec 1980","","","","Programa de desarrollo rural integral","Rural integrated development program","XD-AAJ-402-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyOTE4","Costa Rica","5150158"
"Evaluates project to develop agricultural export capability in Honduras. Spanish-language evaluation covers the period 6/78-6/80; no methodology is specified.{In l980 the area seeded in tomatoes and cucumbers doubled with the yield/ha increasing 30% for tomatoes but decreasing for cucumbers due to low-density planting and inadequate fertilization.  The direct cost of tomatoes was lower in the ""Canas"" group than in the ""12 de Enero"" group because of better pest control and higher crop yield, although irrigation and and equipment costs produced higher indirect costs for the ""Canas"" group. The subproject for exporting processed products was a disaster as there was insufficient labor, yields were low, the technical assistance firm lacked local experience, and there was no price incentive since tomatoes could be sold in the local market for three times the price offered by the processing firm.  Packing and export was hampered by freezes during the harvest which required early picking and refrigeration prior to export, the Mediterranean fruit fly quarantine which blocked all tomato exports, equipment failures, and a virus at one of the sites.  Although the project lost money in l980, significant progress was achieved in organizational development, training, preparing packing plant managers, disseminating new technology, and achieving market acceptance of tomatoes and cucumbers.  The ""Canas"" group is ready for self-management.{The project should be redesigned to allow for self-management and self-financing within 3-5 years.  A packing plant should be constructed, a separate cooperative organization developed to manage the packing plant, and the area under cultivation should be expanded. For new farming groups, A.I.D. should establish as a condition of participation that individuals already have some knowledge of the project, and that farming groups be able to self-finance production costs for the first year and later provide minimum payments for packing. A.I.D. should organize courses, speeches, and other means for technology diffusion.  The ""Canas"" group should train contract labor who can later develop a farming cooperative in their own locality.","Attached to PD-AAJ-077","Special Evaluation","Documents","","","6/1/1980 12:00:00 AM","","Crop yield|Tomatoes|Vegetables|exports|Agricultural production|Cost studies|Information dissemination|Indigenous education|agribusiness|Agricultural cooperatives|Cooperatives|Management operations|Food processing|Agricultural credit|Agricultural technology|Technology transfer","Honduras","http://pdf.usaid.gov/pdf_docs/XDAAJ077A.pdf","976 KB","008555 - USAID. Mission to Honduras","","","Spanish","application/pdf","Indepth evaluation","","","Exports","Jun 1980","","","","Evaluacion de actividades proyecto exportacion de productos agroindustriales","Evaluation of activities of the project to export agroindustrial products","XD-AAJ-077-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyOTM0","Honduras","5220120"
"Evaluates project to strengthen the Faculty of Veterinary Medicine of the University of Nairobi (FVM), Kenya.  Final USAID/K evaluation covers the entire project period (1971-6/78) and is based on a review of project appraisal reports and the contractor's final report. The project was only partially successful.  As planned, Colorado State University (CSU) assigned six qualified personnel to work at FVM, although two positions were held longer than planned,two were held for shorter periods than planned; two other positions not planned at all were also filled. Research projects fell five short of the target of 18; none were undertaken after 1975.  Research publications totalled 23, 18 of them authored or co-authored by Kenyans; 16 other papers were not published. Graduate student supervision was sucessful, with 23 students receiving supervision and 18 students sent to CSU for M.S. training.  To date, 13 have returned to FVM as lecturers, one has failed, and four are still studying. Unfortunately, limited funds and heavy work loads make it doubtful whether many will continue to the Ph.D. level (one already has).  As a result, returned lecturers, who have increased FVM's staff by 400%, are not academically qualified to replace CSU counterparts, and a total of 16 teaching posts remain open. The CSU team fulfilled its educative responsibilities at the undergraduate level, but taught no graduate courses - CSU's most important contractual failure.  Four graduate courses were prepared but they were rejected, either because of a lack of student interest or because they were inconsistent with the European graduate system.  Two major revisions led to a satisfactory undergraduate curriculum with three courses in the first year, four in the second, and seven in the third and fourth years.  The problem of adequate texts and materials remains, but is outside CSU's scope of work. CSU did not supply outside examiners for the project's first 5 years and those that were provided (from CSU) did not advise A.I.D. on the degree of attainment of the project's purpose.  This was CSU's second most significant contractual failure.","","Final Evaluation Report","Documents","","","5/1/1980 12:00:00 AM","","Higher education|Veterinary medicine|Faculty|Limited data","Kenya","http://pdf.usaid.gov/pdf_docs/PDAAI696.pdf","285 KB","001338 - Colorado State University","","008565 - USAID. Mission to Kenya","English","application/pdf","Final EOPS|Pre evaluation data","","","","15 May 1980","","","","Project completion report for program of technical assistance at the faculty of veterinary medicine, University of Nairobi, Kenya","","PD-AAI-696","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyOTg4","Kenya","6150158"
"Evaluates project to promote poultry production in West Africa. Special evaluation covers the period 1971-5/80 and is based on document review and site visits by an outside reviewer. The Government of Mali's (GOM) Centre Avicole Sotuba (CAS) is an unsound operation -- disease and morbidity losses are high (64%); egg production is low (18% or 66 eggs per bird per year); financial records are inadequate; facilities are overstaffed; products are sold below cost; and despite substantial GOM subsidies, the operation is losing large sums of money. Given this sad state of affairs, the evaluator recommends that the GOM sell the CAS to a private foreign or domestic investor for a sum based on CAS's future profitability or A.I.D.'s past contribution. Less preferred remedies include arranging a lease/purchase agreement or lease/rent agreement with a private investor, turning the CAS into a commercial egg production operation while continuing to produce feed, training the poultry and business management staff to upgrade the present operation, or closing down the CAS. If the GOM decides to retain ownership, the evaluator recommends that the CAS: (1) locate or train a poultry pathology staff; (2) improve the quality and nutritional value of feed, especially for parent stock and chicks; (3) buy spare parts for the disabled (three of five) incubators and a generator to power all the incubators; (4) debeak day-old chicks and segregate chicks by age to reduce morbidity and mortality; (5) increase the number and cleanliness of waterers to lessen health hazards; (6) have the Central Veterinary Laboratory conduct autopsies bimonthly in order to devise a disease and parasite control program; (7) import fewer parent stock; (8) reduce staff from 97 to 43 and locate a business-minded director and a deputy director with poultry management experience; (9) set up a thorough cost-accounting system; (10) produce high-quality, appealing eggs for public sale; (11) charge farmers for all services performed; and (12) require regional centers to buy chicks and feed wholesale and sell their products for a profit.  Finally, it is recommended that the GOM deny the CAS's request for an additional 800,000,000 MF investment.","Evaluation period: 1971-May 1980","Special Evaluation","Documents","","","5/1/1980 12:00:00 AM","","Poultry|Chickens|Animal breeding|Farms|Poultry housing|Agribusiness|Food marketing|Feeds|Eggs|Animal husbandry|Food processing facilities|Disease prevention and control|Animal diseases|Project change","West Africa","http://pdf.usaid.gov/pdf_docs/PDAAI845.pdf","637 KB","000883 - A.L. Nellum and Associates, Inc.","","000010 - USAID. Bur. for Africa. Ofc. of Development Resources|008575 - USAID. Mission to Mali","English","application/pdf","Indepth evaluation|Onsite evaluation","","Godfrey, George F.","","5 May 1980","","","","Regional West African poultry project : an assessment, April-May 1980","","PD-AAI-845","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyOTk2","Sahel Regional","6250508"
"Evaluates A.I.D.'s role in a joint A.I.D.-World Bank project to enable the Government of the Ivory Coast (GOIC) to design and implement replicable shelter projects for the urban poor. Evaluation covers the period 6/76-1/80; no methodology is given. Project progress has been slow because A.I.D. allotted insufficient time for a project requiring major GOIC policy and personnel changes, and because the GOIC implemented a government reorganization and faced serious budgetary constraints. Nonetheless, close RHUDO (A.I.D.'s Regional Housing and Urban Development Office) supervision and good A.I.D.-World Bank cooperation have kept the project on course. Regarding institution-building, the National Savings and Loan Bank is fully operational as both a central bank and a savings bank and is monitoring all projects financed with a GOIC guaranty.  The Bank has also increased its staff from 60 to 98, with all key positions except the Director of Credit filled by Ivorians, and more than doubled its savings.  On the other hand, rehabilitation of SOGEFIHA (a GOIC housing parastatal) has been hampered by its failure to raise state and private rents, secure a CFAF 9 billion loan from the Ivory Coast Sinking Fund, and decrease its short-term debt. In terms of the various housing subprojects, as of 7/79, 3,546 of 5,000 planned lots were upgraded; 1,900 of 3,980 lots received sites and services preparation; and 1,866 of 1,930 planned rental units were constructed to altogether serve 105,050 of a targeted 131,500 beneficiaries. Shortfalls were due to conflicts between project initiatives and other GOIC policy objectives (e.g., the Abidjan Master Plan). Training of Ivorian counterparts has been quite successful -- five have assumed full responsibilities, 10 are undergoing training, and two have not yet been assigned. In addition, the GOIC passed legislation establishing the principle of cost recovery for the upgraded units; introduced progressive rent schedules for low-income units; and instituted the principle of cross-subsidization of development costs in one mixed-income community.","Attachments: XD-AAJ-022-A, XD-AAJ-022-B|Evaluation period: Jun 1976-Jan 1980","Special Evaluation","Documents","","","1/1/1980 12:00:00 AM","","Indigenous education|Institution building|Financial management|Economic planning|Fiscal policy|Savings and loan associations|Banks|Urban areas|Housing|Housing investment guaranty|Housing planning|Housing policy|Transportation planning|Transportation policy|Urban renewal|Urban development|Slum areas|Low cost housing|Beneficiary count","Ivory Coast","http://pdf.usaid.gov/pdf_docs/PDAAJ022.pdf","1,400 KB","002719 - USAID. Ofc. of Housing","","","English","application/pdf","Indepth evaluation|Onsite evaluation","","","","Jan 1980","","","","Ivory Coast urban development project, mid-project evaluation","","PD-AAJ-022","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzMDA2","Ivory Coast [Cote d'Ivoire]","681HG03"
