Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"","","Final Evaluation Report","Documents","","","11/1/1964 12:00:00 AM","","Agribusiness|Limited data","Korea R","http://pdf.usaid.gov/pdf_docs/PDAAD422G1.pdf","302 KB","008566 - USAID. Mission to Korea","","","English","application/pdf","Final EOPS","","","","30 Nov 1964","","","","TECHNICAL ASSISTANCE PROJECT HISTORY AND ANALYSIS REPORT","","PD-AAD-422-G1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTY5NzM5","Korea, Republic of","4890594"
"Evaluates the performance of a proj contractor, Robt R Nathan Associates, Inc (RRN), from 3/64 to 9/64.  Proj was intended to strengthen the capability of several Govt of Afghanistan ministries (particularly the Min of Planning-MOP) for designing & executing developmental projects. The performance of RRN appeared highly satisfactory.  Contractor's local team established good working relations with GOA personnel; this team displayed high professional competence and, with good backstopping from its US headquarters, was able to meet its contractual commitments fully and promptly.  GOA's satisfaction with RRN is displayed by its reliance upon RRN assistance for an appraisal of current inflationary pressures, an analysis of current budgetary deficits, and an examination of the feasibility of select projects. Services (or achievements) provided by RRN during this eval period include:  1) directly assisting the MOP with the preparation of projects, eg, the enlarged rural credit program; 2) advising the Min of Agr on its revised research program and on special programs to increase wheat production, develop a dairy processing plant in Kabul, and implement an agr sample census; 3) assisting with efforts to improve the work of assembling, processing & publishing economic statistics; 4) preparing a proposal for the review of the GOA's second Five-Year Plan and presenting this proposal to the MOP; 5) assisting select GOA personnel with the development of curricula in econ planning and providing these personnel with on-the-job training; 6) conducting relevant participant training programs.","Evaluation period: 22 Mar 1964-21 Sep 1964","Special Evaluation","Documents","","","10/1/1964 12:00:00 AM","","WHEAT|Agricultural policy|Agricultural planning|Economic policy|Economic planning|Participants|Dairies|Institution building|Agricultural production|Agricultural credit|Agricultural research|Limited data","Afghanistan","http://pdf.usaid.gov/pdf_docs/PDAAC438C1.pdf","824 KB","008504 - USAID. Mission to Afghanistan","","","English","application/pdf","Limited data","","LAYTON, ROBERT E.","","28 Oct 1964","","REPORT CONTROL #U-307","","EVALUATION OF CONTRAC'S PERFORMANCE, ROBERT R NATHAN ASSOCIATES","","PD-AAC-438-C1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1MDk1","Afghanistan","3060080"
"This report describes the methods used by A.I.D. in the worldwide participant training evaluation survey.  It also presents selected findings demonstrating the value of this type of evaluation process. (Author abstract)","","Special Evaluation","Documents","","","12/1/1964 12:00:00 AM","","Participants|Development program evaluation|Technical training","","http://pdf.usaid.gov/pdf_docs/PNAAS098.pdf","2,233 KB","004385 - USAID. Ofc. of International Training","","","English","application/pdf","","","Clements, Forrest E.|Gollin, Albert E.","Basic education","Dec 1964","","","","Evaluation of the technical training program in the United States foreign aid","","PN-AAS-098","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg1OTE4","",""
"This report, one of 23 country studies conducted as part of a worldwide survey, reviews A.I.D.'s participant training program in Chile from 1943 to 1960.  The report was based on oral interviews with 429 of 1,234 returned participants and 199 supervisors and contains recommendations in the areas of training design, pre-departure, and English language training.  (Author abstract, modified)","","Special Evaluation","Documents","","","1/1/1964 12:00:00 AM","","Participants|Interviews","Chile","http://pdf.usaid.gov/pdf_docs/PNAAS434.pdf","7,137 KB","008529 - USAID. Mission to Chile","","","English","application/pdf","","","","Participant training","1964","","","","Participant training program in Chile : an evaluation survey, 1943-1960","","PN-AAS-434","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg2NTU1","Chile",""
"This report, one of 23 country studies conducted as part of a worldwide evaluation survey, reviews A.I.D.'s participant training program in Bolivia. The study was based on interviews of 701 of 1,422 returnees, 170 supervisors, and 19 U.S. technicians. Included are recommendations in the areas of training design, third- and in-country training, pre-departure preparation, English language, orientation, follow-up, and professional development. (Author abstract, modified)","","Special Evaluation","Documents","","","12/1/1964 12:00:00 AM","","Participants|Interviews|Participant follow ups","Bolivia","http://pdf.usaid.gov/pdf_docs/PNAAS435.pdf","9,702 KB","008515 - USAID. Mission to Bolivia","","","English","application/pdf","","","","Participant training","Dec 1964","","","","Participant training program in Bolivia : final report of a training evaluation study","","PN-AAS-435","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg2NTU2","Bolivia",""
"This report is one of twenty-three country studies conducted as part of the worldwide survey of returned participants in accordance with AID/W instructions and guidelines contained in ICATO Circular A-175, November 1959. The major purpose of this global effort was to obtain an overview of how the participant training program was progressing to ascertain ways in which future training might be effective at the country, AID/W, and training institution levels. The study included interviews with 402 returned participants along with 163 supervisors and U.S. technicians. This is a good report with solid recommendations in nearly all the major areas of participant training. (Participant training abstract)","","Final Evaluation Report","Documents","","","6/1/1964 12:00:00 AM","","Participant program administration|Evaluation|Interviews|Supervisors|Technicians","Vietnam|USA","http://pdf.usaid.gov/pdf_docs/PNAAS918.pdf","4,084 KB","004384 - Center for Vietnamese Studies|004165 - Business Research, Ltd.","","002722 - USAID. Bur. for Far East","English","application/pdf","","","","Participant training","Jun 1964","","","","Evaluation survey of USOM participant training program, Vietnam 1954-1960 : final report","","PN-AAS-918","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg3NDk5","Vietnam (South), Republic of",""
"","","Final Evaluation Report","Documents","","","10/1/1964 12:00:00 AM","","Water storage|Storage facilities|Water supply engineering","Ghana","http://pdf.usaid.gov/pdf_docs/PNABI975.pdf","264 KB","","","008547 - USAID. Mission to Ghana","English","application/pdf","","","Magee, Charles K.","Water supply engineering","Oct 1964","","","","Evaluation of US AID technical assistance for water storage facilities : 1957-1964","","PN-ABI-975","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjE3OTk4","Ghana",""
"","","Special Evaluation","Documents","","","1/1/1964 12:00:00 AM","","Development assistance","Jamaica","http://pdf.usaid.gov/pdf_docs/PDABG854.pdf","187 KB","","","008563 - USAID. Mission to Jamaica","English","application/pdf","Interim evaluation","","Blandford, John B.|Gregory, Clark S.","Development assistance","[1964]","","","","Evaluation report on USAID/Jamaica","","PD-ABG-854","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjI4ODA3","Jamaica",""
"","","Special Evaluation","Documents","","","1/1/1964 12:00:00 AM","","Malaria|Disease prevention and control","Brazil","http://pdf.usaid.gov/pdf_docs/PDABJ107.pdf","7,150 KB","008517 - USAID. Mission to Brazil","","","English","application/pdf","Final evaluation","","Villalobos, Enrique C.|Barreda, Eloy|et al.","Malaria","1964","","","","Evaluation of the malaria eradication program in Brazil","","PD-ABJ-107","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjMzNTI0","Brazil","5120279|512L021"
"","Reference: OCLC 17605990","Special Evaluation","Documents","","","","","","","","","008529 - USAID. Mission to Chile","","","English","","","","","","1964","","","","The participants training program in Chile : an evaluation survey, 1943-1960","","PD-ACP-929","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzEzMDQ1","",""
