Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Evaluates project to provide loans for agricultural inputs to Tanzanian smallholders.  Special evaluation covers the period 1974/75-3/78 and is based on reports by the implementing agency, the Tanzanian Rural Development Bank (TRDB), and a survey of farmers in Mbulu District. The survey of 78 borrowers and non-borrowers in six loan and six non-loan villages revealed that the Small Farmer Food Crop Loan Program (SFFCLP), while serving its target group (i.e., farmers with less than 20 ha), was not really meeting the needs of the poor, given an average Tanzanian farm size of 1.25 ha.  Since participation in the SFFCLP depended on village initiative, it was not surprising that loan villages were found to be older, established, registered villages; had prior experience in obtaining loans; were proximate to the administrative center of Karatu and thus had greater access to information and government officials; and produced and sold surplus output, usually wheat.  There was a clear tendency for loans to go to those with larger holdings (5-10 versus 3 acres), greater access to modern inputs and techniques, and above average income.  Neither the level of farmer education and nor farmer contact with extensionists proved relevant. Although slightly higher than in other Tanzanian loan programs, the 83% repayment rate (ranging from 42-100% in different villages) was short of the 90% rate required for SFFCLP viabilty given the TRDB's 9% interest rate. Although loan payments were to be deducted from village crop sales, many farmers avoided this by finding other sales outlets or by using their loans for non-production activities from the start. Moreover, many farmers, used to lax loan administration and repayment, felt obliged to retaliate against perceived TRDB intransigence and injustice. The SFFCLP is also plagued by other administrative problems: widespread ignorance of the program, infrequent field visits by supervisors, insufficient manpower to monitor farmers' use of project inputs, and reliance on ad hoc loan administration at the village level. The evaluators thus conclude that the SFFCLP cannot be justified on the basis of serving the very poor, raising wheat yield, or providing farmers with otherwise unobtainable inputs.","Evaluation period: Jan 1974-Mar 1978","Special Evaluation","Documents","AID-T-621-78-08","","4/1/1978 12:00:00 AM","","Agricultural credit|Agricultural inputs|Agricultural production credit|Financial management|Credit|Small farms|Farmers|Agricultural production|Agricultural development banks|wheat|Agricultural extension|Agricultural management|farm income|Villages|Change agents|Community development|Beneficiary interviews|Sampling method","Tanzania","http://pdf.usaid.gov/pdf_docs/PDAAJ438.pdf","1,398 KB","008612 - USAID. Mission to Tanzania","","","English","application/pdf","Evaluation team|Indepth evaluation|Onsite evaluation","","Fortmann, Louise P.","Food crops","Apr 1978","","","","Observations on the Mbulu small farmer : food crop loan program","","PD-AAJ-438","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzNDg3","Tanzania","6210117"
"Evaluates pilot on-farm water management (OFWM) project in Pakistan. Special evaluation by a U.S./Pakistani team covers a period from project inception in late 1976 to 3/78 and is based on field visits, discussions with project personnel, and interviews with farmers. Although the project is about a year behind schedule due to various training and financial difficulties noted below, sound procedures have been established for helping small farmers to improve their water courses and to level land for more efficient irrigation.  To date, 14 field teams were working in the Sind, Punjab, and Northwest Frontier Provinces; 25 water courses were improved (24 in Punjab), and 2,826 ha of land (1,863 in Punjab) had undergone precision leveling. Recommendations include establising a permanent, possibly semi-autonomous, institution to implement the project now and after project termination and according legal and permanent status to Water User Associations (WUA) as a key to long-term improved irrigation efficiency and increased crop production.  Also, a new agency should be created for extension and related farmer services. Also recommended are substituting lowered academic standards combined with additional training and experience for the present rigid qualifications for recruiting field personnel, as well as increasing slightly the number of trainees to compensate for dropouts.  To improve trainee recruitment and retention, personnel should be regularized promptly to provide needed job security. District personnel and team leaders should be authorized to approve estimates of water course improvements and to make cost-sharing payments to farmers, and funds should be made to project directors on time.  To encourage provinces to give priority to the project, a direct link is recommended between dollars released and rupee funds allocated to provinces.  Also recommended are a pilot farmer credit program in each province and increased bank credit to private contractors. Included among other recommendations are to:  define Pakistani small farmers more clearly; consider providing cost-sharing and land leveling services to tenant farmers, especially in the Sind; and replacing the hard-to-get patwari certification with a statement signed by farmers.","","Special Evaluation","Documents","","","5/1/1978 12:00:00 AM","","Water management|Irrigation|Appropriate technology|Rural areas|Small farms|Farmers|Irrigated farming|Beneficiary interviews","Pakistan","http://pdf.usaid.gov/pdf_docs/PDAAJ583.pdf","2,284 KB","008588 - USAID. Mission to Pakistan","","","English","application/pdf","Indepth evaluation|Evaluation team|Onsite evaluation","","Mitchell, Donald R.|Kango, A. M. H.|et al.","","8 May 1978","","","","On-farm water management; a joint US-Pakistan evaluation","","PD-AAJ-583","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzNjE3","Pakistan","3910413"
"Evaluates technical assistance component of a project to upgrade the capability of the Government of Ivory Coast's (GOIC) Ministry of Public Works, Transport, Construction, and Town Planning (MTPTCU). Evaluation covers the period 6/76-6/78 and is based on site visits, a review of project documents, and interviews with USAID/IC, GOIC, and project personnel. Within the guidance provided by GOIC, the six technical assistants (TA) -- one in the MTPTCU's major projects division, one in SETU (Societe d'Equipement des Terrains Urbains), and two each in the MTPTCU construction division and land title/purchasing division -- have generally fulfilled their duties in such areas as: coordinating subcontractors; inspecting equipment and supplies; designing schools, health centers, and play grounds; supervising construction; developing and implementing competitive bidding procedures; and assisting in data collection, processing, and management. However, the GOIC's failure to assign counterparts (CP) in a timely manner and the failure of the TA's to insist that they be assigned CP's have led to a shortfall in CP training.  In addition, the conflicting policies of different GOIC agencies have hampered TA effectiveness, a situation which the Project Coordinator (PC) has been unable to ameliorate due to his many other non-project responsibilities.  Further, the MTPTCU professional training project in which three TA's were to have been instructors has not yet been implemented. Project deficiencies, to the extent that they reflect a GOIC policy posture, were deemed beyond the scope of this evaluation. It is, however, recommended that: (1) the PC exert stronger leadership in order to achieve those project goals requiring significant innovations in GOIC and public sector policy and behavior; (2) the contracts of the TA town planner in the MTPTCU major projects division and the data processor at the land title/purchasing division be extended 1 year; and (3) TA's spend more time with departmental staffs in order to expand staff perception of overall departmental roles.","Attached to PD-AAJ-022|Evaluation period: Jun 1976-Jun 1978|In: Ivory Coast urban development project, mid-project evaluation","Special Evaluation","Documents","","","11/1/1978 12:00:00 AM","","Contract management|Educational facilities|Building construction|Urban development|Clinics|Management information systems|Indigenous education|Institution building|Financial management|Economic planning|Fiscal policy|Urban areas|Housing|Housing investment guaranty|Housing planning|Housing policy|Transportation planning|Transportation policy|Urban renewal|Slum areas|Low cost housing","Ivory Coast","http://pdf.usaid.gov/pdf_docs/XDAAJ022A.pdf","508 KB","008562 - USAID. Mission to Ivory Coast|002719 - USAID. Ofc. of Housing|000073 - USAID. Bur. for Development Support. Ofc. of Housing","","","English","application/pdf","Indepth evaluation|Onsite evaluation","","","","6 Nov 1978","","","","Evaluation of technical assistance to the Ministry of Public Works, Transport, Construction and Town Planning, Republic of the Ivory Coast","","XD-AAJ-022-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzNjgz","Ivory Coast [Cote d'Ivoire]","681HG03"
"Evaluates technical assistance component of a project to upgrade the National Savings & Loan Bank of the Ivory Coast (BNEC). Evaluation covers the period 6/76-6/78 and is based on site visits, a review of project documents, and interviews with USAID/IC, project, and Government of Ivory Coast officials. Overall, the technical assistants (TA's) have performed their tasks competently and effectively.  However, assistance was limited almost exclusively to BNEC's activities as a manager of government resources; little attention was given to BNEC's banking activities.  Furthermore, counterpart (CP) training, a major project objective, did not proceed on schedule due to the BNEC Director General's (DG) lack of commitment; the lack of a clearly defined training program for each TA and his CP; and in some cases, poorly designated, motivated, or qualified CP's. Although the TA assigned to the Financial Department has made a valuable contribution, he is doing so without CP training; his time was primarily occupied by tasks delegated by the DG (e.g., planning BNEC's current and future financial needs); and his capability has been stretched by assigning him the responsibilities of the Savings Department TA.  It is recommended that a separate TA be assigned to the Savings Department to design and implement a savings mobilization campaign and a lending program and also to decrease the work load of the Fiancial Department TA. The BNEC Technical Department (TD) has had three TA's over the life of the project, although the incumbent serves without A.I.D.'s concurrence.  The first two TA's made positive contributions to the definition and execution of technical staff tasks but slowdowns occurred as each new TA began work. Because the TA for the Credit Department was assigned only in 1/78, it is too early to evaluate his work. Thus, to improve CP training it is recommended that all BNEC Departments better define TA and CP responsibilities; establish a program to shift responsibilities from TA's to CP's; and regularly evaluate TA and CP performance.","Attached to PD-AAJ-022|Evaluation period: Jun 1976-Jun 1978|In: Ivory Coast urban development project, mid-project evaluation","Special Evaluation","Documents","","","6/1/1978 12:00:00 AM","","Credit|Indigenous education|Institution building|Financial management|Economic planning|Fiscal policy|Savings and loan associations|Banks|Urban areas|Housing|Housing investment guaranty|Housing planning|Housing policy|Transportation planning|Transportation policy|Urban renewal|Urban development|Slum areas|Low cost housing|Limited data plus","Ivory Coast","http://pdf.usaid.gov/pdf_docs/XDAAJ022B.pdf","363 KB","003241 - USAID. Bur. for Africa. Regional Housing and Urban Development Ofc.|002719 - USAID. Ofc. of Housing","","","English","application/pdf","Onsite evaluation","","","","26 Jun 1978","","","","Ivory Coast urban sector evaluation of BNEC TA","","XD-AAJ-022-B","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzNjg0","Ivory Coast [Cote d'Ivoire]","681HG03"
"","","Special Evaluation","Documents","","","11/1/1978 12:00:00 AM","","Colonization programs","Bolivia","http://pdf.usaid.gov/pdf_docs/PDAAJ799.pdf","1,287 KB","","","","English","application/pdf","","","Locatelli, Eduardo","","13 Nov 1978","","","","Report on the San Julian colonization project","","PD-AAJ-799","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzODcx","Bolivia","511036408"
"Evaluates economic aspects of colonization project in Bolivia's San Julian and Chane-Pirai areas.  Evaluation covers an unspecified period ending 11/78 and is based on document review and interviews with officials of Bolivia's Banco Agricola (BAB) and Instituto Nacional de Colonizacion (INC) and with colonists and technicians in the areas. A total of 1,392 families have been settled in San Julian, compared to a target of 4,000; some 800 will be settled in the next year.  In Chane-Pirai, 7,000 families (118% of target) have been settled; when access roads and trails are complete Chane-Pirai will encompass about 1,000 more families.  An orientation program provides new settlers with instruction in nutrition, cooperativism, sanitation, construction, and farming. Construction of a 77 km access road in the San Julian area is 68% complete and a 100 km access road in the Chane-Pirai area is 60% complete; dry weather access trails to small Chane-Pirai settlements are also being constructed.  Work on Agricultural Service Centers in San Julian and Chane-Pirai is about 20% and 35% complete, respectively. Only 16% of a planned 200 wells have been constructed. The availability of credit for agricultural production constitutes a major problem.  Only about 25% of the allotted monies have been loaned due primarily to strict BAB credit regulations and a very high default rate; the latter resulted from the low cost of corn and delays in distributing loans. Also, only a small part of the planned technical assistance in land surveying and preparation has been provided, a planne land resource study has not been completed, and colonists have not been given land titles as planned. It is recommended that: (1) BAB allow San Julian farmers to receive medium- and long-term loans; (2) loans in both settlements be closely monitored; (3) costs and delays in providing credit be reduced; and (4) A.I.D. subsidization of low-interest loans be considered.  The following means of helping farmers should also be reviewed:  allowing INC intervention in marketing; promoting production of soybeans and possibly of wheat, dairy products, cacao, and oranges; and encouraging the use of animal traction.","'Agricultural Economist Report'","Special Evaluation","Documents","","","11/1/1978 12:00:00 AM","","Agricultural land settlement|Land development|Agricultural production credit|Agricultural development|Development strategies|Agricultural production|Penetration roads|Road construction|Farmers|Agricultural inputs|Small farms|Beneficiary count|Beneficiary interviews","Bolivia","http://pdf.usaid.gov/pdf_docs/PDAAJ812.pdf","930 KB","008515 - USAID. Mission to Bolivia","","","English","application/pdf","Indepth evaluation|Onsite evaluation","","Castro, Roberto J.","","21 Nov 1978","","","","San Julian and Chane-Pirai colonization; project evaluation report","","PD-AAJ-812","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzODg0","Bolivia","511036408"
"Evaluates project to establish the Acacia albida tree in Chad to increase agricultural production and promote firewood cultivation. Special evaluation covers the period 7/76-4/78 and is based on document review; field visits; and interviews with CARE, Peace Corps, USAID/C, and other project personnel, and participating farmers. The project is an outstanding success in terms of progress toward achieving outputs and is in fact ahead of schedule in all areas except live fencing.  This is in part due to farmers' unfamiliarity with the concept of live fencing and is not a great problem since the available species has not proven completely satisfactory.  Output levels attained thus far include: 350,500 acacia trees versus a planned total of 350,000 planted on 2,000 ha, with 178,000 surviving; 45,000 of a planned 122,500 m of Commiphora tree fencing planted; 63,000 trees planted (52,500 still living) as windbreaks and for firewood; and nine nurseries established. A field manual and a series of films have also been prepared.  Now that targets have been achieved, more attention should be given to increasing the survival rate and protection of the trees. Approximately 3,000 farmers versus an expected 1,850 are participating in the project.  Virtually all have received some P.L. 480 and CARE foodstuffs, and some have also been provided tools.  However, these ""incentives"" have not been given in such a way as to encourage cooperation and performance, indicating a need to revise the food for work system. Among the technical issues addressed by the evaluators were the durability of the plastic pots and bags in which the nurseries plant the trees; the advantages of seed planting over stock planting; the trees' impact on the water table; the possibility of using vegetatitive reproduction of acacia; methods of rainwater harvesting; tree growth rates; choice of species for live fencing; and damage from elephants and caterpillars. A series of 20 recommendations are made for improving the project regarding the types and numbers of trees still to be planted, planting techniques, development of educational materials, and improved communication among project personnel.","","Special Evaluation","Documents","","","4/1/1978 12:00:00 AM","","Acacia albida trees|Reforestation","Chad","http://pdf.usaid.gov/pdf_docs/PDAAJ854.pdf","2,075 KB","000390 - Consultants in Development","","007518 - CARE International","English","application/pdf","Indepth evaluation|Onsite evaluation|Evaluation team","","Weber, Fred R.|Dulansey, Maryanne","","Apr 1978","","","","Chad reforestation project; midpoint evaluation","","PD-AAJ-854","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzOTI2","Central African Republic","6770008"
"Evaluates project to improve the multiple-use planning and management of natural resources (NR) in arid/semi-arid regions.  Evaluation covers the period 6/74-3/78 and is based on interviews with personnel from the University of Arizona (UOA), the contractor. UOA has achieved in 4 years the outputs planned for 5 years. Informational outputs include expanding the computer-based Arid Lands Information System (ALIS) to include more LDC data; developing a roster of NR experts (a task slowed by the need to verify names); publishing an international newsletter on NR in arid lands and state-of-the-art reports on appropriate technology, desertification, technology application in LDC's, and groundwater development. To keep its graduate programs responsive to LDC needs, UOA has established a new minerals economics program and conducted weekly seminars on a variety of topics.  Foreign workshops have also been conducted, and a number of research projects initiated. UOA has made a strong effort to involve faculty and students from a variety of disciplines in activities in the arid/semi-arid regions of Ghana, Niger, Peru, and Mexico, and has expanded its capability for providing technical advice -- a capability which, unfortunately, has been underutilized. UOA has pursued linkages with domestic and international organizations, and has made both informal exchanges and formal agreements with LDC's for joint research, training, and possible faculty exchange. UOA's emphasis on involving faculty and students in LDC field activities led to some problems in Niger, where the government expected UOA to provide manpower to act as government extension personnel, a role UOA did not envision for itself.  To maintain the friendly relations between the two parties, a realistic work program which UOA could accomplish during the fifth year of the grant was designed. For recommendations, see the attached PES facesheet (PD-AAG-881).","Attached to PD-AAG-881|Evaluation period: Jun 1974-Mar 1978","Special Evaluation","Documents","","","3/1/1978 12:00:00 AM","","Universities and colleges|faculty|International cooperation|Educational networking|Arid soils|Appropriate technology|Management information systems|Technological development|Graduate education|Mineral resources|groundwater|Environmental research|Natural resource management|Technical assistance","","http://pdf.usaid.gov/pdf_docs/XDAAG881A.pdf","956 KB","001219 - University of Arizona","","","English","application/pdf","Evaluation team|Indepth evaluation","","","Natural resources management","3 Mar 1978","","","","Multiple - use planning and management of natural resources of arid/semi-arid developing nations; University of Arizona 211(d) fourth year review","","XD-AAG-881-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU0MDE5","Technical Assistance","9310159"
"","","Special Evaluation","Documents","AID/pha/C-1164","","7/1/1978 12:00:00 AM","","Universities and colleges|Higher education|Population programs|Institution building|Demographic research","Kenya","http://pdf.usaid.gov/pdf_docs/PDAAJ992.pdf","3,648 KB","000262 - American Public Health Association","","","English","application/pdf","Indepth evaluation|Evaluation team|Onsite evaluation","","Dow, Thomas E., Jr.|Zarata, Alvan O.","","6 Jul 1978","","","","Evaluation of the Population Studies and Research Institute, University of Nairobi","","PD-AAJ-992","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU0MDM1","Kenya","6150165"
"This is the final of 17 reports produced in the two areas of cost analysis/projections and the out-of-school television (OSTV) segment of Ivory Coast instructional television broadcasting. In 1971 the Ivory Coast Government began intructional television broadcasts in a program designed to greatly improve the quality and relevance of the educational system, mainly at the primary school level. LDC educational administrators and planners have been eager to learn about costs, impact, effectiveness, benefits and problems related to the harnessing of the mass media for national development purposes. Since 1972, USAID has been involved with evaluation efforts of this project. From 1975 to 1978 an extensive evaluation has been done on systems costs and the organization and impact of rural adult education. This present report is a part of the effort. It is divided into four sections. Chapter One gives an introduction to the OSTV project after its first five years of existence. It describes the main elements of the in-school reform, outlines the progression of OSTV objectives, gives examples of the subject matter covered in broadcasts and demonstrates the range of ministries and development agencies which have co-sponsored programs. Chapter Two presents a ""social impact model,"" based on a series of reports on the OSTV program. The social and educational impact of the program are analyzed for effort, effect, adequacy, efficiency, and process.  Chapter Three summarizes each of the economic studies performed under the contract. Cost studies are presented for primary schooling, secondary education and out-of-school education. Chapter Four pursues the analysis of the first chapters to a series of recommendations for action in both the cost and the OSTV fields.","","Final Evaluation Report","Documents","AID/afr-C-1158","","1/1/1978 12:00:00 AM","","Cost benefit analysis|Educational materials|Television|Educational economics|Communications technology|Economic studies|Nonformal education","Ivory Coast","","","000223 - Academy for Educational Development, Inc. (AED)","","","English","","","","Grant, S. R.|Klees, Steven J.|et al.","Educational development","1978","","","","Economic studies and out-of-school education program evaluation for the ivory coast; final report","","PN-AAF-007","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU5NjMz","",""
