Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Evaluates P.L. 480 Title II food distribution program in India. Evaluation covers FY 79 and is based on interviews with personnel from AID/W, USAID/I, and the four PVO's which are implementing the program and on visits to l40 program sites in nine Indian states. A total of $106 million worth of food was distributed during the year and benefitted 16 million people.  The PVO's project implementation has been excellent; however, a lack of prior definition of goals and purposes has led to upper-level interference in PVO performance.  The Maternal/Child Health (MCH) program is ineffective because of ration sharing, substitution, use of inappropriate foods, and poor targeting. However, the food is a potential incentive for receiving other health benefits if the latter are available.  The Food for Work (FFW) program varies widely in its results, being successful if food is used as an incentive for community cooperation but ineffective if food is granted without requiring a contribution of labor or resources.  The School Feeding (SF) program, which aimed more at increasing enrollment than improving nutrition, is on target. It is recommended that priorities among the MCH, FFW, and SF be eliminated for greater flexibility in food allocation; upper-level managers refrain from altering lower-level decisions, while requiring a minimum of reporting; PVO's be encouraged to develop alternative programming methods for Title II commodities; data collection efforts be separated into on-going program monitoring and periodic evaluation of purpose and goal achievement with geographically stratified random samplings of programs in each major category; and that mutual respect be fostered between PVO's and USAID/I. More specific recommendations are, inter alia, to: increase efforts to reach children under three with low-bulk, high-nutrition food; improve environmental sanitation; involve communities in planning and selection of beneficiaries; determine food needs and resources in advance of each subproject; provide special training for those responsible for the Mid-Day Meals program and include vitamin supplements in the program; and aid current client schools while promoting, depending on local participation, new schools in less advanced areas.","Evaluation period: Jul 1978-Jun 1979","Special Evaluation","Documents","AID/SOD/PDC-C-0082","","6/1/1979 12:00:00 AM","","Food for work|Food for Peace|Food aid programs|School feeding programs|Child feeding programs|child nutrition|Maternal child health care|Private voluntary organizations|Community participation","India","http://pdf.usaid.gov/pdf_docs/PDAAI843.pdf","15,682 KB","000385 - Community Systems Foundation","","000086 - USAID. Bur. for Food for Peace and Voluntary Assistance. Ofc. of Food for Peace (FFP)","English","application/pdf","Evaluation team|Indepth evaluation|Onsite evaluation","","Nelson, David P.|Sahn, David E.|Rogers, Beatrice Lorge","","4 Jun 1979","","","","Evaluation report of the PL-480 Title II program in India","","PD-AAI-843","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyODAy","India","386PL02"
"Evaluates project to provide credit and technical assistance (TA) to small- and medium-sized industrial enterprises in Colombia.  Final evaluation covers the period 10/01/75-12/15/78 and is based on interviews with implementing agency and A.I.D. personnel. While the project, implemented by the Colombian Government-owned Corporacion Financiera Popular (CFP), achieved its purpose, the TA program was markedly less successful than the credit component. The expected amounts of confidence, community, professional, and production marketing credit were lent, but the exact distribution among the four credit lines varied somewhat from targets. Regionally, Bogota accounted for 25% of all credit, while Cartagena received only 2%; the overall distribution of loans reflected the pattern of Colombia's industrial development.  Analysis of loan portfolio information shows that the 9.4% default rate was normal; community credit to cooperatives was the most difficult to recoup; Cartagena had the highest default rate (48.8%); and that the high default rate for confidence credit (9.3%) was closely related to borrowers' lack of adequate collateral.  In the future, the administrative and technical ability of small entrepreneurs should be judged and TA supplied before loans are made.  Contributing to the default rate were fluctuating prices, occasionally weak CFP financial analyses and borrower administrative abilities, insufficient or weak collateral, and lack of continuous credit follow-up by the CFP. Under the TA program, the CFP conducted 207 training and motivation short courses, seminars, and training sessions for 3,441 managers; provided consultant services to 499 firms and accounting assistance to 463 firms; distributed 6,000 pamphlets monthly; and answered 512 requests for technical information.  The TA program was hindered, however, by a 6-month start-up delay, high turnover of personnel, a lack of post-seminar follow-up, the absence of a long-range TA plan, and the CFP's use of funds for salaries rather than TA activities. The evaluation concludes that the TA needs of small entrepreneurs were so great that dispersing the TA effort produced little impact; TA should have been made available to industrialists outside the loan program; and CFP loan supervision should have been complemented by TA.","Loan no. 514-W-074|Evaluation period: Oct 1975-Dec 1978","Final Evaluation Report","Documents","","","11/1/1979 12:00:00 AM","","Small scale enterprises|Credit","Colombia","http://pdf.usaid.gov/pdf_docs/PDAAG951.pdf","793 KB","008530 - USAID. Mission to Colombia","","","English","application/pdf","Final EOPS","","","","13 Nov 1979","","","","Small and medium industry development","","PD-AAG-951","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyODky","Colombia","5140181"
"Evaluates project to encourage integrated diversified rural development in Costa Rica.  Final evaluation covers the period 7/76-12/79; no methodology is stated. The project has defined a strategy for local development and created a basic structure for continued development. Regarding production, crop diversification was promoted through the planting of permanent tree crops (fruit trees and achiote) and small scale vegetable production. To encourage reforestation, a promotional campaign was conducted and demonstration woodlots were planted.  Also, a local farmer organization, the Centro Agricole Cantonal de Hojancha (CACH), was created to negotiate right of use contracts with farmers to establish and manage woodlots on their land.  As a result, 53 woodlots totalling 26 ha were planted.  To improve cattle herd management, herd management and disease control training was offered and efforts were made to preserve dry season forage.  Two small businesses were also founded - a fruit and wood tree nursery and and a classification and distribution center for fruits and vegetables.  Almost all operations are now performed unassisted. From 1/78-1/79, 62 formal training sessions (intensive, extensive, and promotional) were held for 945 participants representing 300 farmers and students.  In its final year, the project sought to develop marketing strategies to increase small farmers' access to local, regional, and national markets.  Despite excessive turnover among participants and problems in setting up the marketing system and obtaining credit, the system is functioning and improving.  A milk marketing program did not materialize since it would require government support.  Finally, institutional support and coordination was continually promoted, with the CACH acting as the primary instrument for coordinating technical assistance to government agencies.  CACH has proven to be a fairly effective local planning and coordinating body. The project's impact on family income will not be measurable for 3-5 years, as many activities are long-term.  It is estimated that 6,050 man days of labor were generated, from 7/78-7/79 - equal to 22.9 full-time jobs.","","Final Evaluation Report","Documents","","","11/1/1979 12:00:00 AM","","Integrated rural development|Beneficiary count|Limited data","Costa Rica","http://pdf.usaid.gov/pdf_docs/PDAAG954.pdf","584 KB","008533 - USAID. Mission to Costa Rica","","","English","application/pdf","Final EOPS","","","","23 Nov 1979","","","","Integral rural development in Hojancha and Nandayure -- report of the third year; final report.","","PD-AAG-954","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyOTA4","Costa Rica","5150129"
"Evaluates project to introduce modern sericulture technology to poor farmers in northeast Thailand.  Special evaluation covers the period 9/76-1/79 and is based on visits to 9 of 10 project villages by personnel from USAID/T and the Royal Thai Government (RTG). Although the project is behind schedule in disbursing funds, recruiting participants, and producing silk, the incomes of the poor have been increased (the average farmer produced 106 kg of cocoons during 5-12/78 to earn a THB475 profit); a sound foundation has been established; and the project should be able to meet its 1981 targets. By 9/78, 588 families were either producing silk, being trained, or establishing mulberry plots.  Although difficulties in producing hybrid silkworm hatching eggs and farmers' failure to follow recommended mulberry leaf production practices have been major constraints, technical knowledge of silkworm rearing has been well applied and many farmers are achieving yields of 20 kg of cocoons per box (approaching Japanese yields of 24 kg).  Although silkworm rearing houses have cost more than expected, they are of high quality and farmers do not consider them too expensive. Credit was being extended as fast as farmers could be recruited and trained; by 9/78, THB6,934,780 of a total THB13,315,000 had been loaned. Loan repayment is expected to be good as long as the Korat Center continues to pay farmers above-market prices. In addition, the innovative practice of allowing local bank managers some discretion in determining loan criteria has enabled several very poor yet industrious farmers to obtain credit. Extension workers, including many women, appear well-trained and enthusiastic, but the ratio of one agent per 20 families is high. Supervisors were knowledgeable and were effectively managing the project; the Project Coordinating Committee has been an effective mechanism for resolving problems among implementors.  Cooperatives have been unimportant to date and should continue to be deemphasized. The project has demonstrated potential for replicability on a broader scale; the RTG should undertake economic analyses soon so as to be prepared for replication immediately after project completion.","Evaluation period: 24 Jan-21 Feb 1979","Special Evaluation","Documents","","","2/1/1979 12:00:00 AM","","Sericulture","Thailand","http://pdf.usaid.gov/pdf_docs/PDAAI774.pdf","1,650 KB","002985 - Thailand. Public Welfare Dept.","","","English","application/pdf","Indepth evaluation|Onsite evaluation|Evaluation team|Interim evaluation","","","","Feb 1979","","","","Thailand sericulture/settlements project; joint mid-term evaluation","","PD-AAI-774","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyOTIy","Thailand","4930210"
"Evaluates project to test the cost-effectiveness of various family planning delivery systems in rural Thailand.  Special evaluation covers the period 1977-1979 and is based on interviews with key Royal Thai Government (RTG) and A.I.D. personnel, site visits, and document review. The project, implemented by the RTG's Community-Based Family Planning Services (CBFPS), has achieved most of its objectives -- although the the CBFPS will not be self-sufficient by late 1981 as planned -- and has shown that provision of family planning services reduces morbidity and mortality more than does provision of simple health care services. Based on a survey conducted by Mahidol University, the CBFPS selected 80 districts in which to test four models of contraceptive delivery-- low-priced pills and condoms were sold both with and without an initial 2 months free supply and with and without provision of household drugs and health orientation.  Four districts served as a control.  The CBFPS then trained 5,800 village distributors and 80 district supervisors in 29 provinces.  Past weaknesses in the recruitment, training, and supervision of village distributors were overcome. A total of 65,072 new pill acceptors were recruited; overall acceptance in the four experimental areas was 80% of target.  Results indicate that distribution of contraceptives alone is the most cost-effective approach (100% of target was achieved) and that the addition of household drugs does not promote contraception; however, once a delivery system is in place it is easy to include complementary basic health services.  Free distribution of contraceptives has a mixed impact.  While gaining a large number of acceptors, such a policy depletes limited national and local health care resources and leads consumers to assign little value to contraceptives. The RTG should consider charging for pills or phase in a new brand of low-priced pills, although instituting such a policy will be difficult.","","Special Evaluation","Documents","AID/pha-C-1100","","2/1/1979 12:00:00 AM","","Contraceptive distribution|Family planning research","Thailand","http://pdf.usaid.gov/pdf_docs/PDAAJ055.pdf","900 KB","000262 - American Public Health Association","","","English","application/pdf","Indepth evaluation|Onsite evaluation","","Carlson, Bruce D.|Potts, Malcolm","","Feb 1979","","","","Community-based family planning services, family planning health and hygiene (FOHH) project","","PD-AAJ-055","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyOTIz","Thailand","4930283"
"Evaluates project to establish national cereals offices (NCO) within Sahelian governments to stabilize grain prices and markets. Evaluation covers the period 10/71-8/79 and is based on document review and interviews with project personnel and outside experts. Due to a project design that was too broad and an implementation plan that was too narrow, the project, now in its 8th year, has shown little progress since the initial 2-year pilot phase.  Key assumptions have proven unrealistic, e.g., that the area could be self-sufficient in grain in non-drought years and, more basically, that NCO's were adequate to solve the grain self-sufficiency problem. In addition, an insufficient range of technical assistance was scheduled.  Limited interest in the project on the part of Sahelian governments has prevented expansion of NCO's and thus of grain stabilization efforts region-wide; the only NCO's existing are the two originally created -- the Niger Government's Office des Produits Vivriers du Niger (OPVN) and the Upper Voltan Government's Office National des Cereales (OFNACER). Neither OPVN nor OFNACER, moreover, has succeeded in stabilizing grain prices and markets. The project was plagued with difficulties from the outset.  During Phase I (1971-75), personnel and equipment arrived late, delaying training and the construction of grain warehouses; the impact of the Sahelian drought disrupted commercial grain markets; NCO policies favored consumers at the expense of producers; and coordination between A.I.D., other donors, the Entente Fund, and OPVN or OFNACER was suboptimal.  The project remained in limbo from 1975 to 1977 pending a decision on Phase II, during implementation of which (1977-79) OFNACER received added authority over Voltan grain market stabilization activities and upgraded its financial and administrative abilities, while OPVN--although on a more sound footing--continued to be hamstrung by its organizational distance from decisionmakers in the Niger Government. It is therefore recommended that A.I.D. discontinue the project as a regional effort.  However, since the original project purpose remains inadequately tested, Sahelian governments should carefully consider alternative grain stabilization strategies.","References: p.70-74|Evaluation period: Oct 1971-Aug 1979","Special Evaluation","Documents","","","8/1/1979 12:00:00 AM","","Millet|Sorghum|Cereals|Agricultural product marketing|Cereal crops|Crop production|Food storage|Warehouses|Drought|Disaster relief|Markets|Economic surveys|Prices|Economic policy|Institution building|Price stabilization|Limited data plus","Sahel|Niger|Burkina Faso","http://pdf.usaid.gov/pdf_docs/PDAAI929.pdf","1,937 KB","000819 - Multinational Agribusiness Systems, Inc.","","002680 - USAID. Bur. for Africa. Ofc. of Central and West Africa Regional","English","application/pdf","Multi country evaluation|Entente States","","","","9 Aug 1979","","","","Entente fund grain stabilization project evaluation Niger - Upper Volta","","PD-AAI-929","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyOTk1","Sahel Regional","6250161"
"Evaluates project to assist the Government of Tunisia (GOT) to expand family planning (FP) services.  Midterm evaluation covers the period 1978-9/79 and is based on interviews with staff of the Ministry of Public Health (MOPH), the GOT implementing agency -- the National Family Planning and Population Office (ONPFP), other GOT ministries and agencies, and medical faculties. The ONPFP has made major advances toward realizing project objectives. Achievements include:  (1) strengthened educational and administrative structures in all 18 provinces; (2) rural pilot projects testing innovative FP service delivery tactics; (3) a national training center, operational since 3/79; (4) expanded research and evaluation activities; (5) an expanded clinical program including voluntary sterilization; (6) maintenance of performance levels during a period of program expansion and penetration into less easily served rural areas; and (7) demonstration of the value of female FP rural outreach workers. The most successful activities have been the rural pilot projects and research and evaluation activities, both of which have generated a tremendous amount of valuable data.  On the other hand, information, education, and communication activities have shown little penetration into rural areas; technical assistance appears to have been underutilized; and training targets have not been met. Recommendations for consolidating recent achievements and improving rural FP service delivery are:  (1) review plans for project amendment no.2 to ensure that it reflects current status and needs in all assistance areas; (2) discuss with ONPFP plans for community-based distribution programs in Kairouan, Medenine, and Gabes and consider immediate implementation; (3) plan and implement a pilot information, education, and communication project in one province in 1980; (4) have key MOPH, ONPFP, and USAID/T staff make field studies of successful Asian FP programs; (5) appoint a full-time ONPFP coordinator for the Family Planning International Assistance subproject to expand FP/Maternal Child Health services in four provinces; and (6) provide a special budget to improve participant training.  Issues facing the GOT's FP program in the 1980's are addressed in a companion report (PD-AAJ-052).","","Special Evaluation","Documents","AID/pha/c-1100","","10/1/1979 12:00:00 AM","","Rural areas|Beneficiary count","Tunisia","http://pdf.usaid.gov/pdf_docs/PDAAJ061.pdf","1,708 KB","000262 - American Public Health Association","","000191 - USAID. Bur. for Science and Technology. Ofc. of Population","English","application/pdf","Evaluation team|Indepth evaluation|Pre evaluation data|Onsite evaluation|Interim evaluation","","Maguire, Elizabeth S.|Johnson, Pamela R.|Bernard, Roger P.","","Oct 1979","","","","Tunisia family planning services : mid-term evaluation, phase one","","PD-AAJ-061","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzMDU1","Tunisia","6640295"
"Evaluates project to clarify the mechanism of action and side effects of prostaglandins.  Special evaluation covers the period 1971-79 and is based on site visits and interviews with project staff. This productive research program has advanced both clinical expertise and drug development and has resulted in more than 50 articles being published in reputable journals. Laboratory research has successfully elucidated the basic mechanisms underlying initiation and maintenance of uterine contractions and has described progesterone withdrawal as it relates to inducing early and normal term labor.  These mechanisms have increased medical understanding of prostaglandin-induced abortion but have not led to better compounds for clinical use, although screening is continuing. The use of progesterone synthesis inhibitors to regulate fertility has been limited to laboratory examination of the compound isoxazole and its abortion-inducing effects in rats.  Because of possible side effects, though, it is doubtful such progestorone synthesis inhibitors will be useful in human fertility control. Progress has been made in developing prostaglandin analogues with fewer side effects, suggesting that a self administrable prostaglandin for early abortion or early menstrual regulation may eventually be found. It is recommended that the laboratory and program be continued at the current level of support with possible salary increases for the in-house staff of Washington University.","Attached to PD-AAJ-129|Evaluation period: 1971-1979","Special Evaluation","Documents","","","1/1/1979 12:00:00 AM","","Prostaglandins|abortion|Family planning research|Maternal child health care|Fertility|Demographic research|gynecology|Limited data plus","","http://pdf.usaid.gov/pdf_docs/XDAAJ129A.pdf","288 KB","000262 - American Public Health Association","","","English","application/pdf","Onsite evaluation","","Behrman, Harold|Anderson, Gerald","","1979","","","","Side effects and mechanism of action of prostaglandins","","XD-AAJ-129-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzMTQ4","Population and Humanitarian Assistance","9320541"
"Evaluates project implemented by the U.S. Census Bureau (BUCEN) to develop and maintain a comprehensive demographic data base for use by USAID's.  Evaluation covers the period l978-l979 and is based on document review and interviews with project and other concerned personnel. BUCEN's data base is of high-quality, is easily accessible and regularly updated, and uses universal standards.  However, BUCEN does not apply the same criteria to all countries; favors census data over other, more reliable data (e.g., prevalence of contraceptive use); computes the data solely in terms of the UN's Age-Sex Accuracy Index; and adjusts data, often heavily and in a highly complex manner, to arrive at internal consistency. The results are mixed.  Data in the country profiles (CP) found in World Population 1977, for example, while generally consistent (despite anomalies) and free of serious error, are not easily comparable to data from other reputable sources; and key discrepancies exist between BUCEN and A.I.D. estimates of crude birth rates.  Other problems include the dubious value of BUCEN's use of long-term projections for short-term estimates and of its adjusted data on infant mortality reductions.  While BUCEN has generally fulfilled its contractual obligations, it has fallen behind in the production of CP's. Poor A.I.D./BUCEN working relations seem to lie behind A.I.D.'s complaint that BUCEN neglects A.I.D.'s needs in favor of other requests. Future issues of World Population should include crude birth and death rates and population estimates for the year issued and a year or two beyond.  The CP's should be modified to: (1) reflect the country's size and importance and include data on large cities; (2) include a summary analysis of demographic levels and trends, placing the country in its regional context, relating the data to changes in socioeconomic development and the availability of family planning and other services; (3) reduce adjustments and make data presentation more flexible; (4) use simpler extrapolations for short-term projections; (5) reduce publication time; (6) employ one or two reviewers to assure a more thorough professional review; (7) reduce delays in data processing through more staff trips to specific countries; and (8) devote more time to urban growth, manpower problems, and methodological innovations.","Evaluation period: 1978-1979","Special Evaluation","Documents","AID/pha-C-1100","","7/1/1979 12:00:00 AM","","Population censuses|demography|Demographic research|Population and demography|Information storage and retrieval systems|Research centers|Public data","","http://pdf.usaid.gov/pdf_docs/PDAAI740.pdf","840 KB","000262 - American Public Health Association","","000077 - USAID. Bur. for Development Support. Ofc. of Population","English","application/pdf","Evaluation team|Indepth evaluation|Social science evaluation","","Kantner, John F.|Kirk, Dudley|et al.","","Jul 1979","","","","Evaluation of the Census Bureau's computation and analysis of population data project","","PD-AAI-740","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzMjA4","Population and Humanitarian Assistance","9320649"
"Evaluates project to increase women's productivity in Upper Volta (UV) through greater access to credit.  Special evaluation covers the period 10/77-2/79; no methodology is stated. Limited progress has been made toward creating the planned credit information system, revolving loan fund, and training materials. Although project activities have begun in the Eastern, Koudougou, and Bougouriba Organization for Rural Development (ORD) areas, activities in the Black Volta ORD were suspended due to an overlap with a planned UV Government project. Initial project implementation has focused on setting up a research, monitoring, and evaluative credit information system consisting of studies on loan procedures (including forms) and practices. Subsequently, domestic economy agents, after a 1-week course on the purpose and use of these forms, conducted village household surveys. Although the data have been tabulated, they are of questionable validity, and as a result, a report has not been written. Committees to administer a revolving loan fund targeted to women-oriented projects and featuring in-kind loans at 8% interest (a more realistic rate than the 5.5% charged in many male-dominated programs) have been established, procedures and forms have been simplified, and extensionists have acquainted ORD area leaders with the fund's potential. Training has so far occurred only in conjunction with the other activities, but simple training aids and audiovisual materials are being developed to use in courses for extension agents who, in turn, will use them with village women (e.g., in millet and maize grinding). Project designers underestimated the need for an adequate lead time to finalize the loan and information systems.  They simultaneously overestimated: the abilities of the implementing agent, the Rural Domestic Economic Unit (RDEU); the linkages between the ORD's and the RDEU; and the skill level of extension and domestic economy agents. The designers also precluded the active participation of male village agents in implementing the project. Nonetheless, the project is believed to have stimulated other development activities and has served as a model for two other projects.","Evaluation period: Oct 1977-Feb 1979","Special Evaluation","Documents","","","2/1/1979 12:00:00 AM","","Institution building|Women in development|Credit|Management training|Economic research|Revolving fund|Household surveys|Villages|Change agents|Educational materials|Rural areas|Finance|Information networking|Limited data","Burkina Faso","http://pdf.usaid.gov/pdf_docs/PDAAH995.pdf","396 KB","","","","English","application/pdf","Limited data","","Barnes, Carolyn","Women in development","14 Feb 1979","","","","Strengthening women's roles in development project","","PD-AAH-995","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzMzY5","Burkina Faso","6860211"
