Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Since 1974, A.I.D. has disbursed more than $675 million for more than 120 trade and investment projects.  The majority of these funds were spent in Latin America and the Caribbean, where country experiences with foreign trade are widely diverse. While A.I.D. projects in strong exporting countries have often been successful, there is some doubt as to their impact in constrained economic environments.  This report reviews 15 projects, with emphasis on the following variables:  the country's productive structure; the policy environment; the export capability of the target group; host country support; project delivery mechanisms (public sector, private sector, or mixed); A.I.D. management effectiveness; and level of risk.  The report also classifies the 15 projects according to three generic types: the transmitter approach, which relies mostly on developing and transmitting market information by maintaining data bases and answering investor/exporter queries; the facilitator approach, which provides multisectoral, general investment and export promotion services; and the promoter approach, which offers enterprise- specific technical assistance and brokering services to a limited number of producers in a limited number of sectors.  The report concludes that the promoter approach seems best suited to the weak productive structure and volatile policy environments within which A.I.D. projects typically operate.  The three major strengths of the promoter approach are its high degree of targeting, its focus on demonstrating project impacts early on, and its flexibility in allowing project managers to change the objectives, scope, and level of funding of a project in response to market forces.","","Special Evaluation","Documents","","","5/1/1990 12:00:00 AM","","Export promotion|Investment promotion|International trade|Economic aspects|Economic policy","Latin America|Caribbean","http://pdf.usaid.gov/pdf_docs/PNAAX237.pdf","100 KB","005742 - Louis Berger International, Inc. (LBII) Development Economics Group","","003433 - USAID. Bur. for Program and Policy Coordination. Center for Development Information and Evaluation (CDIE)","English","application/pdf","CDIE series|PPCeval","","","International trade","May 1990","","","AID evaluation special study, no. 69","Promoting trade and investment in constrained environments : AID experience in Latin America and the Caribbean","","PN-AAX-237","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjA5Mzg0","",""
"During the period 1985-1989, A.I.D. supported economic policy reforms in Dominica and Grenada -- island nations strikingly alike in their socioeconomic make-up.  Despite their similarities, however, the countries' experiences with reform were drastically different.  In Grenada, A.I.D. had the opportunity to implement a total reform package after the 1983 U.S. intervention toppled the country's Marxist government.  Nonetheless, reform efforts, which focused on budget deficit reduction and private sector development, were far from successful.  According to the report, these changes failed because they were implemented too rapidly and did not mesh with local business practices, government staff were inadequately trained to implement them, and public and government support and compliance were inadequate.  In Dominica, A.I.D.'s approach was more gradual, first focusing on improving management of the existing tax system and only later working on incremental tax changes and new taxes.  By any economic measure, the Dominica reform program was a success.  It increased revenues, improved tax collection efficiency, and encouraged productive investment. Economic growth picked up sharply and remained strong throughout the reform period.  Critical factors in guiding future planning and management of policy reform programs in these and other countries are identified.","Related document: PN-ABE-171|Companion evaluation summary: PD-ABC-053","Special Evaluation","Documents","","","1/1/1990 12:00:00 AM","","Policy reform|Structural adjustment|Economic reform|Tax reforms|Private sector|Investment promotion","Grenada|Dominica","http://pdf.usaid.gov/pdf_docs/PNAAX231.pdf","178 KB","003433 - USAID. Bur. for Program and Policy Coordination. Center for Development Information and Evaluation (CDIE)","","","English","application/pdf","CDIE series|Impact evaluation|PPCeval","","Lieberson, Joseph M.|Bowles, W. Donald|Roach, E. LeRoy","Economic policy","Jan 1990","","","AID impact evaluation report, no. 72","Impact evaluation of AID policy reform programs in Dominica and Grenada","","PN-AAX-231","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjA5NDE2","Caribbean Regional","5380096|5380141"
"A.I.D.'s experience with farming systems research and extension (FSR/E) has been mixed.  FSR/E projects have provided opportunities for developing country professionals to acquire training and field experience in this new approach to research. However, most projects have not had the impact on technology development and transfer or institutionalization of FSR/E as had been assumed in project designs. This report, based on a case study review of evaluations of 12 A.I.D.-funded projects, synthesizes the Agency's experience with FSR/E from the mid-1970's to the mid-1980's and assesses the impact of these projects on agricultural development.  Major sections of the report overview FSR/E, summarize project experiences, provide lessons learned, and discuss the approach's future in A.I.D. projects.  FSR/E's performance has been affected by several key constraints, including a lack of the following:  (1) a problem solving approach; (2) effective collaboration across disciplines; (3) links of research with extension; (4) consensus on methodology; (5) stakeholder understanding of FSR/E; (6) agricultural policy and strategy defining FSR/E's role in research and extension; (7) staffing of projects with trained personnel; and (8) government funding to meet recurrent costs. The report concludes that while the FSR/E concept has not been well understood or carried out by project implementers and A.I.D. management, agricultural projects that seek to strengthen technology development and transfer can benefit by using the concept more effectively.  (Author abstract, modified)","","Special Evaluation","Documents","","","1/1/1990 12:00:00 AM","","Farming systems research|Farming systems|Family farms|Agricultural extension","","http://pdf.usaid.gov/pdf_docs/PNAAX230.pdf","169 KB","003433 - USAID. Bur. for Program and Policy Coordination. Center for Development Information and Evaluation (CDIE)","","","English","application/pdf","CDIE series|PPCeval","","Byrnes, Kerry J.","Agricultural research","Jan 1990","","","AID evaluation special study, no. 67","Review of AID experience with farming systems research and extension projects","","PN-AAX-230","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjA5NjU3","",""
"Interim evaluation of a project to improve the delivery of family planning services in El Salvador by providing TA to involved Government of El Salvador (GOES) institutions in the areas of administration, training, IEC, information management, and policymaking.  The evaluation covers the period 8/85-10/89. Although substantial progress was made in each component, overall achievement was constrained by extremely difficult political and economic conditions.  The project also suffered from administrative problems in maintaining an adequate flow of funding and assuring timely procurement of goods and services. This was due primarily to a complex administrative arrangement between A.I.D., involved GOES institutions, and SETEFE, the GOES organization that coordinates foreign assistance. Training of generally acceptable quality was provided to 20% more personnel than targeted.  However, more attention could have been given to rural health aides, doctors in their initial year of service, and graduate nurses; course design could have been more closely linked to specific jobs; and more emphasis could have been placed on curricula validation. An effective mass media campaign reached nearly 4 million persons. Unfortunately, some of the impact of this campaign was lost due to a delay in implementing a companion interpersonal communication campaign. The management information system has been effective in improving the distribution and warehousing of contraceptives.  In addition, its capabilities have been expanded to include service delivery information that measures progress in terms of couple years of protection.  Success has not been achieved in improving maintenance of medical equipment, primarily due to procurement problems, possibly compounded by less than adequate commitment to concepts of preventive maintenance.  Although a national population policy was adopted, efforts to disseminate this policy and to develop a population data bank have lagged. Several lessons were learned.  (1) Projects involving institution building and developing the capability to conduct coordinated planning should anticipate at least a five-year time frame.  (2) Complicated bureaucratic structures should be avoided.  (3) TA should be provided through a close, day-to-day working relationship with identified counterparts.  (4) Attention to monitoring programmatic functions should equal that given to fiscal matters.  (5) To achieve changes in service delivery, training must be provided to doctors and nurses as well as to lower-level service providers.  (6) Interpersonal communication campaigns require more resources than mass media campaigns.  (7) A computerized logistics management system can be effective in improving contraceptive supply as well as in providing a service statistics system that can be operated by service point staff.","Companion evaluation summary: PD-ABB-859|Evaluation period: Aug 1985-Oct 1989|Project title: Population technical assistance (POPTECH)","Special Evaluation","Documents","DPE-3024-Z-00-8078-00","","1/1/1990 12:00:00 AM","","Family planning services|Family planning policy|Family planning research|Family planning education|IEC|Reproductive health","El Salvador","http://pdf.usaid.gov/pdf_docs/PDABA289.pdf","1,579 KB","006243 - Dual & Associates, Inc.|000673 - International Science and Technology Institute, Inc. (ISTI)","","000191 - USAID. Bur. for Science and Technology. Ofc. of Population|008540 - USAID. Mission to El Salvador","English","application/pdf","Interim evaluation","","Bair, William D.|Braun, Juan Ricardo|et al.","","17 Jan 1990","","Report no. 89-023-100","","Evaluation of the El Salvador population dynamics (reproductive health) project (519-0210)","","PD-ABA-289","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjA5NzA1","El Salvador","5190210|9363024"
"","Implementation order no. 53","Special Evaluation","Documents","386-0000-C-00-5039-00","","1/1/1990 12:00:00 AM","","Agricultural research|Agroforestry|Research management","India","http://pdf.usaid.gov/pdf_docs/PDABA293.pdf","529 KB","001798 - Winrock International","","008557 - USAID. Mission to India","English","application/pdf","","","","","Jan 1990","","","","Evaluation of the all-India co-ordinated research project on agroforestry of I.C.A.R.","","PD-ABA-293","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjA5NzUw","India","3860470"
"Most public agricultural universities in the Third World have developed according to a neoclassical model which limits their ability to remain innovative and responsive to important social needs.  This study synthesizes findings of an evaluation of agricultural universities in ten countries (India, Indonesia, Thailand, Brazil, Dominican Republic, Mexico, Ethiopia, Morocco, Nigeria, and Malawi) and explores an approach for revitalizing agricultural education. Four main problems inherent in the neoclassical model are identified. (1) The effectiveness of agricultural universities in promoting rural and agricultural development is often limited by the policy environment. Three factors stand out here:  the absence of strong linkages to the Ministry of Agriculture; the lack of autonomy concerning enrollment, programming, and finances, together with weak internal mechanisms for keeping university leaders accountable; and policymakers' conservative views of the role of the university.  (2) Another constraining factor is the universities' overemphasis on research in crop and animal production and neglect of broader social and economic concerns and public policy issues.  (3) The traditional university is organized around discipline-based departments, their involutionary tendencies unchecked by cross-disciplinary structures, strong extension services, or well-organized external constituencies.  (4) A final constraint is posed by a highly didactic philosophy of education which views learning as merely transfer of knowledge in the classroom. The paper concludes that a new type of university is needed. This post-neoclassical model would have the following attributes: a broader curriculum to include general issues of rural well-being (e.g., employment, education, tenure security) in addition to the subjects of crop and animal production; an innovative, activist orientation toward both educational methods and educational goals, involving increased cooperation among faculty, students, and local citizens; and a new university structure, in which interconnected task groups are clustered around major programmatic themes.","","Special Evaluation","Documents","","","1/1/1990 12:00:00 AM","","Agricultural education|Universities and colleges|Educational policy|Educational goals|Agricultural colleges|Educational methods","","http://pdf.usaid.gov/pdf_docs/PNAAX229.pdf","895 KB","003433 - USAID. Bur. for Program and Policy Coordination. Center for Development Information and Evaluation (CDIE)","","","English","application/pdf","CDIE series|PPCeval","","Hansen, Gary E.","Agricultural education","Jan 1990","","","AID program evaluation report, no. 20","Beyond the neoclassical university : agricultural higher education in the developing world -- an interpretive essay","","PN-AAX-229","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjEwMTAw","",""
"Evaluation of a project to promote breastfeeding in Panama by providing training to health professionals, establishing milk banks, and conducting educational activities for working women and the general public.  The evaluation covers the period 9/83-1987. The project's unique regional focus allowed flexibility in promoting breastfeeding and enforcing related national policies. Regional workshops were conducted for more than 4,000 health personnel.  While no nationwide data are available to assess training impact, small-scale evaluations reflect major improvements in hospital practices and subsequent breastfeeding rates.  Changes include increased rates of rooming-in; increased support by health professionals for breastfeeding; decreased use of formula, glucose, and oxytocin; and decreased intervals between delivery and first breastfeed.  Milk banks established in six Ministry of Health hospitals also helped support improvement in hospital practices. The working women's component is one of the first to examine the problems of breastfeeding in the workplace.  The project held discussions with women in labor unions, conducted a training seminar for 21 women directors of major labor unions, and set up 90 working groups in factories.  During a four-month period, visits were made to each of the groups to distribute information and hold discussions with members. It was found that the women were having difficulty breastfeeding because they lacked creches and facilities for pumping at the worksite. Information activities, implemented by PROLACMA, the local La Leche League affiliate, were also mostly successful.  While the national mass media campaign was delayed and not coordinated with other components, regional campaigns were more successful.  In Chiriqui, Cocle, Colon, and Veraguas, local radio campaigns were developed in coordination with other regional activities, including the milk banks, and helped to support their operations. Overall, information on breastfeeding reached some 49,000 citizens.","Nutrition Communication Project document","Special Evaluation","Documents","DAN-5113-Z-00-7031-00|597-0000-3-76-5304-10","","1/1/1990 12:00:00 AM","","Breastfeeding|Health education|Health professionals|Hospitals|Working conditions","Panama","http://pdf.usaid.gov/pdf_docs/PDABA439.pdf","2,040 KB","000691 - Johns Hopkins University. School of Hygiene and Public Health. Dept. of International Health|000223 - Academy for Educational Development, Inc. (AED)","","002290 - USAID. Bur. for Latin America and the Caribbean. Regional Ofc. for Central American Programs (ROCAP)|000114 - USAID. Bur. for Latin America and the Caribbean. Ofc. of Development Resources|008589 - USAID. Mission to Panama","English","application/pdf","Final evaluation|Ex post evaluation","","","","31 Jan 1990","","","","Panama breastfeeding promotion project evaluation","","PD-ABA-439","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjEwMTQ2","Central America Regional","9365113|5970000"
"PACR of a project (6/84-3/89) to develop a phased program to strengthen the monitoring and evaluation (M&E) system for managing rural development projects under the Royal Thai Government's (RTG) Sixth Plan. The project could not be implemented as originally planned due to personnel changes, contracting problems, and procedural difficulties - all of which led to delays in the delivery of project inputs.  Following a mid-term review, the project was redesigned to focus on strengthening M&E at the departmental and provincial levels rather than developing a highly centralized system.  The specific purpose, as amended, was to install data base and decision support systems in the National Economic and Social Development Board's (NESDB's) National Rural Development Coordination Center (NRDCC), pilot implementing agencies, and pilot provinces.  Achievement of this amended purpose proceeded satisfactorily:  microcomputers were installed not only in the pilot agencies and provinces but in all 72 provinces and 30 implementing departments, and management information systems were developed for annual planning and project M&E.  Training in the use of these systems was provided to both service personnel and external information users. However, the decision support models provided in these systems need to be expanded. The project strengthened Thailand's rural development data base (NRD 2C) in terms of reliability and coverage so that it was used to generate socioeconomic information for the National Rural Development Program of the Sixth Plan.  Specifically, the information was used to identify target areas in all below- average villages and some average villages. NRD 2C will be treated as a socioeconomic data base, which will be complemented and supplemented by sectoral data bases.  It should not be more comprehensive as its reliability and economy would be sacrificed. Several lessons were learned.  (1) NESDB is a policy planning and coordination body with limited implementation experience.  In light of this, perhaps USAID/T should have taken a more active role in resolving implementation difficulties rather than adopt a wait and see attitude. (2) Loan funding of TA created problems for NESDB in procuring ""benefits"" (e.g., payment of taxes) for the expatriate advisors who replaced the originally intended TA team from the U.S. Census Bureau (3) Detailed documentation of project modifications after the mid-term evaluation facilitated the ensuing implementation.  (4) Because the project was loan- rather than grant-funded, no funds were earmarked for evaluation. There was a significant delay in securing  PD&S funds for the mid-term evaluation, and no final evaluation was conducted.","","Final Evaluation Report","Documents","","","1/1/1990 12:00:00 AM","","Development program evaluation|Development project evaluation|Management information systems|Rural development","Thailand","http://pdf.usaid.gov/pdf_docs/PDABA494.pdf","803 KB","008613 - USAID. Mission to Thailand","","","English","application/pdf","Final evaluation","","","","9 Jan 1990","","","","Project assistance completion report : rural development monitoring and evaluation project","","PD-ABA-494","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjEwMzQz","Thailand","4930339"
"PACR of a project (1982-1989) to develop the institutional capacity of Thailand's National Energy Administration (NEA) to plan and construct up to 12 micro/mini hydroelectric generating systems. The project fell behind schedule during its first 2 years due to the following:  a flawed model for site selection; delays in negotiating TA contracts and documents for tendering electro-mechanical (E-M) equipment; E-M bid cancellations; and NEA administrative problems.  With a 2-year extension, however, the project managed to construct 8 mini-hydro facilities (4 funded by A.I.D. and 4 by the Royal Thai Government).  These units have directly benefited several thousand families, especially those in newly developed rural areas.  Indirect benefits will be in the form of employment generation, reduction of migration rates, and improved security in the project areas. The NEA received on-the-job training in engineering, contracting, and environmental and socioeconomic impact analysis.  The agency now has the analytical capacity and methodology to select sites and supervise construction of micro/mini hydroelectric generating systems. The environmental impact of the project was minimal.  All of the sites are located in remote areas having little direct environmental impact on villagers and wildlife in the immediate vicinity.  Seven of the units utilize the run-of-the-river method whereby no dam or river impoundment occurs to create a reservoir.  The eighth unit utilizes the power of an older existing dam.  The most significant environmental impact occurred during the construction phase when wide swaths of land were cleared to build the weirs, headrace, penstock, powerhouse, and access roads.  However, soil erosion was later controlled through improved construction techniques. A.I.D./W insisted that the project use the fixed amount reimbursement (FAR) procedure even though FAR is totally inappropriate for a complex hydroelectricity project with diverse subprojects.  While intended to limit the administrative burden, the FAR approach also limited the Mission's ability to monitor NEA actions and processes. Several lessons were learned.  (1) Project design must take into account existing government regulations and procedures. (2) TA should complement existing institutional capabilities and be coordinated with other donor activities.  (3) As economic, financial, and natural resource constraints change, energy project implementors should have some flexibility to change project goals.  (4) The basic economics of and evaluation methods for micro- and mini-hydro as applied to rural electrification should be established.  (5) Evaluations of energy projects should more closely examine the viability as a function of changes in energy costs, capital costs, and discount rates.  (6) A more effective approach needs to be developed for TA contracting and monitoring.","","Final Evaluation Report","Documents","","","1/1/1990 12:00:00 AM","","Hydroelectric power|Hydroelectric power plants|Small scale energy systems|Electrification","Thailand","http://pdf.usaid.gov/pdf_docs/PDABA495.pdf","190 KB","008613 - USAID. Mission to Thailand","","","English","application/pdf","Final evaluation","","","","11 Jan 1990","","","","Project assistance completion report : micro/mini hydroelectric project","","PD-ABA-495","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjEwMzQ0","Thailand","4930324"
"","Companion evaluation summary: PD-ABB-032|Project title: Population technical assistance (POPTECH)","Special Evaluation","Documents","DPE-3024-Z-00-8078-00","","2/1/1990 12:00:00 AM","","Family planning research|Operations research|Research planning","Asia","http://pdf.usaid.gov/pdf_docs/PDABA527.pdf","757 KB","006243 - Dual & Associates, Inc.|000673 - International Science and Technology Institute, Inc. (ISTI)","","000191 - USAID. Bur. for Science and Technology. Ofc. of Population|004200 - USAID. Bur. for Asia and Near East","English","application/pdf","","","Thapa, Shyam|Huber, Sallie Craig","","2 Feb 1990","","Report no. 88-034-095","","Asia family planning operations research project : recommendations based on a review of the current project","","PD-ABA-527","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjEwNDEz","Development Support","9363024|9363030"
