Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Final evaluation of a project to provide short-term assistance to emerging legislatures in Poland, Hungary, Czech Republic, Slovakia, Latvia, Estonia, Lithuania, Bulgaria, and Albania.  The project, coordinated by the Frost Task Force, began in 1991 and consisted of three main activities: equipment provision, TA provision, and the development of library collections.  It ended in 7 countries in 4/15/95, but continues in Albania and Slovakia and has just begun in Romania. The project was universally praised for its timeliness, impact, quick implementation, and because it was unconditionally responsive to parliaments' wishes.  As a result of the project, emerging parliaments are turning out more needed legislation and getting new laws published more quickly; they could be from 3 to 10 years ahead of where they would have been without the assistance.  The quality of legislation varies by country; in some countries it is nominal, but as newly initiated programs mature, it is expected to improve.  Democracy strengthening, though not part of the project's mandate, seems to have resulted as well.  There is general interest in continued cooperation with the U.S. Congress and other parliaments in the region, with an emphasis on cooperation in the field of informatics and the strengthening of legislative processes. In particular, (1) country conferences implemented for Members of Parliament were beneficial, particularly for new legislators and especially when held early in the term; (2) the Parliamentary Institutes were beneficial to parliamentary staff both in terms of the information imparted and the opportunity to meet peers from other countries; (3) research and analysis units have been established and are strong in Bulgaria, the Czech Republic, Lithuania, Poland (Sejm and Senat), and Slovakia; (4) the addition of books and periodicals to parliamentary library collections was welcomed because of the limited size of the parliamentary collections and their lack of Western publications; and (5) personal computers are being used to improve and speed up the operations of the libraries.  Putting more information on-line, however, has occurred only in two of the four countries visited. Although the project has achieved its objectives of jump-starting the new legislatures, there is a need for some follow-on activity in some countries and a modified approach in Albania.  In addition, while great strides have been made in utilizing the equipment provided, more could have been done and in less time (in Albania, Lithuania, and Bulgaria) if TA had been provided for automation start-ups. The following are lessons learned.  (1) The jump start approach was appropriate for the countries on which project design was based (Poland, Hungary, the Czech Republic, and the Slovak Republic), but did not allow for long-term TA needed by the countries added later in the project, although these countries did benefit from the project.  (2) A strong automation technology component is recommended in any new program; computers, and usually networking equipment and software, is extremely important for new parliaments to obtain and disseminate information, and to manage the legislative process effectively. In sum, the project was designed for a special situation at a special time in history.  It was extremely successful given its limited time frame and operational framework. It is not necessarily the best formula for future programs because the same conditions are unlikely to exist.","Delivery order no. 34","Final Evaluation Report","Documents","AEP-0085-I-34-3002-00|AEP-0085-I-00-3002-00","","1/1/1996 12:00:00 AM","","Political development|Legislature|Laws and legislation|Institution building|Governance","Poland|Hungary|Czech Republic|Slovakia|Latvia|Estonia|Lithuania|Bulgaria|Albania|Romania","http://pdf.usaid.gov/pdf_docs/PDABM446.pdf","4,596 KB","000436 - Development Associates, Inc.","","007154 - USAID. Bur. for Europe. Ofc. of Development Resources|008058 - USAID. Bur. for Policy and Program Coordination. Center for Development Information and Evaluation (CDIE)","English","application/pdf","Final evaluation|CDIE|PPCeval","","","Democratization","Jan 1996","","","","Evaluation of parliamentary assistance in Central and Eastern Europe (CEE) countries under the democratic governance and public administration project, 180-0019","","PD-ABM-446","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQxODc0","Europe Regional","1800019|9300085"
"PACR of the Women's Entrepreneurship Development Program (WED-1) (1981-12/90), a component of the Rural Industries Project.  The purpose of WED-1 was to strengthen the capacity of the WEDP Unit of the Bangladesh Small & Cottage Industries Corporation (BSCIC) to promote women-owned, -operated, or -managed microbusinesses and to expand women's profitable participation in cottage industries. Despite the negative economic conditions constraining poor Bangladeshi women, WED-1 was generally successful, demonstrating that businesses managed by women can succeed in rural Bangladesh and that a public sector entity such as BSCIC's WEDP Unit can implement an informal enterprise lending activity at least as well as local and foreign-supported NGOs in similar circumstances.  Though unable to aggressively promote women entrepreneurship, WED-1 did set the stage for further improvement in this area. WED-1 had a positive impact on rural women because it was a women-managed program.  The majority of the staff both at headquarters and in the field were women, many of them young university graduates. The presence of these women provided rural women with positive role models and persuaded them to assert themselves as entrepreneurs. The project disbursed over $1 million (the USAID portion of which was $296,000) in about 16,000 small loans averaging $83 to some 11,000 rural women from the lowest 20% income group and achieved a loan recovery rate averaging 80%.  A 2-day management course taught about 4,000 borrowers how to operate a subsistence firm and engage in more productive and sustainable microenterprise opportunities.  Another 3,000 potential borrowers received skills training.  There were visible improvements in quality of beneficiaries' lives, and the program increased family incomes, but did so by absorbing under-utilized family labor.  In general, expansion by employing outside labor would still entail losses for the borrowers. USAID support for WEDP has continued under project 3880082, which is making efforts to ensure WEDP sustainability after its termination in 1997. Despite its overall success, implementation could be improved in several regards: (1) the effectiveness of WED-1'S 20 field offices varied widely -- even the best need to improve substantially in terms of number of loans, borrowers, and disbursements; (2) costs of lending must be brought down; (3) WED-1 set very low targets for client recruitment because there were no incentives to motivate field workers to exceed targets; (4) the WED-1 policy to limit borrowers to three loans should change in order to encourage more repeat business; (5) WED-1 focused too much on enterprises with tight profit margins; (6) the WEDP Unit should have been given direct responsibility for personnel management, and for selecting office sites and closing unprofitable offices; (7) WED-1 found it difficult to identify potential borrowers in the larger 10,000-60,000 taka loan category; (8) insufficient attention was paid to whether the markets in which applicants operated could sustain yet another enterprise; (9) the accounting system did not treat field offices as profit centers, and so they did not behave as such; (10) loan application procedures were too cumbersome and requested unnecessary information. In addition, the lending practices of the Bangladesh Krishi Bank (BKB), which was a major participant in WED-1, were particularly inappropriate to the needs of small (and often illiterate) borrowers. The disincentive effect of BKB's processing and approval delays was exacerbated by liquidity deficiencies at BKB field branches which delayed disbursement. The project teaches that skills training independent of a credit program yields few benefits either for the project or for the trainees. Management training for borrowers should be mandatory.","","Final Evaluation Report","Documents","","","1/1/1996 12:00:00 AM","","Rural areas|Microenterprises|Women in development|Entrepreneurship|Institution building|Cottage industries|Commercial credit","Bangladesh","http://pdf.usaid.gov/pdf_docs/PDABM454.pdf","639 KB","008511 - USAID. Mission to Bangladesh","","","English","application/pdf","","","","Women in development","3 Jan 1996","","","","Project assistance completion report (PACR) : rural industries project -- women's entrepreneurship development program (WEDP) component","","PD-ABM-454","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQxODgx","Bangladesh","3880042"
"","Companion Evaluation Summary: PD-ABM-601","Final Evaluation Report","Documents","663-0010-0-00-6204","","1/1/1996 12:00:00 AM","","Institution building|HIV/AIDS|Disease prevention and control|Sexually transmitted diseases|Health education","Ethiopia","http://pdf.usaid.gov/pdf_docs/PDABM448.pdf","108 KB","000673 - International Science and Technology Institute, Inc. (ISTI)","","000035 - U.S. Agency for International Development (USAID)|008543 - USAID. Mission to Ethiopia","English","application/pdf","","","Emmet, William L. R., II|Wells, Victoria E.","HIV / AIDS","30 Jan 1996","","","","Final evaluation of the Ethiopia Support to AIDS Control (STAC) project","","PD-ABM-448","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQxOTEx","Ethiopia","6630010"
"Evaluates two projects to strengthen Niger's health sector:  (1) the Niger Health Sector Support Grant (NHSSG), a program/project to support policy and institutional reforms (1986-96); and (2) the Niger Family Health and Demography Project (NFHDP), to expand family planning (FP) programs and demographic research (6/88-96). Results were mixed.  The NHSSG, especially the portion funded with nonproject assistance, was slow to develop due to expectations which were both unrealistic and poorly understood.  A mid-course reduction and clarification of policy reform objectives resulted in some successes, including development of a national health information system and nascent systems for cost recovery and cost containment in hospitals, other health facilities, and drug distribution.  The NHSSG furthered the debate on a national population policy and supported the decentralization of health services management. The NFHDP also contributed to decentralization by testing service delivery models and strategies, promoting social marketing and other modest private sector initiatives, and enhancing operations research. Nonetheless, national service standards remain far from acceptable in quality and coverage. Information, education, and communication (IEC) efforts have been largely ineffectual, and poor communications at all levels have limited the sharing of effective interventions. Unpredictable events, ranging from labor strikes to currency devaluation to a meningitis epidemic, were significant hindrances to both projects.  Equally damaging was the lack of effective coordination between the NHSSG and the NFHDP.  Efforts on all sides notwithstanding, operating two complex projects concurrently was overly taxing on available systems and personnel in Niger, and effective synergy between the two was not fully realized. Nonetheless, the two projects have helped to bring Niger to the beginning of a new stage in the development of its national health systems and infrastructure.  While still fragile, the elements of a decentralized health management system are in place.  Valuable lessons have been learned from trials of service and management models, which could, with improved communications, be used nationwide.  While not deep, the pool of technical talent is of good quality, providing a sound base for expansion. Finally, motivation among decision makers is high, especially when they feel confident that funders are committed to true partnerships and building Nigerien capacity. The evaluation recommends continued nurturing, with TA and targeted budgetary support, of initiatives that are critical to the development and maintenance of a decentralized health system, i.e., of a national health information system, cost recovery at all levels, national population policy dialogue, demographic analysis, and operations research.  Efforts should be redoubled in areas critical to expanding access to and quality of services.  This means increased attention to the skills, attitudes, and supervision of service providers; reorientation of IEC to support national capacity building and community orientation; continued improvement in contraceptive logistics; and expansion of social marketing, along with its integration into the public health system.  Efforts to mobilize private sector participation in health services should be vigorously expanded. Future use of nonproject assistance as a funding mechanism should be weighed carefully; it should probably be used only to support implementation of policy reforms already adopted, until the government's capacity to deal with more complex schemes in enhanced.  In any case, all USAID support to Niger in the health and population sector should be offered under a single umbrella funding mechanism. Finally, careful and focused attention must be given to donor coordination.  USAID can set an important example by establishing rigorous interagency coordination mechanisms and standards for those organizations that use its funds and by ensuring close and continuous communications with the government. By clarifying its own programmatic priorities, USAID has positioned itself to play a lead role in developing an effective, forward-looking partnership between the international donor community and the Government of Niger.  No effort should be spared in moving this partnership forward.  Niger is at a point of great opportunity for strengthening its health systems; the country must have success in the near term or a still fragile opportunity could evaporate.  Failure to build vigorously on the steps taken under earlier projects would have serious consequences in terms of dwindling external support and further eroding the health care available to the people of Niger. (Author abstract, modified)","Project title: Population technical assistance (POPTECH)|Electronic version dated Dec 1995","Final Evaluation Report","Documents","CCP-3024-Q-00-3012-00","","2/1/1996 12:00:00 AM","","Nonproject assistance|Institution building|Public health care|Health care administration|Family planning services|Health policy|Policy reform","Niger","http://pdf.usaid.gov/pdf_docs/PDABM488.pdf","743 KB","008485 - Basic Health Management International (BHM)|001131 - The Futures Group International, Inc. (TFGI)","","008234 - USAID. Bur. for Global Programs, Field Support, and Research. Center for Population, Health and Nutrition. Ofc. of Population|008585 - USAID. Mission to Niger","English","application/pdf","Final evaluation","","Putnam, Eliot|Dennis, Regina|et al.","Family planning","Feb 1996","","POPTECH report no. 95-054-034","","Final evaluation of the Niger family health and demography project","","PD-ABM-488","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQyMDIw","Niger","6830258|9363024"
"","Evaluation highlights: PN-ABS-544","Special Evaluation","Documents","","","2/1/1996 12:00:00 AM","","Civic action|Advocacy|Democracy","","http://pdf.usaid.gov/pdf_docs/PNABS534.pdf","3,115 KB","008058 - USAID. Bur. for Policy and Program Coordination. Center for Development Information and Evaluation (CDIE)","","","English","application/pdf","CDIE series|PPCeval","","Hansen, Gary E.","Democratization","Feb 1996","","","USAID program and operations assessment report, no. 12","Constituencies for reform : strategic approaches for donor-supported civic advocacy programs","","PN-ABS-534","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQyMDIy","",""
"Evaluates project to help Botswana's Ministry of Education (MOE) to develop and implement an integrated primary and junior secondary curriculum.  Summative evaluation covers the period from 12/92 to 9/95, when the project was terminated, 18 months early. The MOE, with help from project advisors, has taken solid steps toward the project's objectives of an improved curriculum, better prepared teachers to teach the curriculum, a continuous assessment system, and useful feedback on student achievement.  Progress is evidenced by new institutional processes and structures at the MOE's Curriculum Development Division (CDD), Examinations, Research and Testing Division, and Teacher Training and Development Department (TT&D).  These processes and structures lay the groundwork for sustainable long-term educational change, address concerns and issues expressed in the 1993 Report of the National Commission on Education, and are consistent with USAID's strategic objective for education (to increase the level and relevance of what students learn, their receptivity to additional training, and their preparedness for further education). The year 1996 will show the collective impact of the processes and structures which the project has facilitated.  In that year, a new junior secondary curriculum will be introduced; the first criterion-referenced certification tests will be administered, processed, and reported; and TT&D will have completed first wave training for all primary school teachers. The new 3-year junior secondary core subject syllabi will be introduced in January 1996, and CDD has plans and timelines for completion of addition syllabi and materials. Syllabi include coverage of work, gender, family life/population, HIV/AIDS, and environmental issues.  CDD's curriculum development process receives guidance from high-level interdepartmental committees and from the ""Curriculum Blueprint,"" a policy document developed under the project. The project has contributed to a comprehensive overall teacher training policy for Botswana.  The teacher training curriculum has been tied to revisions and innovations in the school curriculum.  Significant accomplishments include: development of a Management Manual for Teacher Training College, and of a diploma program in Primary Education at one Teacher Training Institute (with plans to expand to others); computer-literate staff at MOE headquarters and the College of Education; and plans for an Evaluation and Management Network. In the area of student assessment, significant accomplishments include development of a criterion-referenced Primary School Leaving Examination, which will be administered in 1996; a Criterion-Referenced Testing (CRT) training program in 41 pilot schools; training of 80 regional trainers in CRT, who then trained all Standard 5 teachers; and development of a feasible national CRT training program for all primary teachers. MOE staff were experienced and competent and project staff were all high-level experienced professionals.  Things to be done were clear to the MOE and were done right technically. The prospects for sustainability are excellent. The lessons learned are simple and few.  (1) Project managers need periodic formative evaluations.  Summative evaluations often turn out to be either post mortem analyses of why things went wrong or irrelevant seals of approval.  (2) There needs to be informative interaction among MOE, contractor staff, and USAID.  USAID was not kept informed about the nature of work going on or the quality of staff support given.  This was largely the result of not having periodic formative evaluations. Reference group meetings are never enough.  Day-to-day informal talk is needed to clarify technical issues and solve misunderstandings.  MOE and project advisors should meet informally and on an as-needed basis with the USAID Project Manager.  The notion that the Chief of Party alone deals with USAID is clearly inappropriate for this type of project.  No one person has that much technical ability.  (3) In a project such as this, all short-term consultancies must serve identified and expressed needs of MOE units.  The end of the project saw a rush of consultancies, some of which appear to have been shaky.  (4) When a systematic change as extensive as the one undertaken in this project is attempted, the public and especially the staff and professionals in the system must be informed early about changes that will affect them and their lives.  If this is not started early, confusion results and anxieties grow which can impede success.  CRT, for example, is a simple concept, yet teachers and even teacher trainers appear confused about it.","Delivery order no. 8|Project title: Advancing basic education and literacy 2 (ABEL 2)","Special Evaluation","Documents","HNE-5832-I-00-4016-00","","1/1/1996 12:00:00 AM","","Basic education|Curriculum design|Primary education|Institution building|Procedural development|Teacher training|Student evaluation|Lower secondary education","Botswana","http://pdf.usaid.gov/pdf_docs/PDABM519.pdf","8,546 KB","001341 - Creative Associates International, Inc. (CAII)","","008230 - USAID. Bur. for Global Programs, Field Support and Research. Center for Human Capacity Development|008516 - USAID. Mission to Botswana","English","application/pdf","","","","Basic education","5 Jan 1996","","","","Summative evaluation of the basic education consolidation project","","PD-ABM-519","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQyMTU1","Botswana","6330254|9365832"
"Evaluates umbrella project to support Egypt's national family planning (FP) efforts.  The project comprises 8 subprojects, implemented by the Ministry of Health, the National Population Council, the Ministry of Information, and the private sector.  Mid-term evaluation covers the period 1992-3/96. The project is making good progress toward its targets for service volume, quality, and IEC.  The MOH infrastructure alone includes a vast network of 3,706 units; no one is further than 5 km from a health care source.  Focus has been on improving service quality and institutionalizing high-quality care and support systems.  Training of the system development SP staff and similar support provided to the clinical service improvement subproject and the teaching hospital organization SP have strengthened their capacity to offer quality services.  The project has supported an effective program of mass communication, local IEC activities, and interpersonal communication. Full and informed choice is an important dimension of quality and in the long term is indispensable to sustainability.  One concern is the heavy reliance on the IUD, although a recent dramatic increase in the use of the injectable is encouraging. A great deal of progress has been made in developing the mission, strategy, structure, staff, and systems in the subprojects.  However, the developments are scattered throughout the subprojects, and most of them need additional TA -- some short-term, some long-term -- for complete institutionalization. Although Egypt faces some difficult policy issues, there is no entity for which policy dialogue and formulation is a priority.  Without such ground setting, there is a risk that Egypt's FP program will be unprepared for the inevitable financial and sectoral changes to come (i.e., eventual removal of free contraceptives given by foreign donors and changes in national price control strategies in all sectors). It is crucial that the new Ministry of Population and FP (MOPFP) and/or the NPC retain a strong orientation toward policy, planning, and research issues.  The new Ministry is uniquely positioned to support the service and IEC activities of other ministries and agencies, to preclude duplication of efforts, and to help implementing agencies emphasize quality of service.  Support for new service delivery activities is not recommended, since coverage is adequate.  The pressing issues are service quality, efficiency, and cost-effectiveness. The project represents a radical change in management, with management placed under a single contract with 8 subprojects, unlike its predecessor, which had 24 subprojects supported through a series of cooperative agreements.  This umbrella mechanism has distinct advantages; it facilitates coordinated planning and implementation and helps to ensure complementarity and avoid overlap.  It also decreases USAID's management burden. USAID should retain the umbrella mechanism in the follow-on project, but consider a more flexible contracting mode. The rigidity of a contract forces a focus on deliverables rather than qualitative outputs and puts a heavy burden on all for detailed documentation.  Either a cooperative agreement or performance-based contract would provide much more flexibility and permit all concerned to spend more time and resources on the program instead of the process. An important lesson learned is that the time frame is too short. The project, initially conceived as a 5-year effort, has been compressed into less than 4 years.  This short period has forced an orientation toward detail (deliverables) and diverted attention from the big picture.  Five years is the absolute minimum for a program with long-term goals and vision; 10 years would be better.  This project should be extended and the follow-on designed with a 10-year time-frame. (Author abstract, modified)","Companion Evaluation Summary: PD-ABN-221|Project title: Population technical assistance (POPTECH)","Special Evaluation","Documents","CCP-3024-C-00-3011-00","","3/1/1996 12:00:00 AM","","Family planning promotion programs|Domestic government programs|Health care administration|Contraceptive agents and devices|Hospitals|Institution building|Training centers|Health professional education|Family planning services|IEC|Private sector|Quality of care","Egypt","http://pdf.usaid.gov/pdf_docs/PDABM525.pdf","403 KB","008485 - Basic Health Management International (BHM)|001131 - The Futures Group International, Inc. (TFGI)","","008234 - USAID. Bur. for Global Programs, Field Support, and Research. Center for Population, Health and Nutrition. Ofc. of Population|008539 - USAID. Mission to Egypt","English","application/pdf","Interim evaluation","","Stephens, Betsy|Cobb, Laurel|et al.","Family planning","Mar 1996","","POPTECH report no. 95-055-035","","Midterm evaluation of the Egypt population/family planning III project (263-0227)","","PD-ABM-525","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQyMTg4","Egypt","2630227|9363024"
"After more than 13 years of democracy, including three peaceful and democratic transfers of power, the Bolivian Congress is gradually turning its constitutional doctrine into a political reality:  it has finalized the selection of presidents, shown an increasing capacity to review and evaluate the national budget, and reviewed and approved legislation enabling economic and political reform.  USAID/Bolivia has promoted this development, since 1992 providing $2.4 million for training, TA, institutional development, and operating expenses, with another $1.8 million planned for 1996�97. Specifically, during the past 2 years, the Agency has helped the Bolivian Congress:  (1) establish a permanent congressional committee to direct the modernization of Congress; (2) approve the National Congressional Research Center, an in-house advisory service (analogous to the U.S. Congressional Research Service), to assist in carrying out modernization; and (3) create, through an arm of the State University of New York, the Technical Office of the Budget (OTP).  (Corresponding to the U.S. Congressional Budget Office, the OTP is bringing about greater government accountability and transparency.  In 1994, for example, it brought to light an error, subsequently corrected by the Ministry of Finance, of 200 million bolivianos (approximately US$43 million) in the 1995 budget. To ensure the sustainability of progress achieved, USAID/Bolivia has helped the Inter-American Development Bank develop and fund its own complementary program to help modernize the Bolivian congress.  Recent congressional approval of $500,000 to fully fund the National Congressional Research Center in 1996 augurs well, although challenges remain. Lessons for donors include the following.  (1) Regularly assess progress and risks, and modify strategies or activities to accommodate the ever-changing political climate.  (2) As an external entity in a sensitive political atmosphere, it pays to remain low-key and neutral. (3) Have at least one staffperson who is ""plugged in,"" knows key actors in the legislature, and can operate within a highly charged political environment. (4) Assess the state of political development of the legislature being supported from day one and keep an accurate chart of its progress.  (5) Stay small until there is evidence of sufficient interest within the legislature to ensure a commitment to change. (6) Foster multipartisan political commitment early on.  (7) Identify a primary area for initial attention and provide needed information and skills on a timely basis.  (8) If providing support up front for operating costs, weigh the associated risk for sustainability.  (9) Ensure that the initiatives proposed are fully endorsed by high-level officials.  (10) It is useful to take steps to assist legislatures through both internal and external channels.  (11) Donor coordination is critical.  (Author abstract, modified)","","Special Evaluation","Documents","","","1/1/1996 12:00:00 AM","","Democratization|Legislature|Legal reform|Public administration|Political aspects","Bolivia","http://pdf.usaid.gov/pdf_docs/PNABS537.pdf","71 KB","008058 - USAID. Bur. for Policy and Program Coordination. Center for Development Information and Evaluation (CDIE)|008515 - USAID. Mission to Bolivia","","","English","application/pdf","CDIE series|PPCeval","","Bernbaum, Marcia|Anderson, John|et al.","Democratization","1996","","","CDIE impact evaluation, no. 1996-01","Modernizing Bolivia's legislature","","PN-ABS-537","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQyMjA1","Bolivia",""
"","Attached to PD-ABM-540","Special Evaluation","Documents","","","1/1/1996 12:00:00 AM","","Economic policy|Policy reform|Indigenous private voluntary organizations|Policy dialogue","Dominican Republic","http://pdf.usaid.gov/pdf_docs/XDABM540A.pdf","3,458 KB","003970 - Management Systems International, Inc. (MSI)","","008537 - USAID. Mission to Dominican Republic","English","application/pdf","Interim evaluation","","Wingert, Stephen|Crosby, Benjamin|et al.","Economic policy","Jan 1996","","","","Economic policy and practices project : mid-term evaluation","","XD-ABM-540-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQyMjcz","Dominican Republic","5170262"
"Evaluates project to support Zambia's national privatization program. Mid-term evaluation covers the period 1992-3/96. Following a slow start, which is not uncommon for privatization programs of this kind, the project is on track to achieve and exceed all of its substantial goals and objectives. The Government of Zambia (GRZ), USAID, the Zambia Privatization Agency (ZPA), as well as the prime contractor -- the Center for Financial Engineering in Development, Inc. (CFED) -- and the major subcontractors have performed strongly, especially given the serious initial constraints:  ZPA and CFED personnel turnover at the senior levels, political constraints (ZIMCO), the initial indecisiveness of the ZPA Board, and serious overall logistical constraints. If the project maintains its momentum, it could become one of USAID's most successful private sector initiatives in recent years.  As of 9/95, 31 companies had been privatized (vs. a life-of-project target of 50-75) under the ZPA program. Since the start of the CFED contract (2/94) trough 9/95, sales agreements had been concluded for 22 companies (vs. a life of contract target of 50).  In addition, 6 companies were dissolved or liquidated.  As of 10/95, privatization sales had raised some $26 million for the GRZ. ZPA marketing and promotion activities have correctly focused on both general investment promotion and individual company marketing and, despite a highly inadequate budget, have recorded notable achievements in both.  Efforts have been professional, cost-effective, and have generated direct buyer interest. ZPA's public awareness program has been a key factor in selling the privatization program to Zambian citizens; informing the public about privatization objectives and strategies was particularly crucial during the program's early stages.  Efforts included:  World Bank-funded radio programs; information brochures in seven regional languages and English; wide distribution a ZPA marketing brochure; television, radio, and print advertising; an essay competition; public fora on privatization; and radio and television talk shows. On-the job training of ZPA counterparts by CFED has led to significant skills transfer.  This on-the-job training has related to the entire ""transactions chain,"" including:  valuation methodologies and assessments; cash-flow analysis and net present value (NPV); business plans development and assessments; advertising and promotion of companies; ZPA Board submissions and presentations; scoring and ranking of bids; and transactions negotiations.  Formal training has included: highly effective workshops in negotiation skills by Ostrer and Associates, resulting in a solid cadre of independent negotiators; a CFED training program which has sharpened the privatization and transactions skills of ZPA staff; and third-country training of key ZPA staff and other Zambian officials. Other success factors have included:  (1) strong political support withing the GRZ and strong support from key donors such as USAID and the World Bank, both of which played a key role in liquidating ZIMCO, the holding company for many of the parastatals, which, until its liquidation, was an obstacle to the privatization process; (2) recruiting a top level Chief Executive; (3) a supportive legal/regulatory framework, along with a transparent divestiture process and the linkage of privatization to other macroeconomic and regulatory reforms; and (4) various implementation factors, such as the establishment of ambitious and specific targets and the emphasis on transaction results; the existence of a broad base of Zambian support through local stakeholder participation in various steps of the privatization process, and greater openness to foreign investment than in the past. A few critical policy issues require further attention:  minimizing asset stripping; cleaning up enterprise liabilities that may prevent companies from being privatized unless their debts are written down; minimizing the costs of paying severance to retrenched workers; and overcoming shortages of capital and liquidity.","Delivery order no. 23","Special Evaluation","Documents","PCE-0026-Q-00-3031-00","","3/1/1996 12:00:00 AM","","Privatization|Divestiture|Public enterprises|Domestic government programs|Negotiations","Zambia","http://pdf.usaid.gov/pdf_docs/PDABM571.pdf","3,253 KB","002851 - SRI International|007294 - Coopers and Lybrand","","008627 - USAID. Mission to Zambia","English","application/pdf","Interim evaluation","","Boone, Peter|Carr, Peter","Business enterprises","Mar 1996","","","","Mid-term evaluation of the USAID funded Zambia privatization project : final report","","PD-ABM-571","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjQyMzU0","Zambia","6110230|9400026"
