Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"","MOBIS (management, organizational, and business improvement|services) contract no. GS-10F-0185K|Results reporting support activity","Final Evaluation Report","Documents","263-M-00-03-00006-00","","6/1/2005 12:00:00 AM","","Business support services|Information centers|Information dissemination|Information technology|Trade promotion|Information networking|Information services|Internet","Egypt","http://pdf.usaid.gov/pdf_docs/PDACD057.pdf","4,180 KB","000436 - Development Associates, Inc.","","008539 - USAID. Mission to Egypt","English","application/pdf","","","Milner, Larry|Gaeta, F. Richard|Toukhy, Iman El","International trade","21 Jun 2005","","","","American Chamber of Commerce : business information highway project -- final evaluation","","PD-ACD-057","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjgzNzY5","Egypt",""
"","Current project title: Child survival and health grants program|(CSHGP)|Former project title: PVO child survival grants program (CSGP)","Special Evaluation","Documents","HFP-A-00-01-00046-00","","1/1/2005 12:00:00 AM","","Child survival activities|Behavior change|Health education|Community behavior|Community health care|Malaria|Immunizations|Diarrhea|Respiratory diseases|Child health care","Mali","http://pdf.usaid.gov/pdf_docs/PDACD144.pdf","280 KB","011220 - PLAN International USA (Childreach)","","011222 - USAID. Bur. for Global Health. Ofc. of Health, Infectious Diseases, and Nutrition","English","application/pdf","Interim evaluation","","Coulibaly, Aguibou|Bagoyoko, Souleymane|et al.","Child survival","Jan 2005","","","","Mid-term evaluation report of child survival project, Kita District, Mali","","PD-ACD-144","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjgzOTQ0","Mali","9380500|9363114"
"","MOBIS (management, organizational, and business improvement|services) contract no. GS-10F-0185K|Results reporting support activity","Final Evaluation Report","Documents","263-M-00-03-00006-00","","1/1/2005 12:00:00 AM","","Horticulture|Export promotion|Exports|Business associations|Agricultural training|Post harvest operations|International standards","Egypt","http://pdf.usaid.gov/pdf_docs/PDACD189.pdf","718 KB","000436 - Development Associates, Inc.","","008539 - USAID. Mission to Egypt","English","application/pdf","International standards","","Fitch, James|Thomas, William|et al.","Exports","31 Jan 2005","","","","Horticultural Export Improvement Association (HEIA) : final evaluation","","PD-ACD-189","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjgzOTkx","Egypt",""
"","'Prepared from USAID, PVC Division'|Project title: Matching grants to PVOs","Final Evaluation Report","Documents","HFP-A-00-01-00020-00","","1/1/2005 12:00:00 AM","","Grants|Small scale enterprises|Business formation|Commercial credit|Business support services|Microenterprises|Agribusiness|Institution building","Peru|Mozambique","http://pdf.usaid.gov/pdf_docs/PDACD221.pdf","208 KB","005547 - Mennonite Economic Development Associates (MEDA)","","010926 - USAID. Bur. for Democracy, Conflict and Humanitarian Assistance. Ofc. of Private and Voluntary Cooperation (PVC)","English","application/pdf","","","Hendricks, Larry","Small scale enterprises","Jan 2005","","","","Matching grant program evaluation","","PD-ACD-221","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjg0MDU5","Private & Voluntary Cooperation","9380158"
"","Evaluation indefinite quantity contract (Evaluation IQC)|Task order 853","Special Evaluation","Documents","AEP-I-00-00-00023-00","","2/1/2005 12:00:00 AM","","Regional development|Regional level|Health delivery|Partnerships|Health care administration|Institution building|Health policy","East Africa|Southern Africa","http://pdf.usaid.gov/pdf_docs/PDACD250.pdf","1,722 KB","000436 - Development Associates, Inc.","","004497 - USAID. Bur. for Africa. Regional Economic Development Services Ofc. (REDSO) East and Southern Africa","English","application/pdf","Interim evaluation","","Ward, William B.|Butler, Edward E.|Kleiner, Bernardo B.","Health delivery","7 Feb 2005","","","","Mid-term assessment of REDSO/ESA's strategic objective 7 : enhance regional capacity to improve health systems","","PD-ACD-250","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjg0MTkx","REDSO/ESA",""
"","","Special Evaluation","Documents","623-N-00-99-00294-00","","1/1/2005 12:00:00 AM","","Conflict resolution|Development project evaluation|Development education|International conflict|Internal conflict|Ethnic conflict","East Asia|Kenya|Tanzania|Uganda","http://pdf.usaid.gov/pdf_docs/PDACD330.pdf","58 KB","003970 - Management Systems International, Inc. (MSI)","","004497 - USAID. Bur. for Africa. Regional Economic Development Services Ofc. (REDSO) East and Southern Africa","English","application/pdf","","","Blue, Richard N.","Conflict resolution","12 Jan 2005","","","","Conflict management projects in East Africa : a review of five evaluations of USAID-funded projects","","PD-ACD-330","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjg0MzQ0","REDSO/ESA",""
"","Task order 854|Evaluation indefinite quantity contract (Evaluation IQC)","Special Evaluation","Documents","AEP-I-00-00-00023-00","","1/1/2005 12:00:00 AM","","Information technology|Communications technology|Small scale enterprises|Medium scale enterprises|Government departments|Grants|Technical assistance|Sector policy|Laws and legislation|Public awareness|Information and communications technology (ICT)","Egypt","http://pdf.usaid.gov/pdf_docs/PDACD413.pdf","468 KB","000436 - Development Associates, Inc.","","008539 - USAID. Mission to Egypt","English","application/pdf","Interim evaluation","","Marchese, Larry|Chetwynd, Frances|Ishak, Magdi","Information management, systems and equipment","Jan 2005","","","","Information & communication technology (ICT) project : mid-term evaluation","","PD-ACD-413","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjg0NTI1","Egypt",""
"","Project title: Population technical assistance (POPTECH)|POPTECH publication no. 2004-192-031|Executive summary: PN-ADC-239","Special Evaluation","Documents","HRN-C-00-00-00007-00","","2/1/2005 12:00:00 AM","","USAID|Development programs|Reproductive health|Family planning|Sector evaluation|Best practices","Central and Eastern Europe|Central Asia|Armenia|Kazakhstan|Romania","http://pdf.usaid.gov/pdf_docs/PNADC238.pdf","553 KB","","","","English","application/pdf","Best practices","","Senlet, Pinar|Kanter, Andrew","Reproductive health care","Feb 2005","","","","Assessment of USAID reproductive health and family planning activities in the Eastern European and Eurasian region with special reference to Armenia, Kazakhstan, and Romania","","PN-ADC-238","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjg0NTU4","NIS Regional","9363024"
"","Former project title: PVO child survival grants program (CSGP)|Current project title: Child survival and health grants program|(CSHGP)","Final Evaluation Report","Documents","FAO-A-00-00-00033-00","","2/1/2005 12:00:00 AM","","Child survival activities|Maternal nutrition|Child nutrition|IEC|Private voluntary organizations|Partnerships|Immunizations|Disease prevention and control|Reproductive health|Diarrhea|HIV/AIDS|Family planning|Respiratory diseases|Health professional education|Health workers","Tajikistan","http://pdf.usaid.gov/pdf_docs/PDACD426.pdf","338 KB","006077 - Aga Khan Foundation U.S.A.","","011222 - USAID. Bur. for Global Health. Ofc. of Health, Infectious Diseases, and Nutrition","English","application/pdf","Final evaluation","","Rubardt, Marcie","Maternal child health care","25 Feb 2005","","","","Final evaluation : maternal and child nutrition and integrated communications (MCN/IC) project : Tajikistan, Gorno-Badakhstan Autonomous Oblast","","PD-ACD-426","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjg0NTY4","Tajikistan","9380500|9363114"
"","Related to: PN-ADF-612","Final Evaluation Report","Documents","","","3/1/2005 12:00:00 AM","","Food security|Food production|Agricultural technology|Income generation|Literacy instruction|Credit|Imports|Private voluntary organizations","Guinea","http://pdf.usaid.gov/pdf_docs/PDACD461.pdf","457 KB","","","010990 - USAID. Bur. for Democracy, Conflict and Humanitarian Assistance. Ofc. of Food for Peace (FFP)","English","application/pdf","Final evaluation","","Dorsey, Joseph F., Jr|Adu-Gyamfi, Joseph J.","Food security","Mar 2005","","","","Report on the final evaluation for ADRA's projet d'augmentation des ressource[s] alimentaires de Siguiri (PADRAS) program (FFP-A-00-00-00085-00)","","PD-ACD-461","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjg0ODA4","Guinea",""
