Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"","Evaluation of the Harvard-Thailand rice fortification project,|CSD-2170 RES","Special Evaluation","Documents","","","1/1/1970 12:00:00 AM","","Rice|Dietary supplements","Thailand","http://pdf.usaid.gov/pdf_docs/PNAAC296.pdf","571 KB","000202 - USAID. Bur. for Technical Assistance. Ofc. of Nutrition","","","English","application/pdf","","","Altschul, Aaron|Forman, Martin J.|Howe, E. E.","Nutrition","1970","","","","Nutritional improvements of rice by fortification in Thailand, report on travel to Thailand","","PN-AAC-296","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU3MDE0","Thailand","9310492"
"","","Final Evaluation Report","Documents","AID/CSD-2174","","8/1/1970 12:00:00 AM","","Evaluation|Product development|Hand pumps|Water supply","","http://pdf.usaid.gov/pdf_docs/PNAAD309.pdf","2,061 KB","000293 - Battelle Columbus Laboratories","","","English","application/pdf","","","Fannon, Robert D.|Frink, D. W.","Hydrology and water resources","28 Aug 1970","","","","Final report on the continued development and field evaluation of the AID hand - operated water pump","","PN-AAD-309","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU4MDA4","",""
"","","Final Evaluation Report","Documents","","","1/1/1970 12:00:00 AM","","IRRIGATION|Development project evaluation|AGRICULTURAL PRODUCTION|FARM MANAGEMENT|Crops|Agriculture","Nicaragua","http://pdf.usaid.gov/pdf_docs/PNAAJ783.pdf","9,489 KB","","","008584 - USAID. Mission to Nicaragua","English","application/pdf","","","","Irrigated farming and water management","1970","","","","PROJECT ADELANTE, NICARAGUA 1968-70 : A PROJECT FOR IRRIGATION DEVELOPMENT : FINAL REPORT","","PN-AAJ-783","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTY0ODQx","Nicaragua",""
"","Evaluation period: Through 10 Sep 1970","Special Evaluation","Documents","AID/CSD-772 RES","","9/1/1970 12:00:00 AM","","Science education|Curriculum|Teacher training|Curriculum design|Primary education|Educational administrators","Africa","http://pdf.usaid.gov/pdf_docs/PDAAA585A1.pdf","1,516 KB","000461 - Education Development Center, Inc. (EDC)","","","English","application/pdf","Comparative effect evaluation|Country program evaluation|Evaluation team|Indepth evaluation|Onsite evaluation|Social science evaluation","","DUCKWORTH, ELEANOR","","1 Sep 1970","","","","EVALUATION OF THE AFRICAN PRIMARY SCIENCE PROGRAM","","PD-AAA-585-A1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTY4Mjcz","Africa Regional","6980357"
"","Evaluation period: 24 Jun 1966-30 May 1970","Final Evaluation Report","Documents","","","11/1/1970 12:00:00 AM","","Teacher education|Secondary education|Professional training|Limited data plus","Brazil","http://pdf.usaid.gov/pdf_docs/PDAAA155B1.pdf","471 KB","008517 - USAID. Mission to Brazil","","","English","application/pdf","Final EOPS","","","Teacher education","10 Nov 1970","","","","PROFESSIONAL SECONDARY TEACHER EDUCATION AND TRAINING","","PD-AAA-155-B1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTcwMjI3","Brazil","5120042"
"EVALUATES THE PERFORMANCE OF THE STATE UNIVERSITY OF NEW YORK  (SUNY) CONTRACT EDUCATIONAL RESEARCH TEAM IN THE BRAZILIAN ELEMENTARY EDUACATION PROJECT. PURPOSE OF PROJECT WAS TO IMPROVE PRIMARY AND BASIC EDUCATION BY RESEARCHING PROBLEM AREAS IN EDUCATION AND ASSISTING INDIVIDUAL STATES WITH THE DEVELOPMENT AND IMPLEMENTATION OF PROBLEM-CORRECTIVE PROGRAMS. ONE PROBLEM AREA TO BE FOCUSSED ON BY THE TEAM WAS THE CAUSES FOR DROP-OUT & REPETITION IN BRAZILIAN PRIMARY SCHOOLS. A NUMBER OF DIFFICULTIES HAMPERED THE PROJECT, INCLUDING A DELAY IN THE SELECTION OF THE BRAZILIAN COUNTERPARTS AND THE LANGUAGE FACILITY OF THE US TECHS. THE SHORT DURATION OF THE SUNY CONTRACT (2 YRS)LIMITED THE AMOUNT OT TECH ASSISTANCE THISTEAM WAS ABLE TO PROVIDE. NEVERTHELESS,THE SUNY TEAM ACHIEVED A NUMBER OF OBJECTIVES. THE CRITICAL PROBLEMS OF DROP-OUT/REPEATS WERE SUCCESSFULLY BROUGHT TO THE ATTENTION OF OFFICIALS IN THE FEDERAL MINISTRY OF EDUC AND IN THE STATES. THE TEAM PRESENTED STATISTICAL DATA TO THESE OFFICIALS,IDENTIFIED THE CAUSES OF THIS PROBLEM,AND DISCUSSED THIS INFORMATION THROUGH STATE MEETINGS,REGIONAL SEMINARS & A NATL CONFERENCE. A BULLETIN ON THIS PROBLEM WAS PREPARED & DISTRIBUTED. A MODEL PLAN TO REDUCE DROP-OUT/REPEATS WAS DEVELOPED AND TRIED-OUT IN SELECTED SCHOOLS IN RECIFE,PORTO ALEGRE,MACEIO,CURITIBA,AND GOIANIA. MANY OTHER SCHOOLS FOLLOWED SUIT. A VERY FRUITFUL STUDY WAS MADE OF THE FIRST GRADE IN PORTO ALEGRE. THE INFORMATION GAINED IN THIS STUDY HAS AIDED THE STATE TO FORMULATE NEW EDUCATIONAL POLICIES. UNDER A NEW PROJECT,THE STUDY WILL BE EXTENDED TO COVER THE WHOLE STATE OF RIO GRANDE DE SUL. THE PARTICIPANTS TRAINED UNDER THE PROJECT WERE WELL-SELECTED AND HAVE RETURNED TO PROVIDE TRAINING TO TEACHER TRAINERS,TO SERVE ON THE FACULTIES OOF EDUCATION IN UNIVERSIIES,AND TO WORK WITH STATE COUNCILS OF EDUCATION OR IN SECRETARIATS OF EDUCATION. A COMPLETE LIST OF THESE PARTICIPANTS AND THE POSITIONS THEY HOLD AT THE TIME OF THIS EVALUATION IS INCLUDED IN THIS DOCUMENT.","","Final Evaluation Report","Documents","","","11/1/1970 12:00:00 AM","","Statistical data|Education|Sector evaluation|Educational research|Curriculum|Educational reform|Educational innovations|Educational centers|Educational facilities|Educational development|Primary education","Brazil","http://pdf.usaid.gov/pdf_docs/PDAAA147E1.pdf","1,087 KB","008517 - USAID. Mission to Brazil","","","English","application/pdf","Indepth evaluation","","","","4 Nov 1970","","","","PROJECT COMPLETION REPORT : ELEMENTARY EDUCATION PLANNING","","PD-AAA-147-E1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTczNzY1","Brazil","512003701"
"Special evaluation by joint Philippine-American team of 1968-70 operations of Provincial Development Assistance Project (PDAP). Project undertaken to help provincial governments do better job in planning/executing programs in agriculture, infrastructure/public works & financial development priority areas. Team assessed PDAP headquarters operations & status of dvlp programs in 8 PDAP-pilot provinces. Varying levels of achievement observed in provinces; most progress evident in public works/equipment area due largely to USAID assistance in US surplus acquisitions.  Agricultural efforts beset by shortage of field technicians & lack of coordination efforts with national/provincial agricultural authorities.  Financial area most deficient with great need to improve provincial budgeting & implement/enforce real property tax assessment/collections, thereby increasing revenue. Evaluators emphasize that strong commitment of provincial governors critical to project success.  Provincial Dvlp Councils, previously unwieldy & inactive, must be streamlined.  Dvlp Staffs require PDAP training & full-time directors to develop/manage quality programs. Integrated comprehensive approaches based on feasibility assessment must replace hastily-conceived, narrow action programs. Team judges PDAP headquarters emphasis on pilot province operations wise, but faults PDAP for not fully utilizing staff/resources, particularly in training/research.  Evaluators call for more dynamic/concerted approach. Recommendations include:  1) PDAP Planning/Coordinating Committee should be converted into Exec Committee to meet monthly & act as strong policy arm; 2) National Econ Council (NEC) Chairman should no longer serve as Project Director; rather NEC rep should be appointed director & full-time deputy director should oversee operations/supervise staff; 3) Deputy director should develop 12-18 month action program with specific targets; 4) Organizational units should be created to offer field expertise in consultation/training/policy research; 5) Ongoing activities should be replaced by one-year coop agreements with provinces; prior surveys; target objectives.","Evaluation period: 1 Jan1968-4 Sep1970","Special Evaluation","Documents","","","9/1/1970 12:00:00 AM","","Agricultural extension|TAX COLLECTION|Taxation|Government policy|RICE|Public works|Agricultural policy|Agricultural planning|Economic planning|Fiscal policy|Financial management|Provinces|Development planning|Project change|Limited data plus","Philippines","http://pdf.usaid.gov/pdf_docs/PDAAA414A1.pdf","526 KB","008592 - USAID. Mission to Philippines","","","English","application/pdf","Evaluation team|Indepth evaluation|Onsite evaluation","","BRADY, JAMES R.|GULLERMO, MARIANO J.|FRONDA, ROBERTO E.","","4 Sep 1970","","","","ACCELERATING PROVINCIAL DEVELOPMENT IN THE PHILIPPINES : A GENERAL EVALUATION OF THE OPERATIONS OF THE PROVINCIAL DEVELOPMENT ASSISTANCE PROJECT, 1968-1970","","PD-AAA-414-A1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1MDU0","Philippines","492023602|492023601"
"EVALUATES PROGRESS OF A TEXTBOOK PLANNING PROGRAM FROM 1966 TO 6/70. PROGRAM WAS DESIGNED TO ESTABLISH IN THE AFGHANISTAN MINISTRY OF EDUCATION A CAPABILITY FOR CREATION AND CONTINUED PRODUCTION OF MODERN PRIMARY SCHOOL TEXTBOOKS, TEACHERS' GUIDES AND SUPPLEMENTARY TEACHING MATERIALS IN SUPPORT OF THE NEW CURRICULUM DEVELOPED IN THE PROJECT. EVALUATION WAS CONDUCTED THROUGH ON-SITE INSPECTION AT KABUL. THE EDUCATION PRESS, MANAGED BY THE FRANKLIN BOOK PROGRAM & THE GOVT PRINTING PRESS, HAVE THE EQUIPMENT TO PRODUCE THE TEXTBOOKS AND TEACHERS' GUIDES, BUT WILL REQUIRE A SCHEDULE OF MANUFACTURING REQUIREMENTS TO PLAN COMPOSITION AND PRESSWORK AND TO ORDER PAPER. PAPER MUST BE IMPORTED, REQUIRING AN ORDERING LEAD TIME OF AT LEAST 9 MONTHS. DISTRIBUTION METHODS ARE HAMPERED BY NONAVAILABILITY OF TRANSPORT AND THE FACT THAT THE SCHOOLS ARE RESPONSIBLE FOR TRANSPORTING TEXTS. EVALUATION RECOMMENDS ESTABLISHMENT OF A BOOK PRODUCTION FACILITY TO GATHER AND ORGANIZE NECESSARY STATISTICS GOVERNING TEXTBOOK REQUIREMENTS, TO ADVISE/DIRECT ILLUSTRATORS AND TYPOGRAPHERS OF CALLIGRAPHERS ON BOOK PRODUCTION REQUIREMENTS, TO PLAN & DESIGN TEXTBOOK FORMATS, TO PLAN PRODUCTION SCHEDULES WITH POSSIBLE ADAPTATION TO NEW TECHNOLOGIES, TO DEVISE STORAGE AND DISTRIBUTION FACILITIES,AND TO MAINTAIN FISCAL CONTROL. ALSO RECOMMENDS ASSIGNMENT OF AN EXPERIENCED BOOK PRODUCTION MANAGER TO DIRECT THE FACILITY AND TO TRAIN AN AFGHAN AS SUCCESSOR. LASTLY, BECAUSE OF THE TEXTBOOK'S PROGRAM'S INFLUENCE ON THE NATION, CONTINUED SUPPORT BY AID IS RECOMMENDED, ALTHOUGH THE CONTEMPLATED SCHEDULE MAY NOT BE MET.","Evaluation period: 22 Jun 1970-2 Jul 1970","Special Evaluation","Documents","AID/nesa-207","","7/1/1970 12:00:00 AM","","Publishing industry|Teachers' manuals|Textbooks|Distribution|Manuals and handbooks|Educational development|Curriculum|Educational materials|Educational centers|Public data","Afghanistan","","","001532 - American Library Association (ALA)","","","English","","Indepth evaluation|Onsite evaluation","","RUTTER, WILLIAM","","1 Jul 1970","","","","IN-DEPTH REVIEW OF CURRICULUM AND TEXTBOOK ACTIVITY/AFGHANISTAN","","PD-AAA-391","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1MjA2","Afghanistan","306009101"
"EVALUATES PROJECT FROM  12/13/66  TO  2/2/70 TO ACCELERATE & INTENSIFY THE TRAINING AND DEVELOPMENT OF 300 OR MORE WATER WORKS EMPLOYEES IN CHARGE OF MANAGEMENT, MAINTENANCE AND OPERATION. RESULTS ARE JUDGED SATISFACTORY, AND THE PROJECT HAS COME TO A SUCCESSFUL CONCLUSION. THROUGH THE PROJECT, TRAINING COURSES WERE PROVIDED FOR WATER PLANT AND LIFT STATION OPERATORS, ELECTRICAL TECHNICIANS, CONSTRUCTION FOREMEN AND PLUMBERS, WITH 201 PERSONS BEING TRAINED. CONCURRENT WITH PROJECT TRAINING ACTIVITIES, CEDAG SPONSORED ITS OWN TRAINING OF AT LEAST 167 PLUMBERS, DRAFTSMEN AND SURVEY TECHNICIANS IN SIMILAR PROGRAMS. IN ADDITION, IT IS ESTIMATED THAT PRIOR TO THIS, FROM 1/61 TO 7/65, CEDAG HAD TRAINED ABOUT 170 TECHNICIANS AND ENGINEERING ASSISTANTS.","Evaluation period: 13 Dec 1966-2 Feb 1970","Final Evaluation Report","Documents","","","2/1/1970 12:00:00 AM","","Management training|Water management|Limited data","Brazil","http://pdf.usaid.gov/pdf_docs/PDAAA162G1.pdf","157 KB","","","","English","application/pdf","Limited data","","Jeffrey, E. A.","","3 Feb 1970","","","","CEDAG","","PD-AAA-162-G1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1Mjk1","Brazil","512006201"
"EVALUATES NATIONAL WATER SUPPLY AND SEWERAGE PROJECT FROM 2/11/69 TO 5/18/70. PROJECT IS CONSIDERED SUCCESSFULLY CONCLUDED. A TOTAL OF 26 PARTICIPANTS WERE TRAINED,25 IN THE US & 1 EACH IN MEXICO & PUERTO RICO. A PIO/P HAD BEEN PREPARED AND A PROGRAM FINALIZED FOR ANOTHER GROUP OF 11 PARTICIPANTS, BUT THIS WAS CANCELLED DUE TO UNFORSEEABLE CHANGE IN THE FEDERAL GOVERNMENT.","Evaluation period: 11 Feb 1969-18 May 1970","Final Evaluation Report","Documents","","","5/1/1970 12:00:00 AM","","Sewage|Water|Domestic government programs|National level|Water supply|Limited data","Brazil","http://pdf.usaid.gov/pdf_docs/PDAAA162F1.pdf","132 KB","002069 - National Water Supply and Sewerage","","","English","application/pdf","Limited data","","Jeffrey, E. A.","","21 May 1970","","","","National water supply and sewerage","","PD-AAA-162-F1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1Mjk2","Brazil","512006201"
