Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"","In: AID spring review of the new cereal varieties, 1969 :|evaluation paper, no. 2","Special Evaluation","Documents","","","1/1/1969 12:00:00 AM","","USAID|Evaluation|Cultivars|Cereals|Cereal crops","Pakistan|Southeast Asia|India","http://pdf.usaid.gov/pdf_docs/PNAAD972.pdf","3,308 KB","000158 - USAID. Bur. for Program and Policy Coordination","","","English","application/pdf","PPCeval","","Rice, E. B.","Crop production","1969","","","","Spring review of the new cereal varieties, a perspective","","PN-AAD-972","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU4NjM1","",""
"","Evaluation period: Through 31 Jan 1969","Special Evaluation","Documents","AID/CSD-772 RES","","3/1/1969 12:00:00 AM","","Curriculum design|Curriculum|Educational reform|Teacher training|Primary education|Educational administrators|Science education","Africa","http://pdf.usaid.gov/pdf_docs/PDAAA587A1.pdf","534 KB","002992 - USAID. Research Advisory Committee","","","English","application/pdf","Comparative effect evaluation|Pre evaluation data|Multi country evaluation|Indepth evaluation|Onsite evaluation","","WEYL, F. J.","","20 Mar 1969","","","","AFRICAN PRIMARY SCIENCE PROGRAM - A REPORT ON FIELD VISITS","","PD-AAA-587-A1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTY4Mjc0","Africa Regional","6980357"
"","Attached to PD-AAF-430|Evaluation period: 30 Jul 1965-19 Jul 1969","Special Evaluation","Documents","NESA(CA)-6-00","","10/1/1969 12:00:00 AM","","On the job training|Computers|Technical training|Continuing education|Population censuses|Planning|Training centers|Statistical analysis|Statistical data|Information storage and retrieval systems","Turkey","http://pdf.usaid.gov/pdf_docs/XDAAF430F.pdf","1,475 KB","001785 - U.S. Dept. of Commerce. Bur. of the Census (BUCEN). International Statistical Programs Center","","","English","application/pdf","Country program evaluation|Indepth evaluation","","SLONIM, MORRIS J.","","1 Oct 1969","","","","STATISTICAL TRAINING ACTIVITIES IN TURKEY AUGUST 1965-JULY 1969","","XD-AAF-430-F","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTY4Njcw","Turkey","2770364"
"","","Special Evaluation","Documents","","","6/1/1969 12:00:00 AM","","Mathematics","Africa","http://pdf.usaid.gov/pdf_docs/PDAAA580A1.pdf","3,333 KB","","","","English","application/pdf","","","","","26 Jun 1969","","","","AFRICAN MATHEMATICS PROGRAM","","PD-AAA-580-A1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTcyMDky","Africa Regional","6980356"
"EVALUATES TECH ASPECTS OF THE DIRECTED CREDIT PROGRAM (DCP) OF THE NATL FEDERATION OF CREDIT & SAVINGS COOPERATIVES (HEREINAFTER THE FEDERATION) IN ECUADOR FROM 6/1/67-6/1/69. USAID ASSISTANCE WAS PROVIDED TO THE DCP TO INCREASE AGRICULTURAL PRODUCTION THROUGH THE DEVLPMNT OF RURAL AGRI CREDIT UNIONS. INFO FOR THE ANALYSIS WAS COLLECTED FROM RECORDS OF THE COOPERATIVE BANK OF ECUADOR & A SURVEY OF CREDIT UNION MANAGERS CONDUCTED IN 5/69. STUDY CONCLUDES THAT THE DCP REALIZED SUBSTANTIAL SUCCESS IN A VERY SHORT PERIOD OF TIME WITH 26 CREDIT UNIONS ESTABLISHED OR REVITALIZED IN 4 1/2 YRS. HOWEVER,THE EVAL NOTES THAT THE MOST IMPORTANT REASON FOR ITS SUCCESS WAS THE AMT OF MONEY SPENT. AS OF 12/31/68, USAID MADE GRANTS TOTALLING $125,000 COVERING DCP'S ADMIN EXPENSES & THE COST OF CUNA (CREDIT UNION NATL ASSOC) TECHNICIANS. IN ADDITION, $650,000 OF A USAID LOAN TO THE ECUADOR CO-OP BANK WAS USED EXCLUSIVELY FOR THE DCP. STUDY DESIGNATES THE FAILURE OF THE FEDERATION TO PROVIDE ADEQUATE TECH ASSISTANCE TO THE DCP CREDIT UNIONS AS THE MOST SERIOUS SHORTCOMING. STUDY RECOMMENDS THAT THE FEDERATION ASSIGN ADDITIONAL AGRONOMISTS OR OTHER AGRI EXPERTS TO THE PROG; ALSO, THAT THE NUMBER OF PARTICIPATING CREDIT UNIONS BE REDUCED TO APPROX 5. THIS REDUCTION IS REQUIRED TO CUT COSTS & IMPROVE PROG ADMINISTRATION AS WELL AS TO INCREASE THE AMT OF SUPERVISION & TECH ASSIST AVAILABLE TO THE CREDIT UNIONS. ALL 6 URBAN ORIENTED CREDIT UNIONS SHOULD BE EXCLUDED FROM THE PROG. STUDY CONCLUDES THAT INSTITUTION-BUILDING (INCREASING THE NUMBER OF DCP CREDIT UNIONS) WAS EMPHASIZED OVER PROG QUALITY TO A DETRIMENTAL DEGREE. THE STRESS ON QUANTIFIABLE GOALS MAY BE DUE TO THE INFLUENCE OF CUNA INTNATL WHICH USES STATISTICAL INDICATORS TO ASSESS THE LA CREDIT UNION MOVEMENT. STUDY SUGGESTS THAT USAID HELP TO LESSEN THIS EMPHAIS AND THAT PROG NOT BE EXPANDED ANY FASTER THAN PERSONNEL ARE ACQUIRED TO SERVE AS MANAGER, FIELD INSPECTORS AND AGRONOMISTS.","Evaluation period: 1 Jan 1967-1 Nov 1969","Special Evaluation","Documents","","","11/1/1969 12:00:00 AM","","Finance|Rural development|Agricultural production credit|Agricultural production|Agricultural inputs|Agricultural extension training|Agricultural credit|Credit cooperatives|Credit unions|Institution building","Ecuador","http://pdf.usaid.gov/pdf_docs/PDAAA758A1.pdf","36,150 KB","008538 - USAID. Mission to Ecuador","","","English","application/pdf","Country program evaluation|Pre evaluation data|Indepth evaluation|Onsite evaluation","","DAVIS, JON S.","","1 Nov 1969","","","","STUDY OF A PILOT IN DIRECTED AGRICULTURAL PRODUCTION CREDIT IN ECUADOR","","PD-AAA-758-A1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTczNzU2","Ecuador","518009602"
"Evaluates the effectiveness of Guyana's Public Safety Program in strengthening internal security from 1966 to 1969.  Evaluation team consulted with Guyanese officials concerned with internal security and police administration, and visted rural areas. After inspecting border outposts, team finds installations effective in encouraging the development of Guyan's interior.  Progress has been made in the establishment of a joint Operations Center and an integrated command structure for coordination of the 2 internal security forces during emergency operations. A highway patrol has been created and its personnel trained. Telecommunications have been effective in training police communications personnel and expanding networks into the interior. Although US training has benefited police force capability, not enough attention has been paid to training junior grade officers.  The 100 USAID donated helmets have not been used since they do not fit over British-made gas masks.  Also, maintenance of all types of transportation vehicles is poor due to lack of parts, and maintenance techniques. Program would be improved if: l. screening of out-of-country training could be simplified; 2. Guyana's Police were given additional technical assistance, training, and commodity support; 3. a crime laboratory were established; 4. Chief Public Safety Advisor were provided assistance through the Commissioner of Police; 5. Public Safety advisor-generalist maintained US equipment; 6. junior officers received more training; 7. efforts were made to continue police department and telecommunication expansion; 8. more vehicles were secured and maintained; 9. the traffic department improved traffic flow; and 10. an effective planning unit were established within the Police Force.","Evaluation period: 18 Mar 1966-24 Oct 1969|Handwritten on cover: 504-11-710-037","Special Evaluation","Documents","","","10/1/1969 12:00:00 AM","","PUBLIC SAFETY|Police services|Public administration|Telecommunications technology|Police|Vocational training","Guyana","http://pdf.usaid.gov/pdf_docs/PDAAP789.pdf","135 KB","008553 - USAID. Mission to Guyana","","","English","application/pdf","Country program evaluation|Evaluation team|Onsite evaluation","","Trobriner, Walter N.|Ellena, Peter","Governance","1 Oct 1969","","","","Public safety evaluation, Guyana","","PD-AAP-789","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1MjIy","Guyana","5040037"
"EVALUTES PROJECT TO ASSIST THE UNIVERSITY OF SAO PAULO TO DEVELOP THE FIRST PROFESSIONAL LEVEL CORRESPONDENCE COURSE IN SANITARY ENGINEERING IN LATIN AMERICA DURING THE PERIOD 1/25/67 TO 8/25/69. PROJECT NOW CLOSED,BUT FROM TECH'L SUPPORT STANDPOINT,WAS JUDGED TO BE ONE OF THE MORE SUCCESSFUL AND FRUITFUL OF ALL PROJECTS OF ENRW. IT HAS HELPED TO DEVELOP AN ONGOING PROGRAM, AND THE UNIVERSITY HAS ALREADY DEVELOPED A SECOND CORRESPONDENCE COURSE ON SEWER DESIGN CONSTRUCTION. THE FIRST COURSE WAS INITIATED IN 8/67 AND TERMINATED 6/68. 600 REQUESTS WERE RECEIVED FOR REGISTRATION; 214 STUDENTS MATRICULATED AND 131 CERTIFICATES WERE ISSUED FOR A COMPLETION RATE OF 61%. THE SECOND COURSE STARTED IN 8/68 AND ENDED 6/69; 166 STUDENTS MATRICULATED,WITH 100 COMPLETING THE COURSE FOR A COMPLETION RATE OF 60%.","Evaluation period: 25 Jan 1967-25 Aug 1969","Final Evaluation Report","Documents","","","9/1/1969 12:00:00 AM","","Correspondence education|Engineering education|Water supply|Limited data","Brazil","http://pdf.usaid.gov/pdf_docs/PDAAA163A1.pdf","281 KB","","","","English","application/pdf","Limited data","","Jeffrey, E. A.","","3 Sep 1969","","","","University of Sao Paulo water supply engineering correspondence course","","PD-AAA-163-A1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1Mjkz","Brazil","512006201"
"EVALUATES PROJECT TO TRAIN APPROXIMATELY 100 MUNICIPAL EMPLOYEES RESPONSIBLE FOR FINANCIAL DEPARTMENTS OF 60 BRAZILIAN MUNICIPAL WATER SERVICES AND TO PUBLISH 2000 COPIES OF AN ACCOUNTING AND FINANCIAL PROCEDURES MANUAL TO BE USED IN MUNICIPAL WATER WORKS PROGRAMS. ANOTHER PURPOSE OF THIS PROJECT WAS TO FOLLOW-UP ON TRAINING SEMINARS ON ADMINISTRATION AND MANAGEMENT OF WATER SUPPLIES CONDUCTED IN 50 CITIES THROUGH TERMS OF THIS AGREEMENT AND IN 50 CITIES THROUGH TERMS OF A 1966 AGREEMENT. EVALUATION AUTHORS NOTE THAT THE PROJECT HAS BEEN SUCCESSFULLY CONCLUDED AND IS NOW CLOSED. NINETY-SEVEN PARTICIPANTS REPRESENTING 78 CITIES IN 18 STATES IN BRAZIL WERE TRAINED IN FINANCIAL MANAGEMENT AND WATER SERVICES PLANNING. IN ADDITION,2000 COPIES OF A FINANCIAL PLANNING AND MANAGEMENT TRAINING MANUAL HAVE BEEN PRINTED, 300 OF WHICH WERE PRESENTED TO USAID/BRAZIL. ALSO, 50 CITIES IN EACH OF THE ABOVE MENTIONED FOLLOW-UP STUDIES WERE VISITED.","Evaluation period: 29 Feb 1968-3 Dec 1969","Final Evaluation Report","Documents","","","12/1/1969 12:00:00 AM","","Sewage|Urban areas|Water supply|Limited data","Brazil","http://pdf.usaid.gov/pdf_docs/PDAAA163B1.pdf","236 KB","","","","English","application/pdf","Limited data","","Jeffrey, E. A.","","3 Dec 1969","","","","Urban water and sewer system improvements","","PD-AAA-163-B1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1Mjk0","Brazil","512006201"
"Provides 9/19/69 Special Eval of FY1962-FY1970 Agric Services Proj in Somali Republic (SR) and of Univ of Wyoming (UWY) contractor performance since 1965.  Proj designed to assist Ministry of Agric (MOA) develop effective research program & extension service to facilitate Somali agric dvlp. Eval by AID agric officer at request of USAID/SR & AID/W consists of document review, onsite observation, & discussions with principals & GSR officials. Evaluator notes evident, though slow, progress, more significant in research than in extension area.  UWY staff judged well-qualified and capable in proj leadership; most serious shortfall was in lag in appointing chief extension advisor.  Afgoi research station has provided useful data vital to crop dvlp of rice & edible safflower oil (major Somali import items), sorghum, peanuts, & of grapfruit (along with bananas the major foreign exchange earners).  A soils lab is reasonably operative. Bonka Farmers Trng Center has provided modest, though important trng of 30 agric extension instructors (15 of these now assigned to villages) and 1000-1100 farmers, but has been plagued by lapses in GSR scheduled funding. 23 Somalis have been or are engaged in US partic trng:  14 short-term; 7 BS, & 2 MS. Proj hampered by extended delay in construction of National Agric Center (expected completion date is now mid-1970), & by lack of full GSR counterpart staffing & funding support.  Key counterpart slots remain unfilled, or slated counterparts are still in US participant trng.  GSR funding, erratic & incomplete in past, has been recommitted in 1969 ProAg. There is yet no plan for MOA manpower takover & assumption of operational costs.  UWY team-proposed MOA extension organizational plan has not yet received MOA support. Evaluator deems continued AID assistance through 1973 vital to proj completion, but recommends extension of assistance be contingent upon improved GSR staffing and funding support; otherwise June 1971 phaseout upon completion of UWY tours is feasible, though proj gains would be jeopardized.  UN or indirect AID assistance are possible funding alternatives.","Evaluation period: 1 Jun 1961-12 Sep 1969","Special Evaluation","Documents","AID/afr-412","","9/1/1969 12:00:00 AM","","RICE|Oil crops|SORGHUM|Peanuts|CROP YIELD|Agricultural technology|Agricultural research|Agricultural production|Agricultural policy|Agricultural planning|Agricultural management|Agricultural training|Agriculture|Information services|Agricultural extension training|Agricultural education|Agricultural development|Development strategies|Institution building|Project change|Limited data plus","Somalia","http://pdf.usaid.gov/pdf_docs/PDAAA565A1.pdf","4,045 KB","000035 - U.S. Agency for International Development (USAID)","","","English","application/pdf","Indepth evaluation|Onsite evaluation","","NIXON, WALTON M.","","19 Sep 1969","","","","EVALUATION OF AGRICULTURAL SERVICES PROJECT - SOMALI REPUBLIC; UNIVERSITY OF WYOMING CONTRACT (AUG 17-SEPT 12, 1969)","","PD-AAA-565-A1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1MzQ0","Somalia","6490038"
"EVALUATES PURDUE UNIVERSITY PERFORMANCE ON AN AGRICULTURAL EDUCATION PROJECT IN BRAZIL FROM 1952 TO 12/69.PROJECT PURPOSE WAS TO IMPROVE THE FEDERAL UNIVERSITY OF VICOSA CAPABILITY IN MEETING THE NEEDS OF BRAZIL FOR TRAINED AGRICULTURAL TECHNOLOGISTS, TEACHERS OF AGRICULTURE, AND RELEVANT RESEARCH AND EXTENSION. EVALUATION COMPILED THROUGH ONSITE VISITS, CONCLUDED THAT THE UNIVERSITY OF VICOSA, WITH THE HELP OF PURDUE UNIVERSITY, HAS DEVELOPED THE STRONGEST HIGHER EDUCATION PROGRAM IN BRAZIL -- POSSIBLY IN ALL OF SOUTH AMERICA. THE TECHNICAL ASSISTANCE PROGRAM, HOWEVER, IS FAR FROM COMPLETE. THE MASTER'S PROGRAM IS EFFECTIVE IN ONLY 4 SPECIALITIES: AGRICULTURAL ECONOMICS, ANIMAL SCIENCE, HORTICULTURE, AND SOILS; AND NO DOCTORAL PROGRAM EXISTS. MAJOR AREAS IN NEED OF DEVELOPMENT ARE FORESTRY, ENTOMOLOGY, AGRICULTURAL ENGINEERING,AGRICULTURAL TECHNOLOGY, RURAL SOCIOLOGY AND BASIC SCIENCES. PURDUE HAS HAD SOME STAFFING DIFFICULTIES. SOME POSTS HAVE BEEN VACANT FOR MONTHS, OR EVEN MORE THAN A YEAR AT VARIOUS STAGES OF THE CONTRACT. IN ADDITION, LACK OF STRONG LEADERSHIP AND COORDINATION AND INADEQUATE ORIENTATION OF PARTY CHIEFS HAVE BEEN A WEAKNESS IN PURDUE OPERATIONS. HOWEVER, THESE FACTORS HAVE NOT SERIOUSLY AFFECTED CONTRACT PERFORMANCE. CONTINUATION OF THE PROGRAM FOR ANOTHER DECADE IS RECOMMENDED, BUT THE GOALS AND OPERATIONAL PLANS SHOULD BE REEXAMINED AND RESTATED.","Evaluation period: 1 Jan 1952-1 Dec 1969","Special Evaluation","Documents","AID/W-639","","12/1/1969 12:00:00 AM","","Participants|Graduate education|Curriculum design|Agricultural research|Agricultural training|Agricultural development|Agricultural education|Agricultural extension|Universities and colleges|Limited data","Brazil","http://pdf.usaid.gov/pdf_docs/PDAAA251A1.pdf","6,456 KB","","","","English","application/pdf","Onsite evaluation","","CAPENER, HAROLD R.|SCHAEFFER, WENDELL G.|PETERSON, LYALL E.","Agricultural education","1 Dec 1969","","","","HIGHER AGRICULTURAL EDUCATION IN BRAZIL : AN EVALUATION REPORT (ALSO EVALUATES PERFORMANCE OF OHIO STATE, U OF WISCONSIN AND U OF ARIZONA)","","PD-AAA-251-A1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTc1NDkw","Brazil","512009401"
