Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Evaluates project to develop a Government of Lesotho (GOL) nutrition planning (NP) capability.  Evaluation covers the period l975-77 and is based on interviews with GOL and contractor personnel. The project has not progressed as expected.  The GOL is reluctant to fully commit itself to NP (the need for which is obscured by prevailing traditional views of nutrition).  Despite the GOL's creation of a Food and Nutrition Coordinating Office (FNCO), jurisdiction over and responsibility for NP remains uncertain and poorly coordinated. This is evidenced by the exclusion of the Departments of Commerce and Industry, Finance, and Works and representatives of major food-related donors and PVO's from GOL planning bodies such as FNCO's ad hoc National Nutrition Advisory Group (NNAG). Moreover, the GOL does not view as a problem the nation's almost total dependence on the Republic of South Africa for employment (although return of migrant miners would require greater food production and dependence on foreign aid), imported food, and transportation. Since the GOL has designated no NNAG staff to interact with the contractor -- Planning Assistance, Inc. (PAI), little NP information has been passed on to the GOL. Nonetheless, PAI could have been more flexible in providing training and assistance outside the strict confines of the NNAG. The presence of two U.S. research teams collecting similar nutritional data was an added complication; the University of Colorado's Food Systems Study, while valuable, was not widely circulated; community participation was not promoted; and a Second National Nutrition Conference, while potentially useful, was not held. Before Phase II start-up, it is recommended that: (1) FNCO's responsibility for national NP and its relationship to NNAG and other GOL bodies be better defined; (2) the posts of FNCO Director and Deputy Director be made permanent; (3) GOL agencies and private groups now excluded be considered for membership in FNCO; (4) the PAI's role in nutrition and management consultancy and systems analysis be clarified; (5) evaluation standards be set for PAI and the project; and (6) a section on nutrition be included in the next 5-Year Plan.","Evaluation period: 1975-77","Special Evaluation","Documents","","","8/1/1977 12:00:00 AM","","Health policy|Sector planning|Nutrition|Workshops|Nutrition improvement|Health care planning|Nutrition research|Nutritional status|Food production","Lesotho","http://pdf.usaid.gov/pdf_docs/PDAAJ184.pdf","1,085 KB","000969 - Planning Assistance, Inc.","","","English","application/pdf","Evaluation team|Indepth evaluation|Onsite evaluation","","Parlato, Ronald|Fong, Sunny|Collins, Connie","","25 Aug 1977","","","","Lesotho food and nutrition planning and research assistance project : an evaluation","","PD-AAJ-184","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyNzYy","Lesotho","6320066"
"Evaluates project to derive new high-protein, low-fiber foods from coconuts in the Philippines.  Evaluation covers the period 3/75-4/77 and is based on site visits by an expert team. The Texas A&M Research Foundation (TAMRF) has performed satisfactorily -- i.e., new products have been developed, but evaluation of potential markets is incomplete.  The Philippine Government has provided strong support and is interested in continuing the project. Copra research was postponed by mutual agreement. A pilot plant is operating well and appears economically feasible. The aqueous coconut extraction process is producing high-quality oil and byproducts (four dried and four syrup) with commercial potential. However, there is a need for market evaluations, financial studies, and more detailed work on process design.  Philippine technicians were trained to operate the plant but require further assistance in research. Nonetheless, private companies' interest in utilizing the new protein products or in constructing additional plants is very low.  Moreover, despite the need for and the potential value of new sources of high-quality protein, these coconut products have not proven superior to traditional foods, and the local populace has a generally negative attitude toward coconuts. It is recommended that: (1) operation of the pilot plant be continued to provide a sufficient volume of products for market testing; (2) the TAMRF provide marketing and product application specialists to companies planning to test-market the new products; (3) the high-protein, low-fiber foods produced by using the aqueous process be compared to food grade copra and coconut flour in terms of market demand and production costs; (4) detailed studies of process and scale-up design be conducted after completion of the market study but before construction of a commercial plant; and (5) serious attention be given to promoting coconut flour, copra, and high-protein, low-fiber coconut products as part of the domestic Philippine food supply. A key lesson learned was that it is more efficient to determine the marketability of end products before operating a pilot plant.","Evaluation period: Mar 1975-Apr 1977","Special Evaluation","Documents","","","5/1/1977 12:00:00 AM","","Extraction|Coconuts|Plant protein|Marketing research|Food marketing|Technology transfer|Appropriate technology|Food preferences|Food processing technology|food industry|Pilot projects|Technical assistance","","http://pdf.usaid.gov/pdf_docs/PDAAJ041.pdf","1,099 KB","","","","English","application/pdf","Evaluation team|Indepth evaluation|Onsite evaluation","","Kraemer, Herbert F.|Larrison, Vaughn|Wilcke, Harold L.","","31 May 1977","","","","Evaluation of the performance of the Texas A & M research foundation in fulfilling the conditions of contract AID/EA-C-1073 in the Philippines","","PD-AAJ-041","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzMTEy","Technical Assistance","9310522"
"","","Special Evaluation","Documents","AID/pha/C-1100","","12/1/1977 12:00:00 AM","","Oral contraceptives","Indonesia","http://pdf.usaid.gov/pdf_docs/PDAAJ542.pdf","205 KB","000262 - American Public Health Association","","000077 - USAID. Bur. for Development Support. Ofc. of Population","English","application/pdf","","","Nelson, Howard B.","","Dec 1977","","","","Report on the Kimia Farma oral contraceptive production facility in Bandung, Indonesia","","PD-AAJ-542","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzNTc1","Indonesia","9320877"
"","","Special Evaluation","Documents","","","8/1/1977 12:00:00 AM","","Regional development|Development planning|Development organizations|Integrated rural development|River basins","Philippines","http://pdf.usaid.gov/pdf_docs/PDAAJ784.pdf","823 KB","008592 - USAID. Mission to Philippines","","","English","application/pdf","Indepth evaluation|Evaluation team","","Mosher, Arthur T.|Van Dyke, Stuart H.|et al.","","12 Aug 1977","","","","Evaluation of the Bicol River Basin development program","","PD-AAJ-784","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzODU3","Philippines","4920281"
"EVALUATES PERFORMANCE OF THE INTERNATIONAL RICE RESEARCH INSTITUTE ON A PROJECT TO ADAPT, MANUFACTURE, MARKET AND SERVICE SMALL-SCALE RICE PRODUCTION EQUIPMENT IN SELECTED COUNTRIES (THAILAND AND PAKISTAN) UNTIL 4/77. EVALUATION WAS COMPILED THROUGH 2 OPINION SURVEYS -- OF FARMERS AND MANUFACTURERS, INTERVIEWS WITH IRRI STAFF IN THAILAND AND WITH HOST COUNTRY STAFF IN THE DEPT OF AGRICULTURE. IT IS NOTED THAT THE LIAISON BETWEEN IRRI STAFF AND THE THAI AGRICULTURAL ENGINEERING DEPARTMENT IS GOOD. IN ADDITION, THE PRESENCE OF IRRI STAFF HAS ENSURED THAT TESTS WERE COMPLETED AND REPORTS MADE. HOWEVER, SLOW RECRUITMENT OF THAI STAFF HAS RESTRICTED THE SCOPE AND EXTENT OF PROGRAM ACTIVITIES. SURVEY DETERMINED THAT ONLY 2 IRRI MACHINES HAVE BEEN ACCEPTED BY THAI FARMERS--THE POWER TILLER AND THE AXIAL BLOW THRESHER.  THE POWER TILLER HAS SOLD WELL AND HAS REACHED THE SMALL FARMER.  THE AXIAL THRESHER,HOWEVER, HAS BEEN PURCHASED ONLY BY WEALTHIER FARMERS. NEITHER OF THESE MACHINES HAVE BEEN PURCHASED BY THE POOREST FARMERS. IT IS NOTED FURTHER THAT CONCERN WITH IRRI DESIGNED MACHINES HAS LIMITED THE PROJECT. WHILE THERE ARE MANY LOCALLY DESIGNED MACHINES WHICH COULD BENEFIT FROM INDEPENDENT TESTING, LITTLE EFFORT HAS BEEN MADE TO DO SO BY THE AGRICULTURAL ENGINEERING DIVISION. THIS IS AN AREA WHERE THE IRRI COULD LEND SUPPORT. RECOMMENDATIONS INCLUDE THE FOLLOWING: 1)THE PROJECT SHOULD CONTINUE AND THE SECOND PHASE SHOULD BE IMPLEMENTED; 2)CONTINUITY FO THE WORK SHOULD BE INSURED AFTER IRRI WORK HAS BEEN COMPLETED; 3)MORE EFFORT SHOULD BE MADE TO INSURE RECRUITMENT OF ALL STAFF AND EQUIPMENT PROVIDED FOR IN THE CONTRACT; 4)SOCIO-ECONOMIC IMPACT STUDIES OF MECHANIZATION SHOULD BE INITIATED; 5)TESTING OF MACHINES AND ADVICE ON DESIGN AND MANUFACTURE SHOULD NOT BE RESTRICTED TO IRRI DESIGNED MACHINES; 6)CONSIDERATION SHOULD BE GIVEN TO OFFERING A SHORT TRAINING COURSE FOR THAI ENTREPRENEURS AND THEIR ENGINEERS; AND 7)A SMALL FARM MACHINERY WORKSHOP SHOULD BE CONDUCTED AT IRRI HEADQUARTERS.","Project title: International agricultural research centers (IARCs)","Special Evaluation","Documents","AID/TA-C-1208","","1/1/1977 12:00:00 AM","","Rice|Agribusiness|Crop production equipment|Agricultural equipment|Axial blow threshers|Power tillers|Small farms|Farmers|Technical assistance|Beneficiary interviews","","http://pdf.usaid.gov/pdf_docs/PNAAD301.pdf","874 KB","000672 - International Rice Research Institute (IRRI)","","","English","application/pdf","Onsite evaluation|Interim evaluation","","Cowell, P. A.","Agricultural technology","1977","","","","IRRI small farm machinery industrial extension project (Thailand), mid-term project evaluation","","PN-AAD-301","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU4MDAw","Development Support","936411102"
"A PROJECT: TO ASSIST WITH THE EVALUATION AND REDESIGN OF THE MALARIA CONTROL PROGRAM IN PAKISTAN. DURATION: 1961-1977. DEVELOPMENTS: THIS REPORT DESCRIBES THE BACKGROUND OF THE PROGRAM, THE MONIES USED, PROBLEMS ENCOUNTERED, SHORT TERM MEASURES, LONG TERM MEASURES, STAFFING, TECHNICAL ASSISTANCE, INTEGRATION, AND RECOMMENDATIONS AND CONCLUSIONS. THE MALARIA CONTROL PROGRAM BEGAN IN 1961 AND ORIGINALLY AIMED AT TOTAL ERADICATION OF MALARIA IN PAKISTAN BY 1975. THERE WAS OUTSTANDING SUCCESS FROM 1961-1967 BUT A RESURGENCE BECAME EVIDENT IN 1969. THE RESURGENCE WAS DUE TO INCREASING RESISTANCE BY THE VECTORS TO DDT, UNCHECKED URBAN MALARIA INFILTRATING BACK INTO MALARIA FREE AREAS, LACK OF ORGANIZATION IN THE PERMANENT HEALTH SERVICES, AND REDUCTION IN THE MALARIA ERADICATION PROGRAM BUDGET AND MANPOWER. BY 1973, TEN MILLION PEOPLE WERE INFECTED WITH MALARIA, A CONDITION WORSE THAN 1961 WHEN THE PROGRAM BEGAN. THE 1973 EPIDEMIC CAUSED THE GOVERNMENT OF PAKISTAN TO REVISE THE ORIGINAL 1961 PLAN. A.I.D. ASSISTANCE WAS REQUESTED IN FINANCING THE SUBSTANTIAL FOREIGN EXCHANGE AND LOCAL SUPPORT COSTS OF THE PROGRAM. THE SHORT TERM MEASURES FOR MALARIA CONTROL INCLUDE LARVICIDING, ADULTICIDING, MINOR ENGINEERING WORKS FOR SOURCE REDUCTION, CASE DETECTION AND TREATMENT, AND BIOLOGICAL CONTROL OF THE VECTORS. THE ULTIMATE SOLUTION OF THE MALARIA PROBLEM IS THE ELIMINATION OF THE CONDITIONS WHICH ARE CONDUCIVE TO THE GENERATION OF VECTOR BREEDING AREAS. SINCE 1976 THE PAKISTAN MALARIA CONTROL PROGRAM HAS SPRAYED OVER EIGHT MILLION HOUSES ANNUALLY AND PROTECTED AN ESTIMATED FORTY-SEVEN MILLION PEOPLE FROM MALARIA.","","Final Evaluation Report","Documents","AID/ASIA-C-1237","","1/1/1977 12:00:00 AM","","Malaria|Disease prevention and control|Urban areas|rural areas","Pakistan","http://pdf.usaid.gov/pdf_docs/PNAAE788.pdf","459 KB","","","","English","application/pdf","","","Shurkin, Walter S.","Malaria","1977","","","","Malaria control project, evaluation and redesign of the project; final report","","PN-AAE-788","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU5NDE1","Pakistan",""
"Presents two reports on the building material distribution program carried out by AID in Guatemala after the earthquake of February 4, 1976. In the first report, a background review provides information on the emergency itself and on the response by Guatemalan and International institutions. The evolution of AID's program is subsequently analyzed in terms of the approach AID chose to address specific problems. The program AID developed was based on the approach used by OXFAM/World Neighbors, and stressed participation by the beneficiaries. An alternative approach (which characterizes CARE and Red Cross programs) was rejected by AID because it depended on a highly centralized administration and offered relatively little opportunity for grass roots participation. The reasons for AID's choice of the participatory approach are discussed in detail. Also included in the first report are an interview with the director of CARE program and a chronological selection of public media articles concerning the disaster and the reconstruction effort. The second report evaluates the success of AID's program, taking into account the target population, materials used, the involvement of cooperatives, and local perceptions of the program. The report provides data on specific projects, materials, and costs.","Contents: A contrastive analysis of alternative reconstruction|models after the February, 1976 Guatemalan earthquake, with|principal reference to the USAID post-disaster housing program /|Robert Gersony, Tony Jackson, Jo Froman (Oct 1977) -- The US|AID/Guatemala Lamina and housing materials program : ex-post|evaluation report / Alan J. Taylor, Intertect, contract no. AID|520-314 (Jun 1977)","Special Evaluation","Documents","","","1/1/1977 12:00:00 AM","","USAID|Construction materials|Disasters|Earthquakes|Housing|Emergency relief","Guatemala","http://pdf.usaid.gov/pdf_docs/PNAAG032.pdf","20,269 KB","000035 - U.S. Agency for International Development (USAID)","","","English","application/pdf","","","","Development assistance","1977","","","","Guatemala A.I.D. disaster relief program : reports on post-earthquake distribution of building materials","","PN-AAG-032","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTYxODE1","Guatemala",""
"","","Special Evaluation","Documents","AID/afr-C-1142","","1/1/1977 12:00:00 AM","","USAID|Economic analysis|Decision making|Planning|Development project implementation|Development project management|Rural areas|Sector evaluation|Technical assistance","","http://pdf.usaid.gov/pdf_docs/PNAAG045.pdf","2,823 KB","000256 - American Technical Assistance Corp.","","","English","application/pdf","","","Schutjer, Wayne A.|Brown, Albert L.|Coutu, Arthur J.","Agricultural development","1977","","CR-A-193","","Expanded program of economic analysis : an evaluation","","PN-AAG-045","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTYxODI4","Technical Assistance","9311156|9310236"
"THIS REPORT EVALUATES THE USAID MULTIPLE CROPPING PROJECT BEING IMPLEMENTED THROUGH A GRANT TO THE CENTRO NACIONAL DE TECHNOLOGIA AGRICOLA (CENTA) IN THE FORM OF A CONTRACT WITH THE UNIVERSITY OF FLORIDA. A SECONDARY PURPOSE IS AN ANALYSIS OF CENTA PER SE, SINCE THIS HAS SO MANY IMPLICATIONS FOR THE PROJECT. CENTA WAS ESTABLISHED IN 1942 AND IS A CONVENTIONAL RESEARCH AND EXTENSION ORGANIZATION. IT EMPHASIZES BASIC GRAINS AND GENETICS AND RELIES HEAVILY ON MODERN INPUTS SUCH AS CREDIT, FERTILIZER, HERBICIDES, PESTICIDES AND CERTIFIED HYBRID SEED. OPERATING STYLE CONSISTS IN THE DEVELOPMENT OF A COMMERCIAL TECHNOLOGY AND IN THE PERSUADING OF FARMERS TO ADAPT IT WITH WHATEVER MATERIAL ASSISTANCE THE PUBLIC SECTOR CAN PROVIDE. THE RESEARCH DIVISION IS DIVIDED INTO DEPARTMENTS INCLUDING AGRICULTURE, HOME ECONOMICS AND YOUTH WORK. MULTIPLE CROPPING (MC) HAS AN INTER-DISCIPLINARY GROUP ATTACHED TO IT, BUT PLACES ALMOST ALL OF ITS EMPHASIS ON CROPS AND CLOSELY RELATED DISCIPLINES. IT APPEARS THAT MC HAS NOT YET BEEN MADE RELEVANT TO SPECIFIC GROUPS OF SMALL FARMERS. THE MAJOR OBSTACLE IN MAKING MC RELEVANT IS THE STYLE OF OPERATION THAT EMPHASIZES COMMODITIES AND MODERN BIOLOGICAL AND CHEMICAL TECHNOLOGIES SURROUNDING THOSE COMMODITIES. INADEQUATE ATTENTION IS GIVEN TO THE FARMER AND TO ECONOMIC TECHNOLOGY AND PERHAPS OTHER SOCIAL FACTORS. SHORT-TERM ALTERNATIVES RECOMMENDED ARE: RE-DESIGNING THE PROJECT TO BETTER MEET THE NEEDS, CURRENT TECHNOLOGY AND RESOURCE ENDOWMENT OF THE FARMER AND FORMING A CENTER EXTENSION SERVICE WITHIN CENTA. IT IS ALSO NECESSARY TO ADDRESS THE PROBLEM OF MATERIAL SUPPORT TO THE FIELD EXTENSION WORKERS AND TO FORM LINKAGES WITH THOSE ENTITIES THAT GRANT AUTHORITY AND ALLOCATE RESOURCES. A LONG TERM EXPANSION PLAN IS RECOMMENDED FOR CENTA, WITH SPECIAL ATTENTION GIVEN TO LIVESTOCK AND MANPOWER DEVELOPMENT.","","Special Evaluation","Documents","","","1/1/1977 12:00:00 AM","","Cropping patterns|Multiple cropping|Agricultural research|Research organizations","El Salvador","http://pdf.usaid.gov/pdf_docs/PNRAB763.pdf","983 KB","000197 - USAID. Bur. for Technical Assistance. Ofc. of Agriculture","","","English","application/pdf","","","MCDERMOTT, JAMES K.","Agricultural education","1977","","","","MULTIPLE CROPPING PROJECT, USAID/EL SALVADOR; AND THE CENTRO NACIONAL DE TECNOLOGIA AGRICOLA - TRIP REPORT","","PN-RAB-763","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTYyNzcx","El Salvador",""
"","","Special Evaluation","Documents","","","1/1/1977 12:00:00 AM","","Development strategies|ECONOMIC DEVELOPMENT|FAMILY PLANNING|MARKETING|AGRICULTURAL PLANNING|Water resources|Distribution","Yemen","http://pdf.usaid.gov/pdf_docs/PDAAE015.pdf","1,129 KB","000034 - USAID. Ofc. of the Auditor General. Operations Appraisal Staff","","","English","application/pdf","Country program evaluation","","","Development assistance","1977","","","","APPRAISAL REPORT OF THE AID PROGRAM IN YEMEN","","PD-AAE-015","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTYyNzg0","Yemen","279PL02"
