Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"","","Special Evaluation","Documents","AID/csd-3317","","11/1/1971 12:00:00 AM","","Housing investment guaranty|Financial management|Savings and loan associations|Mortgages","Bolivia","http://pdf.usaid.gov/pdf_docs/PDAAJ546.pdf","1,139 KB","000853 - National League of Insured Savings and Loan Associations","","","English","application/pdf","","","","","17 Nov 1971","","","","Bolivian savings and loan system; financial and administrative evaluation report","","PD-AAJ-546","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzNTc4","Bolivia","511HG03"
"","","Special Evaluation","Documents","","","6/1/1971 12:00:00 AM","","Agriculture|Agricultural credit|Agricultural production|USAID|Evaluation|Marketing|Agricultural planning|Agricultural extension|Agricultural research|Development project planning|Development project Evaluation","Peru","http://pdf.usaid.gov/pdf_docs/PNAAK598.pdf","836 KB","000035 - U.S. Agency for International Development (USAID)|002587 - Peru. Ministry of Agriculture and Food","","","English","application/pdf","","","","Agriculture (General)","Jun 1971","","","","Evaluation of Peruvian agriculture relative to USAID assistance : volume I","","PN-AAK-598","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU0Mjgx","Peru",""
"","Evaluation period: 1 Jul-31 Dec 1971","Special Evaluation","Documents","AID/CSD-2979","","12/1/1971 12:00:00 AM","","Fertility|Demographic research|Health research|Health care|epidemiology|pregnancy|abortion|Contraceptive agents and devices","","http://pdf.usaid.gov/pdf_docs/PNAAK909.pdf","306 KB","000629 - International Fertility Research Program","","","English","application/pdf","","","","Family planning","Dec 1971","","","","International fertility research program; report for July 1-December 31, 1971","","PN-AAK-909","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU0NTIw","Population and Humanitarian Assistance","9320537"
"","","Special Evaluation","Documents","AID/CSD-3157","","1/1/1971 12:00:00 AM","","English language|Language training|Teacher education","","http://pdf.usaid.gov/pdf_docs/PNAAD836.pdf","4,399 KB","001467 - University of Southern California","","","English","application/pdf","","","Kaplan, R. B.","Teacher education","1971","","","","Follow-up evaluation and a model for utilization of the ELS (english language services) teacher education program","","PN-AAD-836","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU4NDk5","",""
"","Condensed version: PN-AAE-275","Special Evaluation","Documents","","","1/1/1971 12:00:00 AM","","Agricultural extension|Technical assistance","Central America|South America|Andean region","","","000162 - USAID. Bur. for Program and Policy Coordination. Ofc. of Policy Development and Analysis","","","English","","PPCeval","","Rice, E. B.","Agricultural education","1971","","","AID evaluation paper, no. 3A","Extension in the Andes; an evaluation of official U. S. assistance to agricultural extension services in central and South America","","PN-AAE-274","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU4OTEz","",""
"","Unabridged report by same title: PN-AAE-274","Special Evaluation","Documents","","","4/1/1971 12:00:00 AM","","USAID|Agricultural extension|Technical assistance","Andean region|Central America|South America","http://pdf.usaid.gov/pdf_docs/PNAAE275.pdf","9,571 KB","000162 - USAID. Bur. for Program and Policy Coordination. Ofc. of Policy Development and Analysis","","","English","application/pdf","PPCeval","","Rice, E. B.","Agricultural education","Apr 1971","","","AID evaluation paper, 3","Extension in the Andes; an evaluation of official U.S. assistance to agricultural extension services in central and South America, condensed","","PN-AAE-275","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU4OTE0","",""
"","","Special Evaluation","Documents","","","1/1/1971 12:00:00 AM","","USAID|Research utilization|Economic research|Economic analysis","","http://pdf.usaid.gov/pdf_docs/PNAAE559.pdf","1,215 KB","000162 - USAID. Bur. for Program and Policy Coordination. Ofc. of Policy Development and Analysis","","","English","application/pdf","PPCeval","","Rice, E. B.|Lehman, G. A.|Birnhaum, Harold","Economics (General)","1971","","","AID evaluation paper, no. 4","Utilization of economic research","","PN-AAE-559","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU5MTk3","",""
"","","Special Evaluation","Documents","AID/csd-1888","","1/1/1971 12:00:00 AM","","Criteria|Sanitation engineering|TECHNICAL ASSISTANCE","","http://pdf.usaid.gov/pdf_docs/PNRAB511.pdf","6,637 KB","000891 - University of North Carolina at Chapel Hill","","","English","application/pdf","","","CLEARY, E. J.|HANNA, G. P.|et al.","Industry and technology (General and research)","1971","","","","INTERNATIONAL PROGRAM IN SANITARY ENGINEERING DESIGN EVALUATION AND RECOMMENDATIONS","","PN-RAB-511","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTYyNTIw","Technical Assistance","9310204"
"","TASK ORDER NO. 5|Evaluation period: 31 Dec 1951-1 Sep 1971","Special Evaluation","Documents","AID/la-649 (REGIONAL)","","9/1/1971 12:00:00 AM","","Textbooks|Universities and colleges|Educational administrators|Educational research|Data collection|Educational finance|Educational materials|Educational facilities|Building construction|Educational administration|Management training|Education for development|Secondary schools|Secondary education|Teacher training|Primary education|Agricultural education","Honduras","","","000256 - American Technical Assistance Corp. (ATAC)","","","English","","Country program evaluation|Indepth evaluation","","CHAFKIN, SOL H.","","1 Sep 1971","","","","EVALUATION REPORT ON EDUCATION PROGRAMS IN HONDURAS. (MARCH - SEPTEMBER 1971)","","PD-AAB-030-A1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTY4Mjc3","Honduras","5220076|522005403|522005401"
"","Evaluation period: 23 Dec 1966-31 Dec 1970","Final Evaluation Report","Documents","","","1/1/1971 12:00:00 AM","","Student testing|Educational psychology|Limited data","Brazil","http://pdf.usaid.gov/pdf_docs/PDAAA155C1.pdf","367 KB","008517 - USAID. Mission to Brazil","","","English","application/pdf","Final EOPS","","","","7 Jan 1971","","","","APTITUDE TESTING","","PD-AAA-155-C1","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTcwMjI2","Brazil","5120042"
