Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"","Also known as: Summary program evaluation report ...","Final Evaluation Report","Documents","REE-O-00-06-00077-00","","1/1/2007 12:00:00 AM","","Primary health care|International cooperation|Partnerships|Access to services|Health education|Health professional education|Health care coverage|Health delivery|Health service utilization|Health care reform|Health behavior|Quality of care","New Independent States","http://pdf.usaid.gov/pdf_docs/PDACI843.pdf","6,048 KB","012552 - Terra P Group, Inc.","","010257 - USAID. Bur. for Europe and Eurasia","English","application/pdf","Final evaluation|Evidence based practice","","Telyukov, Alexander|Patterson, Mary","Primary health care","22 Jan 2007","","","","Program evaluation report : AIHA primary healthcare partnerships in the Newly Independent States (1998-2006)","","PD-ACI-843","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjk1MzEx","NIS Regional",""
"","On cover: USAID/Haiti development assistance program|Technical collaboration was provided by the Food and nutrition|technical assistance (FANTA) project under USAID/Haiti funding to|USAID/W's cooperative agreement no. HRN-A-00-98-00046-00 with the|Academy for Educational Development (AED)","Final Evaluation Report","Documents","521-M-00-06-00012-00|HRN-A-00-98-00046-00","","1/1/2007 12:00:00 AM","","Food for Peace Title II|Malnutrition|Food security|Maternal child health care|Child nutrition|Maternal nutrition|Family planning behavior|Care of the newborn|Child development|Child feeding practices|Child stunting|Child wasting","Haiti","http://pdf.usaid.gov/pdf_docs/PDACJ025.pdf","824 KB","000436 - Development Associates, Inc.","","008554 - USAID. Mission to Haiti","English","application/pdf","Final evaluation","","Merritt, C. Gary|Frankel, Nina Louise|et al.","Food aid programs","22 Jan 2007","","","","Evaluation of the PL 480 Title II program","","PD-ACJ-025","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjk1Nzc2","Haiti",""
"","Non-USAID CSIS project title: Post-conflict reconstruction (PCR)|Related documents: PC-AAB-559, PD-ACJ-088","Special Evaluation","Documents","","","2/1/2007 12:00:00 AM","","Post conflict societies|Disaster reconstruction|Security|Governance|Political participation|Rule of law|Women in development|Accountability|Economic development|Social services|Narcotics control|Poppies|Human capacity development|Political corruption|Administrative regions|Human rights","Afghanistan","http://pdf.usaid.gov/pdf_docs/PDACJ087.pdf","1,242 KB","001191 - Center for Strategic and International Studies (CSIS)","","000035 - U.S. Agency for International Development (USAID)","English","application/pdf","Interim evaluation|Social infrastructure","","Patel, Seema|Ross, Steven","Disaster recovery","23 Feb 2007","","","","Breaking point : measuring progress in Afghanistan","","PD-ACJ-087","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjk1OTkw","Afghanistan",""
"","Task order 24","Final Evaluation Report","Documents","HDA-I-23-03-00124-00|HDA-I-00-03-00124-00","","3/1/2007 12:00:00 AM","","Political systems in transition|Political reconciliation|Conflict resolution|Peace|Community development|Mass media|Attitude change|Grants|Disaster rehabilitation|Conflict prevention","Sri Lanka","http://pdf.usaid.gov/pdf_docs/PDACJ115.pdf","1,076 KB","011933 - Social Impact, Inc.","","010972 - USAID. Bur. for Democracy, Conflict and Humanitarian Assistance. Ofc. of Transition Initiatives (OTI)","English","application/pdf","Final evaluation|Peace building|Livelihood","","Blue, Richard|Abu-Nimer, Mohammed","Societies in transition","9 Mar 2007","","","","Final evaluation : the Sri Lanka transition initiative (2003-2007)","","PD-ACJ-115","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjk2MDIy","Sri Lanka",""
"","Contract no. listed on document as: OTI-00-05-00004-00|Also included in PD-ACJ-192 as Annex D","Final Evaluation Report","Documents","","","1/1/2007 12:00:00 AM","","Basic education|Youth|Literacy instruction|Human capacity development|KAP surveys|HIV/AIDS|Sex education|Community based delivery|War victims|Training personnel|Impact assessment|Vocational training","Liberia","http://pdf.usaid.gov/pdf_docs/PDACJ193.pdf","4,249 KB","","","","English","application/pdf","Final evaluation|Life skills|Soccer","","Addy, Axel M.|Stevens, Alfred B.","Basic education","[2007]","","","","End of program evaluation report : Mercy Corps' program -- youth education for life skills (YES) : 2004-2006","","PD-ACJ-193","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjk2MjAy","Liberia",""
"","Title in header: John Ogonowski farmer-to-farmer mid-term|assessment final report","Special Evaluation","Documents","GEG-I-00-02-00024-00","","2/1/2007 12:00:00 AM","","Farmer training|Agricultural training|Agribusiness|Business support services|International cooperation|Agricultural technology|Agricultural policy|Volunteers","Africa south of Sahara|Central and Eastern Europe|Latin America","http://pdf.usaid.gov/pdf_docs/PDACJ398.pdf","2,796 KB","011976 - QED Group, LLC","","011325 - USAID. Bur. for Economic Growth, Agriculture and trade. Ofc of Agriculture","English","application/pdf","Interim evaluation","","Singer, Jeffrey|Burns, Laura|et al.","Agricultural education","Feb 2007","","","","John Ogonowski farmer-to-farmer program mid-term assessment","","PD-ACJ-398","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjk2NTkx","Economic Growth Office",""
"","Former project title: PVO child survival grants program (CSGP)|Project title: Child survival and health grants program (CSHGP)","Final Evaluation Report","Documents","FAO-A-00-98-00027-00","","4/1/2007 12:00:00 AM","","Child survival activities|Maternal child health care|Respiratory diseases|Malaria|Diarrhea|Immunizations|Breastfeeding|Family planning|Case management|Health finance|Behavior change|IEC|Health facilities|Human capacity development|Pneumonia","Madagascar","http://pdf.usaid.gov/pdf_docs/PDACJ407.pdf","1,517 KB","005108 - Medical Care Development International (MCDI)","","011222 - USAID. Bur. for Global Health. Ofc. of Health, Infectious Diseases, and Nutrition|010926 - USAID. Bur. for Democracy, Conflict and Humanitarian Assistance. Ofc. of Private and Voluntary Cooperation (PVC)","English","application/pdf","Final evaluation","","Debay, Marc","Child survival","23 Apr 2007","","","","Final evaluation of the Toliara Province child survival project, October 1st, 2002-September 29th, 2006","","PD-ACJ-407","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjk2NjE4","Madagascar","9380500|9363114"
"","At head of title: USAID | Ethiopia|Women in development indefinite quantity contract (WID IQC)","Final Evaluation Report","Documents","GEW-I-00-02-00021-00","","1/1/2007 12:00:00 AM","","Basic education|Teacher education|Educational media|Educational materials|Educational administration|Educational planning|Teachers|Female|Educational policy|Policy analysis|Community participation|Development project design|Project sustainability|Quality of education","Ethiopia","http://pdf.usaid.gov/pdf_docs/PDACJ413.pdf","433 KB","003970 - Management Systems International, Inc. (MSI)","","010959 - USAID. Bur. for Economic Growth, Agriculture and Trade. Ofc. of Women in Development","English","application/pdf","Final evaluation","","Brehance, Abebe|Taddesse, Samuel|et al.","Basic education","Jan 2007","","","","Basic education strategic objective (BESO) II -- basic education program : final evaluation","","PD-ACJ-413","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjk2NjI3","Ethiopia",""
"","Project title: Kosovo cluster and business support (KCBS)|Task Order no. 800","Special Evaluation","Documents","AFP-I-00-03-00030-00","","1/1/2007 12:00:00 AM","","Natural resource management|Forest resources|Public administration|Public ownership|Forestry|Management development|Management reform|Crime prevention|Certification|International standards","Kosovo","http://pdf.usaid.gov/pdf_docs/PDACJ275.pdf","1,148 KB","009456 - Chemonics International Inc.","","010393 - USAID. Mission to Kosovo","English","application/pdf","Interim evaluation","","","Forestry","31 Jan 2007","","","","Evaluation of forest management in Kosovo's publicly owned forests","","PD-ACJ-275","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjk2NjM4","Kosovo (Serbia)",""
"","Women in Development indefinite quantity contract (WID IQC)","Special Evaluation","Documents","GEW-I-00-02-00016-00","","4/1/2007 12:00:00 AM","","Human rights|Integrity of the person|Crime prevention|Women|Children|Prostitution|Military|Trafficking in persons (TIP)","Africa south of Sahara|Benin|Congo DR|Ethiopia|Mali|Mozambique|Nigeria|Sudan|Uganda|West Africa|Guinea|Madagascar|South Africa","http://pdf.usaid.gov/pdf_docs/PDACJ521.pdf","236 KB","009456 - Chemonics International Inc.","","010959 - USAID. Bur. for Economic Growth, Agriculture and Trade. Ofc. of Women in Development","English","application/pdf","Sexual exploitation|Slavery|Child soldiers|Forced labor","","","Human rights and social justice","Apr 2007","","","","USAID anti-trafficking in persons programs in Africa : a review","","PD-ACJ-521","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=Mjk2ODI5","Africa Regional",""
