Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Evaluates project to support efforts by the Association for Voluntary Sterilization (AVS) to provide sterilization and family planning (FP) services.  External final evaluation covers the period 1982-1985 and is based on document review, interviews with project personnel, and site visits to 7 countries. AVS has surpassed project targets (in, e.g., training, support of clinic-based services, maintenance of sterilization equipment), and has made considerable progress in voluntarism, medical surveillance, and management as well.  Program direction is consistent, staff are well qualified, financial and administrative practices are sound, and morale is high. AVS has initiated a movement to post a medical advisor in each project region to provide TA to subproject staff, an action which A.I.D. should encourage.  Such a system has already been approved in Bangladesh and would, if introduced in other areas, facilitate communications and improve medical reporting. AVS has taken great precautions to ensure strict voluntarism in all projects it supports; no evidence of coercion has been observed or reported in any AVS-supported activities.  Increased emphasis has been put on counseling, to ensure that prospective acceptors are fully informed of alternative FP measures and of the irreversibility of sterilization before undergoing sterilization.  Follow-up surveys of acceptor satisfaction have been conducted in five countries and initial results have been favorable. Tangentially, the closely allied World Federation of Health Agencies for the Advancement of Voluntary Surgical Contraception has played a positive role in advancing professional education, medical quality assurance, leadership, and policy development as well as information dissemination.  A.I.D. and the Federation need to work more closely together, however. Because AVS has successfully assisted private and public institutions in providing safe and affordable sterilization services, it is recommended that funding be continued for the next five years.  Other recommendations are also included.","Evaluation period: 1982-1985|Project title: Population technical assistance (POPTECH)","Special Evaluation","Documents","DPE-3024-C-00-4063-00","","1/1/1986 12:00:00 AM","","Private voluntary organizations|Sterilization (birth control)","","http://pdf.usaid.gov/pdf_docs/PDAAS304.pdf","4,064 KB","000673 - International Science and Technology Institute, Inc. (ISTI)","","000191 - USAID. Bur. for Science and Technology. Ofc. of Population","English","application/pdf","Indepth evaluation|Evaluation team|Multi country evaluation|Pre evaluation data|Onsite evaluation","","Edmonds, Scott W.|Minkler, Donald H.|et al.","","5 Jan 1986","","85-49-019","","Performance of the Association for Voluntary Sterilization in developing countries, 1982-1985","","PD-AAS-304","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg5NjIx","Development Support","9320968|9363024"
"Despite relatively constant levels of military aid, there is a stark contrast between Thailand's strategic importance to the United States and the dwindling levels of economic aid that it receives.  This report explores the following five major aspects of the overall U.S. aid program to Thailand in the context of the uneasy relationship between security and developmental concerns since the 1950's. (1) Security and economic development.  Historically, security considerations have been paramount in the provision of economic aid (e.g., a number of road-building projects were more notable for their security applications).  (2) Stabilization of Thai frontiers.  A major element in U.S. assistance has been bolstering Thai national unity by improving the GOT's presence in remote regions, particularly the northeast (through building roads and police stations, training security forces, etc.), to uncertain effect.  (3) Helping the rural poor.  A.I.D. programs, inasmuch as they have attempted to enhance the power of the GOT, have tended to benefit the bureaucratic elite more than the rural poor. (4)  Private sector support.  A.I.D. has increased its activities in support of the Thai private sector, but whether this has contributed to Thailand's rapid economic growth is uncertain.  At any rate, common distinctions between ""public"" and ""private"" sector entities tend not to apply under Thailand's ""patrimonial"" system, which encourages intimate ties between government and  industry officials. (5) Institution building, training, and technical assistance.  A.I.D. has worked to increase the administrative capacity of the Thai government, which has served to reinforce traditional bureaucratic values. Current U.S. strategy focuses on remediating specific sectoral problems, such as increasing rural employment and the value-added in exports.","","Special Evaluation","Documents","","","1/1/1986 12:00:00 AM","","Military assistance|Economic assistance","Thailand","http://pdf.usaid.gov/pdf_docs/PDAAS326.pdf","349 KB","000156 - USAID. Bur. for Program and Policy Coordination. Ofc. of Evaluation","","","English","application/pdf","CDIE series|PPCeval","","Steinberg, David I.","","Jan 1986","","","AID evaluation occasional paper, no. 6","Role of external assistance in the economic development and planning of Thailand : torques and tensions in the American aid program","","PD-AAS-326","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg5NjY4","Thailand",""
"Evaluates cooperative agreement with the East-West Population Institute (EWPI) to promote broader and more effective use of demographic data and population analysis in Asian and Pacific countries. Mid-term evaluation covers the period 9/83-8/85 and is based on site visits, document review, and interviews with EWPI staff. EWPI staff are highly qualified and competent, especially in demographic research, and have actively worked with census offices and registrars, particularly in East and Southeast Asia. Considerable quantitative progress has been made in five of the six project areas, i.e., in workshops and conferences, working groups, research, resource materials, and publications.  However, there is some semantic confusion regarding the sixth area, technical consultation, which is defined by EWPI broadly to include consultation and technical cooperation, but by A.I.D. more narrowly as technical assistance; in A.I.D.'s view, there is definitely a deficit in this area. A.I.D. is also concerned with the strategy EWPI has employed, which has been more academic than applied, implemented more at EWPI headquarters in Hawaii than in Asia, focused more on analysis of demographic trends than on program and policy analysis, and more concerned with East and Southeast Asia than with A.I.D.'s high priority countries in South Asia.  A.I.D. would like to see EWPI be more direct in its capacity building efforts, i.e., provide more onsite TA and training and increase dissemination of research findings to policymakers, planners, and program managers.  EWPI is willing to modify the project's workscope to better fit A.I.D. priorities. A.I.D.'s involvement in the project, particularly at Mission level, has been limited, but both A.I.D. and EWPI appear willing to increase their interaction through more frequent personal contacts and more focused reporting.  Project expenditures are on schedule, but reimbursement by A.I.D. has recently been slow. A modified program for the cooperative agreement, which would include more emphasis on policy-relevant research, capacity building, and information dissemination - is suggested.  Other issues needing to be addressed include a gap in project direction due to the extended leave of the the co-principal investigator and the lack of a line item for funding key EWPI personnel.","Project title: Population technical assistance (POPTECH)","Special Evaluation","Documents","DPE-3024-C-00-4063-00","","1/1/1986 12:00:00 AM","","Demographic analysis|Population policy|Personnel development","Asia|Oceania","http://pdf.usaid.gov/pdf_docs/PDAAS394.pdf","1,637 KB","000673 - International Science and Technology Institute, Inc. (ISTI)","","000191 - USAID. Bur. for Science and Technology. Ofc. of Population","English","application/pdf","Indepth evaluation|Pre evaluation data|Onsite evaluation","","Reynolds, Jack","Health care education","15 Jan 1986","","Report no. 85-54-029","","East-West Population Institute's cooperative agreement with AID : an assessment","","PD-AAS-394","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg5NzYx","Development Support","9363024|9363000"
"Evaluates project in Nepal to promote the institutional development of the National Commission on Population (NCP) and to support the development of a national population policy. External end of project evaluation covers the period 1979-7/85 and is based on document review and interviews with officials of the NCP, His Majesty's Government (HMG), and with other donor representatives. The project has been in decline since mid 1983, but before then made useful progress in a number of areas.  The most significant accomplishment was NCP's lead in the government-wide population planning process, which culminated in an ambitious, but feasible, National Population Strategy aimed at reducing Nepal's total fertility rate to 2.5 by the year 2000.  A number of other activities were undertaken, including vigorous pursuit of research projects (43 research studies and major reports were carried out) and dissemination of information about population through publications and seminars.  The NCP's capacity to manage the research process grew steadily and over time the studies themselves became less theoretical and more relevant. Participant training has been successful.  Thirty persons will have received training abroad; all who have completed their studies have returned to Nepal and all but one are using the knowledge they gained in their work. The project's inclusion of participants from private, nonprofit research organizations and from junior professional ranks of government is unusual in Nepal, reflecting useful managerial initiative by the NCP. Strong support at the highest levels of HMG was a critical component of the project's successes, especially in formulating a population strategy.  The support ceased, however, with a change in political leadership, and the current HMG leaders have tended to ignore the NCP. The downturn of project activities began in mid-1983 as a result, and at present both NCP institutional strength and implementation of population strategy have waned. The project teaches that while much can be accomplished in a relatively short time by focusing assistance on key development policy issues, policy accomplishments are fragile, dependent on continued active support from top political leaders. Proposals have been made to transfer the NCP's training and basic research functions to a new organization, which would take over operations research and policy-related research while assuming all public information functions.  These proposals would seriously weaken the NCP.  Nine recommendations provided instead address revitalization of the NCP and its political base.","Project title: Population technical assistance (POPTECH)","Special Evaluation","Documents","DPE-3024-C-00-4063-00","","1/1/1986 12:00:00 AM","","Population programs|Population planning|Population policy","Nepal","http://pdf.usaid.gov/pdf_docs/PDAAS565.pdf","5,131 KB","000673 - International Science and Technology Institute, Inc. (ISTI)","","000191 - USAID. Bur. for Science and Technology. Ofc. of Population","English","application/pdf","Indepth evaluation|Evaluation team|Onsite evaluation|Pre evaluation data","","Butterfield, Samuel H.|Kumar, Bal|Banskota, Shuba","","30 Jan 1986","","Report no. 85-47-025","","Evaluation of the Nepal population policy development project","","PD-AAS-565","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTkwMTgy","Nepal","9363024|3670130"
"Evaluates the performance of an RSSA team from the U.S. Census Bureau's Center for International Research (CIR) in a project to collect and analyze demographic data for A.I.D.'s Population Division (POP). External evaluation, funded under project 9363024, covers the period 1982-1985 and is based on site visits and interviews with organizations working with CIR. The CIR has fulfilled its major obligations under the RSSA, namely, to compile, assess, and disseminate demographic and related socioeconomic data on a world-wide basis.  CIR's international data base (IDB) is a reasonably up-to-date, competently evaluated data set which probably provides statistics superior to those produced by the UN Population Division and the World Bank.  The CIR staff has strong technical competence and the quality and quantity of work are high. Also, staff members have greatly contributed to demographic literature through independently conducted research. The CIR is weak, however, in certain areas with relevance to AID-supported projects.  (1) The IDB has limited information on contraceptive prevalence and detailed fertility rates.  (2) The CIR acknowledges that its publications are sporadic, limited, and unattractive and fail to adequately represent the richness of the IDB. (3) There is little communication between POP and CIR. All three problems are remediable.  The CIR is very receptive to the suggestion that it pursue and evaluate data on contraceptive prevalence as vigorously as it does traditional demographic variables.  To do so, the IDB would have to be upgraded and software provided which could generate a pre-selected listing or grouping of countries and cross-classification of variables. Greater use could also be made of the CIR staff to train LDC nationals in demographic techniques and analysis. Finally, the time is auspicious for improving communication between POP and CIR.  A.I.D. could direct to CIR its ad hoc requests for sophisticated demographic expertise, and CIR would be better positioned to do policy-relevant research if it had more direct and frequent communication with AID/W and field staff.  It is recommended that A.I.D. fund a follow-on project at the present or higher levels.  (Author abstract, modified)","Project title: Population technical assistance (POPTECH)","Special Evaluation","Documents","DPE-3024-C-00-4063-00","","2/1/1986 12:00:00 AM","","Demographic analysis|Demographic data collection|Population censuses|Government departments|Beneficiary interviews","","http://pdf.usaid.gov/pdf_docs/PDAAS603.pdf","1,051 KB","000673 - International Science and Technology Institute, Inc. (ISTI)","","000191 - USAID. Bur. for Science and Technology. Ofc. of Population","English","application/pdf","Indepth evaluation|Evaluation team|Pre evaluation data|Onsite evaluation","","Nortman, Dorothy L.|Casterline, John B.","","1 Feb 1986","","Report no. 85-57-030","","Center for International Research/U.S. Census Bureau : an assessment of its resources support services agreement with the US Agency for International Development","","PD-AAS-603","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTkwMjg1","Development Support","9363024|9363000"
"Evaluates two subprojects (SP's) to provide secondary school scholarships to women in Bangladesh so as to increase their employment opportunities and family planning (FP) behavior. External evaluation, funded under project 9363024, covers the period through 11/85 and is based on site visits, document review, and interviews with host government, nongovernmental organization (NGO), and other-donor personnel. It appears that the SP's are having very beneficial effects - increasing female school enrollment, raising the age of marriage, lowering desired family size, and positively affecting FP knowledge, attitudes, and practices.  Effects on female employment (in the Western sense), on the other hand, seem minimal. Some 6,056 young women are currently receiving stipends covering approximately half of their schooling costs - 3,456 under the first SP, which is administered by the Bangladesh Association for Community Education (BACE), and 2,600 under the second, administered by Southern Gonounnayan Samity (SGS).  The Asia Foundation (TAF) has oversight responsibilities for both SP's. Both TAF and SGS have effectively fulfilled their implementation responsibilities, but BACE continues to have the administrative and management problems documented in earlier evaluations.  If substantial improvement is not seen within a year, USAID/B should seriously consider terminating BACE funding and reallocating the funds to a similar project through another NGO. Although there is great need to expand the scholarship program on a national basis, financial and managerial constraints make this impossible.  A more gradual expansion over the next 20 years, however, could play an important interim role in the Bangladeshi educational system until the government is ready to take over all secondary schools, and would significantly lower the population growth rate.  It is recommended that at least 50% of A.I.D. funding for female education/employment programs be directed to the program to allow immediate expansion from 2 to 15 upazillas. A variety of other female education/employment initiatives to decrease fertility are also suggested.","Companion evaluation summary: PD-ABE-772|Project title: Population technical assistance (POPTECH)","Special Evaluation","Documents","DPE-3024-C-00-4063-00","","3/1/1986 12:00:00 AM","","Secondary education|Women in development|Scholarships|Determinants of fertility|Beneficiary count","Bangladesh","http://pdf.usaid.gov/pdf_docs/PDAAS855.pdf","2,231 KB","000673 - International Science and Technology Institute, Inc. (ISTI)","","000191 - USAID. Bur. for Science and Technology. Ofc. of Population|008511 - USAID. Mission to Bangladesh","English","application/pdf","Indepth evaluation|Onsite evaluation|Pre evaluation data|Evaluation team","","Martin, Linda G.|Flanagan, Donna R.|Klenicki, Ana R.","Basic education","11 Mar 1986","","Report no. 85-63-032","","Evaluation of the Bangladesh female secondary education scholarship program and related female education and employment initiatives to reduce fertility","","PD-AAS-855","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTkwODUz","Bangladesh","9363024|3880050"
"Evaluates core grant to Agricultural Cooperative Development International (ACDI) to help establish agricultural cooperatives and credit systems.  Outside evaluation covers the period through 12/85 and is based on document review, site visits in Guatemala, Honduras, and the Philippines, and interviews with Mission, host government, and co-op officials and with farmers. Although ACDI is capably staffed and has pursued grant objectives with vigor, only partial success has been achieved due to limited demand for ACDI assistance - which in turn reflects the low priority given to cooperative development by host governments and A.I.D. Missions (especially in the Asia Region).  ACDI has had the greatest success with cooperative management training, the least in creating self-sustaining, financially viable organizations.  Results have varied among countries and regions, however, and have been largely dependent on the availability of Mission funding, as matching grants have generally not been forthcoming.  It is unlikely that ACDI will become even partially self-sustaining in the near term, unless it greatly improves its ability to generate matching grants. In the Asia/Pacific Region, the effectiveness of ACDI's regional representative has been limited, not by his qualifications, but by minimal demand for his services, which since 8/84 have been utilized by only one Mission and that for a period of less than one month; no increase in demand is likely. ACDI's equally well-qualified Latin America/Caribbean representative, on the other hand, though mostly (75%) funded through a bilateral contract with USAID/Guatemala, has been employed by many co-ops and Missions, several of which have recommended extending his services when the USAID/G contract terminates in 1/86.  However, no cooperative-to-cooperative contacts between U.S. and LAC co-ops have been initiated during the representative's tenure; it seems that U.S. co-ops lack interest in such contacts. A core grant such as this one provides valuable resources to support Mission projects in institution building; without such resources, the success of many such projects would be in doubt. Nonetheless, continued central funding for independent ACDI activity is difficult to justify unless A.I.D. gives more priority to cooperative development and ACDI finds additional funding sources.","","Special Evaluation","Documents","","","3/1/1986 12:00:00 AM","","Agricultural cooperatives|Cooperative development organizations|Institution building|Technical assistance|Limited data plus","Latin America|Caribbean|Asia|Honduras|Philippines","http://pdf.usaid.gov/pdf_docs/PDAAS878.pdf","1,400 KB","004644 - AmerInd, Inc.","","004490 - USAID. Bur. for Private Enterprise. Ofc. of Policy and Program Review","English","application/pdf","Onsite evaluation|Evaluation team|Multi country evaluation","","","Agricultural enterprises and cooperatives","Mar 1986","","","","Evaluation report of the AID grant to Agricultural Cooperative Development International (ACDI)","","PD-AAS-878","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTkwODk4","","9380225"
"Agricultural credit unions and cooperatives can be agents of integrated rural development, according to this impact evaluation of a project to assist cooperatives and credit unions in Ecuador during the period 1962-76. A.I.D. assistance to the credit union movement can be claimed as an unequivocal success.  Ecuadorean credit unions have 2.5 million members and provide major impetus for rural development, especially in the agricultural sector.  A.I.D. assistance to agricultural cooperatives has had a less widespread, though still catalytic impact on rural development, an impact which is due mainly to the fact that co-op membership in Ecuador is associated with land acquisition and with the creation of new communities; in many cases, cooperatives were the first or main community organization, through which members expressed demands for health, education, and other services.  Ironically, the Improved Rural Life (IRL) program, a small project add-on specifically aimed at helping co-op members acquire multisectoral services, had little effect on integrated rural development.  The primary reason for this difference is that the cooperative approach, unlike the IRL, succeeded in rewarding community participation and initiative. However, of the five cooperative federations assisted by A.I.D. under the project, only the credit union federation attained financial viability.  Several lessons pertinent to cooperative development can be learned:  (1) financial viability is hard for agricultural cooperative federations to achieve, because in most cases there is no obvious service that they can provide more effectively than the private or governmental sectors; (2) credit programs for co-ops must be linked with skilled technical assistance; (3) technical agricultural skills must be conveyed to cooperative farmers at the outset; and (4) education in cooperative management is essential at all levels to alleviate problems like those facing Ecuadorean cooperatives today - infighting and lack of communication, corruption and poor financial management, lack of unified leadership, and the as yet unaddressed issue of how to replenish the leadership cadre in successful cooperatives, all of which are dominated by one to three leaders.","","Special Evaluation","Documents","","","1/1/1986 12:00:00 AM","","Agricultural cooperatives|Credit unions|Agricultural credit|Integrated rural development","Ecuador","http://pdf.usaid.gov/pdf_docs/PNAAL062.pdf","1,950 KB","000156 - USAID. Bur. for Program and Policy Coordination. Ofc. of Evaluation","","","English","application/pdf","Evaluation team|Indepth evaluation|Impact evaluation|Social science evaluation|Ex post evaluation|CDIE series|PPCeval","","Soos, Helen E.|Weber, Clemence J.|et al.","Economic growth and development","Jan 1986","","","AID project impact evaluation report, no. 59","Ecuador : private sector cooperatives and integrated rural development","","PN-AAL-062","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTkxMDM3","Ecuador","5180096"
"Evaluates project to help LDC organizations analyze and disseminate population and family planning (FP) information. Mid-term external evaluation covers the period through 6/85 and is based on document review, site visits, and interviews with Westinghouse Health Systems (WHS), A.I.D., and LDC personnel. The small WHS project staff has performed well and targets are being met or exceeded in all areas save that of population reports:  13 countries, plus the Sahel Institute, have received TA visits (total of 33 trips); microcomputer systems have been installed in 7 countries, and related training and software supplied; 4 comprehensive population/FP data files have been developed; 76 requests for special tabulations and basic information have been filled; and 18 policy briefs have been prepared. The volume of requests for TA and microcomputers has been far greater than expected.  In response, WHS has been very resourceful in stretching funds as far as possible.  TA recipients and Missions have been uniformly pleased with results, and WHS staff are viewed as both competent and easy to work with. Adapted microcomputer systems have been expertly installed, carefully planned, and adequately tested.  Problems over responsibility for computer maintenance, not unusual in such projects, have been resolved in each instance.  However, the demographic analysis program manual produced by WHS needs to be simplified and there is a need for Spanish-language documentation and training materials (e.g., lesson plans).  Also, insufficient time has been given to follow-up training. While the data files prepared are useful for a variety of audiences, requests for data (especially requests requiring data analysis) take up considerable staff time, and there is a question as to whether requests from non-AID personnel should be discouraged.  Also, inadequate facilities and personnel shortages at the A.I.D. computer center constrain the efficient use of the files. Preparation and dissemination of population reports are far behind schedule and of those planned, only two - on natural FP and on microcomputer applications - are of importance to the project and should be completed.  Generally, WHS should focus instead on responding to TA requests.","Project title: Population technical assistance (POPTECH)","Special Evaluation","Documents","DPE-3024-C-00-4063-00","","3/1/1986 12:00:00 AM","","Demographic analysis|Family planning|Information dissemination|Information storage and retrieval systems|Technical assistance|Computer technology","","http://pdf.usaid.gov/pdf_docs/PDAAT004.pdf","3,908 KB","000673 - International Science and Technology Institute, Inc. (ISTI)","","000191 - USAID. Bur. for Science and Technology. Ofc. of Population","English","application/pdf","Indepth evaluation|Onsite evaluation|Evaluation team|Multi country evaluation","","Micklin, Michael|Foreit, Karen|McCarthy, James","","11 Mar 1986","","Report no. 85-44-022","","Evaluation of demographic data for development project","","PD-AAT-004","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTkxMDgx","Development Support","9363024|9363000B"
"The performance of project design approaches which maximize flexibility during implementation and thus allow for mid-course changes is compared with that of traditional, more specific designs.  An initial section summarizes the two perspectives, citing experience with irrigation projects to clarify how flexible designs differ from standard project designs.  The use of flexible design concepts by USAID/Phillipines in four core projects provides the basis for discussion in section two of common design characteristics and the Mission's experience with initial implementation.  Particular attention is given to the project management demands of these projects.  Also, a distinction is made between two types of flexible design - rolling design, which specifies a project's ends but not its means, and process design, which remains general in regard to both.  Advantages and disadvantages of flexible design are discussed and recommendations regarding its use provided.","","Special Evaluation","Documents","","","1/1/1986 12:00:00 AM","","Development project design|Development project management|Case studies|Irrigation|USAID","Philippines","http://pdf.usaid.gov/pdf_docs/PNAAU631.pdf","103 KB","003433 - USAID. Bur. for Program and Policy Coordination. Center for Development Information and Evaluation (CDIE)","","","English","application/pdf","CDIE series|PPCeval","","Hermann, Chris","Development assistance","Jan 1986","","","AID evaluation occasional paper, no. 3","Flexible project design approaches : AID/Washington views and examples from the Philippines","","PN-AAU-631","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTkxMDkz","",""
