Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"The goal of MCHIP project in Zimbabwe was to contribute to accelerated and sustainable improvement in maternal, newborn, and child health (MNCH) through the scaling up of evidence-based, high impact, and integrated interventions. &nbsp;The project aims to contribute to reductions in maternal and child mortality and thus support Zimbabwe's progress towards Millennium Development Goals (MDGs) four and five on reducing child mortality and improving maternal health. &nbsp;The purpose of this Zimbabwe MCHIP end of project evaluation was to: (1) ascertain the extent to which the MCHIP intervention contributed to overall learning and innovation in MNCH care in Zimbabwe at national, district and health facility and community levels; (2) provide detailed analysis of determinants of program performance; and (3) provide critical information and document lessons learned for future USAID/key stakeholder project design and evaluation. &nbsp;The evaluation was carried out between October and November of 2013. &nbsp;(Excerpt, modified)","'AID-613-TO-13-00002 under Contract AID-RAN-I-00-09-00019'|Separate document containing the annexes has been appended","Final Evaluation Report","Documents","AID-613-TO-13-00002|RAN-I-00-09-00019-00","","3/1/2014 12:00:00 AM","","","Zimbabwe","http://pdf.usaid.gov/pdf_docs/PA00JT22.pdf","2,834 KB","011933 - Social Impact, Inc.","","008628 - USAID. Mission to Zimbabwe|013413 - USAID. Bur. for Policy, Planning and Learning. Ofc. of Learning, Evaluation and Research","English","application/pdf","","","Putney, Pamela|Drysdale, Sean|Mutandwa, Roy","Maternal child health care","5 March, 2014","","","","End of project evaluation of the maternal and child health integrated program (MCHIP) in Zimbabwe","","PA-00J-T22","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ3MzQx","Zimbabwe",""
"The Mexico low emissions development (MLED) program is intended to address Mexico&rsquo;s contribution to global climate change (GCC) and global greenhouse gas (GHG) emissions by assisting federal and state governments, businesses, and other stakeholders in establishing the key enabling conditions and tools needed to participate in emerging international GHG management frameworks and helping them to meet obligations under the Copenhagen Accord.&nbsp; Tasks evaluated were: (1) low emissions development strategy; (2) strengthening of GHG measurement, reporting, and verification; (3) implementing clean energy projects; and (4) MLED management and GCC coordination.&nbsp; The evaluation team believes that the project has been highly successful so far, and will offer substantial added benefits if continued for an additional two years. &nbsp;(Excerpt, modified)","'This is the report of a mid-term evaluation of the Mexico Low Emissions Development (MLED) Program that was carried out in March 2014 by a three-person evaluation team. The original program was awarded to Tetra Tech in September 2011. MLED is a three-year program with a two-year option period and is funded by the Mexico Mission of the United States Agency for International Development (USAID). The MLED Program is intended to address Mexico’s contribution to global climate change (GCC) and global greenhouse gas (GHG) emissions by assisting federal and state governments, businesses, and other stakeholders in establishing the key enabling conditions and tools needed to participate in emerging international GHG management frameworks and helping them to meet obligations under the Copenhagen Accord.'|Evaluated project title: Mexico low emissions development (MLED)","Special Evaluation","Documents","AID-523-TO-14-00001|AID-RAN-I-00-09-00008|RAN-I-00-09-00008-00","","4/1/2014 12:00:00 AM","","Greenhouse gas emissions|Climate change|Global warming|Community leadership|Environmental management|Environmental impact","Mexico","http://pdf.usaid.gov/pdf_docs/PA00JT95.pdf","623 KB","006007 - AMEX International, Inc.","","008577 - USAID. Mission to Mexico|013413 - USAID. Bur. for Policy, Planning and Learning. Ofc. of Learning, Evaluation and Research","English","application/pdf","","","Fox, James|Segoviano, Alma|Fuentes, Rolando","Renewable energy resources","7 April 2014","","","","Performance evaluation of the Mexico low emissions development (MLED) program : final report","","PA-00J-T95","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ3NTQw","Mexico",""
"","","Final Evaluation Report","Documents","","","","","","Mauritania","http://pdf.usaid.gov/pdf_docs/PA00JTGS.pdf","2,012 KB","","","","English","application/pdf","","","","Food security","12/10/2013","","","","Final evaluation of the Kankossa emergency assistance program","","PA-00J-TGS","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ3Njk4","",""
"The purposes of this evaluation of USAID/Kyrgyz Republic's Project on the National (University) Admissions Test (NAT) are: (1) to learn about the results of the project, i.e., to provide information and recommendations about the organizational sustainability of the Center for Educational Assessment and Teaching Methods (CEATM) and to inform the design of future higher education activities for USAID in the region; and (2) to build the evaluation capacity of USAID staff members. (Excerpt)","At head of title: Program Cycle Service Center|Executive summary in Russian: PB-AAA-093","Final Evaluation Report","Documents","AID-OAA-M-11-00026","","4/1/2014 12:00:00 AM","","","Kyrgyzstan|Eurasia","http://pdf.usaid.gov/pdf_docs/PBAAA094.pdf","1,921 KB","009054 - DevTech Systems, Inc.","","013413 - USAID. Bur. for Policy, Planning and Learning. Ofc. of Learning, Evaluation and Research","English","application/pdf","","","Horn,Nancy|Kilraine, Lacy|et al.","Education (General)","18 April 2014","","","","Learning evaluation of USAID/Kyrgyz Republic's national admissions test (NAT) project","","PB-AAA-094","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ3NzM0","",""
"","Project title: Learning, evaluation, and analysis project (LEAP)","Final Evaluation Report","Documents","AID-OAA-C-11-00169","","1/1/2013 12:00:00 AM","","","Ethiopia","http://pdf.usaid.gov/pdf_docs/PA00JTJF.pdf","2,269 KB","Optimal Solutions Group, LLC; Cambridge Resources International Inc.","","013891 - USAID. Bur. for Economic Growth, Education and Environment. Ofc. of Economic Policy","English","application/pdf","","","Glenn P. Jenkins, Cost-Benefit Manager; Mikhail Miklyaev, Cost-Benefit Analyst;  Mergia Bekele, Local Consultant","Agricultural development","March 17, 2013","","","","Cost-Benefit Analysis Of The Milk-Processing Plant Enhancement In Jijiga City, Ethiopia. Pastoralists Resilience Improvement And Market Development (Prime) Final Report","","PA-00J-TJF","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ3NzQ0","",""
"","Project title: Learning, evaluation, and analysis project (LEAP)","Final Evaluation Report","Documents","AID-OAA-C-11-00169","","1/1/2012 12:00:00 AM","","","Rwanda","http://pdf.usaid.gov/pdf_docs/PA00JTJG.pdf","183 KB","Optimal Solutions Group, LLC; Cambridge Resources International Inc.","","013891 - USAID. Bur. for Economic Growth, Education and Environment. Ofc. of Economic Policy","English","application/pdf","Feed the Future Initiative (FTF)","","Yanqing Xu, Cost-Effectiveness Analyst ;Berkan Mustapha Tokar, Cost-Effectiveness Analyst ; Omotola Awojobi, Cost-Effectiveness Analyst ; Glenn P. Jenkins, Cost-Benefit Manager","Nutrition education","September 7, 2012","","","","Cost–Effectiveness Analysis Of Usaid/Rwanda Feed The Future Project, Nutrition: Behavior Change And Social Marketing Phase 1 Final Report.","","PA-00J-TJG","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ3NzQ1","",""
"USAID/Armenia funded the four-year Entrepreneurship and Civic Activism for Young People program, which was launched in April 2011 by Junior Achievement of Armenia (JAA).&nbsp; The project combines a longer-standing effort to improve youth education in economics with the added goals of increasing entrepreneurship and community-based civic activities that address community needs by equipping Armenian youth with the skills and knowledge necessary to compete and succeed in tomorrow's world.&nbsp; JAA operates a number of related programs to educate students on international business practices, ethics, and corporate social responsibility (CSR) issues. &nbsp;The performance evaluation focused on the following questions: (1) are the project goals ambitious enough, yet attainable and supported by context analysis (including alignment with the country's economic, civic, education and youth development policies and strategies); (2) is the current project design based on sound development hypotheses leading to the achievement of sustainable results; (3) has the replication of the past project been a justified approach for the implementation of the current project; (4) how efficient is the project in achieving its goals (e.g. how are resources/inputs such as funds, expertise, time, etc. converted to produce outputs) [and] what is the balance of administrative vs. program costs; and (5) how broad are the scopes and the ideas of the projects implemented by the students?&nbsp; This evaluation contains performance analyses of each of the five key questions derived using evidence compiled through document reviews, semi structured interviews with stakeholders, focus groups, and observation of JAA-supported activities, taking into account the hypotheses derived from the statement of work (SOW) and evaluations of comparable programs in other countries.&nbsp;&nbsp; (Excerpt, modified)","Evaluated project title: Entrepreneurship and civic activism for young people|Project title: Learning, evaluation, and analysis project (LEAP)","Special Evaluation","Documents","AID-OAA-C-11-00169","","1/1/2014 12:00:00 AM","","","Armenia","http://pdf.usaid.gov/pdf_docs/PA00JTJH.pdf","890 KB","040314 - Optimal Solutions Group, LLC","","013891 - USAID. Bur. for Economic Growth, Education and Environment. Ofc. of Economic Policy","English","application/pdf","","","Turner, Mark|Monnard, Alexandre|et al.","Economic growth and development","31 January 2014","","","","Mid-term performance evaluation of junior achievement of Armenia (JAA) entrepreneurship and civic activism for young people : final report","","PA-00J-TJH","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ3NzQ2","",""
"The poverty reduction by increasing the competitiveness of enterprises (PRICE) project was implemented between 2008 and 2013 and follows several other USAID enterprise development projects. &nbsp;The main objective of this program was to reduce poverty sustainably by increasing enterprise competitiveness across three main sectors in Bangladesh: horticulture, aquaculture, and leather. &nbsp;Specific PRICE objectives across the three sectors included improving pro-poor economic opportunities, workforce skills, social compliance practices, governance practices related to economic growth and poverty reduction, small and medium enterprise (SME) development, growth of the non-textile private sector, and the capacity and use of knowledge management systems. &nbsp;The purpose of the PRICE final performance evaluation is to assess the effectiveness of the PRICE project in achieving its program objectives, to evaluate any constraints to achieving expected results, and to provide recommendations and lessons learned for future private-sector competitiveness and value chain development programs. &nbsp;There were six&nbsp;questions guiding the evaluation process: (1) how successful has PRICE been in increasing sector competitiveness and removing constraints at the local, national, and international levels and is success limited to a few PRICE beneficiaries/enterprises and selected geographic locations; (2) as suggested in the mid-term evaluation, how has PRICE improved the value chain market linkages to complement its production focus; (3) how did the project extension and 2011 re-alignment of PRICE's focus to support horticulture in the Feed the Future region affect PRICE's effectiveness and results achievement; (4) are women more empowered across the three value chains than they otherwise would have been as a result of the PRICE interventions and what has been the impact of PRICE interventions and trainings in creating jobs for women in the value chains; (5) how effective have the SME and workforce development initiatives by PRICE been in the leather sector growth; and (6) what institutional capacity-building lessons learned from PRICE should USAID carry forward to future value chain, hunger, and poverty alleviation investments? &nbsp;The conclusion of key findings summarizes the PRICE project as an overall success, with significant improvements made in increasing competitiveness in the horticulture, aquaculture, and leather sectors in Bangladesh. &nbsp;Many goals were achieved, and future projects can build on PRICE's established practices. &nbsp;(Excerpt, modified)","Evaluated project title: Poverty reduction by increasing the competiveness of enterprises (PRICE)|Project title: Learning, evaluation, and analysis project (LEAP)","Final Evaluation Report","Documents","AID-OAA-C-11-00169","","1/1/2014 12:00:00 AM","","","Bangladesh","http://pdf.usaid.gov/pdf_docs/PA00JTJJ.pdf","1,914 KB","040314 - Optimal Solutions Group, LLC","","013891 - USAID. Bur. for Economic Growth, Education and Environment. Ofc. of Economic Policy","English","application/pdf","","","Ortiz, Anthony|Dadzie, Christabel|et al.","Poverty reduction","13 January 2014","","","","Poverty reduction by increasing the competiveness of enterprises (PRICE) final performance evaluation : final report","","PA-00J-TJJ","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ3NzQ3","Bangladesh",""
"","At head of title: Catholic Relief Services - USCCB","Special Evaluation","Documents","GHN-A-00-08-00007-00","","12/1/2010 12:00:00 AM","","","Nicaragua","http://pdf.usaid.gov/pdf_docs/PBAAA129.pdf","14,167 KB","007337 - Catholic Relief Services (CRS)","","000035 - U.S. Agency for International Development (USAID)","English","application/pdf","","","Charleston, Renee","Maternal child health care","December 2010","","","","Child survival and health grant program implemented by CRS-Nicaragua, Caritas Matagalpa Diocese and the Ministry of Health-Nicaragua : mid term evaluation","","PB-AAA-129","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ3ODU0","Nicaragua",""
"The overall objective of the Excellence in Higher Education Liberian Development (EHELD) project is to build regionally recognized and competitive academic Centers of Excellence (CoEs) that produce graduates who become leading professionals and entrepreneurs in the fields of engineering and agriculture in Liberia.&nbsp; The EHELD project's overall objectives are to: (1) develop a pipeline of secondary school students to increase access and attract talented students into the engineering and agriculture fields, with a focus on females; (2) assist the faculty and leaders of University of Liberia (UL) and Cuttington University (CU) to develop their capacity to create CoEs for the engineering and agricultural sciences; and (3) develop public-private partnerships for informing and supporting the CoE programs and the transition of their graduates into the workforce.&nbsp; The purpose of this mid-term assessment is to provide information about how well EHELD's strategy and related activities contribute to achieving the expected outcomes and to provide guidance for the project&rsquo;s implementation for the time remaining to assist in ensuring achievement of those outcomes and their sustainability.&nbsp; The EHELD project has made commendable progress delivering many of the foundational components needed to improve the agricultural and engineering programs at CU and the UL, two very different higher education institutions in Liberia.&nbsp; This is the first higher education project to be implemented in Liberia since the end of the civil war and the project's achievements to date should be appreciated in this postwar and resource scarce environment.&nbsp; Greater emphasis is now needed at this juncture of the project on fostering ownership and institutionalization among partners to fully use, support and sustain the assets that have been put in place with project support.&nbsp; (Excerpt, modified)","Evaluated project title: Excellence in higher education for Liberian development (EHELD)|Project title: Liberia monitoring and evaluation program (L-MEP)","Special Evaluation","Documents","669-C-00-10-00181-00|AID-669-C-00-10-00181","","5/1/2014 12:00:00 AM","","Higher education|Educational development|Professionals|Access to education|Engineers|Agricultural occupations|Universities and colleges|Female empowerment|Girls education|Rural development|Private sector","Liberia","http://pdf.usaid.gov/pdf_docs/PA00JTQN.pdf","1,593 KB","008360 - Mitchell Group, Inc.","","008570 - USAID. Mission to Liberia","English","application/pdf","","","","Higher education","May 2014","","","","Mid-term assessment of the excellence in higher education Liberian development (EHELD) project","","PA-00J-TQN","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ3ODkw","Liberia",""
