Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Evaluates project to decentralize educational planning in Peru. Special evaluation covers the period 1975-81 and is based on document review, site visits, and interviews with educational administrators. While the project failed to achieve most of its goals -- many of them unrealistic -- due to dwindling financial and political support from the host government, it did facilitate some deconcentration, a necessary intermediate step toward decentralization. The project also improved administrative efficiency and responsiveness, increased regional budget autonomy, and gathered educational statistics. In-country training was the project's strongest feature and exceeded targets; 1,123 people, mostly from intermediate and central levels, were trained.  Provision of typewriters and calculators helped strengthen the planning infrastructure in about 50% of intermediate and 10% of lower level offices.  In addition, two planning manuals, potentially useful elsewhere in Latin America, were produced and 2,660 publications were distributed nationwide. On the negative side, only about 50% of planned participant training was provided; most was short-term and of questionable value.  Only minimal technical assistance was provided due to problems in finding personnel and to shorter than desirable service terms.  As a result, five of six planned research projects were never conducted and data from the sixth project were not used. The attempt to develop a model local planning system was largely unsuccessful but did demonstrate that individualized learning packets are currently inappropriate in Peru. The project also taught that educational projects are very vulnerable to economic and political changes and thus require:  (1) a flexible design; (2) reliance on management located at those levels least subject to flux; (3) initial training of lower-level personnel to carry out new duties; (4) realistic goal achievement indicators; and (5) thorough analysis of the system and constraints within which the project will operate.","Attached to PD-AAL-475|Evaluation period: 1975-1981","Special Evaluation","Documents","","","1/1/1982 12:00:00 AM","","Decentralization|Educational administration|Educational policy|National level","Peru","","","002636 - Peru. Ministry of Education. Ofc. of Education Planning","","","English","","Indepth evaluation|Evaluation team|Onsite evaluation|Final EOPS","","Krueger, Christine","","Jan 1982","","","","Decentralization of educational planning in Peru, 1975-1981 -- an evaluation of project implementation and progress","","XD-AAL-475-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyNjU1","Peru","5270158"
"Evaluates project to upgrade the Syrian Ministry of Health's (MOH) Technical Health Institute (THI).  Special evaluation covers the period 10/80-1/82 and is based on site visits and interviews with THI, USAID/S, and Medical Services Consultants, Inc. (MSCI) contractor personnel. Progress improved since the evaluation of 10/80.  The THI now has an energetic director, full MOH support, and improved relations with MSCI. There are 420 students enrolled in 2-year THI programs in radiology, pharmacy, laboratory technology, public health, and physiotherapy; five program instructors and 24 teachers are in place; curricula and overviews of each profession were prepared; and compilation of lecture notes for 85 courses -- a priority for the next 9 months -- began.  The MSCI team was in place 10/81, providing 46% of scheduled assistance. Although 24 THI graduates were scheduled for U.S. health training, only 18 had adequate English skills, and only 15 completed the year at Essex Community College in Maryland.  Participants are now spending their second year at Tulane University, Massachusetts School of Pharmacy, or Iowa State University, but a new program must be found for two radiology students dissatisfied with the Iowa program, and a physiotherapy candidate must still be found. Evaluators criticized participants for emphasizing technical training needed for certification in their fields and for private practice rather than acquiring the skills needed for effective service to the THI. All will return 9/82, but the original assumption that they would become THI instructors was overly optimistic.  Instead, the returnees will become tutors and laboratory technicians. Laboratory renovations are complete and commodity procurement funds are 75% expended. It is recommended that: (1) the project be extended at least 1 year to 12/31/83; (2) USAID/S, THI, and MSCI meet regularly; (3) added training be provided in physiotherapy and equipment maintenance and repair; (4) commodity ordering be completed; (5) MSCI assist in equipment installation and maintenance; (6) all books and journals be cataloged for the THI library; (7) orientation be provided to returning trainees; (8) instructional programs and field facilities development continue; and (9) the effectiveness of the new curricula be evaluated.","Attached to PD-AAJ-208|Evaluation period: Oct 1980-Jan 1982","Special Evaluation","Documents","","","1/1/1982 12:00:00 AM","","Training centers|Teacher training|Physical therapy|Participants|Graduate education|Institution building|Pharmacology education|Public health care|Health education|Educational materials|Medical education|Curriculum|Laboratories|Technicians|Technical training|Medical equipment|Beneficiary count|Project change","Syria","http://pdf.usaid.gov/pdf_docs/XDAAJ208A.pdf","2,145 KB","","","","English","application/pdf","Indepth evaluation|Evaluation team|Onsite evaluation","","Wiles, John W.|Lennox, Robert W.","","Jan 1982","","","","Joint evaluation of technical health institute","","XD-AAJ-208-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUyNzEx","Syria","2760019"
"Evaluates project to promote dissemination and use of policy-relevant population research.  Special evaluation, attached to four trip reports, covers the period 6/80-8/81 and is based on document review and on site interviews with project staff. Despite delays both within and beyond the control of the contractor, Battelle Memorial Institute (BMI), the basic concept and design of the project appear valid and achievable. Although initial trips have been made to the 10 targeted countries, only the Sudan strategy paper has been prepared; drafts of the others are unduly (7-10 months) late. Agreements on country-specific core projects are complete (i.e., all subcontracts signed) only in Jordan.  The Jordanian subcontractors, as well as those in Peru, Nepal, and Turkey, however, seem appropriate and have selected relevant research topics.  Although topics have not been selected for regional and comparative studies, the six planned briefing books on Ghana, Nigeria, Rwanda, Turkey, Jordan, and Morocco have been completed.  Moreover, significant improvements have been made in the BMI staff -- a new full-time project director was appointed and three senior population specialists were assigned as part-time project advisors. It is therefore recommended that BMI: (1) prepare strategy papers immediately for countries where core projects are now being implemented or planned; (2) continue to assign priority to implementing core projects and expediting completion of subcontracts; (3) devote more senior staff time to developing country strategies, core projects, and dissemination plans and to monitoring project activities; (4) finalize topics for comparative studies soon, giving special consideration to the relationship between women, population, and development; (5) review contract deliverables to ascertain which are feasible over the remaining 18 months and adjust budgeting and staffing accordingly; (6) develop a standard subcontract form which gives host countries the right to distribute and disseminate all research findings; and (7) submit trip reports within 30 days after a trip.","See Analytics: XD-AAJ-063-A-D|Evaluation period: Jun 1980-Aug 1981","Special Evaluation","Documents","AID/dspe-C-0053","","2/1/1982 12:00:00 AM","","Demographic research|Sociology research|Population economics|Economic research|Population policy|Population planning|Information dissemination|Information networking|Seminars|Population and demography|Technical assistance","","http://pdf.usaid.gov/pdf_docs/PDAAJ063.pdf","1,325 KB","000262 - American Public Health Association","","","English","application/pdf","Multi country evaluation|Indepth evaluation|Onsite evaluation","","Baker, Raymond|Baron, Barnett|et al.","","3 Feb 1982","","","","Evaluation of the population and development project of Battelle Memorial Institute","","PD-AAJ-063","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzMjM3","Development Support","9365900"
"Evaluates project, implemented by the American Public Health Association (APHA), to strengthen A.I.D.'s ability to promote, design, implement, and evaluate primary health care (PHC) and family planning (FP) delivery projects.  Special evaluation covers the period 10/79-3/81 and is based on document review, interviews with APHA and A.I.D. staff, discussions with users of project products and services, and visits to health and population agencies in New York and Boston. Regarding the promotional information and education component, two of three planned regional conferences (in Thailand and Togo) and four of six planned workshops (in Jamaica, St. Lucia, Botswana, and Tunisia) have been held; a regional conference in Latin America and two workshops in Asia are planned for 1982. Also, the first of three international conferences was held 2/81 in Calcutta. The quarterly newsletter is well written but its circulation limited; its effectiveness should be reassessed. Sixteen informational packets have been distributed to 150 A.I.D. and non-A.I.D. personnel; however, alternative means of information dissemination should be explored.  The function of the Resource Center needs clarification. Under the evaluation and special studies component, four volumes tracking the status of AID-assisted projects by region were completed, and a summary volume analyzing common problems is nearly complete. Work has begun on 10 global reviews of PHC issues, but their audience and the choice of topics needs clarification.  One special study - on growth monitoring of pre-school children - has been published, and a workshop on community participation was organized in Washington in 11/80. Because the data bank storing information on 300 PHC and FP projects contains old data and is little used, it should be discontinued. In terms of technical advisory services, short-term consultant assistance was provided on request to Mission health and population personnel.  Services have been excellent and in such demand that contractual obligations will be exceeded before the contract ends. It is recommended that the role of the project in relation to various A.I.D. units be clarified and that the project's impact be further assessed.","","Special Evaluation","Documents","AID/dspe-C-0053","","1/1/1982 12:00:00 AM","","Health delivery|Family planning services|Delivery systems|Health care planning|Development project evaluation|Impact assessment|Management information systems|Technical assistance","","http://pdf.usaid.gov/pdf_docs/PDAAJ009.pdf","4,431 KB","","","","English","application/pdf","Indepth evaluation","","Cash, Richard A.|Cernada, George P.|et al.","","Jan 1982","","","","Evaluation of work performed by the American Public Health Association for the Agency for International Development","","PD-AAJ-009","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzMjM5","Development Support","9365900"
"Evaluates project to promote small rural enterprises in Peru. Impact evaluation covers the period 5/79-2/82 and is based on questionnaires administered to project participants, document review, and beneficiary interviews. The project has enabled the Industrial Bank of Peru's (BIP) Rural Development Fund Program (FDR) to establish an accessible revolving credit fund and to provide technical assistance to small industrial, service, and commercial enterprises.  Small enterprise lending by BIP has grown from 3.4% to 50% of all new loans since project initiation in 1975 and is now institutionalized within BIP.  Survey results of 85 randomly sampled entrepreneurs from 4 of the 19 participating BIP branches now enjoying greater autonomy, indicate success in creating income generation, employment opportunities, and economic development in the Peruvian high sierra.  BIP loans have generated on an annual basis: $60 million in net profits and salaries to owners; $19 million in income to new employees; and $50 million in sales to Peruvian suppliers, a return of three to one. Approximately 15,700 jobs were created or sustained.  Such economic improvements justify continued program support and expansion (although the 1981 fund decapitalization has resulted in more limited lending based on the demographic composition of communities). To improve the program further, it is recommended that the FDR: computerize branches and improve branch filing systems, and its overall management information system; report annually to A.I.D. on the sources and uses of FDR funds in Peruvian soles; include information on sales, profits, and employment in feasibility studies for loan applications; update the credit manual to better serve management; require annual branch reports on all loans disbursed, delinquencies, and defaults; create a mechanism whereby delayed loans may maintain their real value; select a higher proportion of field staff for future overseas training; charge profitable branches for the costs of funds and services provided by the central bank; indicate to sub-borrowers the expected changes in interest rates; provide additional banking services to FDR borrowers and clients with commercial loans; and expand technical assistance to sub-borrowers.","Attached to PD-AAJ-471|Evaluation period: May 1979-Feb 1982","Special Evaluation","Documents","","","2/1/1982 12:00:00 AM","","Rural areas|Business enterprises|Small scale enterprises|Employment|Management information systems|Decentralization|Management|Industrial development banks|credit|Financial institutions|Technical assistance|Beneficiary interviews|Sampling method","Peru","http://pdf.usaid.gov/pdf_docs/XDAAJ471A.pdf","4,011 KB","006727 - Development Alternatives, Inc. (DAI)","","","English|Spanish","application/pdf","Evaluation team|Indepth evaluation|Onsite evaluation|Impact evaluation","","Goldmark, Susan G.|Deschamps, Jean J.|et al.","","Feb 1982","","","","Impact evaluation of the Industrial Bank of Peru's rural development fund (USAID/Peru rural enterprise development I and II)","","XD-AAJ-471-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzNTE4","Peru","5270176|9311090"
"Evaluates project to stimulate the development of renewable energy resources in Morocco.  Special evaluation covers the period 11/79-11/81 and is based on document review and interviews with USAID/M and Moroccan project personnel. Progress was hampered by a conflict between USAID/M and AID/W over project focus, the former emphasizing the project's research and development role and the latter viewing the project as a financially viable commercial investment.  Planned project outputs have been only partially achieved.  U.S. training in renewable energy was provided to six engineers; U.S. training for four other engineers is underway. Engineers and other staff also received English lessons.  The director of the Center for the Development of Renewable Energies (CDER) and his assistant received preparation for U.S. training.  Four feasibility and preliminary design studies for three small hydroelectric systems were completed.  Several preliminary schematic designs for a CDER headquarters in Marrakech were completed; construction is to start in the spring of 1982.  A study and preliminary design of wind/solar irrigation pumping stations were also completed. Primary problems which have constrained project progress include administrative and bureaucratic delays within the Ministry of Energy and Mines (MEM); USAID/M's inexperience in executing a project of this nature; communication failures between the MEM and A.I.D.; lack of continuous project monitoring; MEM and A.I.D. staff changes; and A.I.D.'s insistence on contracting with one firm for all services, despite the firm's lack of experience in some areas. External factors which affected implementation include the MEM's lack of leadership due to its total dependence on A.I.D. for funds, weak logistical support within the MEM, and delays in establishing the CDER's institutional autonomy. To improve project performance, it is recommended that USAID/M: coordinate schedules between A.I.D. and the MEM; provide more technical assistance in the execution of project studies; determine the level of technical assistance needed for project completion; and develop evaluation criteria based on verifiable indicators.  In addition, A.I.D. should follow USAID/M's advice to avoid inadequate contracting.","Attached to PD-AAJ-661","Special Evaluation","Documents","","","3/1/1982 12:00:00 AM","","Renewable energy resources|Energy resource development","Morocco","http://pdf.usaid.gov/pdf_docs/XDAAJ661A.pdf","576 KB","008579 - USAID. Mission to Morocco","","","English","application/pdf","Indepth evaluation","","","","15 Mar 1982","","","","Renewable energy development, evaluation of phase I","","XD-AAJ-661-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzNzA5","Morocco","6080159"
"Evaluates project to upgrade the Jamaican Ministry of Health's (MOH) ability to provide child health services.  Final external evaluation covers the period 11/77-6/81 and is based on document review, interviews with A.I.D. and project personnel, and site visits. This project suffered the consequences of shifting Government of Jamaica (GOJ) priorities and economic decline during the 21-month lag between project design and start-up of implementation. Planned efforts in health sector information management and manpower development, basic training, and functional analysis were either not realized or reassigned to other donors.  The GOJ expanded the project from a planned pilot area (Cornwall County) to encompass the entire country and failed to allocate P.L. 480 counterpart funds as planned for primary health care (PHC) training and equipment. Given these constraints, inservice training achievements were remarkable.  Two training specialists, one assigned on short notice to Kingston, the other highly esteemed trainer to Cornwall County, worked together to develop inservice training for PHC health center workers. They helped plan workshops for 340 midwives, trained 36 trainer coordinators (25 in Cornwall), and developed regional and parish-level training coordinating committees.  An estimated 925 PHC workers in Cornwall were trained in service delivery/outreach. Support was provided to 100 University of the West Indies medical students interning at rural PHC clinics.  Students also conducted three studies - one, unplanned, on Jamaica's infant mortality rate; the other two identifying health service and training needs in two parishes, the results of which were incorporated into ensuing training.  While the studies could not confirm the effect of project activities on infant health or health services, the two students involved later became health officers in Cornwall. Lessons learned:  beware of long delays prior to implementation and of relying on P.L. 480 counterpart funds; there is no substitute for good people; inservice training is not a panacea for management problems; changes in basic health indices are poor measures of project outcomes; shifting priorities require a flexible response.","","Final Evaluation Report","Documents","","","3/1/1982 12:00:00 AM","","Medical education|Primary health care|Pilot projects|Beneficiary count","Jamaica","http://pdf.usaid.gov/pdf_docs/PDAAJ669.pdf","1,106 KB","000262 - American Public Health Association","","","English","application/pdf","Final EOPS|Evaluation team|Onsite evaluation","","","","Mar 1982","","","","Report on the final evaluation of the health improvement for young children project","","PD-AAJ-669","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzNzE5","Jamaica","5320040"
"Evaluates project to promote production of basic food crops in Burundi. Special evaluation covers the period 1980-2/82 and is based on site visits, document review, and interviews with USAID/B, contractor, and Government of the Republic of Burundi (GRB) personnel. Despite an 18-month delay in starting construction of the seed farm (leading to a $491,000 cost overrun), most inputs are now poised for implementation and the project is moving smoothly toward achieving its outputs. Work on support buildings for the 400 ha Kajondi seed farm started 1/82 and work on the farm itself will commence in late 1982. Nonetheless, the GRB has assigned a staff of 10 professionals and 150 casual laborers to conduct farming operations, and the farm has produced one (1981) crop of buckwheat, maize, lupine, and wheat seed.  Of the 11.5 tons of Romany wheat seed produced, 7.5 tons was turned over to Burundi University's Department of Agronomy for distribution to farmers. The maize crop, of poor quality, was sold as cattle feed; the buckwheat and maize seeds were replanted.  While a green manure and liming program has been developed to address the acidity and aluminum toxicity of the farm's soils, development of production techniques has not begun. Problems arose because three assumptions proved false -- that the European Development Fund would a implement seed distribution project, that construction of the seed farm would begin 6/80, and that technical assistance would be on time. It is recommended, interalia, that USAID/B:  (1) request an additional $280,000 from A.I.D. and $211,000 from the GRB; (2) request a REDSO engineer to inspect construction monthly; (3) hire an administrative logistics officer; (4) provide additional participant training, especially in farm equipment maintenance; (5) order necessary spare parts, especially for the vehicle fleet; (6) study the project's impact; and (7) improve management of the project and, in particular, of the Kajondi seed farm.  In addition, USAID/B, the contractor, and the GRB should prepare an annual plan for planting and seed production and develop an alternative seed distribution plan.","Also attached to PD-AAL-687","Special Evaluation","Documents","","","3/1/1982 12:00:00 AM","","Seed production|Laboratories|Agricultural research","Burundi","http://pdf.usaid.gov/pdf_docs/PDAAJ849.pdf","231 KB","008522 - USAID. Mission to Burundi","","","English","application/pdf","Onsite evaluation|Indepth evaluation|Indepth evaluation|Onsite evaluation|Interim evaluation","","","Food crops","Mar 1982","","","","Basic food crops; interim evaluation","","PD-AAJ-849","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTUzOTIx","Burundi","6950101"
"Evaluates project to disseminate agricultural information and related services pertinent to A.I.D. projects. Special evaluation covers a period ending 4/82 and is based on surveys of users of project services. The services offered by A.I.D.'s Department of Information Utilization (DIU) in cooperation with the U.S. Department of Agriculture and the National Agricultural Library (NAL) provide a cost-effective means for disseminating agricultural information. The project is organized around three main services -- Technical Inquiry Service (TIS), AID-UPDATE and AID-COPY, and Special Support Services by the NAL. Based on 45 responses to a survey of 220 possible users, it was found that 64% used TIS more than six times per year and 86% considered the quality of TIS excellent. Users indicated that DIU needs to develop a guide to its agricultural information services as well as a formal system for sharing this information. Analysis of 35 responses to a survey of 200 possible users found that 71% used AID-UPDATE services regularly and that 90% were very satisfied; 95% were very satisfied with AID-COPY. It is recommended that AID-UPDATE and AID-COPY be adequately supported to ensure expansion of service and more precise targeting of users and that an evaluation be conducted in 3 years. Special Support Services provided by the NAL have been very valuable and should be sustained. The evaluator recommends and DIU agrees that the NAL and AGRICOLA, a comprehensive agricultural data base, be the hub of an A.I.D. agricultural information network. DIU should also ensure that data bases produced under A.I.D. projects are compatible with AGRICOLA and should seek adequate forward funding for the project. It is also recommended that: a full-time project manager be hired; priority be given first to Missions and AID/W, then to contractors, other project implementors, the Peace Corps, PVO's, and LDC institutions; the issue of user funding be further studied; a simple feedback form for users be developed and that the resulting data be reported regularly; and that an information specialist participate in designing project evaluation procedures.","Attached to PD-AAJ-962","Special Evaluation","Documents","","","1/1/1982 12:00:00 AM","","Agriculture|Information services|Information dissemination|Information networking|Technical assistance|Beneficiary interviews|Sampling method","","http://pdf.usaid.gov/pdf_docs/XDAAJ962A.pdf","3,619 KB","","","","English","application/pdf","Indepth evaluation","","Zweizig, Douglas L.","","1982","","","","Team evaluation report","","XD-AAJ-962-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU0MDAz","Technical Assistance","9310064"
"Evaluates three projects - the Accelerated Impact Program (AIP), the Improved Rural Technology Program (IRT), and the African Women in Development Project (WID) - which fund quick-impact subprojects. Special evaluation was conducted to assess the proposed FY83 unification of the three projects, covers the period 1976-82, and is based on visits to five African missions, a Peace Corps office, and seven subprojects in three countries. Nineteen missions in non-Sahelian countries have participated in one or more of the projects, and countries with large A.I.D. programs have participated more than expected.  Activities to increase agricultural production have been the most prevalent, followed by those in renewable energy, public health, and rural water supply. Information on achievements is sparse because few subprojects are complete and there has been little reporting to AID/W.  Of the the four completed IRT subprojects, one was abandoned while two others show promise.  While enthusiastically received in host countries, all WID subprojects have had implementation difficulties; most are still salvageable but better information at AID/W is crucial to this task.  Of the 14 AIP subprojects checked, 10 were having implementation problems. A problem common to all three projects was the initial approval process for individual activities; however, this process has recently been modified.  IRT subprojects have been easier to implement because they are smaller in size and geographical scope, and because they are designed to further understanding of appropriate rural technologies in African governments in preparation for more sweeping projects. The authors conclude that there is still a need for the funding flexibility which these three projects afford, and recommend that the IRT be extended 3 years and that a single new project - Development Initiative and Responses (DIR) - replace WID and AIP. DIR should stress quick initiatives to respond to new policy and legislation, while IRT should be strengthened to truly promote greater acceptance of appropriate rural technologies and to provide guidance for more encompassing technology projects.","","Special Evaluation","Documents","PDC-1406-I-00-1096-00","","3/1/1982 12:00:00 AM","","Development project design|Development project implementation|Development project evaluation|Rural development|Women in development|Appropriate technology","Africa","http://pdf.usaid.gov/pdf_docs/PDAAJ993.pdf","2,761 KB","000436 - Development Associates, Inc.","","","English","application/pdf","Evaluation team|Indepth evaluation|Multi country evaluation|Comparative effect evaluation","","Roush, James L.|Knott, M. L.","","26 Mar 1982","","","","Evaluation of accelerated impact program, improved rural technology, and women in development projects","","PD-AAJ-993","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTU0MDM2","Africa Regional","6980410|6980407|6980388"
