Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"","","Special Evaluation","Documents","176-A-00-09-00023-00","","","","","Central and Eastern Europe|Central Asia|Kazakhstan","http://pdf.usaid.gov/pdf_docs/PA00JR54.pdf","3,376 KB","","","","English","application/pdf","","","","","11-30-2012","","","","Mid-Term Evaluation of the DIALOGUE Project Central Asian Republics","","PA-00J-R54","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1ODU5","",""
"","Biodiversity Analysis and Technical Support (BATS)","Final Evaluation Report","Documents","","","1/1/2012 12:00:00 AM","","","Malawi","http://pdf.usaid.gov/pdf_docs/PA00JR7S.pdf","1,324 KB","006958 - International Resources Group (IRG)","","008573 - USAID. Mission to Malawi|008308 - USAID. Bur. for Africa. Ofc. of Sustainable Development","English","application/pdf","","","Todd Johnson, Karen Menczer, Geogrey Mwanjela","Environmental protection and conservation","January 2012","","","","Malawi Environmental Threats and Opportunities Assessment (ETOA)","Malawi Environmental Threats and Opportunities Assessment (ETOA)","PA-00J-R7S","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1OTM0","",""
"Since 2004, the United States Agency for International Development's (USAID) Office of Conflict Management and Mitigation (CMM) in Washington has held an annual Reconciliation Program Fund small-grants competition through an ""Annual Program Statement"" (APS).&nbsp; The APS is funded through a Congressional appropriation mandate that grants utilize a people-to-people (P2P) reconciliation approach to guide their work.&nbsp; According to CMM's ""People-to-People Peacebuilding: A Program Guide,""&nbsp; the underlying Theory of Change (ToC) is that in ""communities where elites or other societal forces have damaged or severed the relationships connecting individuals and groups of differing ethnic, political, religious, or other identities&hellip;[building or rebuilding] strong, positive relationships will mitigate against the forces of dehumanization, stereotyping, and distancing that facilitate violence.""&nbsp; Thus, by creating a safe space where representatives from conflicting groups can interact, prejudices and perceived differences of ""others"" can be confronted, challenged, and hopefully ultimately replaced by ""mutual understanding, trust, empathy, and resilient social ties.""&nbsp; In the fall of 2011, CMM awarded Social Impact (SI) a contract to conduct a two-year evaluative learning review of targeted awards and activities under the CMM People-to-People Reconciliation APS through a pilot application of this developmental evaluation&nbsp; methodology.&nbsp; The objectives of this review were not only to learn about the reconciliation APS projects themselves, but also to build CMM's technical leadership in evaluation of complex programs.&nbsp; The evaluation team's work was divided into three phases, which were not necessarily implemented in succession, but rather with learning and action reflection steps integrated throughout: Phase I, knowledge management and study of the reconciliation APS; Phase II, field evaluation of selected APS programs; Phase III, reflective learning.&nbsp; This final report is a synthesis of not only the five key products, but also the findings from the process of undertaking an evaluation inspired by a developmental evaluation framework and the lessons this can provide not only CMM for future APS work, but peacebuilding programming and evaluation more broadly.&nbsp; After the introduction key findings from each of the five products are presented as a summary. The report is then divided into individual chapters with the full desk review, meta-evaluation and analysis, and three field evaluation reports presented individually.&nbsp; The final two chapters review and synthesize findings on: (1) the APS' efforts to support conflict mitigation and reconciliation activities around the world, consider these in light of the guidance on P2P reconciliation, and offer scenarios of potential future developments in the APS; and (2) evaluation of the APS to date, and offer values, principles, and scenarios for potential development of evaluation within CMM, USAID, or similar complex settings.&nbsp; In addition, the evaluation team's reflections on the team's process of adapting a developmental approach to evaluating this type of programming are offered in the final chapter.&nbsp; (Excerpt, modified)","Contents: Acknowledgements -- Acronyms -- Preface --Chapter 1. Introduction and key findings -- Chapter 2. Desk review of Global APS documents -- Chapter 3. Meta-evaluation and meta-analysis of APS documents -- Chapter 4. Field study USAID/West Bank Gaza People-to-People Reconciliation annual program statement grants -- Chapter 5. Field study USAID/Bosnia-Herzegovina People-to-People Reconciliation annual program statement grants -- Chapter 6. Field study USAID/Burundi People-to-People Reconciliation annual program statement grants -- Chapter 7. Potential innovations in the People-to-People Reconciliation annual program statement -- Chapter 8. Values and alternate scenarios for evaluating People-to-People Reconciliation programming","Final Evaluation Report","Documents","AID-OAA-TO-11-00046","","3/1/2014 12:00:00 AM","","","Burundi|East Africa|Bosnia and Herzegovina","http://pdf.usaid.gov/pdf_docs/PBAAA370.pdf","2,651 KB","011933 - Social Impact, Inc.","","011008 - USAID. Bur. for Democracy, Confict and Humanitarian Assistance. Ofc. of Conflict Management and Mitigation","English","application/pdf","","","Allen, Susan|Kjaer, Mathias|et al.","Conflict resolution","March 2014","","","","Evaluative learning review synthesis report : USAID/CMM's People-to-People Reconciliation Fund, annual program statement (APS)","","PB-AAA-370","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1OTUw","",""
"This is an evaluation of the performance and lessons from the Program for Appropriate Technology in Health's (PATH) implementation of the TB TO 2015 Program since 2009. &nbsp;The main objectives were to determine if USAID-supported interventions increased TB case notification and successful treatment in the targeted areas. &nbsp;The purpose was to evaluate project performance with special attention to advocacy, communication, and social mobilization (ACSM) activities and to formulate recommendations to USAID for future TB projects. &nbsp;The report is based on: (1) review of planning documents and reports from USAID, PATH, national programs, and other sources; (2) interviews with staff and partners; and (3) observations from site visits in Dar es Salaam, Tanzania. &nbsp;The main questions the evaluation was to answer were: (1) whether TB TO 2015 is on track to meet the expected results; (2) the extent to which the project was effective in achieving objectives; (3) factors for success and shortcomings; and (4) which priorities and steps USAID should consider in future projects to support TB control. &nbsp;The evaluation found that, in general, implementation of the project was considered on track, though there were varying delays in some countries. &nbsp;Weaknesses mentioned in interviews were: (1) insufficient interaction of USAID with national programs before preparing the plan of action to harmonize USAID project priorities with the National Tuberculosis Program (NTP) perceived needs; (2) short-term financing that interfered with recruitment; and (3) insufficient communication with consortium partners about progress in country support. &nbsp;USAID and PATH staff interviewed both expressed concern about delays in launching activities, mostly because multiple layers of approval were required from national and international agencies. &nbsp;Field observation in Tanzania showed the excellent collaboration with national staff at all levels and with community organizations, and the consistency of laboratory and patient records with data in the reports. &nbsp;In conclusion, the TB TO 2015 Project seems to be on track to achieve its operational objectives in terms of all the key components listed, and it also seems to be a very good investment of USAID support that will have lasting impact on TB control globally as well as in some of the countries involved. &nbsp;It is too early to assess the epidemiologic objective of reducing TB prevalence and burden of disease; and the strategies used as models (the Stop TB Strategy and MDR-TB Global Response Plan 2007&ndash;08) do not prioritize interruption of transmission (screening suspects with microscopy, IPC, control of contacts) or prevention of MDR-TB, concentrating instead on patient management. &nbsp;ACSM has been successfully used to support TA and to build national capacity. &nbsp;Technical assistance quality was good, and coordination with and support to the NTPs were in general excellent. &nbsp;(Excerpt, modified)","'Evaluation of the Activities, Operational Results, and Impact of USAID Support to TB Control through Task Order 2015 from 2009 to 2013 and Lessons Learned'|Project title: Global health technical assistance project bridge IV (GH Tech IV)","Special Evaluation","Documents","AID-OAA-C-13-00113","","11/1/2013 12:00:00 AM","","Tuberculosis|Disease treatment|Disease prevention and control|Community mobilization|Advocacy|Communication channels|Multidrug-resistant/extensively drug-resistant tuberculosis (MDR/XDR-TB)|Health care systems|Human capacity development","Tanzania","http://pdf.usaid.gov/pdf_docs/PA00JR8J.pdf","609 KB","011492 - Development & Training Services, Inc. (dTS)","","010822 - USAID. Bur. for Global Health","English","application/pdf","","","Luelmo, Fabio","Tuberculosis","November 2013","","13-B4-020","","USAID tuberculosis task order 2015 performance evaluation","","PA-00J-R8J","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1OTU1","",""
"Stability in Key Areas (SIKA) West aims to expand and improve the legitimacy of the Afghan Government to districts and unstable communities.&nbsp; This project's strategy is to assist district entities to better understand their operating environment and the challenges to stability they face.&nbsp; SIKA West enables district governments to develop a localized methodology and to implement activities aimed at addressing local sources of instability.&nbsp; The findings of this evaluation suggest that SIKA West is not a stabilization program, but a local governance program with a stabilization component.&nbsp; The focus on programming is on improving local governance, service delivery, and linkages of communities to district and provincial entities.&nbsp; While this is done through a District Stability Committee (DSC) process that has shown success at strengthening community cohesion, the programming does not appear to match&nbsp;the Independent Directorate for Local Governance&nbsp;(IDLG) nor the Ministry for Rural Rehabilitation and Development (MRRD) expectations for alignment and sustainability on communication and capacity building (required for improved local governance).&nbsp; The inherent issue with SIKA West's programming is its lack of a properly articulated theory of change which would explain to management and stakeholders what the results of implemented activities should be.&nbsp; This lack of a defined theory of change results in sub-optimal implementation and assessment of the four Intermediate Results (IRs) - and without outcomes measurement in its Performance Management Plan (PMP), SIKA West performance measurement is likely to result in fewer lessons-learned (both positive and negative) that can tie directly back to improving the performance of implemented activities.&nbsp; (Excerpt, modified)","'Measuring Impact of Stabilization Initiatives (MISTI) Project'|Submitted as: Stabilization in key area - SIKA west mid-term performance evaluation","Special Evaluation","Documents","AID-306-TO-12-00004|AID-OAA-I-10-00002","","3/1/2014 12:00:00 AM","","Stability|Conflict resolution|Political reconciliation|Governance|Community development|Public participation|Women's rights|Women's political leadership|Rural areas|Districts","Afghanistan","http://pdf.usaid.gov/pdf_docs/PA00JRB4.pdf","578 KB","003970 - Management Systems International, Inc. (MSI)","","008504 - USAID. Mission to Afghanistan|040194 - USAID. Bur. for Democracy, Conflict and Humanitarian Assistance. Center of Excellence on Democracy, Human Rights and Governance","English","application/pdf","","","","Governance","26 March 2014","","","","Stability in key areas - west : mid-term performance evaluation","SIKA West Mid-Term Performance Evaluation","PA-00J-RB4","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1OTk5","Afghanistan",""
"The Uganda Capacity Program (UCP) supports the operationalization of the Human Resources for Health Policy and Strategic Plan and other HRH interventions that need to be rolled out and scaled up to achieve the goals and objectives of the Health Sector Strategic Plan III (2010/11).&nbsp; UCP aims to strengthen human resources for the delivery of health and HIV/AIDS services.&nbsp; It contributes to Uganda&rsquo;s Country Development Strategy Development Objective (DO) 3:&nbsp; ""Improved health and nutritional status in focus areas and population groups,"" as well as several Intermediate Results (IRs) and sub-IRs that constitute DO 3.&nbsp; The evaluation team conducted an evidence-based performance evaluation of the UCP to independently establish the effectiveness of the interventions of the program.&nbsp; The evaluation relied on a mix of qualitative and quantitative methods, including a UCP and country-specific document review, key informant interviews with relevant stakeholders, focus group discussions, and direct observations.&nbsp; Four specific questions guided the UCP performance evaluation: (1) How effective has the project been in achieving its Intermediate Result 1:""Increased Capacity for HRH Policy and Planning"" by the third year and are the outcomes expected by September 2014 still valid and achievable, or do they need to be adjusted to reflect realities of the current context; (2) does performance in the last three years demonstrate an appropriate technical and strategic approach by UCP to performance management and performance improvement in the current context [and] what interventions are yielding, or have the potential to yield, the greatest impact and what interventions are not, and are there any additional interventions that could be more effective; (3) how well has UCP strengthened country ownership and sustainability of their HRH - related interventions, and are there any additional interventions/activities that could enhance country ownership and sustainability; and (4) how well has UCP strengthened and supported the private not for profit (PNFP) sector, and how well has UCP supported the work of USAID implementing partners?&nbsp; The evaluation concluded overall that the UCP is an ambitious venture that effectively increased national and district HRH policy and planning capacity, galvanized a wide range of stakeholders from the public and private sectors and the donor community to collaborate in rolling out new HRH systems and policies nationally.&nbsp; Together, UCP and the Uganda Ministry of Health (MOH) mounted an outstanding advocacy and lobbying effort to address a well-documented shortage of health workers in the country, resulting in allocation of substantial funding to recruit and deploy more than 7,000 health workers across the country, and contributing considerably to reducing national health worker shortages.&nbsp; Evaluators agree with MOH officials, that while the program made great strides, the capacity at central and district levels to manage, coordinate, and sustain HRH policy and planning is still not optimal, due in part to structural and motivational issues.&nbsp;&nbsp;Performance management fits well within the UCP's HRH strategic focus and was an identified priority by stakeholders.&nbsp; Overall, GOU is now in a better position to lead, prioritize HRH issues, but independent implementation, performance and accountability with regards to key interventions are still variable.&nbsp; (Excerpt, modified)","Cover title: Performance evaluation of Uganda capacity program|Evaluated project title: Uganda capacity program (UCP)","Special Evaluation","Documents","AID-617-TO-13-00001|RAN-I-00-09-00016-00|AID-RAN-I-00-09-00016","","1/1/2014 12:00:00 AM","","Health policy|Human capacity development|Health facilities|Disease transmission|HIV/AIDS|Health workers|Health education","Uganda","http://pdf.usaid.gov/pdf_docs/PA00JRCP.pdf","1,310 KB","001891 - International Business and Technical Consultants, Inc. (IBTCI)","","008618 - USAID. Mission to Uganda|013413 - USAID. Bur. for Policy, Planning and Learning. Ofc. of Learning, Evaluation and Research","English","application/pdf","","","","Health professional education","9 January 2014","","","","Performance evaluation of USAID/Uganda capacity program","","PA-00J-RCP","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ2MDQz","Uganda",""
"<div dir=""ltr""> <div><span style=""color: #222222; font-family: arial, sans-serif;"">The Integrated Health Project (IHP) is designed to improve the enabling environment for, and increase the availability and use of, high-impact health services, products, and practices for: (1) family planning (FP); (2) maternal, newborn and child health (MNCH); (3) nutrition; (4) malaria; (5) neglected tropical diseases (NTDs); (6) tuberculosis (TB); (7) HIV/AIDS; and (8) water, sanitation and hygiene (WASH) in target health zones. &nbsp;IHP works in 80 target health zones in four provinces of the Democratic Republic of Congo (DRC): (1) East Kasai; (2) West Kasai; (3) Katanga; and (4) South Kivu. &nbsp;The purpose of this evaluation is to assess the supply of health services, including quality, accessibility, and availability of key family health interventions, provided in the targeted facilities. &nbsp;This evaluation serves two purposes: (1) it forms a baseline that will set up benchmarks against which achievements and effectiveness can be evaluated at the end of IHP; and (2) it identifies programmatic areas that need improvement. &nbsp;The evaluation team was tasked with answering the following six questions: (1) to what extent has the project improved access to the minimum package of health service activities-plus (MPA-plus) and complementary package of health service activities-plus (CPA-plus) services and products in targeted health zones; (2) has the project improved the quality of key family care services in targeted health zones; (3) have knowledge, attitudes, and practices to support health-seeking behaviors increased in targeted health zones; (4) has health sector leadership and governance in the four targeted provinces improved; (5) what are the external factors that hamper IHP activities from delivering better results; and (6) how is the IHP perceived and valued? &nbsp;Specific evaluation analyses on program findings, conclusions, and recommendations are provided in detail with regard to: (1) current access to and availability of MPA-plus services; (2) quality of key family health care services; (3) client knowledge, attitudes, and practices supporting health-seeking behaviors; (4) health sector leadership and governance; (5) factors hampering IHP activities from delivering better results; and (6) perceptions of IHP. &nbsp;(Excerpt, modified)</span></div> </div>","'AID-660-M-13-00001/GS-10f-0309P'|Footer text: Baseline for evaluation of the integrated health project|Annex volume has been appended|Evaluated project title: Integrated health project (IHP)","Special Evaluation","Documents","AID-660-M-13-00001","","9/1/2013 12:00:00 AM","","","Congo DR","http://pdf.usaid.gov/pdf_docs/PA00JRCQ.pdf","3,311 KB","001891 - International Business and Technical Consultants, Inc. (IBTCI)","","009951 - USAID. Mission to Democratic Republic of the Congo","English","application/pdf","","","O’Grady, Mary|Sadaphal, Swati|et al.","Health delivery","30 September 2013","","","","Evaluation of the integrated health program in the Democratic Republic of Congo","","PA-00J-RCQ","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ2MDQ0","Congo DR [formerly Zaire]",""
"","","Final Evaluation Report","Documents","AID-497-A-11-00011|AID-497-A-12-00003|AID-497-TO-12-00004|AID-497-a-11-00011|AID-497-A-11-00014|AID-497-A-11-00016|AID-497-A-11-00017|AID-497-T0-12-00004","","1/1/2014 12:00:00 AM","","","Southeast Asia|Indonesia","http://pdf.usaid.gov/pdf_docs/PA00JRCZ.pdf","3,636 KB","001891 - International Business and Technical Consultants, Inc. (IBTCI)","","","English","application/pdf","","","","Higher education","04/04/2014","","","","EVALUATION OF THE INDONESIA  UNIVERSITY PARTNERSHIPS PROGRAM: PHASE THREE – PARTNERSHIPS #5-#8","","PA-00J-RCZ","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ2MDUx","",""
"USAID/Kenya's Office of Population and Health (OPH) contracted AMEX International to conduct an end-of-project evaluation of the Capacity Kenya Project (CKP). &nbsp;The purpose of the evaluation was to identify successes and lessons learned from the implementation of the CKP as well as to discern new approaches to enhance the effectiveness of human resources for health (HRH) follow-on program. &nbsp;The evaluation found the CKP's project design and original work plans were ambitious, albeit in line with the priorities of the GoK and within the USG mandate and priorities. &nbsp;The evaluation team found that the CKP has been successful in achieving the vast majority of specific project objectives set forth by OPH and most key performance indicators as outlined in the 2013 PMP. &nbsp;However, many of the indicators did not have targets. &nbsp;This was done in the face of fairly ambitious planned outcomes and moving priorities of the GoK. &nbsp;As the discussion below will illustrate, the degree of convergence between project work plans and project implementation was found to be relatively high. &nbsp;This is especially true in the second half of the project after significant changes occurred in CKP leadership. &nbsp;(Excerpt, modified)","Evaluated project title: Capacity Kenya project (CKP).","Final Evaluation Report","Documents","AID-615-TO-14-00001|RAN-I-00-09-00008-00","","2/1/2014 12:00:00 AM","","","Kenya","http://pdf.usaid.gov/pdf_docs/PA00JRD2.pdf","1,591 KB","040687 - PRO-telligent, LLC|006007 - AMEX International, Inc.","","008565 - USAID. Mission to Kenya|013413 - USAID. Bur. for Policy, Planning and Learning. Ofc. of Learning, Evaluation and Research","English","application/pdf","","","Negroustoueva, Svetlana|Mutunga, Joseph|Kagondu, Njeri","Health (General)","11 February 2014","","","","Capacity Kenya end of project evaluation : final report","","PA-00J-RD2","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ2MDUz","",""
"<div>IUWASH (Indonesia Urban Water, Sanitation and Hygiene) is a five-year USAID-funded programme whose core objective is a significant increase of access to safe water supply and improved sanitation1 in Indonesia's urban areas, with a particular focus on facilitating better access to these services for the urban poor. &nbsp;This core objective is defined by the following four high-level targets: (1) access of additional 2,000,000 people in urban areas to safe water supply; (2) access of additional 250,000 people in urban areas to improved sanitation facilities; (3) the unit cost of safe water paid by the poor in targeted communities to decrease by at least 20 per cent; and (4) 75,000 additional people to be trained in IUWASH activities. &nbsp;Three main technical components are defined as the means towards achieving these targets: (1) demand mobilisation; (2) improvement and expansion of capacity; and (3) strengthening the policy and financial enabling environments. &nbsp;The programme currently covers a total of 52 water utilities (PDAMs), of which 19 are in cities (kota) 31 in regencies (kabupaten, one is regional3 and one provinical4, plus sanitation in 54 local governments, of which 21 in kota and 33 kabupaten, These are located in five IUWASH regions: Banten/West Java, Central Java, East Java, North Sumatra and Eastern Indonesia. &nbsp;The objectives of the review itself are two: (1) a determination of whether the IUWASH contractor is meeting the expected results and outcomes agreed to in the Project Monitoring Plan (PMP); and (2) an estimate of the extent to which the development hypothesis is valid. &nbsp;The Statement of Work5 (SOW) asks three lead evaluation questions (LEQs) in terms of finding out whether these objectives are being met, to each of which a series of supplementary questions (SEQs) is appended. &nbsp;Findings and, where appropriate, recommendations for mid-term correction are provided in the three sections following this first section. &nbsp;(Excerpt, modified)</div>","Project title: Indonesia urban water, sanitation and hygiene (IUWASH)|Project title also known as: USAID Indonesia urban water, sanitation and hygiene","Special Evaluation","Documents","AID-497-C-11-00001","","2/1/2014 12:00:00 AM","","Urban areas|Sanitation|Hygiene|Water quality|Water management|Local level|Water supply|Governance","Indonesia","http://pdf.usaid.gov/pdf_docs/PDACY328.pdf","556 KB","006727 - Development Alternatives, Inc. (DAI)","","008558 - USAID. Mission to Indonesia","English","application/pdf","","","Woodward, David","Water supply and sanitation","February 2014","","","","Indonesia urban water, sanitation and hygiene (IUWASH) project : mid-term evaluation review : final report","","PD-ACY-328","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ2MDcz","Indonesia",""
"","'Prepared under RFTOP No. SOL-114-13-000001'|Evaluated project title: Access to mechanization project (AMP)","Final Evaluation Report","Documents","","","6/1/2013 12:00:00 AM","","","Georgia","http://pdf.usaid.gov/pdf_docs/PDACY464.pdf","1,505 KB","008414 - Mendez England and Associates","","009620 - USAID. Regional Mission for the Caucasus","English","application/pdf","","","","Agricultural technology","June 2013","","","","Performance evaluation of the USAID/Georgia access to mechanization project (AMP) : final report","","PD-ACY-464","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ2Mjg0","",""
"In response to Zimbabwe's critical health status and the degraded state of the country's water infrastructure, USAID's Office of U.S. Foreign Disaster Assistance (OFDA) funded 12 projects related to the Water, Sanitation, and Hygiene Promotion (WASH) sector in schools, hospitals, and clinics across the country.&nbsp; These water supply intervention activities began in fiscal year (FY) 2009 and continued through FY 2012 to determine whether they provided adequate access to improved water during the rainy and dry seasons.&nbsp; Additionally, the evaluation examined the sustainability of water supply infrastructure in various locations, including households and schools.&nbsp; This evaluation assesses five issue areas encompassing 20 specific evaluation questions with support from information gathered during dry and rainy season field visits (July and December 2013, respectively) and a thorough document review.&nbsp; The five areas are: (1) overall performance and impact; (2) efficiency; (3) coverage and design; (4) sustainability; and (5) gender equality and equity.&nbsp; The major issues influencing the achievement or non-achievement of the objectives include the following: changes in rain patterns; sharing of water sources; using water for purposes other than drinking or hand washing.&nbsp; Regarding impact, the evaluation team discovered during the field visits that many households in urban areas use multiple sources.&nbsp; This unexpected finding made it difficult to determine the contribution of the USAID/OFDA-funded sources to an improved water supply.&nbsp; The evaluation team concludes that the overall performance of the funded water supply projects in the service levels evaluation indicates that none of the water sources, on average, provides a basic level of service.&nbsp; Water quality, reliability, and quantity are the areas of particular challenge for the interventions.&nbsp; (Excerpt, modified)","'Multiple interventions to improve water supply'","Final Evaluation Report","Documents","AID-OAA-TO-13-00024|RAN-I-00-09-00019-00|AID-RAN-I-00-09-00019","","3/1/2014 12:00:00 AM","","","Zimbabwe","http://pdf.usaid.gov/pdf_docs/PA00JRPM.pdf","4,091 KB","011933 - Social Impact, Inc.","","010865 - USAID. Bur. for Democracy, Conflict and Humanitarian Assistance. Ofc. of Foreign Disaster Assistance (OFDA)|013413 - USAID. Bur. for Policy, Planning and Learning. Ofc. of Learning, Evaluation and Research","English","application/pdf","","","David Bonnardeaux, Jason Chireshe, Susan Davis, Roy Mutandwa, Nyasha Lawrence Nyagwambo","Water supply and sanitation","25 March 2014","","","","Performance evaluation of water interventions in urban and rural areas of Zimbabwe","","PA-00J-RPM","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ2Mjkz","Zimbabwe",""
"","Citation suggérée : Jackson, A., Camara, H., and Camara, M. K. 2012. Evaluation de base de l’état de préparations des centres de santé pour répondre à la violence basée sur le genre en Guinée. Les séries d’études du projet RESPOND: Contributions à la connaissance globale—Rapport No 4. New York : EngenderHealth / Le Project RESPOND.|Project title: Responding to the need for family planning through expanded contraceptive choices and program services (RESPOND)","Special Evaluation","Documents","GPO-A-00-08-00007-00|AID-GPO-A-00-08-00007","","1/1/2012 12:00:00 AM","","","Guinea","http://pdf.usaid.gov/pdf_docs/PA00JRQS.pdf","1,761 KB","011123 - EngenderHealth","","011222 - USAID. Bur. for Global Health. Ofc. of Health, Infectious Diseases, and Nutrition","English|French","application/pdf","","","Ashley Jackson|Camara Havanatou|Camara Moussa Kantara","Reproductive health care","January 2012","","","Séries d’études du Projet RESPOND : Contributions à la connaissance globale","Evaluation de Base du niveau de Préparation des Centres de Santé pour Répondre à la Violence basée sur le Genre en Guinée","Baseline Assessment of the Readiness of Health Facilities to Respond to Gender-Based Violence in Guinea","PA-00J-RQS","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ2MzI2","",""
"","Suggested citation: Jackson, A. 2012. Capacity building to prevent and respond to gender-based violence: Project description and evaluation of RESPOND/Guinea. The RESPOND Project Study Series: Contributions to Global Knowledge—Report No. 6. New|York: EngenderHealth (The RESPOND Project).|Project title: Responding to the need for family planning through expanded contraceptive choices and program services (RESPOND)","Final Evaluation Report","Documents","GPO-A-00-08-00007-00|AID-GPO-A-00-08-00007","","1/1/2012 12:00:00 AM","","","Guinea","http://pdf.usaid.gov/pdf_docs/PA00JRS7.pdf","2,568 KB","011123 - EngenderHealth","","011222 - USAID. Bur. for Global Health. Ofc. of Health, Infectious Diseases, and Nutrition","French|English","application/pdf","","","Ashley Jackson","Gender based violence","October 2012","","","The RESPOND Project Study Series: Contributions to Global Knowledge","Capacity Building to Prevent and Respond to Gender-Based Violence: Project Description and Evaluation of RESPOND/Guinea","","PA-00J-RS7","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ2MzY2","",""
