Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"","","Final Evaluation Report","Documents","AID-386-TO-10-00003","","1/1/2013 12:00:00 AM","","","India","http://pdf.usaid.gov/pdf_docs/PA00JQ4B.pdf","3,241 KB","","","","English","application/pdf","","","","Health (General)","May 2013","","","","Innovations in Family Planning Services Project Final Evaluation Report","","PA-00J-Q4B","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1MDUz","",""
"The USAID Municipal Competitiveness Project (MCP) in El Salvador is a $11.2 million project which was designed to improve the competitiveness of Salvadoran municipalities through the development of a unique model with several inter-related components designed to: (1) enhance municipal effectiveness and efficiency; (2) measure the local business climate; (3) encourage private-public and inter-jurisdictional engagement and dialogue; and (4) provide incentive funds to encourage municipalities to mobilize financial resource for improving economic development and security.&nbsp; The purpose of this final performance evaluation of the MCP is to document the effectiveness of the project from its inception in October 2010 through September 2013 and to inform USAID and other stakeholders of opportunities for additional investments.&nbsp; The primary objectives of the evaluation are to: (1) document successes and shortcomings of the MCP approaches in order to determine their effectiveness in promoting municipal competitiveness and business enabling environments; (2) make recommendations for priority activities to ensure sustainability and increased private sector participation and improve competitiveness at the municipal level; (3) identify the level of success of the Domestic Finance for Development (DF4D) component in promoting Municipal Competitiveness Committee (MCC) participation in community crime prevention activities; (4) make recommendations on MCP approaches to encourage increased municipal revenues; and (5) offer suggestions on measuring municipal level investment in the country.&nbsp; The overall conclusion of this evaluation is that MCP is highly innovative and has made a significant contribution to municipal development in El Salvador.&nbsp; Clearly, developing a business-enabling environment within which local areas develop a culture of competitiveness is a long-term process, and it is a process that will likely require sustained interventions on the part of USAID and other development partners.&nbsp;&nbsp; Although the gains described in this report are still tentative in many MCP municipalities, the experiences accrued by the project have a potential to serve as a model for municipal development internationally for those countries that are pursuing municipal or other subnational development strategies that require some degree of decentralization.&nbsp; (Excerpt, modified)&nbsp;","'Evaluation report'|Evaluated project title: Municipal competitiveness project (MCP) = Proyecto para la competitividad|municipal (PCM)|Spanish ed.: PA-00J-Q4R","Final Evaluation Report","Documents","AID-519-O-14-00001","","1/1/2014 12:00:00 AM","","","El Salvador","http://pdf.usaid.gov/pdf_docs/PA00JQ4Q.pdf","1,860 KB","001891 - International Business and Technical Consultants, Inc. (IBTCI)","","008540 - USAID. Mission to El Salvador","Spanish|English","application/pdf","","","Midling, Michael|Molina, Francisco|et al.","Economic growth and development","29 January 2014","","","","Final performance evaluation of the USAID municipal competitiveness project in El Salvador","Evaluacion final de desempeno del proyecto de USAID para la competitividad municipal en El Salvador","PA-00J-Q4Q","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1MDY0","El Salvador",""
"","'Informe de la evaluacion'|Evaluated project title: Municipal competitiveness project (MCP) = Proyecto para la competitividad|municipal (PCM)|English ed.: PA-00J-Q4Q","Final Evaluation Report","Documents","AID-519-O-14-00001","","1/1/2014 12:00:00 AM","","","El Salvador","http://pdf.usaid.gov/pdf_docs/PA00JQ4R.pdf","1,863 KB","001891 - International Business and Technical Consultants, Inc. (IBTCI)","","008540 - USAID. Mission to El Salvador","Spanish|English","application/pdf","","","Midling, Michael|Molina, Francisco|et al.","Economic growth and development","29 January 2014","","","","Evaluacion final de desempeno del proyecto de USAID para la competitividad municipal en El Salvador","Final performance evaluation of the USAID municipal competitiveness project in El Salvador","PA-00J-Q4R","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1MDY1","El Salvador",""
"<p class=""MsoNormal"">A performance evaluation was conducted of two USAID-funded human immunodeficiency virus (HIV) testing and counseling (HTC) projects in Tanzania.&nbsp; The first, a project titled ""Rapid Scale up of Innovative HIV Counseling and Testing Approaches on Tanzania Mainland,"" is known locally as Angaza Zaidi, and was implemented by African Medical and Research Foundation (AMREF) and partners starting in 2008 with a budget of $16.3 million over five years.&nbsp; The main goal of Angaza Zaidi was to increase the number of Tanzanians who know their HIV status and link those who test positive to care and treatment services.&nbsp; A non-profit affiliate of the Johns Hopkins University, Jhpiego, and partners received $16.5 million USD, also in 2008, to lead the other project, Universal HIV/AIDS Intervention for Counseling and Testing (UHAI-CT) over five years.&nbsp; UHAI-CT's main goal was to increase testing and counseling particularly among high-risk populations.&nbsp; Angaza Zaidi implemented HTC through stand-alone voluntary counseling and testing (VCT), integrated VCT and community outreach, while UHAI-CT implemented HTC through provider-initiated testing and counseling (PITC) and community outreach.&nbsp; The aim of this performance evaluation was to provide USAID/Tanzania, the Government of Tanzania, and other in-country stakeholders with an objective, independent assessment of the efficiency and quality of the performance of these two projects at the national, regional, facility and community-based service levels.&nbsp; To do this, the evaluation team used a cross-sectional design to evaluate the two projects and collected data using a mix of qualitative and quantitative methods in six regions: Iringa, Tabora, Njombe, Tanga, Kilimanjaro, and Dar es Salaam.&nbsp; The evaluation: (1) identifies achievements, implementation gaps and challenges; (2) documents lessons learned and best practices; and (3) provides key recommendations for future programming.&nbsp; The evaluation team concludes that both projects met many, but not all, of their objectives and targets.&nbsp; Although the evaluation documents several weaknesses, both projects had more strengths than weaknesses.&nbsp; While all of the HTC modalities played a significant role in increasing HTC and reaching different populations, they were not used strategically to reach populations at high risk.&nbsp; Among a number of key lessons learned by both projects is the necessity for a decentralized approach to project management in Tanzania to facilitate project monitoring, communication, and stakeholder engagement.&nbsp; Neither project created a robust, traceable linkage system to ensure HIV-positive clients are linked to care and treatment.&nbsp; However, both projects made measurable progress towards building the capacity of local institutions and institutionalizing practices for HTC.&nbsp; (Excerpt, modified)</p>","Evaluated project title: Rapid scale up of innovative HIV counseling and testing approaches on Tanzania mainland (also known as 'Angaza zaidi')|Evaluated project title: Universal HIV and AIDS intervention for counseling and testing (UHAI-CT)","Final Evaluation Report","Documents","AID-621-TO-13-00004|RAN-I-00-09-00016-00","","2/1/2014 12:00:00 AM","","","Tanzania","http://pdf.usaid.gov/pdf_docs/PA00JQ5B.pdf","1,687 KB","001891 - International Business and Technical Consultants, Inc. (IBTCI)","","008612 - USAID. Mission to Tanzania|013413 - USAID. Bur. for Policy, Planning and Learning. Ofc. of Learning, Evaluation and Research","English","application/pdf","","","Baptiste, Rachel Jean|Llewellyn, Charles|et al.","HIV / AIDS","14 February 2014","","","","Performance evaluation of USAID testing and counseling projects in Tanzania : final performance evaluation of angaza zaidi and universal HIV and AIDS intervention for counseling and testing","","PA-00J-Q5B","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1MDgx","Tanzania",""
"","","Final Evaluation Report","Documents","GHH-I-00-07-00059-00","","1/1/2013 12:00:00 AM","","","Latin America","http://pdf.usaid.gov/pdf_docs/PA00JQ7J.pdf","570 KB","005553 - John Snow, Inc. (JSI)","","013626 - U.S. President's Emergency Plan for AIDS Relief (PEPFAR)|010929 - USAID. Bur. for Global Health. Ofc. of HIV/AIDS","Spanish","application/pdf","","","Diana Rossi","HIV / AIDS","May 2013","","","","Informe de la consulta técnica sobre uso de sustancias, prevención, atención y apoyo al VIH en América Latina","Informe de la consulta técnica sobre uso de sustancias, prevención, atención y apoyo al VIH en América Latina","PA-00J-Q7J","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1MTQz","",""
"The Community Development Program (CDP) represented one of USAID's longest-running stabilization efforts in Afghanistan.&nbsp; The program officially adopted stabilization objectives in September 2010 and shifted focus to primarily rural areas identified by USAID field staff in coordination with International Security Assistance Forces (ISAF).&nbsp; Despite changing program objectives, over its lifespan CDP implemented the same type of infrastructure projects, without relying on subcontractors.&nbsp; The evaluation team considered the following key questions: (1) were projects designed with the appropriate stakeholders, and did they meet the criteria for selection; (2) were community engagement processes effective; (3) were government engagement processes effective; (4) was laborer recruitment appropriately targeted and perceived to be fair; (5) were payment processes perceived to be effective, fair, and transparent; (6) were procurement processes perceived as fair, efficient, and transparent; (7) were training and maintenance plans well designed and effective; (8) how did stakeholders (including the community) perceive the project in terms of attribution and quality of work; (9) were monitoring systems effective; (10) was coordination between USAID and the Central Asian Development Group (CADG) effective, and (11) did the program meet its Performance Management Plan targets?&nbsp; The findings of this evaluation suggest that CDP was quick and flexible, and displayed a remarkable ability to work in some of Afghanistan's most difficult areas. In general, projects facilitated positive interactions between communities and the government and were positively perceived by communities.&nbsp; CDP's success can largely be attributed to its longevity and CADG's strong relationships with USAID, the Afghan government, and communities.&nbsp; By the final phase of the nearly five-year program, CDP systems were well honed.&nbsp; Directly implementing projects rather than relying on subcontractors allowed the program to be more responsive and to have better control over recruitment, implementation, and involvement of the Afghan government.&nbsp; However, CDP was not immune to the pressures of a challenging environment.&nbsp; Corruption was known to be a significant issue and this evaluation's findings indicate that it may have been more widespread than previously documented.&nbsp; (Excerpt, modified)","'Measuring Impact of Stabilization Initiatives (MISTI) Project'|Evalued project title: Community development program (CDP)","Final Evaluation Report","Documents","AID-306-TO-12-00004|AID-OAA-I-10-00002","","2/1/2014 12:00:00 AM","","","Afghanistan","http://pdf.usaid.gov/pdf_docs/PA00JQ88.pdf","596 KB","003970 - Management Systems International, Inc. (MSI)","","008504 - USAID. Mission to Afghanistan|040194 - USAID. Bur. for Democracy, Conflict and Humanitarian Assistance. Center of Excellence on Democracy, Human Rights and Governance","English","application/pdf","","","","Management (General and research)","12 February 2014","","","","Community development program : final performance evaluation","","PA-00J-Q88","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1MTYz","Afghanistan",""
"","Development Efectiveness study based on the premises of the Management for Development Results and the LogFrame method.","Final Evaluation Report","Documents","AID-517-O-13-00002","","1/1/2013 12:00:00 AM","","","Dominican Republic","http://pdf.usaid.gov/pdf_docs/PA00JQ8H.pdf","5,749 KB","","","USAID Dominican Republic","English","application/octet-stream","","","Hugo J. Pirela Ph.D.","Community health care delivery","September 2013","","","","Effectiveness Evaluation Study, for the Program on Development of Batey Communities in the Dominican Republic.","Effectiveness Evaluation Study, for the Program on Development of Batey Communities in the Dominican Republic.","PA-00J-Q8H","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1MTcw","",""
"","","Final Evaluation Report","Documents","AID-OAA-M-11-00021","","","","","Ghana","http://pdf.usaid.gov/pdf_docs/PA00JQCM.pdf","717 KB","GEMS/The Cadmus Group","","","English","application/pdf","","","Mark Stoughton, Kristin Taddei","","4/6/2012","","","","GEMS AF3 Ghana Workshops Final Report","","PA-00J-QCM","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1MjU3","",""
"","","Final Evaluation Report","Documents","AID-OAA-M-11-00021","","","","","Zambia","http://pdf.usaid.gov/pdf_docs/PA00JQCN.pdf","1,039 KB","GEMS/The Cadmus Group, Inc.","","","English","application/pdf","","","Rosie Chekenya","","6/30/2012","","","","GEMS AF14: Zambia Workshop Final Report","","PA-00J-QCN","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1MjU4","",""
"","","Final Evaluation Report","Documents","AID-OAA-M-11-00021","","","","","Asia","http://pdf.usaid.gov/pdf_docs/PA00JQCP.pdf","2,293 KB","GEMS/The Cadmus Group, Inc.","","","English","application/pdf","","","Patrick Hall","","9/25/2012","","","","GEMS AS2b Asia Regional Workshop Final Report","","PA-00J-QCP","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ1MjU5","",""
