Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Final external evaluation of a project (12/88-10/92) to strengthen the capacity of the Government of Bangladesh to implement a food management system and to formulate food policies.  The project was implemented by the International Food Policy Research Institute (IFPRI). Despite implementation inadequacies on IFPRI's part during the first 2 years, the project appears to be worthwhile and will in the long term benefit the people of Bangladesh.  IFPRI is now doing commendable work. It has published a number of field research studies.  Two in particular, ""Rice Price Stabilization"" and ""Optimal Public Food-Grain Stocks,"" are examples of valuable research for policymakers.  Most project research has been fairly extensive and has been carried out with professional vigor.  The data accumulated are more credible than comparable data generated by government agencies.  Research findings have affected important government policies concerning rural rationing, statutory rationing, stock policy, and procurement pricing and methods.  The project has both produced its own findings and reinforced previous findings of other organizations. However, the project has not been very effective in developing food targeting programs or in institution building (although Bangladesh's Food Planning and Monitoring Unit (FPMU) has been strengthened to some degree).  A number of courses on basic analysis and computer use were organized for staff and officials of various ministries and agencies, primarily FPMU.  This training was useful, but should have been continued.  Also, because of interventions of the various ministries, there were problems with the training selected.  The FPMU still lacks sufficient staff to analyze and interpret technical research reports or independently undertake policy studies.  Commodity support was limited to one personal computer supplied by IFPRI, as separate funds were allocated to FPMU for commodity support. Coordination between training and commodity support was lacking. It is recommended the project be extended, at least to 6/93, since it is now producing useful results.  Also, either the status of the FPMU should be upgraded (by the Bangladesh Government) or consultants should be hired to reinforce its policy analysis capacity.  (Author abstract, modified)","","Final Evaluation Report","Documents","PDC-1406-I-00-0073-00","","4/1/1993 12:00:00 AM","","Food policy|Food security|Agricultural research|Economic studies","Bangladesh","http://pdf.usaid.gov/pdf_docs/PDABF040.pdf","2,340 KB","005072 - Tropical Research and Development, Inc.","","008511 - USAID. Mission to Bangladesh","English","application/pdf","Final evaluation","","Eubanks, Kenneth W.|Reza, Sadrel A. L.|Talukder, Rezaul Karim","Agricultural policy","Apr 1993","","","","Final evaluation : Bangladesh food policy project no. 388-0074","","PD-ABF-040","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjI0NzEy","Bangladesh","3880074|9361406"
"Evaluates cooperative agreement with the East-West Center on Population (EWCPOP) to increase the capacity of Asian countries to use demographic data in family planning (FP) policy development and program implementation.  The project involved four major types of activities (research, TA, training, and information dissemination) focusing on five programmatic themes: (1) FP program evaluation; (2) the unmet need for FP in Asia; (3) birth spacing and child survival; (4) contraceptive method choice and accessibility; and (5) population and the environment. Evaluation covers the period 8/88-2/93 vs. a PACD of 8/93. EWCPOP has substantially achieved the objectives of the cooperative agreement.  It has produced a significant volume of useful research studies which have had a policy/program impact in the Asia region. These studies met or exceeded the number of deliverables called for and addressed appropriate themes.  The research has been collaborative in nature and has been linked to effective TA and training/workshops, resulting in an increase in the capacity for such activity in the countries concerned. Dissemination activities, while generally good, have focused too much on activities in Hawaii and not sufficiently on field activities.  Also, evaluation activities have been rather sporadic and not always helpful. The original workplan and budget distribution could have been improved.  Planning, coordination, and implementation have all fallen on the same few staff persons, frequently subjecting them to nearly unmanageable workloads.  More input from technical staff would have made for an even more successful project.  A better workplan, integrating objectives, modalities, and resources would have been equally helpful. Given the success of the present agreement, A.I.D. should give serious thought to a new, revised, agreement with EWCPOP.  Such an agreement would have to clearly define strategic goals and present a detailed research agenda and an integrated workplan linking research, TA, training, and dissemination activities to the achievement of specific objectives.  These objectives should reflect EWCPOP's comparative advantage and should relate to the work of other A.I.D. contractors and grantees in the context of A.I.D.'s global mission.  The agreement must stress activities planned and conducted in the field; include a built-in evaluation plan; and devote greater attention to dissemination in the field using computer-based communication techniques as well as better targeted traditional print media.  (Author abstract, modified)","Project title: Population technical assistance (POPTECH)|Project title: Demographic data initiatives","Special Evaluation","Documents","DPE-3024-Z-00-8078-00","","2/1/1993 12:00:00 AM","","Demographic research|Family planning policy|Demographic data collection|Family planning research|Technical assistance|Technical training|Information dissemination","Asia","http://pdf.usaid.gov/pdf_docs/PDABF394.pdf","1,069 KB","006243 - Dual & Associates, Inc.|000673 - International Science and Technology Institute, Inc. (ISTI)","","006988 - USAID. Bur. for Research and Development. Ofc. of Population","English","application/pdf","","","Robinson, Warren|Cross, Harry","Demography and vital statistics","5 Feb 1993","","Report no. 92-156-144","","Evaluation of the East-West Center Program on Population cooperative agreement","","PD-ABF-394","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjI1NTA1","Development Support","9363046|9363024"
"Evaluates the Maternal and Child Health-Family Planning (MCH-FP) Extension subproject (SP) of the Bangladesh FP Health Services project. Interim evaluation covers the period 1989-1992 and includes recommendations for the SP's third and final 5-year funding phase (1992-97). The SP, which is being implemented by the International Center for Diarrheal Disease Research, Bangladesh (ICDDR,B) and the Population Council, has had a major impact in testing and introducing programmatic interventions for improving the national FP program.  These interventions, conducted in collaboration with the Government of Bangladesh (GOB) have included:  recruitment of additional community-based field workers, improved implementation of satellite clinics, an improved client-based service statistics system, and home delivery of injectable contraceptives.  The SP has also drawn considerable attention to the success of the national FP program through extensive publication of scientific articles and through foreign visitors.  The SP's future potential is unquestioned and continued funding is highly recommended. Specific findings on SP research, intervention, and dissemination activities include the following.  (1) Though SP research designs are sound and findings have been useful, the research agenda has been heavily biased in favor of data from ICDDR,B's Matlab site, rather than the SP's own two field sites, and the research has been largely quantitative in nature.  (2) While many SP interventions that have been tested and replicated have significant implications for increased program costs, few have focused on, or directly tested, possible cost-saving activities such as the use of volunteers, depot holders, and improved method mix.  In the next phase, cost aspects should be a major factor in selecting and prioritizing proposed interventions.  Also, activities have been focused at the thana level or below, and as a result, cost-effectiveness and replicability remain to be demonstrated, More attention should be given to developing support among higher levels of the GOB and to coordination with other GOB and NGO activities.  (3) In-country dissemination of information about SP activities has been less than ideal and will require more attention; proposed activities include the exploration of alternative means of communication such as briefing meetings, workshops, and translation of SP information into Bangla. Some shortcomings are also evident with respect to the SP's structure and management.  The SP has not been guided by a strategic plan, and research and intervention agendas have often been based on the interests of individual staff.  The SP's management structure has fluctuated to fit these agendas, creating confusion among staff.  Also, while the SP has funded considerable long- and short-term training, staff who have been trained have not been moved into higher positions; the rationale for long-term training during the next phase is questionable. Finally, the proposed merger of the MCH-FP Extension and Urban Volunteers projects under a single cooperative agreement with ICDDR,B needs further consideration and planning before implementation.","Project title: Population technical assistance (POPTECH)","Special Evaluation","Documents","DPE-3024-Z-00-8078-00","","2/1/1993 12:00:00 AM","","Health outreach services|Family planning services|Maternal child health care|Family planning research","Bangladesh","http://pdf.usaid.gov/pdf_docs/PDABF395.pdf","3,296 KB","006243 - Dual & Associates, Inc.|000673 - International Science and Technology Institute, Inc. (ISTI)","","006988 - USAID. Bur. for Research and Development. Ofc. of Population","English","application/pdf","Interim evaluation","","Huber, Sallie Craig|Epstein, Eve|et al.","Family planning services","5 Feb 1993","","Report no. 92-170-143","","Assessment of the ICDDR,B [International Centre for Diarrhoeal Disease Research, Bangladesh]-based maternal and child health - family planning (MCH-FP) extension project : Bangladesh","","PD-ABF-395","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjI1NTA2","Bangladesh","3880071|4990000|9363024"
"","","Final Evaluation Report","Documents","OTR-0500-A-00-8278-00","","1/1/1993 12:00:00 AM","","Child survival activities|Breastfeeding","Guatemala|Honduras","http://pdf.usaid.gov/pdf_docs/PDABF423.pdf","2,938 KB","007568 - La Leche League, Guatemala|007569 - La Leche League, Honduras|001953 - La Leche League International","","006982 - USAID. Bur. for Food and Humanitarian Assistance. Ofc. of Private and Voluntary Cooperation (PVC)|008555 - USAID. Mission to Honduras|008550 - USAID. Mission to Guatemala","English","application/pdf","","","Lares, Beatriz|Magalhaes, Rebecca|et al.","Breastfeeding","15 Jan 1993","","","","Breastfeeding advocates and mothers support groups : final evaluation of La Leche League International child survival projects -- Guatemala and Honduras","","PD-ABF-423","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjI1NTUx","Private and Development Cooperation","9380500"
"","Contents: v. 1. [Main document] -- v. 2. [Appendices]|Delivery order no. 22|Project title: Advancing basic education and literacy (ABEL)","Special Evaluation","Documents","PDC-5832-I-00-0095-00","","1/1/1993 12:00:00 AM","","Educational development|Educational cooperation|Institutional linkages|Educational networking|Educational exchanges|Educational facilities|Partnerships","Asia|USA","http://pdf.usaid.gov/pdf_docs/PNABN418.pdf","10,378 KB","001341 - Creative Associates International, Inc. (CAII)","","007203 - USAID. Bur. for Asia. Ofc. of Development Resources. Div. of Technical Resources","English","application/pdf","","","Brunell, David","Educational development","Jan 1993","","","","APEC [Asia Pacific Economic Cooperation] partnership for education : preliminary evaluation","","PN-ABN-418","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjI1NTY0","Development Support","4990005|9365832"
"","","Final Evaluation Report","Documents","OTR-0500-A-00-9130-00","","1/1/1993 12:00:00 AM","","Birth intervals|Pregnancy|Child nutrition|Child survival activities","Ecuador","http://pdf.usaid.gov/pdf_docs/PDABF445.pdf","1,162 KB","006986 - People-to-People Health Foundation, Inc. Project HOPE","","006982 - USAID. Bur. for Food and Humanitarian Assistance. Ofc. of Private and Voluntary Cooperation (PVC)","English","application/pdf","","","Echeverria T., Ramiro|Schwethelm, Bettina|Moreno, Francisco","Maternal child health care","Jan 1993","","","","Child spacing/high risk pregnancy and child nutrition child survival project, Manabi and Azuay Provinces, Ecuador : final evaluation report","","PD-ABF-445","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjI1NjY4","Private and Development Cooperation","9380500"
"The Africa Operations Research and Technical Assistance (OR/TA) Project, implemented by the Population Council (PC), continues A.I.D.'s two-decade commitment to OR in the field of family planning (FP) services.  Since its inception in 1988, the project has carried out more than 60 subprojects (SP's) in 16 countries, exceeding contract stipulations.  Overall, implementation has been of high quality.  SP's have had significant policy relevance for both national and international audiences. PC staff were resourceful in identifying SP opportunities and in responding to host country and USAID Mission interests and concerns.  In carrying out SP's, PC collaborated with public and private national and regional institutions, frequently including other A.I.D. cooperating agencies; collaboration with International Planned Parenthood Federation affiliates was particularly notable.  According to both USAID Missions and host country institutions, the TA provided by both core staff and resident advisors was timely, fully collaborative, and generally of high quality.  There were several SP's, however, that would have benefitted from more frequent and more intensive TA and supervision by PC staff. The project has successfully built on prior OR activities funded by A.I.D.'s Bureau for Research and Development, notably in adapting the PRICOR Thesaurus approach for service diagnostics in developing the situation analysis, and in capitalizing on groundwork laid in host countries by Columbia and Tulane Universities in previous OR contracts. The standardization of the situation analysis methodology is a significant contribution to helping program managers improve service delivery and the quality of care offered to clients.  SP results indicate that OR remains an important way to introduce and test the feasibility of various approaches to service delivery in new contexts, particularly with respect to integrated health programs and workplace-based programs. Overall, with about half the SP's completed, the project appears to be having a fairly impressive impact.  It has already begun to leave a legacy of qualitative change, documented in revised procedures, upgraded training, and different supervision strategies, in several countries. It is also likely that services will expand in several countries as a result of SP activities.  Finally, as a result primarily of training and TA, the project has begun to institutionalize OR capabilities in several countries.  The project has also had a broader impact on the field of family planning OR, mainly through the development or revision of materials and methodologies. This project has provided a number of insights on OR.  It has shown that situation analyses, which provide a comprehensive assessment of the functioning of FP subsystems, can help program managers improve service delivery and the quality of care.  It has also shown that OR is most successful when carried out as an iterative process of problem identification, solution testing, results assessment, modification, and retesting.  The project has also demonstrated that, while OR is extremely important in introducing new FP services in the face of opposition, it can be a more effective refining tool under conditions favorable to change.  Such conditions exist when:  (1) national programs are established with a comprehensive strategy, implementation plan, and institutional structure; (2) FP programs are dynamic and growing and actively looking for ways to expand and improve; (3) the institutional structure of the FP program permits effective utilization of results; and (4) donor financing and interest actively support implementation of alternative delivery approaches and improvements in established service delivery systems.  (Author abstract, modified)","Project title: Population technical assistance (POPTECH)","Special Evaluation","Documents","DPE-3024-Z-00-8078-00","","2/1/1993 12:00:00 AM","","Family planning services|Delivery systems|Operations research|Technical assistance|Host country counterparts|Institution building|Methodology development|Research methodology","Africa","http://pdf.usaid.gov/pdf_docs/PDABF446.pdf","3,814 KB","006243 - Dual & Associates, Inc.|000673 - International Science and Technology Institute, Inc. (ISTI)","","006988 - USAID. Bur. for Research and Development. Ofc. of Population|000004 - USAID. Bur. for Africa","English","application/pdf","Interim evaluation","","Adamchak, Susan Enea|Horn, Marjorie C.|et al.","Family planning","10 Feb 1993","","Report no. 92-168-139","","Evaluation of the Africa operations research/technical assistance project","","PD-ABF-446","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjI1NjY5","Development Support","9363030|9363024"
"PACR of a rural water and sanitation project (8/80-12/87) in Togo. The project's final evaluation, conducted in February 2/88, concluded that in terms of accomplishments the project was highly successful.  The 7-year project provided potable water to 864 villages with a total population of about 600,000.  The construction component completed 1,048 boreholes, capped 3 springs, and constructed 256 cisterns and 473 latrines.  This met or exceeded targets, except for latrines.  In each village that received a well, a Village Development Committee (VDC) was established and its members trained.  A slower than expected supply of some pumps resulted in some of the boreholes not being functional at the time of final evaluation. Training achievements are as follows:  8,400 health and community development agents trained; 2,000 government agents and 1,800 local workers trained in construction techniques; 10,000 VDC members trained; and 6,000 villagers trained in pump maintenance. A two-tiered system was used to recruit and train pump maintenance teams.  Two people were trained in each village to handle basic pump repairs, while regional technicians were responsible for major problems and periodic visits to each village.  At the time of final evaluation, the village maintenance teams were operating well, but there were not enough regional technicians to respond to problems with the pumps. The project placed considerable emphasis on the institutional development of Government of Togo's (GOT's) social affairs agencies and on VDC's to address the issue of sustainability. Sustainability was further emphasized through the project's commitment to working through existing government agencies and structures instead of creating separate project structures.  This emphasis was the key to the overall project success. On average, each field agent spent the equivalent of one year's time per village in establishing committees, supervising activities, and assuring follow-up activities over the life of the project.  Such a large commitment of time allocated to village contacts is necessary to ensure effective community development. About one-fourth of the total financial resources expended during this project were devoted to community development activities. This figure exceeded the commitment to health education and community development being made in comparable projects in other countries. However, the evaluation team concluded that this proportion was close to a desirable norm for rural water projects in general, given recent knowledge of the importance of community participation in water and sanitation projects.  Without such commitment to popular participation, both short-term and long-term goals will be threatened. Women are a key component of any rural water and health project and should be involved in all phases of the project activities. The concept of village responsibility for pump maintenance is viable and should be continued.  Villagers have demonstrated a willingness to pay for maintenance costs within reason; however they need to have all of the necessary tools and spare parts easily accessible.  There was insufficient support to the pump maintenance effort beyond the village level.  This support, in terms of more in-depth expertise and supply systems for spare parts, is essential for long-term viability. The sanitation component, consisting of latrine construction, is important to the total package, but project resources were insufficient to achieve desired results.  Unfortunately, the type of latrine promoted by the project, while hygienic and effective, was beyond the financial means of most villagers.  (Author abstract)","","Final Evaluation Report","Documents","","","2/1/1993 12:00:00 AM","","Potable water|Rural areas|Water supply|Villages|Outdoor toilet facilities|Springs (water)|Sanitation engineering|Wells|Water pumps|Water supply structure maintenance|Community participation|Project sustainability","Togo","http://pdf.usaid.gov/pdf_docs/PDABF510.pdf","115 KB","008614 - USAID. Mission to Togo","","","English","application/pdf","Final evaluation","","","Water supply and sanitation","19 Feb 1993","","","","Project assistance completion report : rural water supply and sanitation (RWSS)","","PD-ABF-510","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjI1ODE0","Togo","6930210"
"PACR of a project (9/77-12/85) to construct a Family Health Center in Togo. Construction of the Center was delayed more than 2 years due to several factors including difficulties in finding an appropriate contractor, the decision to build the Center in the World Health Organization Regional Training Center compound (a different location than was originally planned), and the long negotiations with the Ministry of Health over the structure and function of the project. Construction was finally completed in 7/82.  Minor changes were made and construction deficiencies were corrected during the next 2 years.  Final payment was made to the construction contractors in 3/84. The Center was fully staffed with qualified training and administrative personnel, including three educational facilitators, (a nutritionist, a midwife, and a nurse), an administrative coordinator, and a technical coordinator.  By 7/83 the Center was fully equipped, and training courses began in 10/83.  Funding for training courses at the Center was provided through a separate grant, awarded to Family Planning International Assistance. In sum, the project successfully achieved its primary purpose of building the Togo Family Health Center, albeit 2 years later than planned.  In his final inspection of the Center, the REDSO/WA chief engineer described the Center as ""attractive, well coordinated to the existing buildings, and entirely appropriate in design.  It will serve the purpose for which it was intended."" The following lessons have been learned.  The project design and proposed inputs were not clearly understood by both parties to the agreement at the beginning of the project.  Issues pertaining to the use of the new facility were not clearly resolved before the project began, resulting in some confusion surrounding the Center's purpose. Construction plans were drafted before the facility's activities were theoretically designed.  Agreements on the use of the physical facilities among USAID, the GOT, and WHO should have been more clearly shared between all parties. Disagreements on use and design factors significantly delayed construction. Inadequate time was allowed for discussion between USAID and the host country on the project purpose and goals.  A substantial length of time was necessary even after the project agreement had been signed to reach consensus on a number of important issues, resulting in prolonged delays in project start-up.  (Author abstract, modified)","","Final Evaluation Report","Documents","","","2/1/1993 12:00:00 AM","","Family health care|Training centers|Medical education|Building construction|Development project design|Development project management","Togo","http://pdf.usaid.gov/pdf_docs/PDABF511.pdf","46 KB","008614 - USAID. Mission to Togo","","","English","application/pdf","Final evaluation","","","Family planning services","19 Feb 1993","","","","Project assistance completion report : [Togo] Family Health Center","","PD-ABF-511","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjI1ODE1","Togo","6930212"
"PACR of a project (8/83-8/88) to promote animal traction among small farmers. The project was highly successful.  Over 1,700 farmers were trained in the Kara and Savanes regions and 16 of 17 planned technical centers (CATs) have been established and are functional.  Project-trained ox-drawn units numbered over 800 and the goal of 806 farmers adopting plow and weed technologies was surpassed.  However, the number of farmers receiving credit for the purchase of draft animals through the national system only reached about half the goal of 800 recipients. Animal health services were provided through two annual programs to over 4,000 cattle; a structure has been put in place to continue these services after the PACD. Farmland under cultivation with animal traction increased by approximately 30%.  Returns based on net income from crop production rose by almost 40%, although the addition of animal traction costs reduces the number to 13%. The project fell short of its goals to establish adequate animal traction equipment parts supply and repair facilities on the local level. The following lessons were learned.  (1) Sufficient attention to the issue of collection procedures is important in the design of credit programs.  The credit component initially suffered due to an inadequate system resulting in low repayment rates.  (2) Extension activities performed on ""model farms"" were generally better attended than those held at the CATs.  Farmers related better to conditions found in fields similar to their own, rather than the demonstration fields at the centers.  (3) Private sector suppliers of animals and equipment should be brought into a project of this nature early on to ensure adequate development of the sector.  (4) Efficient procedures for the timely disbursement of project funds are essential to success.  (5) The add-on projects were difficult to manage and were unrelated to the project purpose. Upon completion of the project, a 2-year support grant was made to two host government agencies:  Project de la Promotion de la Traction Animale (PROPTA) and Projet Culture Attelee (PCA), based in Kara, upon completion of TAT.  Evaluation of this support found that PROPTA-supplied animals were far more expensive than those provided by the private sector and that PROPTA had not sold a team in over 3 years due to poor return on the investment; it was recommended therefore that no further support be given to this sector. The MAPS and Agribusiness assessments noted that Togo's agriculture sector is totally bogged down due to highly unfavorable policies and conditions (i.e., mismanaged government input and marketing monopolies, and poor communication and transportation links).  (Author abstract)","","Final Evaluation Report","Documents","","","1/1/1993 12:00:00 AM","","Animal traction|Small farms|Farmer training|Agricultural credit","Togo","http://pdf.usaid.gov/pdf_docs/PDABF553.pdf","90 KB","008614 - USAID. Mission to Togo","","","English","application/pdf","Final evaluation","","","Agricultural technology","11 Jan 1993","","","","Project assistance completion report : animal traction development","","PD-ABF-553","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjI1OTQy","Togo","6930218"
