Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"","Project title: Fertility awareness-based methods (FAM)","Final Evaluation Report","Documents","GPO-A-00-07-00003-00","","1/1/2013 12:00:00 AM","","","Guatemala","http://pdf.usaid.gov/pdf_docs/PA00JNN3.pdf","1,460 KB","007584 - Georgetown University. Institute for Reproductive Health","","011262 - USAID. Bur. for Global Health. Ofc. of Population and Reproductive Health","English","application/pdf","","","","Contraceptive methods","November 2013","","","","Scale-Up of the Standard Days Method® (SDM) in Guatemala","","PA-00J-NN3","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQzODk4","",""
"","Project title: Fertility awareness-based methods (FAM)","Final Evaluation Report","Documents","GPO-A-00-07-00003-00","","1/1/2013 12:00:00 AM","","","Congo DR","","","007584 - Georgetown University. Institute for Reproductive Health","","011262 - USAID. Bur. for Global Health. Ofc. of Population and Reproductive Health","English","","","","","Contraceptive methods","November 2013","","","","Scale-Up of the Standard Days Method® (SDM) in DR Congo","","PA-00J-NN4","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQzODk5","",""
"The overall purpose of Strengthening Communities through Integrated Programming (SCIP) is ""to integrate health, HIV/AIDS, water/sanitation, and rural enterprise components with nutrition and agriculture to strengthen communities in Nampula and Zambezia."" &nbsp;SCIP utilizes this innovative approach to activity delivery at the provincial, district, and community levels. &nbsp;The objectives of this mid-term evaluation were two-fold: first, assess the effectiveness of integration as a model for service delivery by SCIP; and second, &nbsp;assess processes and mid-term progress toward results in selected areas and determine whether interventions designed are contributing toward the desired result, with the objective of informing future programming decisions (e.g., scale-up, modification, and enhancement) during the second half of SCIP's implementation. &nbsp;The evaluation team was provided eight core questions: (1) to what extent is the SCIP activities integrated in practice; (2) what have been the management and implementation benefits of activity integration; (3) what are the management and implementation challenges of activity integration and do certain activity areas get reduced attention because of the management needs of other activity areas; (4) to what extent is the SCIP strategy strengthening the relationship between Community Leader Councils (CLCs) and other government structures; (5) of the organizations supported by SCIP, are community organizations more likely to continue their activity after completion of the SCIP activities; (6) to what extent has SCIP succeeded in creating demand for health services and which interventions are the biggest drivers of increased demand for health services; (7) to what extent do youth participants and their families perceive youth farmers clubs to be beneficial and what aspects of the Youth Farmer Clubs (YFCs) are most beneficial and effective; and (8) to what extent do former participants in YFCs who ""aged-out"" of the program continue to employ lessons learned as part of YFC participation? &nbsp;A summary of evaluation results states that overall, integration of services is occurring, and is strongest at the community level, with most progress attributable to work that both SCIP partners do with and through community mechanisms. However, in both provinces, SCIP activities experience government of Mozambique (GOM) and donor-related limitations to full integration. &nbsp;(Excerpt, modified)","'Evaluation Report'|Cover title: USAID/Mozambique strengthening communities through integrated programming performance evaluation|Evaluated project title: Strengthening communities through integrated programming (SCIP)","Special Evaluation","Documents","AID-656-T0-13-00001|RAN-I-00-09-00016-00|AID-RAN-I-00-09-00016","","1/1/2014 12:00:00 AM","","Integrated health care|HIV/AIDS|Agricultural development|Nutrition|Water sanitation|Access to services|Community health care|Community services|Community mobilization|Youth","Mozambique","http://pdf.usaid.gov/pdf_docs/PA00JNNZ.pdf","1,368 KB","001891 - International Business and Technical Consultants, Inc. (IBTCI)","","008580 - USAID. Mission to Mozambique|013413 - USAID. Bur. for Policy, Planning and Learning. Ofc. of Learning, Evaluation and Research","English","application/pdf","","","","Health (General)","January 2014","","","","Performance evaluation of the USAID/Mozambique strengthening communities through integrated programming (SCIP)","","PA-00J-NNZ","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQzOTIz","Mozambique",""
"This is a report on the mid-term performance evaluation of the Advancing National Integration (ANI) project funded by the United States Agency for International Development (USAID) Mission in Georgia. &nbsp;The project is being implemented by the United Nations Association - Georgia (UNAG) between September 2011 and January 2015. &nbsp;The evaluation of ANI was conducted during the period October-December 2013. &nbsp;The overall purpose of evaluating ANI is to ""determine the effectiveness of the project and to provide recommendations on corrective actions and new directions for the remaining years of project implementation and beyond."" The main goal is to review actual progress toward achieving key expected results and identify accomplishments, delays, challenges, and their impact on the project, as described in the Statement of Work (SOW) for the evaluation. &nbsp;An integral part of the evaluation mission was to answer a set of four pre-determined questions, which are detailed in the body of this report. &nbsp;The questions concern: (1) the way that youth understand tolerance and national unity and how ANI has affected levels of youth civic engagement and participation in society; (2) the efficacy of ANI's collaboration with non-governmental organizations (NGOs) as hosts of the youth centers (YCs) in various cities and agents for mobilization of youth; (3) ANI's effect on the capacity and effectiveness of the Tolerance Center (TC), Council of Religions (CR) and Council of National Minorities (CNM); and (4) the effect on ANI of the change of government in 2012. &nbsp;The conclusions reached and suggested recommendations will be used by USAID/Caucasus to: (1) improve ongoing interventions in the area of national integration and tolerance; and (2) contribute to the design of USAID's next generation of support in that sector. &nbsp;(Excerpt, modified)","'Prepared under RFTOP No. SOL-114-13-000008'|Evaluated project title: Advancing national integration (ANI)","Special Evaluation","Documents","AID-114-TO-14-00001|AID-114-I-13-00001","","1/1/2014 12:00:00 AM","","Youth|Civil society|Community development|Community behavior|Job satisfaction","Georgia","http://pdf.usaid.gov/pdf_docs/PDACY246.pdf","1,490 KB","008414 - Mendez England and Associates","","009620 - USAID. Regional Mission for the Caucasus","English","application/pdf","","","","Civil society","15 January 2014","","","","Mid-term performance evaluation of USAID/Caucasus advancing national integration (ANI) project in Georgia","","PD-ACY-246","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ0MDA1","Georgia",""
"","","Final Evaluation Report","Documents","DFD-G-00-12-00122","","","","","Haiti","http://pdf.usaid.gov/pdf_docs/PA00JNTM.pdf","3,636 KB","World Concern Development Organization","","","English","application/msword","","","","","2/6/2014","","","","Haiti Earthquake Response (HEAR) Final Results Report (Revised) February 5, 2010 to December 31, 2011","","PA-00J-NTM","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ0MDUz","",""
"","","Special Evaluation","Documents","","","1/1/2013 12:00:00 AM","","","Niger","http://pdf.usaid.gov/pdf_docs/PA00JNW4.pdf","1,305 KB","010127 - Samaritan's Purse","","","English","application/pdf","","","","","November 2013","","","","Samaritan's Purse Food Assistance to Build Resilience in Communities Baseline Report","","PA-00J-NW4","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ0MDk1","",""
"","","Final Evaluation Report","Documents","AID-497-0-11-00066","","1/1/2011 12:00:00 AM","","","Indonesia","http://pdf.usaid.gov/pdf_docs/PA00JP28.pdf","454 KB","Humanitarian Forum Indonesia","","","English","application/pdf","","","Sébastien Fesneau, Hening Parlan, Djoni Ferdiwijaya","Disease prevention and control","2011","","","","ASSESSMENT AND OPTIONS FOR DISASTER RISK REDUCTION AND CLIMATE CHANGE ADAPTATION PROGRAM IN INDONESIA","","PA-00J-P28","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ0MjEx","",""
"","Evaluated project title: Forest resource sustainability program (FOREST)","Final Evaluation Report","Documents","AID-497-TO-11-00002|EPP-I-00-06-00008-00|AID-EPP-I-00-06-00008","","4/1/2013 12:00:00 AM","","","Indonesia","http://pdf.usaid.gov/pdf_docs/PA00JP2G.pdf","2,283 KB","013576 - Tetra Tech ARD","","013895 - USAID. Bur. for Economic Growth, Education and Environment. Ofc. of Land Tenure and Resources Management","English","application/pdf","","","","Forestry","29 April 2013","","","","Seeing the forest for the trees : an evaluation of USAID/Indonesia's forest resource sustainability program (FOREST) : final report","","PA-00J-P2G","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ0MjE3","Indonesia",""
"","Cost Benefit Analysis Report for Selected USAID/ Ethiopia Value Chains|Project title: Learning, evaluation, and analysis project (LEAP)","Special Evaluation","Documents","AID-OAA-C-11-00169","","1/1/2012 12:00:00 AM","","","Ethiopia","http://pdf.usaid.gov/pdf_docs/PA00JP2Z.pdf","586 KB","Optimal Solutions Group, LLC;|Cambridge Resources International Inc.","","013891 - USAID. Bur. for Economic Growth, Education and Environment. Ofc. of Economic Policy","English","application/pdf","","","Glenn P. Jenkins, Cost-Benefit Manager;|Richard Barichello, Senior Cost-Benefit Analyst;|Mikhail Miklyaev, Cost-Benefit Analyst;|Kate Pankowska, Cost-Benefit Analyst","Agricultural development","October, 2012","","","","COST-BENEFIT ANALYSIS OF THE RED HARICOT BEANS VALUE CHAIN IN ETHIOPIA; GRADUATION WITH RESILIENCE TO ACHIEVE SUSTAINABLE DEVELOPMENT - GRAD PROJECT FINAL REPORT","","PA-00J-P2Z","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ0MjMx","",""
"","Cost Benefit Analysis Report for Selected USAID/ Ethiopia Value Chains|Project title: Learning, evaluation, and analysis project (LEAP)","Special Evaluation","Documents","AID-OAA-C-11-00169","","1/1/2012 12:00:00 AM","","","Ethiopia","http://pdf.usaid.gov/pdf_docs/PA00JP31.pdf","618 KB","Optimal Solutions Group, LLC;|Cambridge Resources International Inc.","","013891 - USAID. Bur. for Economic Growth, Education and Environment. Ofc. of Economic Policy","English","application/pdf","","","Glenn P. Jenkins, Cost-Benefit Manager;|Richard Barichello, Senior Cost-Benefit Analyst;|Mikhail Miklyaev, Cost-Benefit Analyst;|Kate Pankowska, Cost-Benefit Analyst;|Habtamu Fuje, Cost-Benefit Analyst/Local Consultant","Agricultural development","October 3, 2012","","","","COST-BENEFIT ANALYSIS OF A HONEY VALUE CHAIN IN ETHIOPIA (AGP-AMDe PROJECT) FINAL REPORT","","PA-00J-P31","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MzQ0MjMy","",""
