Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"Evaluates P.L. 480 Title II school feeding program in Haiti. Final evaluation covers the period 1978-82 and is based on results of two sample surveys in which a longitudinal research methodology (described in detail) was tested to assess the program's effectiveness and impact. Results showed that the neediest children and schools were not deliberately being targeted (i.e., by measuring and weighing) for inclusion in the program, and that rations tended to be diluted; 53% of the schools fed more children than were programmed. However, ration size was large enough to compensate for the overfeeding; children still received the intended 1/3 of the recommended daily allowance of calories.  Evidence was mixed as to whether commodities were substituting for meals or, as intended, supplementing them.  Food preparation/serving/storage facilities were inadequate, but requiring improvement might keep the poorest schools from participating.  Local contributions were minimal and children were generally required, above and beyond program guidelines, to pay a small fee to defray program costs. Recordkeeping was incomplete and inaccurate.  Finally, the program is not being run efficiently by participating schools. Some 17% of commodities were being used to subsidize program operating costs, a figure which appears to be excessive in view of the fact that a majority of participants do pay fees. Individual schools which seem to be the major contributors to this problem have been identified. Despite these problems, longitudinal analyses indicate that children who were at risk nutritionally benefited from the program, and that those most at risk benefited most.  Children attending CRS-administered school feeding programs benefited more than did those attending programs administered by other PVO's, suggesting that logistic and operational factors can be important determinants of school feeding success.  No participants were worse off in their second year, despite a deteriorating socioeconomic environment; the same cannot be said of nonparticipants. Several recommendations address the deficiencies noted above. Other key recommendations are to continue the program, expand nutrition education, and examine the effects of school feeding on student performance in school.","Title in footer: Haiti school feeding evaluation","Final Evaluation Report","Documents","","","3/1/1985 12:00:00 AM","","Child nutrition|School feeding programs|Food for Peace Title II|Beneficiary count|Sampling method","Haiti","http://pdf.usaid.gov/pdf_docs/PDAAP261.pdf","8,057 KB","008554 - USAID. Mission to Haiti","","","English","application/pdf","Final EOPS|Indepth evaluation|Onsite evaluation|Impact evaluation","","Cotten, Joel","","Mar 1985","","","","Evaluation research on the PL-480 Title II school feeding program in Haiti","","PD-AAP-261","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTgyNTA1","Haiti","521PL02"
"Evaluates four small enterprise development (SED) projects implemented by PVO's in Sri Lanka:  the Chamber for Small Industry (CSI); the Sarvodaya Shramadana Movement (SSM); the Lanka Mahila Samiti (LMS); and the Women's Bureau (WB).  Special evaluation is based on document review, interviews with PVO staff, participant questionnaires, and group discussions.  Time frame is not clearly indicated. The evaluation reviews different PVO approaches to SED, and the context in which those approaches are carried out.  Project impacts are examined at the firm, local economy, equity, and institution building levels. CSI serves as a training and mediating organization to help small entrepreneurs begin or expand manufacturing and develop business networks.  Enterprise profitability and viability is CSI's primary objective; social benefits are expected through backward and forward linkages.  Though only 10 months old, CSI has trained nearly 100 entrepreneurs in practical courses running 2-20 weeks; courses were highly regarded and lessons are being applied. SSM aims at collective advancement through rural community retail stores.  The SSM provides training/marketing/financial support to build local SSM organizations, increase production and purchases of local products, and link barter and cash economies. Over 95% of SSM stores are in continuing operation and most are covering all costs.  The stores provide employment at higher wages, reasonably-priced goods, and resources for community health and education programs. Through training and its network of local social services groups, the LMS program helps rural poor women improve business and problem solving capacities; profits are returned to individuals. In its first 10 months, LMS has helped form 11 production groups, mostly coir.  Volunteer extensionists chosen by the groups have received 6 weeks of basic business skills training, and increased self-esteem is evident. For both LMS and WB, social and economic development are linked. WB helps develop entrepreneurial and leadership skills in poor rural women by providing training, follow-up, and direct grants to businesses. A.I.D. funding for WB ended in 1982, but WB is a good example of possible results from an injection of TA and funds.  Increases in rural women's income and use of government services are reported. Future SED project design should address:  market demand for products; the form and delivery of SED finance; some means of sharing SED experiences (e.g., topic-specific seminars); and feedback and adjustment mechanisms.","","Special Evaluation","Documents","DAN-5317-C-00-3085-00","","1/1/1985 12:00:00 AM","","Small scale enterprises|Private voluntary organizations|Beneficiary interviews","Sri Lanka","http://pdf.usaid.gov/pdf_docs/PDAAQ404.pdf","22,995 KB","002120 - Partnership for Productivity International","","000087 - USAID. Bur. for Food for Peace and Voluntary Assistance|008606 - USAID. Mission to Sri Lanka|003647 - USAID. Bur. for Science and Technology. Ofc. of Rural and Institutional Development","English","application/pdf","Comparative effect evaluation|Onsite evaluation|Indepth evaluation|Evaluation team|Pre evaluation data","","Feldstein, Hilary S.|Hunt, Robert W.","","17 Jan 1985","","","","Sri Lanka evaluation of small enterprise by private voluntary organizations","","PD-AAQ-404","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg1MDE3","Sri Lanka","9365317|9380900|3830060"
"In April 1983, A.I.D.'s Office of Evaluation convened a 4-day conference to discuss the results of a 2-year effort to evaluate the impacts of the P.L. 480 Title I program.  This report summarizes discussion by the conferees on:  (1) the varied impacts of Title I food delivery, e.g., in terms of agricultural disincentives, food self-reliance, policy reform, and structural adjustment; and (2) the various mechanisms (e.g., single-year vs. multi-year programming, self-help agreements, and commodity mix) used to administer the Title I program.  All conferees agreed that the Title I program could be improved by:  implementing multi-year programming; integrating food aid with other development assistance; making self-help agreements more specific and food delivery more timely; programming food by volume instead of value; giving recipient countries a greater say in the choice of food commodities; improving A.I.D./host country policy dialogue; accepting the inefficiency of the multi-agency structure; and promoting the involvement of the private sector.  A summary of action taken on these recommendations since the conference concludes the report. Summaries of impact studies in Sri Lanka, Peru, Egypt, Jamaica, and Bangladesh are appended.","","Special Evaluation","Documents","","","2/1/1985 12:00:00 AM","","Food for Peace Title I|Economic impact|Development project management|Case studies","Jamaica|Bangladesh|Sri Lanka|Peru|Egypt","http://pdf.usaid.gov/pdf_docs/PNAAL044.pdf","91 KB","003433 - USAID. Bur. for Program and Policy Coordination. Center for Development Information and Evaluation (CDIE)","","","English","application/pdf","CDIE series|PPCeval|Impact evaluation","","Rogers, Beatrice Lorge|Wallerstein, Mitchel B.","Development assistance","Feb 1985","","","AID program evaluation report, no. 13","PL-480 Title I : a discussion of impact evaluation results and recommendations","","PN-AAL-044","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg1MTIw","",""
"Tanzania has long suffered from lack of an organized seed production and distribution system.  This report presents the results of an impact assessment of a project (1/70-12/82) to increase the quality and quantity of seeds produced in Tanzania. The project succeeded in enacting seed legislation and regulations and creating a system for producing high-quality seeds and distributing them to small and large farmers.  Farmers are using the seeds and increasing their crop production.  The returned recipients of long-term training have proven to be dedicated and competent. Despite these successes, Tanzania's overall crop production system is working far below its capacity.  Only 4,000 T of food crop seeds were sold in 1982, less than 5% of capacity.  Total food crop production has continued to decline since the early 1970's.  Credit and extension institutions have not cooperated with the seed project as expected. Finally, project sustainability is threatened by lack of spare parts and trained service personnel to support the project's mechanized seed production process and by the failure to institutionalize training for a second generation of project personnel. Lessons learned are that:  mechanization should be minimal and kept simple; project implementation should be flexible; distribution and marketing problems should be addressed prior to the start of production; design assumptions regarding the expected cooperation of related institutions should be carefully evaluated and diligently pursued during implementation; the design should take into account the fact that, in an economy with strong public sector control, free market mechanisms will not operate as in a market economy; exaggerated claims for potential impacts may initially create enthusiasm, but will ultimately hurt project credibility and sustainability; and design and implementation plans should seek to compensate for weak or lacking institutional support systems. Appendices include, inter alia, a 25-item bibliography (1975-83) and information on the evaluation methodology, on seed production, and on sociopolitical, agricultural, and general characteristics of Tanzania.","","Special Evaluation","Documents","","","1/1/1985 12:00:00 AM","","Seeds|Seed production","Tanzania","http://pdf.usaid.gov/pdf_docs/PNAAL042.pdf","85 KB","000179 - USAID. Bur. for Science and Technology","","000153 - USAID. Bur. for Program and Policy Coordination","English","application/pdf","Impact evaluation|Ex post evaluation|Indepth evaluation|Onsite evaluation|Evaluation team|CDIE series|PPCeval","","Ratchford, C. Bryce|Meyers, L. Richard|et al.","Crop production","Jan 1985","","","AID project impact evaluation report, no. 55","Tanzania seed multiplication","","PN-AAL-042","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg1MjQw","Tanzania","6210092"
"The impacts of two A.I.D. projects promoting integrated rural development (IRD) and new lands settlement in the subtropical lowland areas of Chane-Piray and San Julian in eastern Bolivia - a 1974 loan to the National Colonization Institute (INC) and a 1979 grant to the private Foundation for Integral Development (FIDES) - are evaluated. Physical infrastructure work, which was carried out by INC before the settlers arrived, was rated poor; technical services, which were provided by FIDES on a self-help basis, were rated excellent. Micro-level economic and social impacts were mixed at Chane-Piray but, thanks to FIDES's influence, were very positive at San Julian. Macro-level economic, social, and environmental impacts were substantial and generally positive, although the long-term impact of merging Indian and Spanish cultures and of replacing virgin forests with crop and pasture land is unknown.  IRD activities were limited to San Julian.  On the whole, the design of the projects was replicable. Regarding IRD, the projects taught the need for:  continuity of commitment, along with comprehensiveness of perspective as well as an ability to adapt individual IRD elements; proximity of implementors to beneficiaries, active participation by the latter, and close program monitoring; support systems promoting self-help and self-capitalization; and a quick-response capability (decentralized decisionmaking) on the part of implementors. Regarding resettlement, the projects taught that:  farming conditions should be evaluated (e.g., via experimental farms) before settlement; settlement proved most successful when due to a combination of self-selection and the provision of essential (but not dependency-creating) support services; the most essential infrastructure items are water, access roads, and viable community layouts; critical services must be provided until the first crop is harvested and sold; turnover of a settler's parcel of land does not necessarily reflect failure; and consolidation and growth ultimately depend on settlers' own efforts and resources.  Appendices treat project interventions, impacts, development issues, and lessons learned in detail and include a 42-item bibliography (1968-83).","","Special Evaluation","Documents","","","1/1/1985 12:00:00 AM","","Settlement establishment|Agricultural land settlement|Colonization programs|Integrated rural development|Community self help|Community participation|Community facilities|Beneficiary interviews","Bolivia","http://pdf.usaid.gov/pdf_docs/PNAAL043.pdf","7,748 KB","008515 - USAID. Mission to Bolivia","","","English","application/pdf","Indepth evaluation|Evaluation team|Ex post evaluation|Social science evaluation|Impact evaluation","","Solem, Richard Ray|Greene, Richard J.|et al.","Agricultural development","Jan 1985","","","AID project impact evaluation report, no. 57","Bolivia : integrated rural development in a colonization setting","","PN-AAL-043","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg1MjUx","Bolivia","5110514|5110050"
"The impact of A.I.D.'s support for CREDICOOP, Paraguay's national agricultural credit institution, is evaluated. CREDICOOP has established a significant network, growing from 16 to 70 credit unions, doubling its membership, and evolving from a savings and loan institution to a multipurpose cooperative.  Its effectiveness, however, has only been fair to poor, being seriously hampered by a high loan delinquency rate due to unwise early lending policies, poor harvests caused by bad weather, and a wildly unpredictable crop market. Yet despite apparently steady decapitalization, CREDICOOP survives; it has developed an institutional toughness which defies logic. CREDICOOP's impact on small farmers has been mixed.  Many fell into debt and have gone back to the private traders who have no collateral requirement and a short loan process; others have graduated to seeking credit from commercial banks and the National Development Bank. The key lesson learned is that, despite several decades of public sector support for CREDICOOP and other large, formal credit institutions, the private sector credit delivery system continues to command 84% of the overall agricultural credit market and fully 98% of the small farmer market.  A.I.D. should learn from these village-level businesses and seek ways of working through them.  Other lessons learned are that:  (1) integrating farmers and non-farmers in the same credit union can level financial flows within a union and provide relatively sophisticated leadership; (2) a credit institution must take into account both its operating costs and the costs of its competitor's money if it is to develop long-term sustainability; (3) the greatest weakness in any agricultural credit program is the unpredictability of weather and market conditions; (4) determination is the key to succeeding in a free market environment; (5) the ability to lend without requiring mortgage collateral, while raising the risk of default, also raises the ability to reach small farmer borrowers; and (6) availability of a credit union tends to make other agricultural service suppliers more competitive. Appendices provide greater detail on the individual A.I.D. projects involved and discuss traditional and CREDICOOP interest rates.","","Special Evaluation","Documents","","","1/1/1985 12:00:00 AM","","Institution building|Credit unions|Agricultural cooperatives|Agricultural credit|Credit cooperatives|Farmers|Small farms|Public sector|Private sector|Socioeconomic aspects","Paraguay","http://pdf.usaid.gov/pdf_docs/PNAAL041.pdf","3,291 KB","000156 - USAID. Bur. for Program and Policy Coordination. Ofc. of Evaluation","","","English","application/pdf","Impact evaluation|Ex post evaluation|Evaluation team|Indepth evaluation|CDIE series|PPCeval","","Solem, Richard Ray|Tippet, Bruce A.|et al.","Agricultural enterprises and cooperatives","Jan 1985","","","AID project impact evaluation report, no. 56","US aid to Paraguay : assistance to CREDICOOP's agricultural credit union system","","PN-AAL-041","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg1MzIw","Paraguay","5260101|5260113|5260118|5260122"
"Guanchias, Ltd., a Honduran banana-producing cooperative, has since its inception in 1965 achieved remarkable economic growth and effected considerable improvements in the lives of its members - accomplishments due in no small part to its partnership with Standard Fruit and Steamship Company, a U.S.-based multinational agribusiness firm.  This study traces the development of Guanchias and of its collaboration with Standard. Guanchias' origins lie in the failure of Honduras' agrarian reform movement to adequately address the problems of landless peasants; the promise of financial security through a guaranteed market for its bananas led the co-op - which had barely survived its first 3 years - to seek participation in Standard's independent growers program.  Over the next 15 years, benefiting from exposure to Standard's work ethic and technical and business procedures, Guanchias members learned how to become efficient managers and laborers, how to bargain as an equal with their more sophisticated partner, and how to reinvest capital earnings in productive and socially beneficial member services - potable water, sanitation, housing, health care, and education. Standard, for its part, received an assured supply of bananas at relatively low cost and low risk in an uncertain environment and enhanced its public image through its involvement with independent growers. The Guanchias-Standard partnership has been criticized as a one-sided relationship in which a paternalistic benefactor takes advantage of contracted labor, but in fact the joint venture has served both parties well and has also been good for economic, human, and institutional development in Honduras.  Although it is unclear as to how the relationship will evolve in the future, its strength was great enough to override a challenge to the contract in the early 1980's.  Moreover, Guanchias' continued reliance on Standard for materials transfers, extensive credit, and technical assistance suggests mutual acceptance of their interdependency. Implications of the Guanchias-Standard collaboration for Guanchias, the Government of Honduras, and development planners and donors are offered in conclusion.","","Special Evaluation","Documents","OTR-0085-O-00-3367-00","","3/1/1985 12:00:00 AM","","Agricultural cooperatives|Agribusiness|Private enterprises|Corporations|Joint ventures","Honduras","http://pdf.usaid.gov/pdf_docs/PNAAL046.pdf","723 KB","004099 - University of Notre Dame. Helen Kellogg Institute for International Studies","","003433 - USAID. Bur. for Program and Policy Coordination. Center for Development Information and Evaluation (CDIE)","English","application/pdf","CDIE series|PPCeval","","McCommon, Carolyn M.|Rueschhoff, Norlin G.|et al.","Economics (General)","Mar 1985","","","AID evaluation special study, no. 22","Guanchias Limitada : a case study of an agrarian reform cooperative and its long-term relationship with a multinational firm in Honduras","","PN-AAL-046","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg1MzM3","Honduras","9300085"
"","","Final Evaluation Report","Documents","","","1/1/1985 12:00:00 AM","","Agricultural research|Rice","Sri Lanka","http://pdf.usaid.gov/pdf_docs/PDAAQ672.pdf","997 KB","008606 - USAID. Mission to Sri Lanka","","","English","application/pdf","Final EOPS","","","","3 Jan 1985","","","","Project assistance completion report : rice research project 383-0040","","PD-AAQ-672","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg1NDMx","Sri Lanka","3830040"
"This A.I.D. program evaluation concludes that the International Fund for Agricultural Development (IFAD) is making a significant contribution to improving the economic condition of the rural poor in developing countries. IFAD's performance has been shaped by its unique, sole focus on increasing food production and income of small farmers and the rural landless; its reliance on other development organizations to implement projects; its requirement to maximize co-financing with other donors; its relatively small staff and funding level; the broad range of countries IFAD helps; and its accountability despite limited direct project control. Over the past 7 years, IFAD has helped implement 160 integrated rural development, irrigation, credit, and agricultural production projects in 84 countries.  Despite the newness of most projects, increased yields and incomes are already apparent and IFAD is emerging as a leader in designing credit projects, promoting donor involvement in higher risk projects, and introducing improved technologies.  IFAD's most successful projects have:  focused on well-specified target groups and had clear mechanisms for reaching them; introduced quick-yielding food production techniques adapted to poor farmers or comprehensive packages of integrated services; emphasized large-scale production of low-cost foods; and fostered on-farm employment.  Less successful IFAD projects have emphasized large-scale infrastructure investments which only indirectly benefit the rural poor. IFAD needs to increase its emphasis on and range of institutions chosen for co-financing projects; improve project monitoring and evaluation; try to reach more women; increase emphasis on priority U.S. development assistance policies, especially on long-term institutionalization of project management; and focus aid in fewer countries. Three appendices give details on IFAD projects.","Evaluation period: Jun-Dec 1984","Special Evaluation","Documents","","","2/1/1985 12:00:00 AM","","Food production|Development organizations|Agricultural development|Poor|Small farms|Low income|Rural areas","","http://pdf.usaid.gov/pdf_docs/PNAAL045.pdf","1,604 KB","003433 - USAID. Bur. for Program and Policy Coordination. Center for Development Information and Evaluation (CDIE)","","","English","application/pdf","Ex post evaluation|Evaluation team|Onsite evaluation|Multi country evaluation|Indepth evaluation|CDIE series|PPCeval","","","Agricultural development","Feb 1985","","","AID evaluation special study, no. 21","Program review of the International Fund for Agricultural Development (IFAD)","","PN-AAL-045","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg1NDQ0","",""
"","Order of technical direction no. 190","Special Evaluation","Documents","AID/DSPE-C-0080","","3/1/1985 12:00:00 AM","","Water supply|Water sanitation|Health education|Rural populations|Mountains|Jungles","Peru","http://pdf.usaid.gov/pdf_docs/PDAAQ689.pdf","2,181 KB","000333 - Camp Dresser and McKee, Inc. (CDM)","","000186 - USAID. Bur. for Science and Technology. Ofc. of Health|008591 - USAID. Mission to Peru","English","application/pdf","Evaluation team|Onsite evaluation|Indepth evaluation","","Moncada, L.|Collins, D.|et al.","","Mar 1985","","","WASH field report, no. 134","Progress evaluation of the rural water systems and environmental sanitation project, Peru","","PD-AAQ-689","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTg1NDcz","Peru","9311176|5270221"
