Abstract,Ancillary_Data,Bibliographic_Type,ContentType,Contract_Grant_Number,Credit,Date_Resource_Created,Description,Descriptors_Topical,Descriptors_Geographic,File,File_Size,Inst_Author,Inst_Publisher,Inst_Sponsor,Language,Mime_Type,New_Thesaurus_Terms,Notes,Personal_Author,Primary_Subject,Publication_Date_Freeform,Related_Doc_Links,Report_Number,Series_Title,Title,Title_Translated,Unique_ID,URI,USAID_Geography,USAID_Project_Number
"A comprehensive review of 212 evaluation reports (ERs) from FY 1985 and 1986, this document focuses on five key topics (implementation constraints, sustainability, women in development, environmental impacts, and private sector initiatives) in order to provide a distillation of recent experience and to identify patterns of both problems and successes.  The document uses a rating system to assess the significance of about 40 subtopics related to the five topics mentioned above. Findings are as follows. (1) Implementation constraints. About a third of the ERs reported that project design and adequacy of borrower/grantee staffing and budgeting were severe constraints to implementation success; projects with minimal implementation constraints were associated with strong management, well defined roles, relationships and responsibilities in project design, and activities that addressed needs clearly perceived by participants and beneficiaries. (2) Sustainability.  Good project sustainability was associated most with positive ratings for technology acceptance (31%)  and strength of project constituency and host country policies (24% and 21%).  Poor sustainability was associated with negative ratings for organizational/institutional capacity, for financial provision for operation and maintenance, and for management capacity. (3) Women in Development.  WID was a major purpose in about 15% of the projects.  Successful projects tended to have positive ratings for strengthening locally based women's institutions, including women as participants in project design/planning, and extending services for women into rural areas. (4)  Environment.  About 29% of the ERs made some sort of statement about environmental impact. Typically, high-rated environmental projects were associated with strong institution building components and the provision of medium-term economic motivation for improved resource management. (5) Private sector. About 21% of the ERs were concerned with private enterprise development.  Key findings in this area included (inter alia):  many A.I.D. projects are not designed explicitly to achieve certain desired impacts (e.g., employment creation); evaluation procedures are not adequate to capture the failure of projects to generate such desired impacts, and quality of design received the highest percentage of strongly negative ratings for private enterprise projects. Includes five annexes describing in detail the study's methodology.","Earlier ed.: Synthesis of AID evaluation reports FY 85 and 86|(PD-ACP-528)","Special Evaluation","Documents","","","3/1/1988 12:00:00 AM","","Development project evaluation|Evaluation methodology|Environmental aspects|Private sector|Women in development|Project sustainability|Development project implementation","Latin America|Caribbean|East Africa","http://pdf.usaid.gov/pdf_docs/PDAAW776.pdf","4,056 KB","","","003433 - USAID. Bur. for Program and Policy Coordination. Center for Development Information and Evaluation (CDIE)","English","application/pdf","CDIE series|PPCeval","","Kean, John|Turner, Allen|et al.","Development program and activity evaluation","Mar 1988","","","AID evaluation occasional paper, no. 16","Synthesis of A.I.D. evaluation reports : FY 1985 and FY 1986","","PD-AAW-776","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MTk5NDky","Program and Policy Coordination","9300085"
"","Attached to PD-AAX-241","Final Evaluation Report","Documents","","","1/1/1988 12:00:00 AM","","Small scale enterprises|Microenterprises|Entrepreneurs|Credit|Business support services|Management training|Training centers|Credit unions|Export promotion","Eastern Caribbean|Barbados","http://pdf.usaid.gov/pdf_docs/XDAAX241A.pdf","6,870 KB","000241 - Louis Berger International, Inc. (LBII)","","001757 - USAID. Bur. for Latin America and the Caribbean. Regional Development Ofc.","English","application/pdf","Scheduled evaluation","","","Small scale enterprises","Jan 1988","","","","Evaluation of the RDO/C private sector projects : small enterprise cluster - final report","","XD-AAX-241-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjAwNjU5","Caribbean Regional","5380079|5380102|5380133|5380136|5380035|5380135"
"During the 1960's and the 1970's, A.I.D. supported three newly established Nigerian universities via three cooperating U.S. land grant universities - Ahmadu Bello University (Kansas State University), the University of Ife (the University of Wisconsin), and the University of Nigeria at Nsukka (Michigan State University).  This study identifies the impacts of these projects. All three universities have expanded exponentially - from a few hundred students to 21,000 at Ahmadu Bello (including its non-degree granting schools), 13,000 at Ife, and 12,000 at Nsukka.  Their brief history encompasses four eras of Nigerian history: the heady period of independence beginning in 1960; the 1967-70 civil war; the oil-boom years of the later 1970's; and the oil-bust period from the early 1980's to the present. Efforts to transfer the tripartite land-grant model (teaching, research, extension) to Nigeria had mixed success.  Ahmadu Bello comes closest to the model in practice.  Staff at the other two universities understand and appreciate the concept but have been limited in their ability to practice it.  All three universities have adopted the model's teaching component, but only Ahmadu Bello, because it incorporated established Nigerian research institutes at its founding, has produced significant achievements in research and extension.  Thus, while the universities have contributed to solving Nigeria's agricultural problems (e.g., through staff participation in state, federal, and parastatal commissions, the development of improved food crop varieties, and research in production economics and animal health), their impact (except at Ahmadu Bello) has been less than expected. Three factors seem to have determined the universities' impact: (1) the reluctance of government ministries to transfer research and extension responsibilities to the universities; (2) the failure of the universities' promotion and incentive systems to reward research and outreach by staff; and (3) the declining financial fortunes of the universities resulting from the sharp drop in oil prices in recent years. Several lessons were learned.  (1) Of the three components of the U.S. land-grant model, teaching is the easiest to transfer.  (2) Structural factors in many countries inhibit the development of relevant, problemsolving research and extension.  (3) It is unrealistic to expect a university to be a major influence without a suitable incentive and reward system for its staff.  (Author abstract, modified)","","Special Evaluation","Documents","","","3/1/1988 12:00:00 AM","","Universities and colleges|Agricultural colleges|Land grant colleges|Institution building|Agricultural education|Agricultural research|Agricultural extension","Nigeria","http://pdf.usaid.gov/pdf_docs/PNAAX200.pdf","110 KB","003433 - USAID. Bur. for Program and Policy Coordination. Center for Development Information and Evaluation (CDIE)","","","English","application/pdf","Ex post evaluation|Impact evaluation|CDIE series|PPCeval","","Gamble, William K.|Blumberg, Rae Lesser|et al.","Agricultural education","Mar 1988","","","AID project impact evaluation, no. 66","Three Nigerian universities and their role in agricultural development","","PN-AAX-200","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjAwNjc2","Nigeria","6200743|6200817|6200742|6200602"
"The Superior Institute of Agriculture (ISA) was created in 1962 by a group of socially minded community leaders to remedy the Dominican Republic's lack of trained agricultural manpower. Originally a high school, ISA was later expanded to include an undergraduate degree program through a local university, as well as a specialized non-degree program in rural development administration.  It recently gained autonomous university status. This report focuses on ISA's development impact. These impacts have been numerous and important.  ISA's training is generally regarded as excellent.  Current and former faculty are vitally involved in national decisionmaking regarding agricultural and rural development, either indirectly (via research) or directly (via government employment or consultation).  ISA faculty have conducted innovative commodity research which has led to important foreign exchange savings and have influenced government policy on critical issues such as agrarian reform and reforestation. Several factors account for ISA's vitality:  continuous, strong leadership from its founding group; early institution-building inputs by Texas A&M University; responsiveness to societal needs; innovative training and other programs funded by the Dominican Secretariat of Agriculture (DSOA), A.I.D., and other donors; and ISA's own commitment to quality education.  Constraining factors include an overly theoretical curriculum, insufficient linkages with research and outreach activities, and pressures on ISA to turn to the private sector in the light of dwindling government/donor support (which threatens to divert ISA's attention from the small-farm sector) and to reduce or terminate its technical/vocational program (despite the present shortage of lower- and mid-level agricultural technicians). Lessons learned include the following.  (1) An agricultural college needs strong, supporting linkages to its primary bureaucratic constituency (in this case, the DSOA).  (2) Donors should follow institution-building efforts with projects to build linkages to research and outreach.  (3) Moderate resource scarcity can generate institutional entrepreneurship and innovation.  (4) External funding should not infringe on the recipient's basic institutional autonomy, which may be a major impetus to social relevancy.  (5) Institutional autonomy needs to be coupled with direct accountability to ensure responsiveness to societal needs; oversight by the founding group is an important mechanism in this regard.  A 15-page Spanish/English bibliography is included among the appendices.  (Author abstract, modified)","","Special Evaluation","Documents","","","3/1/1988 12:00:00 AM","","Agricultural education|Agricultural colleges|Agricultural development|Rural development|Institution building","Dominican Republic","http://pdf.usaid.gov/pdf_docs/PNAAX201.pdf","132 KB","003433 - USAID. Bur. for Program and Policy Coordination. Center for Development Information and Evaluation (CDIE)","","","English","application/pdf","Impact evaluation|CDIE series|PPCeval","","Hansen, David O.|Antonini, Gustavo A.|Strasma, John","Agricultural education","Mar 1988","","","AID project impact evaluation, no. 67","Dominican Republic : the Superior Institute of Agriculture - development of a private institution of higher agricultural education","","PN-AAX-201","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjAwODU1","Dominican Republic","5170125|5170144|5170160"
"In response to the high levels of Third World under- and unemployment, A.I.D. has increasingly funded employment generation (EG) projects, particularly in the off-farm sector. This study reviews over 30 such projects, with a focus on the policy environment as it relates to distortions in foreign exchange, factor, and product pricing. Initial sections present the conflicting views of the employment problem in the literature, summarize current A.I.D. strategies in the area, and present the basic concept underlying the study's approach, namely, that of aggregate production function, according to which (other things being equal) increased growth means increased employment.  The paper's central section examines five different types of EG projects - vocational education, labor-intensive infrastructure, Food for Work (FFW), export promotion, and small-scale enterprise (SSE) credit and technical assistance - reviewing each type in terms of its success, policy context, and lessons learned.  A final section specifies relevant factors in the policy environment for the five areas studied (though acknowledging the study's weak empirical base) and discusses the study's programming implications.  Two areas requiring urgent donor attention are noted:  the vitality of the informal sector in creating new jobs and the feasibility of export promotion projects in the present international economic environment. General conclusions on the projects studied are as follows.  (1) As tools for EG, vocational education programs frequently had poor payoffs, suggesting caution in their future use.  (2) Labor-intensive infrastructure and FFW projects are promising on paper, yet enountered multiple problems and typically affected small numbers of workers. There is a need to strengthen economic analysis of these projects, especially of FFW.  (3) Export promotion projects are closely tied to exchange rates - the variable most closely associated with economic growth, according to a World Bank study.  (4) SSE projects provided some employment, but sometimes at great cost per job. Overall, the results of EG projects were middling or disappointing. Women were generally given no special consideration, equity was sometimes ill served, management was always difficult, and the projects were hostage to an economic and administrative environment beyond their control.  Appendices include a list of conditions promoting the success of the five types of EG projects studied and a list of sectoral policies, suggesting a wide range of policy options.","","Special Evaluation","Documents","","","3/1/1988 12:00:00 AM","","Employment|Development project design|Development strategies|Economic policy|Policy reform|Unemployment|Underemployment|Labor policy|Employment policy","","http://pdf.usaid.gov/pdf_docs/PNAAX203.pdf","291 KB","003433 - USAID. Bur. for Program and Policy Coordination. Center for Development Information and Evaluation (CDIE)","","","English","application/pdf","CDIE series|PPCeval","","Bowles, W. Donald","Economics (General)","Mar 1988","","","AID evaluation special study, no. 53","AID's experience with selected employment generation projects","","PN-AAX-203","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjAwODU2","",""
"","Companion evaluation summary: PD-AAY-393","Special Evaluation","Documents","282-85-0032","","2/1/1988 12:00:00 AM","","Water sanitation|Technical assistance|USAID","Kenya|Ivory Coast|Togo|Malawi|Philippines|Thailand|Belize|Honduras","http://pdf.usaid.gov/pdf_docs/PDAAX459.pdf","837 KB","000744 - Logical Technical Services Corp. (LTS)","","000186 - USAID. Bur. for Science and Technology. Ofc. of Health|001441 - U.S. Dept. of Health and Human Services. Public Health Service. Ofc. of International Health","English","application/pdf","Interim evaluation","","","","29 Feb 1988","","","","Water and sanitation for health II (WASH) : midterm evaluation","","PD-AAX-459","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjAxMDU2","","9365942"
"This is one of three reports that evaluate at midterm A.I.D.'s Family Planning Training for Paramedical/Auxiliary/ Community Personnel II (PAC II) project.  It reviews progress made by the contractor, Program for International Training in Health (INTRAH), in meeting project goals between 1984 and 1987.  PAC II's main purpose is to increase the capability of less developed country (LDC) institutions (both in-country and regional), to train PAC workers to provide family planning services. The contract called for allocating 80% of contract resources to Africa, where provision of family planning services is still relatively undeveloped and the need for training for providers of these services is acute.  The strategy employed in Africa was to develop a group of core trainers from within the institutions, mostly Ministries of Health, targeted for assistance.  Although INTRAH has introduced a good number of African family planning trainers to new experiential training methods, the evaluation found that there were neither time nor resources to provide the broad spectrum of skills deemed necessary.  Gaps were identified in the areas of needs assessment and design of training programs, evaluation, and curriculum development.  At this point, it is apparent that it will be several years before host country training in Africa is institutionalized. In Africa, most training has been targeted toward clinical providers. In contrast, in Asia efforts have focused on training for various groups of community-based distributors, including some very successful efforts with young village women and traditional medical practitioners. Most of the organizations assisted, however, were judged well along in their ability to operate in a self-sufficient manner, and INTRAH assistance, while helpful, was not deemed critical. Development of regional training institutions was designated as a major focus of activities in Asia, where two existing regional institutions were already successfully providing training.  Under the contract, participants from some African institutions have benefited from exposure to CBD training activities in the Asian setting.  Of the five regional institutions targeted for assistance in Africa, however, none was deemed to have begun to achieve institutional self-sufficiency. Project management has been competent with most quantitative goals met or surpassed.  The greatest weakness was in the area of evaluation, both with respect to training trainers how to evaluate their own efforts and with respect to self-assessment of project performance.  (Author abstract)","Project title: Population technical assistance (POPTECH)","Special Evaluation","Documents","DPE-3024-C-00-4063-00|DPE-3024-Z-00-7079-00","","2/1/1988 12:00:00 AM","","Family planning services|Paramedical education","Africa|Asia","http://pdf.usaid.gov/pdf_docs/PDAAX455.pdf","2,615 KB","000673 - International Science and Technology Institute, Inc. (ISTI)","","000191 - USAID. Bur. for Science and Technology. Ofc. of Population","English","application/pdf","Interim evaluation","","Abbatt, Fred|Baldi, Patricia|et al.","","25 Feb 1988","","Report no. 87-120-064","","Midterm evaluation PAC II training in Africa and Asia (family planning training for paramedical/auxiliary/community personnel) : program for international training in health (INTRAH)","","PD-AAX-455","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjAxMDky","Development Support","9363031|9363024"
"","Attached to PD-AAX-474","Special Evaluation","Documents","515-0000-C-00-8008-00","","1/1/1988 12:00:00 AM","","Coffee|Rust (fungi)|Agricultural credit|Technology transfer|Agricultural cooperatives|Crop diversification","Costa Rica","http://pdf.usaid.gov/pdf_docs/XDAAX474A.pdf","2,400 KB","003731 - Colorado State University. Agricultural and Natural Resource Economics Dept.","","008533 - USAID. Mission to Costa Rica","English|Spanish","application/pdf","Scheduled evaluation|Interim evaluation","","Tinnermeier, Ronald L.|Jordan, John","","15 Jan 1988","","","","First evaluation of USAID/FEDECOOP : coffee technification and diversification project","","XD-AAX-474-A","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjAxMTMx","Costa Rica","5150192|515000001"
"This is one of three reports that evaluate at midterm A.I.D.'s Family Planning Training for Paramedical/Auxiliary/Community Personnel II (PAC II) project.  It reviews progress made by the contractor, RONCO Consulting Corporation, in achieving project goals in the Near East and North Africa between 1984 and 1987. PAC II's main purpose is to increase the capability of LDC institutions (both in- country and regional) to train PAC workers to provide family planning services. RONCO has been operating in a region where wide differences in attitudes toward family planning, and extreme cultural and developmental variations among the countries, have made the job of training family planning workers very difficult.  Compounded by RONCO's own inexperience as a training contractor, these problems have resulted in a considerable shortfall in the number of trainees who should have been trained at the time of the evaluation. RONCO's main achievements were seen to be limited to promoting its goals among training team members and government officials. From a practical standpoint, however, although trainers trained by RONCO were enthusiastic about the participatory methods they were being taught, they were judged to need more support and follow-up when they began to operate on their own. For a number of reasons beyond RONCO's control (primarily lack of government interest), little had been accomplished in the area of pre-service clinical skills training. Principal recommendations called for a number of major personnel and organizational changes, as well as a concerted effort to plan future activities using measurable objectives.  For the remainder of the project period, it was recommended that RONCO limit its activities to four countries - Egypt, Jordan, Tunisia, and Turkey.  (Author abstract, derived from PN-ABB-465, p.63)","Project title: Population technical assistance (POPTECH)","Special Evaluation","Documents","DPE-3024-C-00-4083-00|DPE-3024-Z-00-7079-00","","3/1/1988 12:00:00 AM","","Paramedical education|Family planning services","Middle East|North Africa","http://pdf.usaid.gov/pdf_docs/PDAAX505.pdf","1,495 KB","000673 - International Science and Technology Institute, Inc. (ISTI)","","000191 - USAID. Bur. for Science and Technology. Ofc. of Population","English","application/pdf","Interim evaluation","","Ward, Sheila|Bryce, Jennifer|Hanafi, Hamouda","","30 Mar 1988","","Report no. 87-119-063","","Midterm evaluation : PAC II training in the Near East/North Africa region, Ronco Consulting Corporation (Family planning training for paramedical/auxiliary/community personnel)","","PD-AAX-505","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjAxMTkz","Development Support","9363031|9363024"
"","","Special Evaluation","Documents","388-0249-C-00-7045-00","","1/1/1988 12:00:00 AM","","Women in development|Marketing|Business support services","Bangladesh","http://pdf.usaid.gov/pdf_docs/PDAAX526.pdf","15,376 KB","008511 - USAID. Mission to Bangladesh","","","English","application/pdf","","","Rashid, Raka","","Jan 1988","","","","Women's markets : pilot project activity","","PD-AAX-526","https://dec.usaid.gov/dec/content/Detail.aspx?ctID=ODVhZjk4NWQtM2YyMi00YjRmLTkxNjktZTcxMjM2NDBmY2Uy&rID=MjAxMjI4","Bangladesh","3880249"
